pathway,contrast,NES,padj,size,database,sig,pathway_label,pattern,sort_key,leading_edge
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Aging,-2.46,1.093e-9,114,GO:BP,TRUE,Membraneless Organelle Assembly,Reversed,-2.45961119471847,PLEC;OBSCN;SYNPO2L;TTN;SQSTM1;NEB;LMOD2;RPL24;MYOM2;MYOM3;MYBPH;FLNC;RPS23;MYOM1;RPL38;TPM1;NRAP;ACTN2;KPNB1;CAPN3;FLNA;TNNT3;RPS19;MYOZ1;RPS27;CAPRIN1;MAPT;TMOD4;RPS5;MSN;MYH3;RPS15;MYBPC2;CSRP1;EZR;EIF5;TCAP;RPS3;RPS14;DYNC1H1;RPL5;WDR1;MAPRE1;EIF2A;ACTA1;DDX3X;TMOD1;LMOD3;UBAP2L;CSRP3;KLHL41
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Training_Old,2.057,2.309e-5,114,GO:BP,TRUE,Membraneless Organelle Assembly,Reversed,-2.45961119471847,FSCN1;MYBPH;RPS15;LCP1;RPS6;GSN;RPL24;MSN;CSRP3;TUBB;RPS19;RPSA;CSRP1;RPS14;CAPG;UBAP2L;FLNA;MYH11;DYNC1H1;CASQ1;RPL11;G3BP1;NRAP;RPS3;MYL9;RPS5;CAPRIN1;ACTA1;FLNC;MAPRE1;RPS28;WDR1;RPL38;EIF2S1;SQSTM1;EZR;ACTN2;TNNT3;C1QBP;FXR1;TPM1;SBDS;CAPN3
REACTOME_TRANSLATION,Aging,-2.667,4.705e-16,177,Reactome,TRUE,Translation,Reversed,-2.6668651825275314,RPS7;RPL24;RPS10;EEF1G;EIF3C;RPS27A;RPL23A;RPS23;RPL22;NARS1;RPL38;RPS3A;RPL27A;DDOST;RPL27;RPL34;RPL17;EIF3G;RPS19;RPS27;RPL23;RPS24;RPL10;MRPL9;RPL35;RPL31;IARS1;EIF2B1;RPS5;RPS25;EIF2S3;EIF3M;EEF2;RPL36AL;RPL35A;RPL19;RPL37A;RPL30;RPS15;EEF1A2;RPS20;MRPL22;RPL28;EIF5;EIF3D;EIF4A1;RPS3;RPS14;RPS2;EIF4E;RPL32;RPS21;RPS17;RPLP1;RPL5;RPL6;RPL26;RPL36;TRMT112;RARS1;RPL7A;EIF3A;EEF1A1;MRPS21;MRPL1;SSR4;RPS13;RPLP0;RPL29;YARS1;RPS12;RPS18;MRPL13;EIF3K;EIF3I;EIF3J;LARS1;RPN1;RPLP2;SEC61A1;RPL11;MRPL36;RPS26;RPL18A
REACTOME_TRANSLATION,Training_Old,2.403,1.391e-11,178,Reactome,TRUE,Translation,Reversed,-2.6668651825275314,RPS15;RPS6;RPL22;TUFM;RPL24;RPS12;RPS3A;EEF1G;RPL37A;RPS21;RPL18;RPS2;RPL10;RPS17;RPS19;RPSA;RPS16;RPS14;RPS13;RPS18;RPL32;RPS25;RPS11;RPL23A;PTCD3;RPL23;RPS4X;RPS20;MARS1;RPS10;MTIF2;RPS7;RPS15A;MRPS18A;RPL36AL;EIF3C;RPLP2;VARS1;MRPS18B;RPL11;RPL12;EEF2;RPL35;RPL6;RPS3;RPL19;EIF2B3;TARS1;RPS8;EIF4A2;RPS5;EIF3I;SSR4;QARS1;MRPL13;RPL7;MRPS5;RPS28;ETF1;MRPL9;RPL8;RPL17;RPLP0;EIF3E;RPL38;EIF2S1;RPS9;IARS2;RPL4;TSFM;RPL13A;MRPL4;EIF3L;FARSB;MRPL1;SARS1;EIF3K;MRPS25;RPL29;RPL31;RPL28;RPL13;MRPL38;EEF1B2;YARS1;EIF2B1;EIF3A;RPL5;EIF2S2;RPL36;MRPS21
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Aging,-2.989,4.378e-16,78,Reactome,TRUE,Eukaryotic Translation Elongation,Reversed,-2.989152022603834,RPS7;RPL24;RPS10;EEF1G;RPS27A;RPL23A;RPS23;RPL22;RPL38;RPS3A;RPL27A;RPL27;RPL34;RPL17;RPS19;RPS27;RPL23;RPS24;RPL10;RPL35;RPL31;RPS5;RPS25;EEF2;RPL36AL;RPL35A;RPL19;RPL37A;RPL30;RPS15;EEF1A2;RPS20;RPL28;RPS3;RPS14;RPS2;RPL32;RPS21;RPS17;RPLP1;RPL5;RPL6;RPL26;RPL36;RPL7A;EEF1A1;RPS13;RPLP0;RPL29;RPS12;RPS18;RPLP2;RPL11;RPS26;RPL18A;RPS16;RPL14;RPL13A;RPL13;EEF1D;RPL3;RPS8;RPL12;RPL10A;RPSA;RPL4
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Training_Old,2.821,8.686e-13,78,Reactome,TRUE,Eukaryotic Translation Elongation,Reversed,-2.989152022603834,RPS15;RPS6;RPL22;RPL24;RPS12;RPS3A;EEF1G;RPL37A;RPS21;RPL18;RPS2;RPL10;RPS17;RPS19;RPSA;RPS16;RPS14;RPS13;RPS18;RPL32;RPS25;RPS11;RPL23A;RPL23;RPS4X;RPS20;RPS10;RPS7;RPS15A;RPL36AL;RPLP2;RPL11;RPL12;EEF2;RPL35;RPL6;RPS3;RPL19;RPS8;RPS5;RPL7;RPS28;RPL8;RPL17;RPLP0;RPL38;RPS9;RPL4;RPL13A
GOBP_FATTY_ACID_CATABOLIC_PROCESS,Aging,2.656,7.569e-9,37,GO:BP,TRUE,Fatty Acid Catabolic Process,Aging only,2.6555863587377746,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;PCCB;CPT2;ECH1;ACAA2;IVD;PCCA;ECI2;MCEE;ADIPOQ;ACADS;ACADVL;MLYCD;GCDH;PLIN5
GOBP_FATTY_ACID_CATABOLIC_PROCESS,Training_Old,-1.7,0.084,37,GO:BP,FALSE,Fatty Acid Catabolic Process,Aging only,2.6555863587377746,ACADS;CPT1B;ECHDC2;PLIN5;ACAA2;HADHB;CPT2;HADH;ACAT1;CPT1A;ADIPOQ;ECI1;ACADVL;ETFA;HADHA;ACAA1;ILVBL;MCEE
REACTOME_FATTY_ACID_METABOLISM,Aging,2.458,2.492e-7,53,Reactome,TRUE,Fatty Acid Metabolism,Aging only,2.458371790292487,HADHA;HADHB;ECHS1;ACADM;CRAT;ECI1;HADH;PCCB;CPT2;ACAA2;PCCA;CBR4;ECI2;ACOT9;MCEE;ACADS;ACADVL;ACSF2;MLYCD;SLC27A1;ACSL1;CPT1B;SLC25A20;MECR;ACAA1;HSD17B8;PTGES3;ACOT2;MMUT
REACTOME_FATTY_ACID_METABOLISM,Training_Old,-1.33,0.3291,53,Reactome,FALSE,Fatty Acid Metabolism,Aging only,2.458371790292487,SLC27A1;ACADS;GPX1;CPT1B;DBI;ACSF2;ACAA2;HADHB;CPT2;HADH;CPT1A;PTGR2;ECI1;ACADVL
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,Aging,2.419,9.628e-6,22,Reactome,TRUE,Mitochondrial Fatty Acid Beta Oxidation,Aging only,2.4185391412911152,HADHA;HADHB;ECHS1;ACADM;ECI1;HADH;PCCB;ACAA2;PCCA;ACOT9;MCEE;ACADS;ACADVL;ACSF2
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,Training_Old,-1.458,0.2741,22,Reactome,FALSE,Mitochondrial Fatty Acid Beta Oxidation,Aging only,2.4185391412911152,ACADS;DBI;ACSF2;ACAA2;HADHB;HADH;ECI1;ACADVL;HADHA
GOBP_FATTY_ACID_METABOLIC_PROCESS,Aging,2.398,1.3e-8,102,GO:BP,TRUE,Fatty Acid Metabolic Process,Aging only,2.3984700869043225,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;PCCB;CPT2;ECH1;ASAH1;ACAA2;IVD;PCCA;CBR4;ECI2;ACOT9;MCEE;ADIPOQ;ACADS;ACADVL;ACSF2;ACADSB;MLYCD;SLC27A1;ACSS2;GCDH;FABP3;PLIN5;ACSL1;CPT1B;ECHDC3;MECR;ACAA1;FABP5;HSD17B8;GSTP1;PTGES3;ACOT2;MMUT;ECHDC2;CES2
GOBP_FATTY_ACID_METABOLIC_PROCESS,Training_Old,-1.515,0.08789,102,GO:BP,FALSE,Fatty Acid Metabolic Process,Aging only,2.3984700869043225,SLC27A1;GSTP1;ACADS;GPX1;CPT1B;DBI;ACSS2;ECHDC2;ECHDC3;PLIN5;PLAA;ACSF2;ACAA2;HADHB;CPT2;HADH;ACAT1;MGST3;CPT1A;ADIPOQ;PTGR2;AKR1B1;FABP5;FABP3;ECI1;ACADVL;ADH5;ETFA;HADHA;ACAA1;ILVBL;PTGES3;ASAH1;ACADSB;ERLIN2;MCEE;OXSM;GPX4;ACSL1;NDUFAB1
HALLMARK_FATTY_ACID_METABOLISM,Aging,2.19,1.73e-5,84,Hallmark,TRUE,Fatty Acid Metabolism,Aging only,2.18984466236608,IDI1;HMGCL;MAOA;HADHB;ECHS1;ACADM;CRAT;ECI1;HADH;PRDX6;CPT2;ACO2;ECH1;ACAA2;YWHAH;FH;ECI2;CA2;HSDL2;SDHA;MCEE;MDH1;ACADS;ACADVL;MLYCD;GCDH;HCCS;ACSL1;SUCLA2;APEX1;LGALS1;ALAD;ALDH9A1;GLUL;ACAA1;MDH2;SUCLG1
HALLMARK_FATTY_ACID_METABOLISM,Training_Old,-1.182,0.507,84,Hallmark,FALSE,Fatty Acid Metabolism,Aging only,2.18984466236608,IDI1;ACADS;PRDX6;ME1;ALDH1A1;MDH1;ALDH9A1;GLUL;ACAA2;GSTZ1;HADHB;CPT2;MAOA;HADH;GPD2;IDH1;CPT1A
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,Aging,2.177,3.409e-4,24,Reactome,TRUE,Citric Acid Cycle Tca Cycle,Aging only,2.1765406336766753,FXN;IDH2;ACAT1;ACO2;FH;SDHA;CS;SUCLA2;SDHB;ISCA2;NNT;MDH2;SUCLG1;TRAP1;IDH3B;IDH3G;SDHD;SIRT3;DLD;DLST;IDH3A
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,Training_Old,1.417,0.325,25,Reactome,FALSE,Citric Acid Cycle Tca Cycle,Aging only,2.1765406336766753,IDH3B;IDH3A;FH;IDH3G
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,Aging,2.079,1.107e-4,76,Reactome,TRUE,Mitochondrial Protein Degradation,Aging only,2.0788794660335146,IDH2;ACAT1;LONP1;ECI1;HADH;PCCB;ACO2;ECH1;TIMM10;TFAM;ACAD8;FH;ALDH2;ACADSB;FECH;CHCHD2;DBT;NADK2;CS;ATP5F1C;HSPD1;OPA1;MDH2;IARS2;ACOT2;ATP5PD;ATP5PO;AFG3L2;GLUD1;TIMM9;ATP5F1A;MRPL12
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,Training_Old,1.069,0.6721,76,Reactome,FALSE,Mitochondrial Protein Degradation,Aging only,2.0788794660335146,IDH3A;HSPA9;PMPCA;SHMT2;FH;ALDH1B1;GLUD1;TIMM9;MT-CO1;ME2;CHCHD2;SSBP1;IARS2;OPA1;MT-ND5;COX5B;ATP5F1B;ATP5PF;MT-ND2;NDUFV3;UQCRC2;UQCRQ;ACAD8;PRKACA
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Aging,2.066,1.842e-6,156,Hallmark,TRUE,OXPHOS,Aging only,2.0655020559749966,HADHA;HADHB;ECHS1;FXN;MAOB;ACADM;IDH2;ACAT1;ALDH6A1;ETFB;ECI1;ETFA;ACO2;ECH1;ACAA2;TIMM10;PDP1;FH;VDAC1;SDHA;MDH1;ACADVL;ACADSB;CYB5R3;GRPEL1;CYB5A;CS;HCCS;PHB2;ATP5F1C;TIMM50;SUCLA2;OPA1;GOT2;SDHB;SLC25A20;NNT;COX11;LDHB;ACAA1;MDH2;SUCLG1;ATP5F1D;ATP5PD;ATP5PO;AFG3L2;GLUD1;ATP6V1G1;TIMM9;ATP5F1A;DECR1;COX8A;IDH3B;UQCRC1;MFN2;CYC1;TOMM70;IDH3G
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Training_Old,-0.606,1,156,Hallmark,FALSE,OXPHOS,Aging only,2.0655020559749966,ALDH6A1;ATP6V1G1;MDH1;MPC1;MAOB;ATP5MF;VDAC3;VDAC1;MFN2;ACAA2;HADHB;ACAT1;MGST3;IDH1;TIMM10;CPT1A;PDHX;FXN;FDX1;ECI1;ACADVL;MRPL11;CYB5A;ATP5PB;ETFA;HADHA;ATP6V1H;BCKDHA
GOBP_MITOCHONDRIAL_TRANSPORT,Aging,1.971,4.173e-4,64,GO:BP,TRUE,Mitochondrial Transport,Aging only,1.9706068944222888,SLC25A46;CPT2;TST;ACAA2;TIMM10;MICU1;VDAC1;SFXN1;TIMM44;PPIF;CHCHD4;PMPCB;GRPEL1;LETM1;GSK3A;TIMM50;HSPD1;ATP5IF1;CPT1B;SLC25A20;TIMM8A;MCU;AFG3L2;TIMM9;VPS35;MTCH2;PNPT1;SAMM50;TOMM70;TIMM13;VDAC2;NOL3;SLC25A13
GOBP_MITOCHONDRIAL_TRANSPORT,Training_Old,-0.682,0.9968,64,GO:BP,FALSE,Mitochondrial Transport,Aging only,1.9706068944222888,CPT1B;MPC1;GSK3A;VDAC1;TST;ACAA2;CPT2;TIMM10;CPT1A;HSPA1A;PNPT1;NOL3;ROMO1
GOBP_FATTY_ACID_TRANSPORT,Aging,1.929,0.009316,20,GO:BP,TRUE,Fatty Acid Transport,Aging only,1.9289791827457128,PLIN2;CPT2;FABP4;SLC27A1;FABP3;ACSL1;GOT2;CPT1B;SLC25A20;FABP5
GOBP_FATTY_ACID_TRANSPORT,Training_Old,-1.577,0.1824,20,GO:BP,FALSE,Fatty Acid Transport,Aging only,1.9289791827457128,SLC27A1;PLIN2;CPT1B;CPT2;FABP4;CPT1A;FABP5;FABP3;FIS1
GOBP_RESPONSE_TO_INSULIN,Aging,1.881,0.00301,59,GO:BP,TRUE,Response To Insulin,Aging only,1.8806944134136874,HADHA;CTSD;LONP1;APPL1;HADH;PRKDC;NCL;ADIPOQ;PTPN11;PLN;SLC27A1;FABP3;YWHAG;GSK3A;NUCKS1;ECHDC3;MYO1C;GSTP1;BLVRB;GRB2;CUL3;PAK1;GOT1
GOBP_RESPONSE_TO_INSULIN,Training_Old,-1.149,0.563,59,GO:BP,FALSE,Response To Insulin,Aging only,1.8806944134136874,SLC27A1;GSTP1;SGCB;ECHDC3;CTSD;GSK3A;SORBS1;HADH;PRKCQ;NUCKS1;MAPK3;GOT1;ADIPOQ;FABP3;USO1;RBP4;MYO1C;VAMP2;FBP1;PIP4K2B;HADHA;SNX5;ATP2B1;RAB10;PLN;EEF2K
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,Aging,1.867,0.01654,22,GO:BP,TRUE,Reactive Nitrogen Species Metabolic Process,Aging only,1.8669686604752311,SOD2;DDAH2;DYNLL1;CLU;CYB5R3;THAP4;KHSRP;SPR;ASS1;CD36;APOE
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,Training_Old,-1.188,0.5715,22,GO:BP,FALSE,Reactive Nitrogen Species Metabolic Process,Aging only,1.8669686604752311,ASS1;CD47;DYNLL1;CYB5B;KHSRP;RAC1;SPR;ATP2B4;APOE;CLU;CYB5R3;SOD2;CAV1
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,Aging,1.847,0.02668,17,GO:BP,TRUE,Regulation Of Response To Cytokine Stimulus,Aging only,1.846751116495817,CDC37;MAVS;UBE2K;ANXA4;ADIPOQ;PTPN11;PADI2
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,Training_Old,-1.424,0.3339,17,GO:BP,FALSE,Regulation Of Response To Cytokine Stimulus,Aging only,1.846751116495817,GSTP1;UBE2K;CPNE1;MAVS;HSPA1A;ADIPOQ;NOL3
REACTOME_PROTEIN_LOCALIZATION,Aging,1.844,0.003663,76,Reactome,TRUE,Protein Localization,Aging only,1.8444519141008966,HMGCL;FXN;CRAT;ACO2;ECH1;TIMM10;EMD;SGTA;ECI2;VDAC1;TIMM44;MLYCD;CHCHD4;CHCHD2;PMPCB;GRPEL1;CYB5A;CS;PITRM1;TIMM50;HSPD1;TIMM8A;CHCHD7;ACAA1
REACTOME_PROTEIN_LOCALIZATION,Training_Old,0.824,0.9412,76,Reactome,FALSE,Protein Localization,Aging only,1.8444519141008966,DHRS4;HSPA9;PMPCA;IDH3G;SCP2;USP9X;TIMM9;PMPCB;CHCHD2;TIMM8B;ATAD1;TIMM13;CHCHD4;IDE;ATP5F1B;SLC25A13;HSCB;GSTK1;TOMM22
GOBP_KETONE_METABOLIC_PROCESS,Aging,1.811,0.007932,51,GO:BP,TRUE,Ketone Metabolic Process,Aging only,1.8106222722381715,AKR7A2;COQ7;COQ5;CBR4;COQ8A;ADIPOQ;ACADVL;MLYCD;FABP3;HAGH;PLIN5;PPTC7;COQ3;SIRT5;STAT5B;H6PD;COQ9;FABP5
GOBP_KETONE_METABOLIC_PROCESS,Training_Old,-1.762,0.05522,51,GO:BP,FALSE,Ketone Metabolic Process,Aging only,1.8106222722381715,KYAT1;HAGH;PRKG1;STAT5B;GLO1;H6PD;PLIN5;COQ7;OXCT1;COQ9;PLAA;PARK7;CPT1A;ADIPOQ;AKR1B1;NMT1;FABP5;FABP3
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Aging,1.805,0.02668,26,GO:BP,TRUE,Regulation Of Lipid Localization,Aging only,1.8048967932560636,PLIN2;LAMTOR1;PLIN3;ADIPOQ;PTPN11;FABP3;NAXE;PLIN5;ACSL1
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Training_Old,-1.159,0.6004,26,GO:BP,FALSE,Regulation Of Lipid Localization,Aging only,1.8048967932560636,PLIN2;DBI;PLIN5;MAPK3;ADIPOQ;FABP3;NAXE;FIS1;LPCAT3;ACSL1;SURF4;EHD1;SAR1B;APOE
GOBP_NADP_METABOLIC_PROCESS,Aging,1.796,0.04134,17,GO:BP,TRUE,Nadp Metabolic Process,Aging only,1.7960691792741867,DCXR;IDH2;TALDO1;MDH1;NADK2;PGLS;NNT;H6PD;PGD;ACO1;TIGAR;TKT
GOBP_NADP_METABOLIC_PROCESS,Training_Old,-1.852,0.05209,17,GO:BP,FALSE,Nadp Metabolic Process,Aging only,1.7960691792741867,TALDO1;RBKS;ME1;H6PD;MDH1;ALDH1L1;IDH1;ACO1;TIGAR;DCXR
GOBP_REGULATION_OF_HEMOPOIESIS,Aging,1.767,0.03124,34,GO:BP,TRUE,Regulation Of Hemopoiesis,Aging only,1.7673252426807033,HMGB2;HMGB1;PRKDC;XRCC6;ADIPOQ;FBN1;OPA1;CUL4A;LGALS1;STAT5B;GLUL;PITHD1
GOBP_REGULATION_OF_HEMOPOIESIS,Training_Old,-1.331,0.3783,34,GO:BP,FALSE,Regulation Of Hemopoiesis,Aging only,1.7673252426807033,STAT5B;HMGB2;SOD1;FBN1;GLUL;HMGB1;RHOA;HSPA1A;ADIPOQ;CLPTM1;CUL4A;PRXL2A;PRMT1;HLA-DRB1;TSC22D1
HALLMARK_HEME_METABOLISM,Aging,1.723,0.03031,46,Hallmark,TRUE,Heme Metabolism,Aging only,1.7229286219248,SELENBP1;ALDH6A1;CTSB;HDGF;CA2;RAD23A;FN3K;LAMP2;FECH;OPTN;HAGH;PGLS;UBAC1;ALAD;NNT;TNS1;ADD1;BLVRB
HALLMARK_HEME_METABOLISM,Training_Old,-1.132,0.601,46,Hallmark,FALSE,Heme Metabolism,Aging only,1.7229286219248,ALDH6A1;RNF123;RAD23A;SELENBP1;HAGH;TFRC;ALDH1L1;H1-0;MGST3
REACTOME_COMPLEX_I_BIOGENESIS,Aging,-1.627,0.04631,49,Reactome,TRUE,Complex I Biogenesis,Aging only,-1.6267533631910511,MT-ND4;MT-ND2;NDUFA11;PYURF;NDUFA1;SFXN4;NDUFA6;NDUFAB1;MT-ND5;MT-ND3;NUBPL;NDUFS4;NDUFA8;NDUFA2;MT-ND1;NDUFB6;NDUFA13;NDUFS2;NDUFA10;NDUFA12;NDUFAF4;NDUFB3;NDUFB1
REACTOME_COMPLEX_I_BIOGENESIS,Training_Old,0.913,0.8386,49,Reactome,FALSE,Complex I Biogenesis,Aging only,-1.6267533631910511,HSPA9;NUBPL;SFXN4;NDUFAF4;MT-ND5;NDUFA1;NDUFS2;NDUFA6;HSCB;NDUFA10;NDUFB5;MT-ND2;NDUFV3;PYURF;NDUFC2
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,Aging,-1.715,0.03207,33,Reactome,TRUE,Neurotransmitter Receptors And Postsynaptic Signal Transmission,Aging only,-1.7148995077648272,ACTN2;TUBA4A;CAMK2D;GNG12;MAPT;TUBA8;MYO6;CALM1;CAMK2G;AP2M1;MAPK1;CAMK2A;TUBB4B
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,Training_Old,1.82,1,33,Reactome,FALSE,Neurotransmitter Receptors And Postsynaptic Signal Transmission,Aging only,-1.7148995077648272,CAMK2D;MAPK1;CAMK2B;AP2A1;MYO6;TUBA1B;CALM1;TUBB6;PRKAG1;TUBA4A;AP2B1;CAMK2A;TUBB2A;NSF;TUBA8;ACTN2;PRKAB2;RPS6KA3
HALLMARK_MYOGENESIS,Aging,-1.797,0.001803,103,Hallmark,TRUE,Myogenesis,Aging only,-1.797310034050985,SPEG;DES;MYOM2;MYBPH;MYOM1;TNNI2;ACTN2;TNNT3;ACTN3;MYOZ1;HRC;SMTN;TPM2;MYH2;MYL1;HSPB8;FXYD1;ENO3;MYH3;COL15A1;SVIL;COX6A2;MYH1;TNNC2;TCAP;AGL;COL3A1;TPM3;PDLIM7;PVALB;COL1A1;ACTA1;MYH4;HSPB2;LAMA2;CSRP3;SSPN;TNNT1;MAPRE3;PFKM;SYNGR2;MYH7;MYH8
