pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,module,Description
GOBP_ACYL_COA_METABOLIC_PROCESS,5.697627804305172e-9,3.589505516712258e-7,3.4061536305018225,23,41,,GO:BP,6.868547008547009,turquoise,Acyl Coa Metabolic Process
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,1.3994520380112053e-8,1.1650438216443285e-6,2.6364564428312156,33,76,,Reactome,4.195348837209302,turquoise,Mitochondrial Protein Degradation
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,2.047317875605388e-8,1.2139390697707243e-6,3.339511494252874,22,40,,GO:BP,6.549761417859577,turquoise,Dicarboxylic Acid Metabolic Process
GOBP_TRICARBOXYLIC_ACID_CYCLE,2.528814341441163e-8,1.4161360312070513e-6,3.9700486295313886,17,26,,GO:BP,10.020812353138638,turquoise,Tricarboxylic Acid Cycle
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,7.676128669647481e-8,4.072388262634032e-6,2.414935997910136,35,88,,GO:BP,3.612032069443607,turquoise,Sulfur Compound Metabolic Process
HALLMARK_OXIDATIVE_PHOSPHORYLATION,4.194693653152781e-7,7.550448575675006e-6,1.9461022693781316,50,156,,Hallmark,2.625997214131949,turquoise,OXPHOS
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,3.2608755485902667e-7,2.1717431153611175e-5,4.553879310344827,12,16,,Reactome,15.723214285714286,turquoise,Branched Chain Amino Acid Catabolism
GOSLIM_KETONE_METABOLIC_PROCESS,4.757646951797458e-6,5.7091763421569504e-5,2.619224701374803,22,51,,GO Slim,4.039771525280305,turquoise,Ketone Metabolic Process
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,3.1801219216011313e-6,1.7649676664886277e-4,2.671609195402299,22,50,,Reactome,4.186459246275197,turquoise,Metabolism Of Vitamins And Cofactors
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,1.1214052734394328e-5,5.33468508650473e-4,1.7880262322826317,48,163,,Reactome,2.2956521739130435,turquoise,Aerobic Respiration And Respiratory Electron Transport
HALLMARK_ADIPOGENESIS,5.4416978007214455e-5,6.530037360865735e-4,1.911504895700298,34,108,,Hallmark,2.4743501463246687,turquoise,Adipogenesis
GOBP_ALCOHOL_METABOLIC_PROCESS,1.3256102379062188e-5,6.681075599047343e-4,2.2457487009919697,27,73,,GO:BP,3.1432344575375866,turquoise,Alcohol Metabolic Process
GOBP_KETONE_METABOLIC_PROCESS,1.4648529329399297e-5,7.031294078111663e-4,2.4737122179650917,22,54,,GO:BP,3.6547162576687118,turquoise,Ketone Metabolic Process
REACTOME_PROTEIN_LOCALIZATION,3.112433476406509e-5,0.0012955504345542094,2.1571007259528128,27,76,,Reactome,2.945641808125119,turquoise,Protein Localization
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,3.148566935106935e-5,0.0014426161229944502,2.5636653895274586,19,45,,GO:BP,3.8626373626373627,turquoise,Amide Biosynthetic Process
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,5.3195279694364736e-5,0.002234201747163319,2.361270753512133,21,54,,GO:BP,3.370586599944398,turquoise,Modified Amino Acid Metabolic Process
GOBP_KETONE_BIOSYNTHETIC_PROCESS,1.6028560069212836e-4,0.0064627154199066155,3.643103448275862,9,15,,GO:BP,7.783185840707965,turquoise,Ketone Biosynthetic Process
GOBP_TEMPERATURE_HOMEOSTASIS,1.8520948621358722e-4,0.007180429311665227,2.8190681444991794,13,28,,GO:BP,4.527363184079602,turquoise,Temperature Homeostasis
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,5.708990143937823e-4,0.020552364518176165,3.214503042596349,9,17,,GO:BP,5.83075221238938,turquoise,Long Chain Fatty Acid Transport
GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,8.255984244363887e-4,0.027740107061062662,2.891351943076081,10,21,,GO:BP,4.717590102205487,turquoise,Regulation Of Fatty Acid Metabolic Process
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,0.0011068781627386942,0.03486666212626887,3.238314176245211,8,15,,GO:BP,5.909243697478992,turquoise,Glutamine Family Amino Acid Metabolic Process
GOBP_MITOCHONDRION_ORGANIZATION,0.0011659910862589359,0.0356157277257275,1.6022908684546617,38,144,,GO:BP,1.9185027388922702,turquoise,Mitochondrion Organization
HALLMARK_PEROXISOME,0.004246289479184448,0.03821660531266003,2.133348866107487,13,37,,Hallmark,2.815049751243781,turquoise,Peroxisome
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.0013394243331742248,0.039709991995282905,2.158876117496807,16,45,,GO:BP,2.8849189862899873,turquoise,Sulfur Compound Biosynthetic Process
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005986965330122473,0.043106150376881806,2.8335249042145594,7,15,,Hallmark,4.508431085043989,turquoise,Cholesterol Homeostasis
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,0.001531412537040076,0.04410468106675419,2.5688549955791338,11,26,,GO:BP,3.80811078140455,turquoise,Monocarboxylic Acid Transport
GOBP_ACETYL_COA_METABOLIC_PROCESS,0.0015926113930330764,0.04459311900492614,2.876134301270417,9,19,,GO:BP,4.65929203539823,turquoise,Acetyl Coa Metabolic Process
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES,0.0016876928622161123,0.04597822716523895,2.428735632183908,12,30,,GO:BP,3.4662698412698414,turquoise,Apoptotic Mitochondrial Changes
GOSLIM_MITOCHONDRION_ORGANIZATION,0.006237763610137503,0.04990210888110003,1.529912209249706,32,127,,GO Slim,1.7801465689540306,turquoise,Mitochondrion Organization
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.0015926113930330764,0.05303395938800144,2.876134301270417,9,19,,Reactome,4.65929203539823,turquoise,Peroxisomal Protein Import
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,0.0024821159974445575,0.06254932313560285,2.7323275862068965,9,20,,GO:BP,4.233306516492357,turquoise,Fatty Acid Derivative Metabolic Process
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.0036671672395151016,0.09015864823002982,1.982641332395027,16,49,,GO:BP,2.529390288426433,turquoise,Mitochondrial Membrane Organization
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.003043556660109295,0.0921367607105814,2.0699451410658307,15,44,,Reactome,2.696489593041317,turquoise,Mitochondrial Protein Import
GOBP_MITOCHONDRIAL_TRANSLATION,0.004095035897479765,0.09828086153951437,2.0733109055228485,14,41,,GO:BP,2.6981592370813927,turquoise,Mitochondrial Translation
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.004292895785169674,0.10063346398723327,2.3031113753468095,11,29,,GO:BP,3.167985492911309,turquoise,Inner Mitochondrial Membrane Organization
GOBP_STEROID_METABOLIC_PROCESS,0.0046001448698867855,0.10538513701922454,1.9429885057471263,16,50,,GO:BP,2.453579021970234,turquoise,Steroid Metabolic Process
GOBP_NADPPLUS_METABOLIC_PROCESS,0.0047642598540259765,0.10671942073018187,2.6985951468710088,8,18,,GO:BP,4.129411764705883,turquoise,Nadpplus Metabolic Process
GOBP_FAT_CELL_DIFFERENTIATION,0.005722585260900822,0.12390271877178888,2.335322723253758,10,26,,GO:BP,3.234097633136095,turquoise,Fat Cell Differentiation
GOBP_LIPID_LOCALIZATION,0.005777210101462378,0.12390271877178888,1.7599533566550056,20,69,,GO:BP,2.1353907416625186,turquoise,Lipid Localization
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY,0.005986965330122473,0.12572627193257194,2.8335249042145594,7,15,,GO:BP,4.508431085043989,turquoise,Cytochrome Complex Assembly
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,0.007620481305252532,0.15178718272224034,2.375937031484258,9,23,,GO:BP,3.320480404551201,turquoise,Long Chain Fatty Acid Metabolic Process
GOBP_ORGANIC_ANION_TRANSPORT,0.0076797086496371595,0.15178718272224034,1.8974497126436782,15,48,,GO:BP,2.3641823641823643,turquoise,Organic Anion Transport
GOBP_HORMONE_METABOLIC_PROCESS,0.009543050896256395,0.18498837121973932,2.0239463601532566,12,36,,GO:BP,2.5907738095238093,turquoise,Hormone Metabolic Process
GOBP_ISOPRENOID_METABOLIC_PROCESS,0.0104649728045369,0.19534615901802216,2.2769396551724137,9,24,,GO:BP,3.0973451327433628,turquoise,Isoprenoid Metabolic Process
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,0.0104649728045369,0.19534615901802216,2.2769396551724137,9,24,,GO:BP,3.0973451327433628,turquoise,Primary Alcohol Metabolic Process
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.007070913280202639,0.19621784352562321,2.556563823351482,8,19,,Reactome,3.7518716577540108,turquoise,Epigenetic Regulation Of Gene Expression
HALLMARK_XENOBIOTIC_METABOLISM,0.03760755888415564,0.21317331348090532,1.5978523895946763,15,57,,Hallmark,1.8479193479193479,turquoise,Xenobiotic Metabolism
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04145036651017603,0.21317331348090532,1.785835023664638,10,34,,Hallmark,2.1462031558185406,turquoise,Estrogen Response Late
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.012749755784787443,0.23366825147392262,1.337409489088055,50,227,,GO:BP,1.5053274181928487,turquoise,Generation Of Precursor Metabolites And Energy
GOBP_NADPLUS_METABOLIC_PROCESS,0.013424544670943707,0.2416418040769867,2.5001690331304935,7,17,,GO:BP,3.602639296187683,turquoise,Nadplus Metabolic Process
HALLMARK_BILE_ACID_METABOLISM,0.056317467055540825,0.25268905987427653,1.9319487983281087,7,22,,Hallmark,2.3949169110459434,turquoise,Bile Acid Metabolism
HALLMARK_HEME_METABOLISM,0.06317226496856913,0.25268905987427653,1.5839580209895052,12,46,,Hallmark,1.8182773109243697,turquoise,Heme Metabolism
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,0.016696081992323926,0.2952570289168863,1.6559561128526645,18,66,,GO:BP,1.9511363636363637,turquoise,Organic Acid Biosynthetic Process
GOBP_CARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORT,0.019023909502511368,0.33062242721605967,2.2079414838035527,8,22,,GO:BP,2.942857142857143,turquoise,Carboxylic Acid Transmembrane Transport
GOBP_AUTOPHAGY_OF_MITOCHONDRION,0.02042472593409857,0.3489512498571417,1.9082922824302138,11,35,,GO:BP,2.3678288822947575,turquoise,Autophagy Of Mitochondrion
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.021046558721466747,0.3535821865206414,1.6749900911613158,16,58,,GO:BP,1.9770510613884107,turquoise,Response To Xenobiotic Stimulus
GOSLIM_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.06302614704423082,0.3781568822653849,1.2432813355227148,43,210,,GO Slim,1.349052714243644,turquoise,Generation Of Precursor Metabolites And Energy
GOBP_AMINE_METABOLIC_PROCESS,0.025486702845279357,0.38900860396382864,2.428735632183908,6,15,,GO:BP,3.423001949317739,turquoise,Amine Metabolic Process
GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,0.025486702845279357,0.38900860396382864,2.428735632183908,6,15,,GO:BP,3.423001949317739,turquoise,Non Proteinogenic Amino Acid Metabolic Process
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.025486702845279357,0.38900860396382864,2.428735632183908,6,15,,GO:BP,3.423001949317739,turquoise,Pyrimidine Containing Compound Metabolic Process
GOBP_XENOBIOTIC_METABOLIC_PROCESS,0.02585672268410369,0.38900860396382864,2.2369933454325466,7,19,,GO:BP,2.998778103616813,turquoise,Xenobiotic Metabolic Process
GOBP_RESPONSE_TO_NUTRIENT,0.027653117906304082,0.39880797964672765,1.8974497126436782,10,32,,GO:BP,2.3440021516944594,turquoise,Response To Nutrient
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.02769499858657831,0.39880797964672765,1.7771236333052984,12,41,,GO:BP,2.1379310344827585,turquoise,Mitochondrial Respiratory Chain Complex Assembly
GOBP_REGULATION_OF_PROTEIN_SECRETION,0.02769499858657831,0.39880797964672765,1.7771236333052984,12,41,,GO:BP,2.1379310344827585,turquoise,Regulation Of Protein Secretion
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.032407110410793985,0.45525654128373166,1.6263854679802958,15,56,,GO:BP,1.894089211162382,turquoise,Regulation Of Lipid Metabolic Process
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.034065782471647627,0.45525654128373166,1.8399512365029607,10,33,,GO:BP,2.240802675585284,turquoise,Protein Localization To Mitochondrion
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,0.034065782471647627,0.45525654128373166,1.8399512365029607,10,33,,GO:BP,2.240802675585284,turquoise,Regulation Of Mitochondrion Organization
GOBP_POLYOL_METABOLIC_PROCESS,0.03432489795393215,0.45525654128373166,2.1251436781609194,7,20,,GO:BP,2.766523798781863,turquoise,Polyol Metabolic Process
GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,0.03432489795393215,0.45525654128373166,2.1251436781609194,7,20,,GO:BP,2.766523798781863,turquoise,Regulation Of Amide Metabolic Process
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,0.03432489795393215,0.45525654128373166,2.1251436781609194,7,20,,GO:BP,2.766523798781863,turquoise,Regulation Of Myeloid Cell Differentiation
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.03760755888415564,0.48600537634908825,1.5978523895946763,15,57,,GO:BP,1.8479193479193479,turquoise,Reactive Oxygen Species Metabolic Process
GOBP_RESPONSE_TO_INSULIN,0.03833924180741924,0.48918931318833664,1.5669262143121987,16,62,,GO:BP,1.8009429020429544,turquoise,Response To Insulin
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,0.04445133510684964,0.5531721702185733,2.0239463601532566,7,21,,GO:BP,2.567448680351906,turquoise,Intracellular Iron Ion Homeostasis
GOBP_ALDEHYDE_METABOLIC_PROCESS,0.04613485841863197,0.5532292650278623,1.821551724137931,9,30,,GO:BP,2.20480404551201,turquoise,Aldehyde Metabolic Process
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.04613485841863197,0.5532292650278623,1.821551724137931,9,30,,GO:BP,2.20480404551201,turquoise,Cellular Response To Reactive Oxygen Species
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,0.04720011586547238,0.5532292650278623,2.1430020283975657,6,17,,GO:BP,2.7974481658692185,turquoise,Hepaticobiliary System Development
GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.04720011586547238,0.5532292650278623,2.1430020283975657,6,17,,GO:BP,2.7974481658692185,turquoise,Modified Amino Acid Biosynthetic Process
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,0.04720011586547238,0.5532292650278623,2.1430020283975657,6,17,,GO:BP,2.7974481658692185,turquoise,Regulation Of Autophagy Of Mitochondrion
GOSLIM_DETOXIFICATION,0.11806760012170303,0.5667244805841746,1.4095340722495897,13,56,,GO Slim,1.5540437348143006,turquoise,Detoxification
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.05012282810593156,0.5727611002066166,1.495960353156755,17,69,,GO:BP,1.691900999302812,turquoise,Regulation Of Small Molecule Metabolic Process
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.05113938394701934,0.5727611002066166,1.8682581786030061,8,26,,GO:BP,2.283660130718954,turquoise,Regulation Of Cytoplasmic Pattern Recognition Receptor Signaling Pathway
GOBP_MITOCHONDRIAL_TRANSPORT,0.05594675397664297,0.595780372691937,1.7627919911012235,9,31,,GO:BP,2.103378921962993,turquoise,Mitochondrial Transport
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.05614993591838692,0.595780372691937,1.4572413793103447,18,75,,GO:BP,1.6344497607655502,turquoise,Pyridine Containing Compound Metabolic Process
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,0.061332356293717416,0.6373506715883213,2.0239463601532566,6,18,,GO:BP,2.5628654970760234,turquoise,Neutral Lipid Metabolic Process
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.061332356293717416,0.6373506715883213,2.0239463601532566,6,18,,GO:BP,2.5628654970760234,turquoise,Positive Regulation Of Leukocyte Mediated Immunity
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.07276549637328086,0.7375490138958795,1.4689933259176864,15,62,,GO:BP,1.646540157178455,turquoise,Positive Regulation Of Response To Biotic Stimulus
GOBP_MYELOID_CELL_DIFFERENTIATION,0.07316954502935312,0.7375490138958795,1.4913288969550311,14,57,,GO:BP,1.678596295780532,turquoise,Myeloid Cell Differentiation
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,0.07568578865471874,0.7553591580589751,1.7348111658456487,8,28,,GO:BP,2.052941176470588,turquoise,Regulation Of Epithelial Cell Proliferation
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.07770572565200064,0.7679154064433005,1.9174228675136114,6,19,,GO:BP,2.3643724696356276,turquoise,Amino Acid Biosynthetic Process
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,0.07937532465494876,0.7693300697325802,1.6559561128526645,9,33,,GO:BP,1.9258849557522124,turquoise,Positive Regulation Of Catalytic Activity
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,0.08538443883935909,0.8048259478026167,2.0239463601532566,5,15,,GO:BP,2.558309037900875,turquoise,Positive Regulation Of Lipid Localization
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,0.08543291311,0.8048259478026167,1.7709530651340997,7,24,,GO:BP,2.1107469380714163,turquoise,Respiratory System Development
HALLMARK_UV_RESPONSE_UP,0.2450024658682721,0.8820088771257796,1.3011083743842364,9,42,,Hallmark,1.3934030571198712,turquoise,UV Response Up
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,0.09629750895117296,0.8824353547525668,1.821551724137931,6,20,,GO:BP,2.194235588972431,turquoise,Regulation Of Glucose Metabolic Process
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,0.09749595918800188,0.8853687104640171,1.3762835249042147,17,75,,GO:BP,1.5115637045525576,turquoise,Monosaccharide Metabolic Process
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,0.10268175932790595,0.9010311242669796,1.7001149425287356,7,25,,GO:BP,1.9923427826653632,turquoise,Glycerolipid Biosynthetic Process
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,0.10386306678431759,0.9010311242669796,1.4167624521072797,14,60,,GO:BP,1.5663889612080188,turquoise,Intracellular Receptor Signaling Pathway
GOBP_MYELOID_CELL_HOMEOSTASIS,0.10797097041853371,0.9010311242669796,1.5613300492610838,9,35,,GO:BP,1.7756977535738598,turquoise,Myeloid Cell Homeostasis
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.10805869253773573,0.9010311242669796,1.484227330779055,11,45,,GO:BP,1.6618083435154478,turquoise,Regulation Of Immune Effector Process
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,0.10815949011538148,0.9010311242669796,1.8974497126436782,5,16,,GO:BP,2.324410283593957,turquoise,Mitotic Cell Cycle Checkpoint Signaling
GOBP_PEPTIDYL_LYSINE_MODIFICATION,0.10815949011538148,0.9010311242669796,1.8974497126436782,5,16,,GO:BP,2.324410283593957,turquoise,Peptidyl Lysine Modification
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,0.10815949011538148,0.9010311242669796,1.8974497126436782,5,16,,GO:BP,2.324410283593957,turquoise,Regulation Of T Cell Mediated Immunity
REACTOME_COMPLEX_III_ASSEMBLY,0.035279326032109336,0.9036935052840315,2.2769396551724137,6,16,,Reactome,3.0789473684210527,turquoise,Complex Iii Assembly
HALLMARK_COMPLEMENT,0.28064588793232803,0.9184774514148918,1.278281911675741,8,38,,Hallmark,1.3607843137254902,turquoise,Complement
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,0.11703597848890228,0.925888588962027,1.7348111658456484,6,21,,GO:BP,2.046783625730994,turquoise,Cellular Response To Type Ii Interferon
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,0.11703597848890228,0.925888588962027,1.7348111658456484,6,21,,GO:BP,2.046783625730994,turquoise,Neural Nucleus Development
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.11703597848890228,0.925888588962027,1.7348111658456484,6,21,,GO:BP,2.046783625730994,turquoise,Regulation Of Adaptive Immune Response
GOBP_STEROL_TRANSPORT,0.11703597848890228,0.925888588962027,1.7348111658456484,6,21,,GO:BP,2.046783625730994,turquoise,Sterol Transport
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION,0.11806760012170303,0.925888588962027,1.4095340722495897,13,56,,GO:BP,1.5540437348143006,turquoise,Protein Complex Oligomerization
GOBP_LIPID_HOMEOSTASIS,0.12167105552086409,0.925888588962027,1.6347259062776305,7,26,,GO:BP,1.8864022225652106,turquoise,Lipid Homeostasis
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.12167105552086409,0.925888588962027,1.6347259062776305,7,26,,GO:BP,1.8864022225652106,turquoise,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway
GOBP_AMIDE_TRANSPORT,0.12216585548804523,0.925888588962027,1.4519615192403799,11,46,,GO:BP,1.6133955065705807,turquoise,Amide Transport
REACTOME_BIOLOGICAL_OXIDATIONS,0.041245756780265035,0.9810597862734468,1.6444564176245213,13,48,,Reactome,1.9181236673773987,turquoise,Biological Oxidations
GOBP_RESPONSE_TO_RADIATION,0.13441309592961734,0.9889664284456516,1.4011936339522546,12,52,,GO:BP,1.5401785714285714,turquoise,Response To Radiation
HALLMARK_IL2_STAT5_SIGNALING,0.3401388349299607,0.9937852766522375,1.2562425683709868,6,29,,Hallmark,1.3287566742944317,turquoise,IL2 Stat5 Signaling
HALLMARK_E2F_TARGETS,0.4354788396810389,0.9937852766522375,1.1384698275862069,6,32,,Hallmark,1.1734143049932524,turquoise,E2F Targets
HALLMARK_ANDROGEN_RESPONSE,0.49980912185814624,0.9937852766522375,1.0842569786535303,5,28,,Hallmark,1.1040689567752566,turquoise,Androgen Response
HALLMARK_COAGULATION,0.5021392347818014,0.9937852766522375,1.1039707419017764,4,22,,Hallmark,1.1285529715762275,turquoise,Coagulation
HALLMARK_UV_RESPONSE_DN,0.5484077121492372,0.9937852766522375,1.0715010141987829,3,17,,Hallmark,1.0875776397515529,turquoise,UV Response Dn
HALLMARK_APICAL_JUNCTION,0.551690408493917,0.9937852766522375,1.0119731800766283,7,42,,Hallmark,1.0146627565982405,turquoise,Apical Junction
HALLMARK_P53_PATHWAY,0.6094936215223052,0.9937852766522375,0.9714942528735632,4,25,,Hallmark,0.9656699889258029,turquoise,p53 Pathway
HALLMARK_APOPTOSIS,0.614090795871341,0.9937852766522375,0.9587114337568057,6,38,,Hallmark,0.950109649122807,turquoise,Apoptosis
HALLMARK_GLYCOLYSIS,0.6268032437114064,0.9937852766522375,0.9487248563218391,10,64,,Hallmark,0.9374315143545913,turquoise,Glycolysis
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.6639964035577269,0.9937852766522375,0.9107758620689655,3,20,,Hallmark,0.8941176470588236,turquoise,Estrogen Response Early
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.7283642958964117,0.9937852766522375,0.8374950455806579,4,29,,Hallmark,0.8093023255813954,turquoise,Interferon Gamma Response
HALLMARK_DNA_REPAIR,0.7982251172805024,0.9937852766522375,0.7589798850574713,4,32,,Hallmark,0.7213455149501661,turquoise,DNA Repair
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.8993660536902621,0.9937852766522375,0.5519853709508882,2,22,,Hallmark,0.5043352601156069,turquoise,Reactive Oxygen Species Pathway
HALLMARK_G2M_CHECKPOINT,0.9276715245937224,0.9937852766522375,0.5519853709508882,3,33,,Hallmark,0.5028985507246376,turquoise,G2M Checkpoint
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.9276715245937224,0.9937852766522375,0.5519853709508882,3,33,,Hallmark,0.5028985507246376,turquoise,Pi3k Akt Mtor Signaling
HALLMARK_HYPOXIA,0.9346510826647192,0.9937852766522375,0.6281212841854934,6,58,,Hallmark,0.5779352226720648,turquoise,Hypoxia
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.9444563828712615,0.9937852766522375,0.37948994252873564,1,16,,Hallmark,0.33621517771373677,turquoise,TNFa Signaling Via NF-kB
