pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,set,n_genes
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.004606932869435182,0.4019383256702344,3.1394302848575713,7,23,,GO:BP,4.185267857142857,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,0.0047569735879961755,0.4019383256702344,2.652498240675581,9,35,,GO:BP,3.327716098334655,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_SKIN_DEVELOPMENT,0.004849504284168904,0.4019383256702344,2.845591982333956,8,29,,GO:BP,3.653235653235653,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.00514660275147576,0.4028646264905192,2.1628793897981886,13,62,,GO:BP,2.5720730397422127,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,0.0054835501543027965,0.40664853512698107,3.9674118984463815,5,13,,GO:BP,5.9438131313131315,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.00780306033283742,0.5497256004483962,1.7483510060950154,20,118,,GO:BP,1.9995539199286272,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_SARCOMERE_ORGANIZATION,0.009211824282779855,0.6180695435446104,2.5788177339901477,8,32,,GO:BP,3.1914529914529917,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_COLLAGEN_FIBRIL_ORGANIZATION,0.010888809290223072,0.6559031832869644,3.438423645320197,5,15,,GO:BP,4.75,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,0.010888809290223072,0.6559031832869644,3.438423645320197,5,15,,GO:BP,4.75,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.01117223307231167,0.6559031832869644,2.5006717420510522,8,33,,GO:BP,3.062153846153846,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,0.012262217539536715,0.6910985805282892,2.101258894362343,11,54,,GO:BP,2.4622093023255816,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_PROTEIN_POLYMERIZATION,0.013595098857292272,0.7367497803817236,1.9965040521214048,12,62,,GO:BP,2.3132984293193717,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_NUCLEOSOME_ORGANIZATION,0.016384548535037027,0.8244938887809704,3.751007613076579,4,11,,GO:BP,5.409906676238334,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE,0.016384548535037027,0.8244938887809704,3.751007613076579,4,11,,GO:BP,5.409906676238334,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,0.017750519154729617,0.8414882676548971,2.4898929845422115,7,29,,GO:BP,3.034090909090909,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_PLATELET_ACTIVATION,0.019038484787165237,0.8414882676548971,2.6909402441636323,6,23,,GO:BP,3.3574201254105702,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN,0.019111160088684676,0.8414882676548971,3.0339032164589974,5,17,,GO:BP,3.954124579124579,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY,0.019111160088684676,0.8414882676548971,3.0339032164589974,5,17,,GO:BP,3.954124579124579,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_CIRCADIAN_RHYTHM,0.021304240126443396,0.9096264950957195,2.4068965517241376,7,30,,GO:BP,2.900621118012422,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,0.02274728434347226,0.930303907901384,3.438423645320197,4,12,,GO:BP,4.731155778894473,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,0.024429556133677224,0.930303907901384,2.865353037766831,5,18,,GO:BP,3.648018648018648,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,0.024429556133677224,0.930303907901384,2.865353037766831,5,18,,GO:BP,3.648018648018648,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,0.024429556133677224,0.930303907901384,2.865353037766831,5,18,,GO:BP,3.648018648018648,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,0.025811941793992592,0.9570796312561991,2.171635986518019,8,38,,GO:BP,2.544957264957265,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,0.027023763140931426,0.9763200580915995,1.6006454900628504,18,116,,GO:BP,1.7801434087148373,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_CONNECTIVE_TISSUE_DEVELOPMENT,0.02836656249690023,0.9806204913073105,2.475665024630542,6,25,,GO:BP,3.000801496126102,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_BASEMENT_MEMBRANE_ORGANIZATION,0.030420055094214284,0.9806204913073105,3.173929518757105,4,13,,GO:BP,4.203238414293691,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,0.030420055094214284,0.9806204913073105,3.173929518757105,4,13,,GO:BP,4.203238414293691,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_PLATELET_AGGREGATION,0.030615320650086878,0.9806204913073105,2.714544983147524,5,19,,GO:BP,3.3856421356421356,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_MUSCLE_CONTRACTION,0.030622641318326232,0.9806204913073105,1.4828201970443349,23,160,,GO:BP,1.6359286293592863,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
HALLMARK_MYOGENESIS,0.0014933121865318985,0.06271911183433974,2.00296523028361,20,103,,Hallmark,2.380670221871091,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01427624902172595,0.29980122945624493,2.149014778325123,10,48,,Hallmark,2.526588491955277,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
HALLMARK_APICAL_JUNCTION,0.0298576097054253,0.41800653587595415,2.1159530125047366,8,39,,Hallmark,2.4615384615384617,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
HALLMARK_IL2_STAT5_SIGNALING,0.055001452183099875,0.5775152479225487,2.134193986750467,6,29,,Hallmark,2.473626131096888,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV,0.010888809290223072,0.13154030541646353,3.438423645320197,5,15,,KEGG,4.75,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,0.01461558949071817,0.13154030541646353,3.223522167487685,5,16,,KEGG,4.315886134067952,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,0.03921627726119497,0.21184876729691476,2.0127357923825544,8,41,,KEGG,2.30986790986791,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,0.04707750384375883,0.21184876729691476,1.8567487684729065,9,50,,KEGG,2.0932863967814934,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY,0.0826524419798903,0.2975487911276051,2.813255709807434,3,11,,KEGG,3.530625,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_STRIATED_MUSCLE_CONTRACTION,4.9600115272879e-8,2.137764968261085e-5,5.157635467980295,14,28,,Reactome,9.931216931216932,kept,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_MUSCLE_CONTRACTION,9.825502708451918e-5,0.021173958336713886,2.5788177339901477,18,72,,Reactome,3.30990990990991,kept,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,2.3787616976118624e-4,0.025631157291767816,4.813793103448275,7,15,,Reactome,8.40625,kept,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_COLLAGEN_DEGRADATION,2.3787616976118624e-4,0.025631157291767816,4.813793103448275,7,15,,Reactome,8.40625,kept,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,4.3312933631011494e-4,0.03733574878993191,5.157635467980295,6,12,,Reactome,9.568527918781726,redundant,REACTOME_COLLAGEN_DEGRADATION,0.5428571428571428,"discordant, both |logFC| >= 0.1",203
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,6.745486950750915e-4,0.04845508126289407,2.456016889514427,15,63,,Reactome,3.063497340425532,kept,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_COLLAGEN_FORMATION,9.11999423387659e-4,0.05615310735429729,4.011494252873563,7,18,,Reactome,6.103896103896104,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.0016916918120531402,0.07873719247020144,1.9837059492231908,20,104,,Reactome,2.3510278428311215,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_COMPLEX_I_BIOGENESIS,0.0018059199432439283,0.07873719247020144,2.52618880064341,12,49,,Reactome,3.1481533889910853,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.001826849013229732,0.07873719247020144,4.126108374384236,6,15,,Reactome,6.368866328257191,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.003823703507442786,0.1498196556098037,2.9472202674173116,8,28,,Reactome,3.837948717948718,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_CHROMATIN_ORGANIZATION,0.0054835501543027965,0.1969508430420421,3.9674118984463815,5,13,,Reactome,5.9438131313131315,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,0.007109415487730407,0.2188684339437004,3.2574539797770283,6,19,,Reactome,4.399843811011324,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.007109415487730407,0.2188684339437004,3.2574539797770283,6,19,,Reactome,4.399843811011324,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_COMPLEX_IV_ASSEMBLY,0.0076367630731399355,0.2194296589682208,2.8882758620689657,7,25,,Reactome,3.7162698412698414,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,0.02274728434347226,0.530615683356328,3.438423645320197,4,12,,Reactome,4.731155778894473,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_KERATINIZATION,0.02274728434347226,0.530615683356328,3.438423645320197,4,12,,Reactome,4.731155778894473,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_SIGNALING_BY_PDGF,0.02274728434347226,0.530615683356328,3.438423645320197,4,12,,Reactome,4.731155778894473,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.023391410635197753,0.530615683356328,2.5788177339901477,6,24,,Reactome,3.1692047377326564,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_ECM_PROTEOGLYCANS,0.037702964664503395,0.8124988885200481,2.5788177339901477,5,20,,Reactome,3.1582491582491583,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.04982336223911411,0.9940611727352752,2.7507389162561573,4,15,,Reactome,3.435358611238008,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_CYTOPROTECTION_BY_HMOX1,0.05467053787521021,0.9940611727352752,2.344379758172862,5,22,,Reactome,2.783719548425431,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.05919237077495805,0.9940611727352752,1.4008392629082285,22,162,,Reactome,1.5202052091554854,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,0.06155928648857943,0.9940611727352752,2.5788177339901477,4,16,,Reactome,3.147403685092127,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,0.06457938013129398,0.9940611727352752,3.094581280788177,3,10,,Reactome,4.037142857142857,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,0.06457938013129398,0.9940611727352752,3.094581280788177,3,10,,Reactome,4.037142857142857,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_RSV_HOST_INTERACTIONS,0.06457938013129398,0.9940611727352752,3.094581280788177,3,10,,Reactome,4.037142857142857,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0.06457938013129398,0.9940611727352752,3.094581280788177,3,10,,Reactome,4.037142857142857,NA,NA,NA,"discordant, both |logFC| >= 0.1",203
GOBP_ELECTRON_TRANSPORT_CHAIN,7.697650741617372e-7,9.019375144382225e-4,1.6875798309105285,53,82,,GO:BP,3.0817641913355738,kept,NA,NA,"discordant, all 802",802
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,1.280251972233105e-6,9.019375144382225e-4,1.7058354114713217,49,75,,GO:BP,3.168556543058535,redundant,GOBP_ELECTRON_TRANSPORT_CHAIN,0.8015873015873016,"discordant, all 802",802
GOBP_OXIDATIVE_PHOSPHORYLATION,1.3475277354732084e-5,0.006328888597605836,1.535866216810914,60,102,,GO:BP,2.406623026569118,redundant,GOBP_ELECTRON_TRANSPORT_CHAIN,0.5895953757225434,"discordant, all 802",802
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,3.6421019387859537e-4,0.1282930407937352,2.2379764873530457,12,14,,GO:BP,9.79746835443038,NA,NA,NA,"discordant, all 802",802
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE,7.415531833061159e-4,0.17757706363536327,1.8006707369507267,20,29,,GO:BP,3.6459221369707304,NA,NA,NA,"discordant, all 802",802
GOBP_ATP_BIOSYNTHETIC_PROCESS,8.452230252806074e-4,0.17757706363536327,1.4868038237738985,41,72,,GO:BP,2.1915561019032683,NA,NA,NA,"discordant, all 802",802
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,0.0011342750693529237,0.17757706363536327,2.349875311720698,9,10,,GO:BP,14.651954602774275,NA,NA,NA,"discordant, all 802",802
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C,0.0011342750693529237,0.17757706363536327,2.349875311720698,9,10,,GO:BP,14.651954602774275,NA,NA,NA,"discordant, all 802",802
GOBP_STEM_CELL_PROLIFERATION,0.0011342750693529237,0.17757706363536327,2.349875311720698,9,10,,GO:BP,14.651954602774275,NA,NA,NA,"discordant, all 802",802
GOBP_CELLULAR_RESPIRATION,0.001290973029361289,0.1818980998370056,1.283606625893367,88,179,,GO:BP,1.6266198787207191,NA,NA,NA,"discordant, all 802",802
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.0015673647713624213,0.20076517844087743,1.4393823134471513,43,78,,GO:BP,2.034669678147939,NA,NA,NA,"discordant, all 802",802
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.001912170488244712,0.2245206848280666,1.325570688662958,66,130,,GO:BP,1.720618206521739,NA,NA,NA,"discordant, all 802",802
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.0023551161574827347,0.2552583589148595,1.305486284289277,70,140,,GO:BP,1.669398907103825,NA,NA,NA,"discordant, all 802",802
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,0.0026123833528718457,0.2629177245854593,1.4795511221945137,34,60,,GO:BP,2.1556490384615383,NA,NA,NA,"discordant, all 802",802
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.003678231074411703,0.34550850558973933,1.3435101566472172,53,103,,GO:BP,1.7577036048064085,NA,NA,NA,"discordant, all 802",802
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE,0.004113405143714004,0.36223674046831444,2.136250283382453,9,11,,GO:BP,7.3203026481715,NA,NA,NA,"discordant, all 802",802
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.0048604559261977015,0.39768650813438783,1.3467121669510433,49,95,,GO:BP,1.7626306368727986,NA,NA,NA,"discordant, all 802",802
GOBP_RNA_MODIFICATION,0.005293959137012552,0.39768650813438783,2.0084404373681184,10,13,,GO:BP,5.425084175084175,NA,NA,NA,"discordant, all 802",802
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.005362699541911546,0.39768650813438783,1.431823666639852,34,62,,GO:BP,1.9985119047619047,NA,NA,NA,"discordant, all 802",802
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.006344604549246889,0.43060531175241323,1.528374186485007,24,41,,GO:BP,2.3136246786632393,NA,NA,NA,"discordant, all 802",802
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,0.006417822247551936,0.43060531175241323,1.350503052713045,45,87,,GO:BP,1.769201736176637,NA,NA,NA,"discordant, all 802",802
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,0.007361481372394028,0.4714694206228721,1.5824076173203356,20,33,,GO:BP,2.516230572496557,NA,NA,NA,"discordant, all 802",802
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.007824200947592804,0.4793173537025331,1.702808196899057,15,23,,GO:BP,3.0590851334180433,NA,NA,NA,"discordant, all 802",802
GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,0.012209986986054437,0.716827985972946,1.8649804061275383,10,14,,GO:BP,4.065656565656566,NA,NA,NA,"discordant, all 802",802
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,0.01376107913272964,0.7755744199206426,1.6971321695760597,13,20,,GO:BP,3.0246242983885567,NA,NA,NA,"discordant, all 802",802
GOBP_MITOCHONDRION_ORGANIZATION,0.014794605275745028,0.8017538012894133,1.2329592684954283,68,144,,GO:BP,1.4822888283378746,NA,NA,NA,"discordant, all 802",802
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,0.016547068544400374,0.8635118362614861,1.4819033497337737,21,37,,GO:BP,2.1443661971830985,NA,NA,NA,"discordant, all 802",802
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.005030652468827663,0.21128740369076185,1.263373823505752,75,155,,Hallmark,1.56292984869326,NA,NA,NA,"discordant, all 802",802
HALLMARK_G2M_CHECKPOINT,0.04127749300124103,0.7246102197444685,1.424166855588302,18,33,,Hallmark,1.954591836734694,NA,NA,NA,"discordant, all 802",802
HALLMARK_UV_RESPONSE_UP,0.061284692526500456,0.7246102197444685,1.337327413174381,21,41,,Hallmark,1.7101152368758004,NA,NA,NA,"discordant, all 802",802
HALLMARK_UV_RESPONSE_DN,0.06901049711852081,0.7246102197444685,1.535866216810914,10,17,,Hallmark,2.317821067821068,NA,NA,NA,"discordant, all 802",802
HALLMARK_IL2_STAT5_SIGNALING,0.09714411922390172,0.8160106014807744,1.350503052713045,15,29,,Hallmark,1.739880196042839,NA,NA,NA,"discordant, all 802",802
HALLMARK_KRAS_SIGNALING_DN,0.12013540769078936,0.8409478538355255,1.4919843249020306,8,14,,Hallmark,2.1595298068849704,NA,NA,NA,"discordant, all 802",802
HALLMARK_MYOGENESIS,0.14699665077791071,0.8819799046674643,1.1407161707382032,45,103,,Hallmark,1.2647474149319,NA,NA,NA,"discordant, all 802",802
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.20430505247137246,0.987689650806767,1.2238933915211971,15,32,,Hallmark,1.4294790343074968,NA,NA,NA,"discordant, all 802",802
HALLMARK_MYC_TARGETS_V1,0.31936186680397766,0.987689650806767,1.0607076059850375,52,128,,Hallmark,1.1093333333333333,NA,NA,NA,"discordant, all 802",802
HALLMARK_P53_PATHWAY,0.3462677330423678,0.987689650806767,1.1488279301745636,11,25,,Hallmark,1.2694599963879356,NA,NA,NA,"discordant, all 802",802
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.36514812984201606,0.987689650806767,1.0879052369077307,20,48,,Hallmark,1.154548776032152,NA,NA,NA,"discordant, all 802",802
HALLMARK_XENOBIOTIC_METABOLISM,0.4900858429800833,0.987689650806767,1.025739223370146,22,56,,Hallmark,1.0435897435897437,NA,NA,NA,"discordant, all 802",802
HALLMARK_DNA_REPAIR,0.5494989487833334,0.987689650806767,1.0106990588046014,12,31,,Hallmark,1.0177215189873419,NA,NA,NA,"discordant, all 802",802
HALLMARK_PROTEIN_SECRETION,0.6196333351594268,0.987689650806767,0.9697898111863199,13,35,,Hallmark,0.9511464454430234,NA,NA,NA,"discordant, all 802",802
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.675686614455663,0.987689650806767,0.9324902030637692,5,14,,Hallmark,0.8943259445141503,NA,NA,NA,"discordant, all 802",802
HALLMARK_APICAL_JUNCTION,0.679809286303464,0.987689650806767,0.9372722041051217,14,39,,Hallmark,0.9004060913705584,NA,NA,NA,"discordant, all 802",802
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.6989084845917902,0.987689650806767,0.9138403990024937,7,20,,Hallmark,0.8662796323173682,NA,NA,NA,"discordant, all 802",802
HALLMARK_E2F_TARGETS,0.7369941887755783,0.987689650806767,0.8975218204488777,11,32,,Hallmark,0.8416711817470351,NA,NA,NA,"discordant, all 802",802
HALLMARK_SPERMATOGENESIS,0.7373785315596629,0.987689650806767,0.8703241895261845,4,12,,Hallmark,0.8045112781954887,NA,NA,NA,"discordant, all 802",802
HALLMARK_BILE_ACID_METABOLISM,0.7534048364821351,0.987689650806767,0.8703241895261844,7,21,,Hallmark,0.8037735849056604,NA,NA,NA,"discordant, all 802",802
HALLMARK_ADIPOGENESIS,0.7601589508293527,0.987689650806767,0.9272612860372433,38,107,,Hallmark,0.8815919265498141,NA,NA,NA,"discordant, all 802",802
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.7974576553281889,0.987689650806767,0.815928927680798,5,16,,Hallmark,0.7305805862894947,NA,NA,NA,"discordant, all 802",802
HALLMARK_KRAS_SIGNALING_UP,0.7988415498689023,0.987689650806767,0.8033761749472472,4,13,,Hallmark,0.7145641882483987,NA,NA,NA,"discordant, all 802",802
HALLMARK_MYC_TARGETS_V2,0.7988415498689023,0.987689650806767,0.8033761749472472,4,13,,Hallmark,0.7145641882483987,NA,NA,NA,"discordant, all 802",802
HALLMARK_COAGULATION,0.8004404721802567,0.987689650806767,0.8307639990931761,7,22,,Hallmark,0.749601677148847,NA,NA,NA,"discordant, all 802",802
HALLMARK_COMPLEMENT,0.8483735581668728,0.987689650806767,0.8245176532353327,12,38,,Hallmark,0.7396299902629017,NA,NA,NA,"discordant, all 802",802
HALLMARK_ESTROGEN_RESPONSE_LATE,0.8724492473309026,0.987689650806767,0.7912038086601678,10,33,,Hallmark,0.6966403162055336,NA,NA,NA,"discordant, all 802",802
