"pathway","pval","padj","foldEnrichment","overlap","size","overlapGenes","database","odds_ratio","quadrant","pathway_label","ID","p.adjust","GeneRatio","geneID","direction"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS",0.00543482620200303,0.0259528217511381,1.59695644250046,25,59,NA,"Reactome",2.08448294890189,"Reversed (Aging Down / Training Up)","Separation Of Sister Chromatids","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS",0.0259528217511381,"25/558","DYNC1H1/DYNC1I2/MAPRE1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RPS27/TUBA1B/TUBA4A/TUBA8/TUBB4B","Aging Down → Reversed Up"
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS",0.00576132236280398,0.0263286237009859,1.7797192353644,17,36,NA,"Reactome",2.52378636054091,"Reversed (Aging Down / Training Up)","Cellular Response To Heat Stress","REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS",0.0263286237009859,"17/558","BAG3/CAMK2A/CAMK2B/CAMK2D/CRYAB/EEF1A1/HIKESHI/HSPA14/HSPA5/HSPA8/HSPB1/HSPB2/HSPB8/HSPH1/MAPK1/RPA3/VCP","Aging Down → Reversed Up"
"GOBP_TRANSLATIONAL_ELONGATION",0.000513017598797665,0.0305459228617443,2.29406264609631,14,23,NA,"GO:BP",4.3921568627451,"Reversed (Aging Down / Training Up)","Translational Elongation","GOBP_TRANSLATIONAL_ELONGATION",0.0305459228617443,"14/558","DDRGK1/EEF1A1/EEF1A2/EEF1B2/EEF1D/EEF1G/EEF2/EEFSEC/GCN1/HBS1L/PELO/RACK1/RPLP2/SARS1","Aging Down → Reversed Up"
"REACTOME_APOPTOSIS",0.00688795232537094,0.03081452356087,1.52937509739754,28,69,NA,"Reactome",1.93796594569719,"Reversed (Aging Down / Training Up)","Apoptosis","REACTOME_APOPTOSIS",0.03081452356087,"28/558","AKT2/BCAP31/C1QBP/FNTA/GSN/KPNB1/LMNA/MAPK1/MAPT/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/SPTAN1/VIM","Aging Down → Reversed Up"
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",0.00701610677192436,0.0310608893548735,1.55538487796552,26,63,NA,"Reactome",1.99187157081894,"Reversed (Aging Down / Training Up)","Intracellular Signaling By Second Messengers","REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",0.0310608893548735,"26/558","AKT2/CALM1/CAMK2A/CAMK2B/CAMK2D/CSNK2A1/CSNK2B/MAPK1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RBBP7","Aging Down → Reversed Up"
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",0.000611382082877778,0.0349465998572938,2.82661290322581,9,12,NA,"GO:BP",8.42622950819672,"Reversed (Aging Down / Training Up)","Ribosomal Large Subunit Biogenesis","GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS",0.0349465998572938,"9/558","RPL11/RPL14/RPL24/RPL26/RPL35/RPL5/RPL7/RPL7A/TRMT112","Aging Down → Reversed Up"
"GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION",0.000641775113222027,0.0352729475690106,1.67502986857826,32,72,NA,"GO:BP",2.28897338403042,"Reversed (Aging Down / Training Up)","Actomyosin Structure Organization","GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION",0.0352729475690106,"32/558","ACTA1/ACTN2/CAPN3/CASQ1/CSRP1/CSRP3/FLNC/KLHL41/KRT19/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYH9/MYL9/MYO18A/MYOZ1/MYPN/NRAP/OBSCN/PFN2/SERPINF2/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN/WDR1/ZYX","Aging Down → Reversed Up"
"REACTOME_CHROMATIN_ORGANIZATION",0.00815681768672831,0.0357386341944282,2.31927212572374,8,13,NA,"Reactome",4.48,"Reversed (Aging Down / Training Up)","Chromatin Organization","REACTOME_CHROMATIN_ORGANIZATION",0.0357386341944282,"8/558","ACTB/CARM1/H2BC4/HAT1/KDM5B/RBBP7/RPS2/SETD7","Aging Down → Reversed Up"
"REACTOME_RECYCLING_PATHWAY_OF_L1",0.00827589495593655,0.0358903607782963,2.09378733572282,10,18,NA,"Reactome",3.50593065693431,"Reversed (Aging Down / Training Up)","Recycling Pathway Of L1","REACTOME_RECYCLING_PATHWAY_OF_L1",0.0358903607782963,"10/558","ACTB/AP2M1/CLTC/EZR/MAPK1/MSN/TUBA1B/TUBA4A/TUBA8/TUBB4B","Aging Down → Reversed Up"
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",0.0084486821767853,0.0362695952033712,1.69596774193548,18,40,NA,"Reactome",2.30757575757576,"Reversed (Aging Down / Training Up)","Downstream Signaling Events Of B Cell Receptor Bcr","REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",0.0362695952033712,"18/558","CALM1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",0.0087162696213983,0.0370441458909428,1.66529132283071,19,43,NA,"Reactome",2.23399814471243,"Reversed (Aging Down / Training Up)","Signaling By The B Cell Receptor Bcr","REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",0.0370441458909428,"19/558","CALM1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/STIM1","Aging Down → Reversed Up"
"HALLMARK_MYC_TARGETS_V1",0.00179382064910776,0.0376702336312629,1.44275033602151,49,128,NA,"Hallmark",1.78642659968665,"Reversed (Aging Down / Training Up)","MYC Targets V1","HALLMARK_MYC_TARGETS_V1",0.0376702336312629,"49/558","ACP1/C1QBP/CCT5/CCT7/EEF1B2/EIF2S1/EIF2S2/EIF3B/EIF3D/EIF3J/EIF4A1/FAM120A/G3BP1/GSPT1/HNRNPR/HPRT1/IARS1/IMPDH2/KPNB1/LDHA/MRPL9/MRPS18B/PA2G4/PCBP1/PGK1/PRDX4/PSMA1/PSMA2/PSMA4/PSMA6/PSMA7/PSMC4/PSMC6/PSMD1/PSMD14/PSMD7/RACK1/RPL14/RPL22/RPL6/RPLP0/RPS10/RPS2/RPS3/RPS5/RPS6/SERBP1/SET/SNRPD3","Aging Down → Reversed Up"
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",0.000766901432995071,0.0377897292327571,1.93272677143645,20,39,NA,"GO:BP",2.9857170808061,"Reversed (Aging Down / Training Up)","Negative Regulation Of Protein Containing Complex Assembly","GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",0.0377897292327571,"20/558","CAPG/CAPZA1/CAPZA2/CAPZB/CRYAB/DDX3X/GSN/HSPA5/HSPA8/LMOD2/LMOD3/MAPRE1/PFN2/RPL13A/SPTAN1/SPTBN1/TMOD1/TMOD4/TMSB4X/TWF2","Aging Down → Reversed Up"
"REACTOME_KEAP1_NFE2L2_PATHWAY",0.0090887698282918,0.0382448235348913,1.559510567297,24,58,NA,"Reactome",1.99735624586913,"Reversed (Aging Down / Training Up)","Keap1 Nfe2l2 Pathway","REACTOME_KEAP1_NFE2L2_PATHWAY",0.0382448235348913,"24/558","AKT2/CSNK2A1/CSNK2B/GCLM/GSR/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/SQSTM1/VCP","Aging Down → Reversed Up"
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.0105298495635302,0.0432194547618121,2.39833822091887,7,11,NA,"Reactome",4.8942831215971,"Reversed (Aging Down / Training Up)","Apoptotic Cleavage Of Cellular Proteins","REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.0432194547618121,"7/558","BCAP31/FNTA/GSN/LMNA/MAPT/SPTAN1/VIM","Aging Down → Reversed Up"
"REACTOME_MAPK1_MAPK3_SIGNALING",0.0105760548123023,0.0432194547618121,1.47696890438826,29,74,NA,"Reactome",1.82734719596723,"Reversed (Aging Down / Training Up)","Mapk1 Mapk3 Signaling","REACTOME_MAPK1_MAPK3_SIGNALING",0.0432194547618121,"29/558","ACTB/ACTN2/CALM1/CAMK2A/CAMK2B/CAMK2D/FNTA/MAP2K1/MAPK1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RAP1B/SPTAN1/SPTBN1","Aging Down → Reversed Up"
"REACTOME_L1CAM_INTERACTIONS",0.0107039070155775,0.0433253379201945,1.72288786482335,16,35,NA,"Reactome",2.3709458147213,"Reversed (Aging Down / Training Up)","L1cam Interactions","REACTOME_L1CAM_INTERACTIONS",0.0433253379201945,"16/558","ACTB/AP2M1/CLTC/CSNK2A1/CSNK2B/EZR/HSPA8/MAP2K1/MAPK1/MSN/SPTAN1/SPTBN1/TUBA1B/TUBA4A/TUBA8/TUBB4B","Aging Down → Reversed Up"
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS",0.0114345412254135,0.0454175702878573,1.65460267505901,18,41,NA,"Reactome",2.20579710144928,"Reversed (Aging Down / Training Up)","Disorders Of Transmembrane Transporters","REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS",0.0454175702878573,"18/558","PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/VCP","Aging Down → Reversed Up"
"REACTOME_MAPK6_MAPK4_SIGNALING",0.0114345412254135,0.0454175702878573,1.65460267505901,18,41,NA,"Reactome",2.20579710144928,"Reversed (Aging Down / Training Up)","Mapk6 Mapk4 Signaling","REACTOME_MAPK6_MAPK4_SIGNALING",0.0454175702878573,"18/558","HSPB1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7","Aging Down → Reversed Up"
"REACTOME_G2_M_CHECKPOINTS",0.0117573171759072,0.0462672203681535,1.60375200183024,20,47,NA,"Reactome",2.09004543577034,"Reversed (Aging Down / Training Up)","G2 M Checkpoints","REACTOME_G2_M_CHECKPOINTS",0.0462672203681535,"20/558","BABAM1/H2BC4/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RPA3","Aging Down → Reversed Up"
"REACTOME_M_PHASE",0.0120723719100263,0.0470711748785429,1.3944623655914,37,100,NA,"Reactome",1.6705968375834,"Reversed (Aging Down / Training Up)","M Phase","REACTOME_M_PHASE",0.0470711748785429,"37/558","ACTR1A/BANF1/CSNK2A1/CSNK2B/DCTN3/DYNC1H1/DYNC1I2/H2BC4/KPNB1/LMNA/MAPK1/MAPRE1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RPS27/SET/TNPO1/TUBA1B/TUBA4A/TUBA8/TUBB/TUBB4B","Aging Down → Reversed Up"
"REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",0.012578495445975,0.0485987324049033,1.81461569095978,13,27,NA,"Reactome",2.60851900393185,"Reversed (Aging Down / Training Up)","Copi Independent Golgi To Er Retrograde Traffic","REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",0.0485987324049033,"13/558","ACTR1A/CAPZA1/CAPZA2/CAPZB/DCTN3/DCTN6/DYNC1H1/DYNC1I2/PAFAH1B2/TUBA1B/TUBA4A/TUBA8/TUBB4B","Aging Down → Reversed Up"
"GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION",0.00102726946287501,0.0489322687482797,1.70204647936178,28,62,NA,"GO:BP",2.34783573806881,"Reversed (Aging Down / Training Up)","Protein RNA Complex Organization","GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION",0.0489322687482797,"28/558","CELF1/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF5/RPL11/RPL13A/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS27/RPS5/RPS6/RPSA/SNRPD3/U2AF2/VCP","Aging Down → Reversed Up"
