"pathway","pval","padj","foldEnrichment","overlap","size","overlapGenes","database","odds_ratio","quadrant","pathway_label","ID","p.adjust","GeneRatio","geneID","direction"
"GOBP_CYTOPLASMIC_TRANSLATION",4.92782169777215e-25,7.0418572061164e-22,2.67360536715375,83,117,NA,"GO:BP",7.76551083591331,"Reversed (Aging Down / Training Up)","Cytoplasmic Translation","GOBP_CYTOPLASMIC_TRANSLATION",7.0418572061164e-22,"83/558","AKT2/DRG2/EEF1D/EEF2/EIF2B1/EIF2B3/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A1/EIF5/RACK1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL37A/RPL38/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SH3BGRL/YBX1","Aging Down → Reversed Up"
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS",1.27203454795774e-21,5.40614682882041e-20,2.4826335552142,83,126,NA,"Reactome",6.10359853121175,"Reversed (Aging Down / Training Up)","Signaling By Robo Receptors","REACTOME_SIGNALING_BY_ROBO_RECEPTORS",5.40614682882041e-20,"83/558","ELOB/ELOC/GSPT1/PFN2/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA","Aging Down → Reversed Up"
"REACTOME_TRANSLATION",2.46133890145118e-21,9.50971848287955e-20,2.21444626693397,104,177,NA,"Reactome",4.61915394363647,"Reversed (Aging Down / Training Up)","Translation","REACTOME_TRANSLATION",9.50971848287955e-20,"104/558","EEF1A1/EEF1A2/EEF1B2/EEF1D/EEF1G/EEF2/EIF2B1/EIF2B3/EIF2S1/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A1/EIF5/GSPT1/IARS1/LARS1/MRPL1/MRPL13/MRPL37/MRPL38/MRPL9/MRPS18A/MRPS18B/MRPS21/NARS1/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPN1/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SRPRB/SSR4/TRMT112/YARS1","Aging Down → Reversed Up"
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",4.48848706403732e-14,1.58967250184655e-12,1.94722222222222,93,180,NA,"Reactome",3.35172413793103,"Reversed (Aging Down / Training Up)","Metabolism Of Amino Acids And Derivatives","REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",1.58967250184655e-12,"93/558","ADI1/CARNS1/CHDH/EEFSEC/GRHPR/GSR/IARS1/LARS1/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/QARS1/RARS1/RPL10/RPL10A/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL17/RPL18A/RPL19/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL27/RPL28/RPL29/RPL30/RPL31/RPL32/RPL35/RPL36/RPL36AL/RPL37A/RPL38/RPL3L/RPL4/RPL5/RPL6/RPL7/RPL7A/RPL8/RPLP0/RPLP2/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SARS1/SQOR/TMLHE/TXN2","Aging Down → Reversed Up"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",1.95602637070894e-13,6.39470159654846e-12,2.79171644763043,40,54,NA,"Reactome",8.44456701599559,"Reversed (Aging Down / Training Up)","Activation Of The Mrna Upon Binding Of The Cap Binding Complex And Eifs And Subsequent Binding To 43s","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",6.39470159654846e-12,"40/558","EIF2S1/EIF2S2/EIF3A/EIF3B/EIF3C/EIF3D/EIF3G/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A1/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA","Aging Down → Reversed Up"
"REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY",5.12083699700204e-13,1.45090381581724e-11,3.29771505376344,28,32,NA,"Reactome",20.3528301886792,"Reversed (Aging Down / Training Up)","Sars Cov 2 Modulates Host Translation Machinery","REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY",1.45090381581724e-11,"28/558","RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SNRPD3","Aging Down → Reversed Up"
"GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY",5.57427958551681e-12,3.98282276385176e-09,2.11582720241464,64,114,NA,"GO:BP",3.87368421052632,"Reversed (Aging Down / Training Up)","Membraneless Organelle Assembly","GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY",3.98282276385176e-09,"64/558","ACTA1/ACTN2/C1QBP/CAPG/CAPN3/CAPRIN1/CASQ1/CSRP1/CSRP3/DDX3X/DYNC1H1/EIF2A/EIF2S1/EIF5/EZR/FLNA/FLNC/FUS/FXR1/G3BP1/GSN/KLHL41/KPNB1/KRT19/LCP1/LMOD2/LMOD3/MAPRE1/MAPRE3/MAPT/MSN/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NRAP/OBSCN/RPL11/RPL24/RPL38/RPL5/RPS14/RPS15/RPS19/RPS23/RPS27/RPS3/RPS5/RPS6/RPSA/SBDS/SQSTM1/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN/TUBB/UBAP2L/WDR1","Aging Down → Reversed Up"
"GOBP_RIBOSOME_BIOGENESIS",8.76924018116406e-12,4.17708140629448e-09,2.59918427882833,40,58,NA,"GO:BP",6.55083655083655,"Reversed (Aging Down / Training Up)","Ribosome Biogenesis","GOBP_RIBOSOME_BIOGENESIS",4.17708140629448e-09,"40/558","C1QBP/DDX3X/EIF2A/EIF5/PA2G4/RPL11/RPL14/RPL24/RPL26/RPL27/RPL35/RPL38/RPL5/RPL7/RPL7A/RPLP0/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS21/RPS23/RPS24/RPS25/RPS27/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/SBDS/TRMT112/UTP15","Aging Down → Reversed Up"
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",1.11908250108019e-08,2.28535575119507e-06,2.88942652329749,23,30,NA,"GO:BP",9.4456608811749,"Reversed (Aging Down / Training Up)","Ribosomal Small Subunit Biogenesis","GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",2.28535575119507e-06,"23/558","RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS19/RPS21/RPS23/RPS24/RPS25/RPS27/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/TRMT112/UTP15","Aging Down → Reversed Up"
"REACTOME_STRIATED_MUSCLE_CONTRACTION",7.55972434874833e-07,2.00805178013627e-05,2.69201228878648,20,28,NA,"Reactome",7.14219330855019,"Reversed (Aging Down / Training Up)","Striated Muscle Contraction","REACTOME_STRIATED_MUSCLE_CONTRACTION",2.00805178013627e-05,"20/558","ACTA1/ACTN2/DES/MYBPC1/MYBPC2/MYL1/MYL3/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TTN/VIM","Aging Down → Reversed Up"
"REACTOME_SARS_COV_1_HOST_INTERACTIONS",1.53268584250105e-06,3.83171460625263e-05,2.174317617866,30,52,NA,"Reactome",3.93336776859504,"Reversed (Aging Down / Training Up)","Sars Cov 1 Host Interactions","REACTOME_SARS_COV_1_HOST_INTERACTIONS",3.83171460625263e-05,"30/558","EEF1A1/KPNB1/PSMC6/RPS10/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS3/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA","Aging Down → Reversed Up"
"GOBP_MYOFIBRIL_ASSEMBLY",4.93537032010027e-07,8.81580523427911e-05,2.36646661665416,27,43,NA,"GO:BP",4.85911016949153,"Reversed (Aging Down / Training Up)","Myofibril Assembly","GOBP_MYOFIBRIL_ASSEMBLY",8.81580523427911e-05,"27/558","ACTA1/ACTN2/CAPN3/CASQ1/CSRP1/CSRP3/FLNC/KLHL41/KRT19/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NRAP/OBSCN/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN/WDR1","Aging Down → Reversed Up"
"GOBP_MUSCLE_CELL_DEVELOPMENT",4.84409073603457e-06,0.000769133962421489,1.90953405017921,38,75,NA,"GO:BP",2.97837837837838,"Reversed (Aging Down / Training Up)","Muscle Cell Development","GOBP_MUSCLE_CELL_DEVELOPMENT",0.000769133962421489,"38/558","ACTA1/ACTN1/ACTN2/ACTN4/ALPK3/CAPN3/CASQ1/CAV2/COL6A1/CSRP1/CSRP3/DCAF8/FLNC/KLHL40/KLHL41/KRT19/LMNA/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYL9/MYOZ1/MYPN/NACA/NRAP/OBSCN/STAC3/SYNPO2L/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN/UCHL1/WDR1","Aging Down → Reversed Up"
"REACTOME_UCH_PROTEINASES",3.76009504427016e-05,0.000841073891481482,2.1819468024901,22,38,NA,"Reactome",3.92234141791045,"Reversed (Aging Down / Training Up)","Uch Proteinases","REACTOME_UCH_PROTEINASES",0.000841073891481482,"22/558","ACTB/PSMA1/PSMA2/PSMA3/PSMA4/PSMA6/PSMA7/PSMB1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC6/PSMD1/PSMD11/PSMD14/PSMD2/PSMD7/UCHL1/UCHL3/UCHL5/USP15","Aging Down → Reversed Up"
