pathway,pval,padj,log2err,ES,NES,size,leadingEdge,database,contrast,dedup_status,merged_into,overlap_jaccard
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.0962615134549395,0.37664227089908864,0.0608321173593861,0.3126583746938459,1.2807942652860966,73,RTCB;PDIA3;MARCKS;BCAP31;HYOU1;CANX;HSP90B1;ECPAS;HSPA5;STUB1;ERO1A;CALR;PSMC6;TARDBP;PDIA4;P4HB;EIF2S1;CLU;UFM1;OPA1;VCP,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_ESTRADIOL,0.7470734983688352,0.8850457918063936,0.018071694804686324,0.26044695390450856,0.7996504795620961,20,CRYAB;ARPC1B;RUVBL2;CALR,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_ETHANOL,0.6308930624760445,0.846705490870307,0.020596605259753507,0.2781534163939755,0.8841724015335741,23,RPS6;EEF1B2;CA3;PRKAA1;SLC2A4;ATP5F1A;ADIPOQ,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,0.24850932871706097,0.6079339776638472,0.037462832406732365,0.37801939621867847,1.1716144771614785,21,CAPN2;PRDX3;KPNA4;CRYAB;PPP5C;PRKAA1,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_INSULIN,0.5911903895158355,0.8351199485137734,0.0208035511201481,0.23295485046813535,0.9271187826282544,62,EPRS1;CSRP3;RPS6;PRKDC;APPL1;CA3;YWHAG;PRKAA1;BLVRA;SLC2A4;MYO1C;NAMPT;TRIM72;PAK1;CUL3;ADIPOQ;MAP2K1,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_IONIZING_RADIATION,0.767157813105855,0.8994264015723816,0.01783077923021088,0.260527587194096,0.7869470577476444,19,EEF1D;PRKDC;CRYAB;PRKAA1,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_ISCHEMIA,0.538283955367449,0.8115412538108635,0.023149165429531843,0.3138448972367669,0.9376159764117764,18,UCHL1;HYOU1;STUB1,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_KETONE,0.3868797308662742,0.714430891203409,0.030386835038382572,-0.30727345432054487,-1.0431496670077849,27,GNAS;WBP2;CAV1;HAGH,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_LIGHT_STIMULUS,0.34771354616048317,0.6928804900349989,0.03291573944475514,-0.3003154142250419,-1.0690773952254267,33,UBE2B;MT-ND3;COL6A1;GPX1;PPP1CC;CPT1B;PARP1;COL6A2;GNA11,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,0.3925754952875553,0.7194785099507984,0.028493900981702982,0.33726954022493255,1.045316404358623,21,CAPN2;GSN;CSRP3;BAG3;ATP1A2;PLEC,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_METAL_ION,0.37538350478253024,0.7136888627863738,0.02815621163649068,0.2515730595274307,1.0417202441393576,77,AKR1C3;MAPT;CAMK2D;PRKAA2;AHCYL1;HSP90B1;IQGAP1;ATP1A2;CALM1;PPP5C;CALR;CLIC4;TSPO;PRKAA1;ADD1;EIF2S1;CACYBP;PPP1CA;SLC25A24;SEC31A;PLN;CASQ2;GPI;ATP5F1D;STIM1;PPP2CA;ENDOG;S100A16,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_MONOSACCHARIDE,0.3759447203627726,0.7136888627863738,0.03142799566149242,-0.27969806260855856,-1.0433542814929129,40,GNAS;COL1A1;GPX1;PPP3CB;OSBP;COL6A3;HLA-DRB1;SGCB;NDUFAF2,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_NUTRIENT,0.9388504753673294,0.9932264663416925,0.0164607068243181,-0.19186108532115317,-0.6788499247673222,32,COL1A1;GPX1;COX4I1;CPT1A;ADSL;MAT2A;PDK2;TRIM25;OXCT1;ENSA;MLYCD;ASS1;GCLM,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,0.9103501346671797,0.9714342346123801,0.015223985357243314,0.22372286882132292,0.6683751685702869,18,HSP90B1;RAP1B;ADIPOQ;RAP1A;ATP5PO;PNPT1,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_OSMOTIC_STRESS,0.8804452120514297,0.9656495874112454,0.01567092583829585,0.22787171087927324,0.6996346862634273,20,ATP1A1;TSPO;SLC2A4;USP15;LETM1;HSP90AA1,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,0.007175358767938397,0.07369691401236729,0.22623238004642038,0.33241982803273523,1.4899567005846968,124,PSME1;CAPN2;PSME2;MAPT;PRKAA2;PRDX3;PSMD4;KPNA4;CRYAB;PSMC2;PRDX5;PSMC1;GSR;PSMD1;CA3;PSMA3;PPP5C;PSMD11;ERO1A;PSMC6;PSMD3;PSMA7;PRKAA1;BLVRA;PRDX2;PSMA5;PXN;PSMB7;PSMA6;PSMC4;EIF2S1;PPIA;PSMD13;CUL3;PSMB5;PSMB3;PSMD6;MAP2K1;PSMD2;RPS3;SLC25A24;PSMC3;PSMA1;PNPT1;PSMD14;PSMD8;CFL1,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_OXYGEN_LEVELS,0.533348154735438,0.8090481239525258,0.025683709494435294,-0.2288063063046847,-0.9578213184227444,68,MT-ND1;MT-ND4;CAV1;COL1A1;MT-CO2;NDUFS2;COL6A1;MT-ND2;LMNA;MT-CO1;CPT1A;EEF2K;STAT3;ADSL;SOD3;DDAH1;NONO;MT-ND5;MB;NAPA;CD38;NPEPPS;FIS1,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_PEPTIDE_HORMONE,0.4073566369659584,0.7265124018297285,0.030976473497058194,-0.23078359002078505,-1.0211659551961374,92,GNAS;FBN1;CAV1;COL3A1;COL1A1;COL6A1;STXBP3;SORBS1;PIP4K2B;GRB2;HADH;CAV2;PARP1;NUCKS1;EEF2K;ACTN2;DAG1;GOT1;NCL;CYC1;SGCB;STAT3,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,0.8644618619766775,0.9598641845822118,0.015880825109464227,0.2241532049673848,0.728115676404551,25,HSP90B1;RAP1B;PRKAA1;ADIPOQ;RAP1A;ATP5PO;PNPT1;CASQ2,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_RADIATION,0.4001753232522463,0.7249381186890492,0.030529285288441198,-0.2614195000929208,-1.0270554997081578,51,UBE2B;MT-ND3;COL3A1;COL6A1;GPX1;GRB2;PPP1CC;CPT1B;XRCC6;PARP1;NUCKS1;COL6A2;GNA11;TMEM109,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,0.15683373404845571,0.48193724788412623,0.047410608796103294,0.3354481611321639,1.2377401407666941,43,CAPN2;MAPT;PRDX3;KPNA4;CRYAB;PRDX5;CA3;PPP5C;PRKAA1;PRDX2;PXN,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_STARVATION,0.01675665611617948,0.12709279177348437,0.15181288128745332,0.4306536611313181,1.5587831977030107,40,PRKAG1;AKR1C3;PLIN3;PRKAA2;HSPA8;SNAP29;SEC22B;HSPA5;YWHAZ;PAK2;YWHAG;GCN1;PRKAA1;EIF2S1;PAK1;MYH13;IMPACT;LARS1;SH3GLB1;ACADM,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_STEROID_HORMONE,0.24269704207238654,0.5982482087084328,0.03698744477644106,0.2978028218256918,1.1428342294462974,52,YWHAH;AKR1C3;PADI2;ANXA1;ATP1A1;HSPA8;ATP1A2;PPP5C;CALR;TSPO;ATP5F1A;RAN;PAK1;ADIPOQ;MAP2K1;UFM1;PGRMC2;FKBP4,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,0.5958203646064918,0.83803427023277,0.02384635479291024,-0.22305892977686256,-0.9280158132305443,66,MGST3;BLMH;HAGH;COL6A1;SELENOW;GPX1;ALDH1A1;LANCL1;GPX3,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,0.12562595253646855,0.4392453517764468,0.05832860730117554,-0.34413217267496404,-1.2736044372603255,39,FBN1;COL4A2;CAV1;COL3A1;COL1A1;COL1A2;CRKL;CAV2;PARP1;CILP;SNX6;GOT1;LIMS1;STAT3,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,0.008564513126047292,0.08119817252194836,0.2133879230180531,0.4619074246126907,1.6389384964819953,36,EPRS1;ACTR2;KIF5B;GSN;GAPDH;FLNB;PSMA3;CALM1;PSMA7;RPL13A;PSMA5;PSMA6;MYO1C;SEC61A1;PSMB3;PSMA1;ACTR3;SYNCRIP;PSMB4;PSMB2;PSMA2;PSMA4,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_UV,0.4581863457148786,0.7618410402611641,0.02710601405270643,-0.33957843660368736,-0.9977623390431908,16,UBE2B;COL6A1;GPX1;PARP1;COL6A2,GO:BP,Training_Young,NA,NA,NA
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.8201725282017253,0.93167063687431,0.018795417016250503,-0.20108585254687666,-0.8138691427452441,58,MT-ND1;UBE2B;BLMH;COL1A1;COL6A1;CRKL;GPX1,GO:BP,Training_Young,NA,NA,NA
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,0.10036461331798119,0.38960436508476165,0.06144390609188169,0.4225317506295785,1.3586858608219545,24,DCTN1;RAB6A;CLTC;YKT6;LMAN1;SURF4;TMED9;ARL1,GO:BP,Training_Young,NA,NA,NA
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION,0.670214986432895,0.86723356512183,0.02098032586672371,-0.27283087773846715,-0.8545327835039982,20,COL3A1;COL1A2;SYNJ2BP,GO:BP,Training_Young,NA,NA,NA
GOBP_RHYTHMIC_PROCESS,0.22580044676098288,0.5723373791936481,0.03883898022760809,0.325117054546017,1.1655347912269336,38,USP9X;DDB1;PRKAA2;PRKDC;HUWE1;PRMT5;PRKAA1;TARDBP;NAMPT;CSNK2A1;ADIPOQ;PPP1CA,GO:BP,Training_Young,NA,NA,NA
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.25530273814114923,0.6080398546066984,0.03693911581995097,0.4120963799603531,1.1706241268579791,15,HPRT1;GART;ATIC,GO:BP,Training_Young,NA,NA,NA
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS,0.22544849269465508,0.5723373791936481,0.03873001075931342,0.3112868478731195,1.1662765146461596,46,UCHL1;PRKAG1;HPRT1;PRKAA2;GAPDH;HK1;PRKAA1;PRKACA;HINT1;PFKM;NT5C1A;PFKL;GPI;ENO1;PPP2CA;OGDH;ALDOC;PGK1;PKM;TIGAR;LDHA,GO:BP,Training_Young,NA,NA,NA
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,0.5240501590866554,0.7998660322901583,0.02313768201902301,0.2814256785786522,0.9550224500457244,30,RPS11;RPS6;PRKDC;RPS27;RPS14;RPS8;RPS28;RPS15A,GO:BP,Training_Young,NA,NA,NA
GOBP_RIBOSOME_ASSEMBLY,0.3501341510157148,0.6928804900349989,0.03051906004552157,0.33838153123299597,1.0756208389729713,23,TUFM;RPS6;PRKDC;RPS27;RPS14;RPS28;EIF1AX,GO:BP,Training_Young,NA,NA,NA
GOBP_RIBOSOME_BIOGENESIS,0.8398932621747832,0.9464397217192414,0.018520543506888622,-0.19527041889757255,-0.8040685071550067,63,SNU13;UTP15;ERI3;RPL38;NUDT16;NDUFAB1;TRMT112,GO:BP,Training_Young,NA,NA,NA
GOBP_RNA_SPLICING,0.3575906851768921,0.6997881482513193,0.03309956100915795,-0.24924214680202356,-1.0485920486405023,70,SNU13;LSM8;RBM3;HNRNPH1;UBL5;SNRPA;HNRNPK;FAM98B;HNRNPL;PUF60;FUS;CELF1;HNRNPH3;PRDX6;NCL;HNRNPA2B1;HNRNPH2;SRSF11;KHSRP;SF1;NONO;PPIL1;SRSF1;U2AF2,GO:BP,Training_Young,NA,NA,NA
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,0.041320507214691736,0.2190431188907852,0.10408454673923595,-0.36284909701109297,-1.4206682921531733,50,SNU13;LSM8;RBM3;HNRNPH1;UBL5;SNRPA;HNRNPK;HNRNPL;PUF60;CELF1;HNRNPH3;PRDX6;NCL;HNRNPA2B1;KHSRP;SF1;PPIL1;SRSF1;U2AF2;C1QBP;DDX39B;DCPS;HNRNPA1;NOL3;SFPQ;HNRNPM;LUC7L2;PABPC1,GO:BP,Training_Young,NA,NA,NA
GOBP_RRNA_METABOLIC_PROCESS,0.6907466021225098,0.8690860675098928,0.018787363350066522,0.23886761871707918,0.864599245605797,40,MAPT;RPS6;PRKDC;RPS27;CAVIN1;PRMT5;RPS14;MARS1;RPS8;RPS28;RPL14;RPL7,GO:BP,Training_Young,NA,NA,NA
GOBP_RRNA_PROCESSING,0.45444732297063906,0.7581811513520307,0.027944270816207612,-0.27520295801003575,-0.9938374591832912,35,SNU13;UTP15;ERI3;NUDT16;TRMT112,GO:BP,Training_Young,NA,NA,NA
GOBP_SARCOMERE_ORGANIZATION,0.40946413137424376,0.7265124018297285,0.029841432742462242,-0.2884137324311263,-1.0204760399171284,32,MYH3;TNNT1;MYOM2;MYOM1;MYBPC1;ACTN2;SYNPO2L;MYOZ2;MYOZ1;TPM1;LMOD2;LDB3;TNNT3;KRT19;KRT8;MYBPC2;ITGB1;MYOM3;TCAP,GO:BP,Training_Young,NA,NA,NA
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,0.7015866947046454,0.8690860675098928,0.018949440458446733,0.25903997047294325,0.8414381732537158,25,HRC;CAMK2D;ATP1A2;CALM1,GO:BP,Training_Young,NA,NA,NA
GOBP_SCHWANN_CELL_DIFFERENTIATION,0.5419435215946844,0.8133277203841078,0.02427932613562514,-0.32569249951665474,-0.9385086021506537,15,COL6A1;LAMB2;GRB2;DAG1;PPP3R1;MAPK3;GPC1,GO:BP,Training_Young,NA,NA,NA
GOBP_SENSORY_ORGAN_MORPHOGENESIS,0.14401328076364392,0.4640650212296964,0.0528500333504708,-0.4428347458236145,-1.3011539726187922,16,FBN1;RPL38;EFEMP1;STAT3;MAPK3,GO:BP,Training_Young,NA,NA,NA
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS,0.07478188616535106,0.31620130841920724,0.0747093797274478,-0.47791045333582705,-1.4271698102353394,17,COL1A1;TGFBI;CLIC5;LAMB2;EFEMP1,GO:BP,Training_Young,NA,NA,NA
GOBP_SENSORY_SYSTEM_DEVELOPMENT,0.006531678641410843,0.06924984021968915,0.26521689377999697,-0.4469963141560314,-1.6542960360926142,39,COL4A1;FLT1;FBN1;HMGB1;PFDN5;SGCD;LAMB2;SGCG;MYOM1;EFEMP1;DAG1;SGCB;SGCA;RPL24;STAT3;SNTB1;GPD2,GO:BP,Training_Young,NA,NA,NA
GOBP_SEQUESTERING_OF_CALCIUM_ION,0.0573984345881476,0.2707050116614328,0.08099720461931634,0.40870416862028747,1.4204458094798051,33,HRC;FLNA;CAMK2D;HSP90B1;ATP1A2;CALM1;ERO1A;CALR;PRKACA;PLN;LETM1;CASQ2;ANXA6,GO:BP,Training_Young,NA,NA,NA
GOBP_SEX_DIFFERENTIATION,0.6639738411232929,0.8637006578947368,0.019872258871557167,0.27864929547797984,0.8636317392666011,21,AKR1C3;FLNA,GO:BP,Training_Young,NA,NA,NA
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.9589184657304548,0.9964616609189443,0.01571201044564994,-0.18639184398709405,-0.6192460310387958,25,NDUFS6;HNRNPK;PSMD10;TMEM109;MAP2K6;PDK2;RPL23,GO:BP,Training_Young,NA,NA,NA
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE,0.1279482362763515,0.44421465129747384,0.05648031685413919,-0.3961141334214365,-1.3058377821764242,24,RPA2;NDUFS6;MAPK12;GRB2;PSMD10;STK38;MAPK3;UFL1;MAP2K6,GO:BP,Training_Young,NA,NA,NA
GOBP_SINGLE_FERTILIZATION,0.016156953260242354,0.1258262551254024,0.15722006939374256,0.5320083959049388,1.6488803083879513,21,CCT5;CCT8;CCT2;CCT7;CCT4;TCP1;CCT3,GO:BP,Training_Young,NA,NA,NA
GOBP_SKELETAL_MUSCLE_CONTRACTION,0.04394904458598726,0.22336988640094554,0.0993535227577061,-0.42626518904724475,-1.4760001346256935,29,GNAS;MYH3;TNNC1;TNNI1;TNNT1;MYH7;ACTN3,GO:BP,Training_Young,NA,NA,NA
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,0.2966528112010501,0.6587830446942239,0.03643312370047354,-0.283747022239845,-1.0934797450055123,47,EMD;CAV1;MYLK2;MYL3;COL6A1;GPX1;PPP3CB;MYOM1;CAV2;ACTN3;DAG1;ACTA1;MYOZ2;YBX3;MYOZ1;PPP3CA;GPC1;MTM1;CACNA1S,GO:BP,Training_Young,NA,NA,NA
GOBP_SKIN_DEVELOPMENT,0.5895691609977324,0.8351199485137734,0.02142628923478671,0.2727233801287947,0.9164780126725087,29,AKR1C3;NME2;ANXA1;FLNB;TSG101;IL18;CLIC4;PLEC,GO:BP,Training_Young,NA,NA,NA
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,0.624706434945984,0.8460996495284894,0.023968524136896242,-0.20006709481357246,-0.9337632877132601,129,ECI1;ACSS2;BLMH;HAGH;RIDA;SLC16A3;QDPR;ECHDC2;GPT;KYAT1;CPT1B;HADH;ACTN3;CPT1A;MTAP;GNPDA1;ACAD8;CRAT;GOT1;NUDT3;NQO2;MCCC2;ALDH5A1;SORD;RBKS;HADHB;PGAM2;ALDH6A1;GPD2;DDAH1,GO:BP,Training_Young,NA,NA,NA
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.8170450173143516,0.9291884510633802,0.016793183935158624,0.25139900989982156,0.7510580232832313,18,PRKDC;IL18;PAK1;ADIPOQ,GO:BP,Training_Young,NA,NA,NA
GOBP_SODIUM_ION_TRANSPORT,0.14162348877374784,0.4640650212296964,0.0511279601048567,0.4223439288960784,1.2967228843295087,20,YWHAH;CAMK2D;ATP1A1;AHCYL1;SLMAP;TMEM43;ATP1A2;ATP1B1,GO:BP,Training_Young,NA,NA,NA
GOBP_SPERMATID_DIFFERENTIATION,0.21098626716604243,0.5547532251352476,0.042959493925228937,-0.37226232670131687,-1.1971710015660082,22,IFT81;VDAC3;UBE2B,GO:BP,Training_Young,NA,NA,NA
GOBP_SPINDLE_ASSEMBLY,0.008984897725100364,0.08272692949365415,0.2110705378683249,0.5273633122145317,1.7130314725586862,25,DYNC1H1;KPNB1;TUBB;FLNA;DDB1;PPP2R1A,GO:BP,Training_Young,NA,NA,NA
GOBP_SPROUTING_ANGIOGENESIS,0.1611157368859284,0.48989847607645876,0.04982688648195823,-0.41974247416608745,-1.2767732951177355,18,FLT1;HMGB1;HMOX1;SYNJ2BP,GO:BP,Training_Young,NA,NA,NA
GOBP_STEM_CELL_DIFFERENTIATION,0.961090303786933,0.9964616609189443,0.015573457900311904,-0.19183287429791576,-0.6169218257768697,22,NDUFS6;OCIAD1;STAT3;MAPK3;UFL1,GO:BP,Training_Young,NA,NA,NA
GOBP_STEROID_BIOSYNTHETIC_PROCESS,0.167989417989418,0.49741010852121964,0.04619998091906596,0.3672100089863898,1.2339972433253368,29,KPNB1;AKR1C3;PRKAA2;ATP1A1;CYB5R3;TSPO;PRKAA1,GO:BP,Training_Young,NA,NA,NA
GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.2748605501057896,0.6327476154752973,0.03533984418693594,0.3693976436547895,1.1448926469501184,21,YWHAH;PADI2;PPP5C;CALR;PAK1;UFM1;PGRMC2;FKBP4,GO:BP,Training_Young,NA,NA,NA
GOBP_STEROID_METABOLIC_PROCESS,0.036845983787767135,0.19961615392713405,0.1011176487430608,0.3785196301067144,1.4416859592813127,50,CBR1;KPNB1;YWHAH;AKR1C3;AKR1C1;PRKAA2;ATP1A1;CYB5R3;STUB1;APOL2;TSPO;PRKAA1,GO:BP,Training_Young,NA,NA,NA
GOBP_STEROL_BIOSYNTHETIC_PROCESS,0.31159560100327993,0.6674957300682469,0.03287926329228651,0.38706028866299536,1.1185843706831706,16,KPNB1;PRKAA2;CYB5R3;PRKAA1,GO:BP,Training_Young,NA,NA,NA
GOBP_STEROL_METABOLIC_PROCESS,0.3872810357958873,0.714430891203409,0.02855544921818893,0.3202953356291214,1.050405134675371,26,KPNB1;PRKAA2;CYB5R3;APOL2;PRKAA1,GO:BP,Training_Young,NA,NA,NA
GOBP_STEROL_TRANSPORT,0.6810925177918831,0.8690860675098928,0.019487119096015783,0.2755166715046118,0.8539226406451695,21,LAMTOR1;ANXA2;TSPO;CLU;VAPA;ADIPOQ,GO:BP,Training_Young,NA,NA,NA
GOBP_STRESS_FIBER_ASSEMBLY,0.6153846153846154,0.8427267214661097,0.02087968085984606,0.2728147226999914,0.8946929713360889,26,PAK2;PFN1;PXN;PFN2;PAK1;CUL3;S100A10,GO:BP,Training_Young,NA,NA,NA
GOBP_STRIATED_MUSCLE_ADAPTATION,0.03672961195268728,0.19961615392713405,0.10763038966489588,-0.5274033156242903,-1.549636576101464,16,TNNC1;TNNI1;LMNA;TNNT1;MYH7;ACTN3;MYOZ2;MYOZ1;PPP3CA;CACNA1S,GO:BP,Training_Young,NA,NA,NA
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.9522816770905722,0.9960515437056732,0.01726927086170245,-0.16642185673769572,-0.7659153977948461,118,CD81;MYL2;RPL38;MYH3;EHD2;COL6A1;GPX1;SGCD;PPP3CB;LMNA;TNNT1;MYOM2;RPL31;MYOM1;CAV2;ACTN3;MYBPC1;ACTN2;PGM5;SGCB;RPL24;ACTA1;SYNPO2L;MYOZ2;MYOZ1;PPP3CA;TPM1;LMOD2;TMOD4;LDB3;SPAG9;CACNA1S;RPL23,GO:BP,Training_Young,NA,NA,NA
GOBP_STRIATED_MUSCLE_CONTRACTION,0.8971704623878537,0.9683603299315539,0.018045118160334828,-0.17651935785497763,-0.8036633847557315,110,GNAS;JPH2;CAV1;MYL2;RPL38;MYLK2;MYH3;MYL3;TNNC1;SGCD;TNNI1;TNNT1;RPL31;MYH7,GO:BP,Training_Young,NA,NA,NA
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,0.5671455340412243,0.826005164792684,0.0235817578906043,-0.290309727478987,-0.9212053592674708,21,MAOB;NDUFS3;SYPL2;COX6B1,GO:BP,Training_Young,NA,NA,NA
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,0.34873075322513525,0.6928804900349989,0.03215759632214786,-0.33329882499892527,-1.071866959196453,22,LAMC1;PREX1;CRKL;LAMB2;ACTN4;PARVB,GO:BP,Training_Young,NA,NA,NA
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,0.9687568276163426,0.9989111174234739,0.016165938958828,-0.17091626184595748,-0.6534387107310063,45,ACSS2;HAGH;ENOPH1;PDPR;MTAP,GO:BP,Training_Young,NA,NA,NA
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,0.9281001137656428,0.9864328950114798,0.01738391734386477,-0.17326245293349388,-0.7600571068487008,88,ACSS2;BLMH;HAGH;ACOT1;ENOPH1;GLO1;GPX1;ACSF2;IDH1;ETHE1;PDPR;MTAP;OPLAH;MCCC2;COASY,GO:BP,Training_Young,NA,NA,NA
GOBP_SYMBIONT_ENTRY_INTO_HOST,0.5364224587768733,0.811215558825149,0.02453369703404855,-0.2857324708757048,-0.9419513836613029,24,CD81;HMGB1;CAV1;SLC20A2;CAV2;DAG1,GO:BP,Training_Young,NA,NA,NA
GOBP_SYNAPSE_ASSEMBLY,0.46775203506574825,0.7660115944922598,0.02684862590974743,-0.3146025303858236,-0.9853656529511461,20,NAE1;CRKL;CAPRIN1;EEF2K;DAG1;UBE2M,GO:BP,Training_Young,NA,NA,NA
GOBP_SYNAPTIC_VESICLE_RECYCLING,0.025680337293982367,0.16442086085627672,0.12402652738165562,0.4950380874157959,1.573588490392857,23,CAPN2;CLTB;BIN1;CANX;AP2M1;AP2A1;PLAA;SLC2A4;AP2B1,GO:BP,Training_Young,NA,NA,NA
GOBP_SYNCYTIUM_FORMATION,0.9927900371422329,1,0.01581049223071133,-0.1502221356872589,-0.5743219375767226,45,CD81;RPL38;EHD2;RPL31,GO:BP,Training_Young,NA,NA,NA
GOBP_TAXIS,0.6444199301342158,0.8551790728295247,0.019641454969905082,0.2331368184888067,0.8917241135730334,51,S100A4;HSPB1;LGALS3;PADI2;ANXA1;CALR;BLVRA;PLEC;RPL13A;TMSB4X;PPIA;PPIB;MAP2K1,GO:BP,Training_Young,NA,NA,NA
GOBP_TELENCEPHALON_DEVELOPMENT,0.1661250238960046,0.49486185366000157,0.04678015921953728,0.3866770881828468,1.256041151199965,25,HPRT1;TUBB2A;FLNA;GART;ATIC;ATP1A2;RAN;PAFAH1B1;TACC2;YWHAE;CFL1,GO:BP,Training_Young,NA,NA,NA
GOBP_TELOMERE_ORGANIZATION,0.03126163007071083,0.1785874075042552,0.11053470074733461,0.43850381119115345,1.512266457567261,32,CCT6A;CCT5;CCT8;CCT2;CCT7;CCT4;TCP1;CCT3;PRKDC;HSP90AB1,GO:BP,Training_Young,NA,NA,NA
GOBP_TEMPERATURE_HOMEOSTASIS,0.26046707342730907,0.6129368362752428,0.03838994327892913,-0.3333129401521697,-1.144710508963984,28,GNAS;CAV1;GPX1;ALDH1A1;HADH;FABP5;ACTN3,GO:BP,Training_Young,NA,NA,NA
GOBP_TISSUE_HOMEOSTASIS,0.7106121665707158,0.8690860675098928,0.01881557411712675,0.25846655178752465,0.8311206172929243,24,HSPB1;VCL;PRDX5;ACACA,GO:BP,Training_Young,NA,NA,NA
GOBP_TORC1_SIGNALING,0.19418783679753657,0.5302362608268382,0.043077834154323265,0.3893123660205801,1.2236009539098165,22,LAMTOR1;PRKAA2;YWHAZ;YWHAG;PRKAA1;PRMT1;CUL3;PRKACA;LARS1,GO:BP,Training_Young,NA,NA,NA
GOBP_TOR_SIGNALING,0.17707362534948742,0.5094782716568772,0.04454146094208508,0.3507245481469393,1.2268972736064614,34,USP9X;LAMTOR1;PRKAA2;RPS6;YWHAZ;TIPRL;YWHAG;PRKAA1;PRMT1;CUL3;PRKACA;LARS1,GO:BP,Training_Young,NA,NA,NA
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,0.46911053219203575,0.7660115944922598,0.02485255972537928,0.2865863340846371,0.9883492210845013,32,USP9X;APPL1;HSPA5;HSP90AB1;STUB1;ERO1A;PPM1A;PXN;USP15,GO:BP,Training_Young,NA,NA,NA
GOBP_TRANSLATIONAL_ELONGATION,0.0049504950495049506,0.05546804680468047,0.2853133921438723,0.5345436519934509,1.7530302015144137,26,EEF1D;EEF1G;ABCE1;TUFM;EEF1B2;EEF1A1;SARS1;GCN1;AARS1;VCP;EEF1A2;EIF5A;NPLOC4;HBS1L,GO:BP,Training_Young,NA,NA,NA
