pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,0.1662255537202992,0.7620108960041849,1.6831841432225063,5,23,,GO:BP,1.8893050353724512,NA,NA,NA,blue,Cell Cycle Checkpoint Signaling
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,0.1662255537202992,0.7620108960041849,1.6831841432225063,5,23,,GO:BP,1.8893050353724512,NA,NA,NA,blue,Homotypic Cell Cell Adhesion
GOBP_PLATELET_ACTIVATION,0.1662255537202992,0.7620108960041849,1.6831841432225063,5,23,,GO:BP,1.8893050353724512,NA,NA,NA,blue,Platelet Activation
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.1662255537202992,0.7620108960041849,1.6831841432225063,5,23,,GO:BP,1.8893050353724512,NA,NA,NA,blue,Regulation Of Extrinsic Apoptotic Signaling Pathway
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,Cell Cycle G2 M Phase Transition
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,DNA Templated Transcription Initiation
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,Negative Regulation Of Protein Ubiquitination
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,Positive Regulation Of Reactive Oxygen Species Metabolic Process
GOBP_PROSTANOID_METABOLIC_PROCESS,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,Prostanoid Metabolic Process
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,Regulation Of Establishment Of Protein Localization To Mitochondrion
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,Regulation Of Postsynaptic Membrane Neurotransmitter Receptor Levels
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,Regulation Of Steroid Metabolic Process
GOBP_T_CELL_MEDIATED_IMMUNITY,0.16736474132885437,0.7620108960041849,1.8217993079584773,4,17,,GO:BP,2.0907003444316876,NA,NA,NA,blue,T Cell Mediated Immunity
GOBP_LYMPHOCYTE_DIFFERENTIATION,0.17371453853842303,0.7801362003452816,1.5055147058823528,7,36,,GO:BP,1.6441119063109955,NA,NA,NA,blue,Lymphocyte Differentiation
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.17371453853842303,0.7801362003452816,1.5055147058823528,7,36,,GO:BP,1.6441119063109955,NA,NA,NA,blue,Positive Regulation Of Small Molecule Metabolic Process
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,0.17371453853842303,0.7801362003452816,1.5055147058823528,7,36,,GO:BP,1.6441119063109955,NA,NA,NA,blue,Regulation Of Actin Filament Length
GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,0.18181935004656152,0.8100630533440845,1.548529411764706,6,30,,GO:BP,1.7011278195488722,NA,NA,NA,blue,Regulation Of Actin Filament Polymerization
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,0.1820182164396627,0.8100630533440845,1.4404924760601916,8,43,,GO:BP,1.5575757575757576,NA,NA,NA,blue,Cellular Response To Nutrient Levels
GOBP_ICOSANOID_METABOLIC_PROCESS,0.18924331673245903,0.8235886797242722,1.6130514705882353,5,24,,GO:BP,1.7888823181549378,NA,NA,NA,blue,Icosanoid Metabolic Process
GOBP_RECEPTOR_INTERNALIZATION,0.18924331673245903,0.8235886797242722,1.6130514705882353,5,24,,GO:BP,1.7888823181549378,NA,NA,NA,blue,Receptor Internalization
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,0.18924331673245903,0.8235886797242722,1.6130514705882353,5,24,,GO:BP,1.7888823181549378,NA,NA,NA,blue,Unsaturated Fatty Acid Metabolic Process
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,0.19468848619023513,0.8235886797242722,1.7205882352941175,4,18,,GO:BP,1.9402985074626866,NA,NA,NA,blue,Cellular Response To Alcohol
GOBP_DITERPENOID_METABOLIC_PROCESS,0.19468848619023513,0.8235886797242722,1.7205882352941175,4,18,,GO:BP,1.9402985074626866,NA,NA,NA,blue,Diterpenoid Metabolic Process
GOBP_METENCEPHALON_DEVELOPMENT,0.19468848619023513,0.8235886797242722,1.7205882352941175,4,18,,GO:BP,1.9402985074626866,NA,NA,NA,blue,Metencephalon Development
GOBP_NEURON_MIGRATION,0.19468848619023513,0.8235886797242722,1.7205882352941175,4,18,,GO:BP,1.9402985074626866,NA,NA,NA,blue,Neuron Migration
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,0.19468848619023513,0.8235886797242722,1.7205882352941175,4,18,,GO:BP,1.9402985074626866,NA,NA,NA,blue,Protein Targeting To Membrane
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,0.19468848619023513,0.8235886797242722,1.7205882352941175,4,18,,GO:BP,1.9402985074626866,NA,NA,NA,blue,Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.19468848619023513,0.8235886797242722,1.7205882352941175,4,18,,GO:BP,1.9402985074626866,NA,NA,NA,blue,Regulation Of Mononuclear Cell Migration
GOBP_REGULATION_OF_NUCLEAR_DIVISION,0.19468848619023513,0.8235886797242722,1.7205882352941175,4,18,,GO:BP,1.9402985074626866,NA,NA,NA,blue,Regulation Of Nuclear Division
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,0.1950604767768013,0.8235886797242722,1.3307674632352942,11,64,,GO:BP,1.4162509939998553,NA,NA,NA,blue,Regulation Of Membrane Potential
GOBP_PROTEIN_DEPOLYMERIZATION,0.20270778375942608,0.8486241116708177,1.4985768500948766,6,31,,GO:BP,1.6321804511278195,NA,NA,NA,blue,Protein Depolymerization
GOBP_T_CELL_DIFFERENTIATION,0.20270778375942608,0.8486241116708177,1.4985768500948766,6,31,,GO:BP,1.6321804511278195,NA,NA,NA,blue,T Cell Differentiation
GOBP_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.2073945793807824,0.8645816220599705,1.3349391480730224,10,58,,GO:BP,1.4201653944020356,NA,NA,NA,blue,Regulation Of Post Translational Protein Modification
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,0.2113931610305054,0.8702351795755805,1.4262770897832817,7,38,,GO:BP,1.5363359707851492,NA,NA,NA,blue,Actin Polymerization Or Depolymerization
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.2113931610305054,0.8702351795755805,1.4262770897832817,7,38,,GO:BP,1.5363359707851492,NA,NA,NA,blue,Receptor Mediated Endocytosis
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,0.2113931610305054,0.8702351795755805,1.4262770897832817,7,38,,GO:BP,1.5363359707851492,NA,NA,NA,blue,Regulation Of Microtubule Cytoskeleton Organization
GOBP_ACTION_POTENTIAL,0.213322417520396,0.8745333963076815,1.548529411764706,5,25,,GO:BP,1.698501872659176,NA,NA,NA,blue,Action Potential
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.21709954228840728,0.8826927892220016,1.3764705882352941,8,45,,GO:BP,1.4717444717444716,NA,NA,NA,blue,Establishment Or Maintenance Of Cell Polarity
GOBP_REGULATION_OF_HEMOPOIESIS,0.21709954228840728,0.8826927892220016,1.3764705882352941,8,45,,GO:BP,1.4717444717444716,NA,NA,NA,blue,Regulation Of Hemopoiesis
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,0.22326849518317401,0.8863349309777854,1.6300309597523222,4,19,,GO:BP,1.809950248756219,NA,NA,NA,blue,Cardiac Muscle Cell Contraction
GOBP_KERATINOCYTE_DIFFERENTIATION,0.22326849518317401,0.8863349309777854,1.6300309597523222,4,19,,GO:BP,1.809950248756219,NA,NA,NA,blue,Keratinocyte Differentiation
GOBP_MEMBRANE_DOCKING,0.22326849518317401,0.8863349309777854,1.6300309597523222,4,19,,GO:BP,1.809950248756219,NA,NA,NA,blue,Membrane Docking
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,0.22326849518317401,0.8863349309777854,1.6300309597523222,4,19,,GO:BP,1.809950248756219,NA,NA,NA,blue,Regulation Of Carbohydrate Biosynthetic Process
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,0.22442052656171974,0.8863349309777854,1.4517463235294117,6,32,,GO:BP,1.5685367264314634,NA,NA,NA,blue,Regulation Of Lipid Biosynthetic Process
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.22442052656171974,0.8863349309777854,1.4517463235294117,6,32,,GO:BP,1.5685367264314634,NA,NA,NA,blue,Regulation Of Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,0.22442052656171974,0.8863349309777854,1.4517463235294117,6,32,,GO:BP,1.5685367264314634,NA,NA,NA,blue,Transforming Growth Factor Beta Receptor Signaling Pathway
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,0.22517213327472077,0.8863349309777854,1.2581801470588234,13,80,,GO:BP,1.3237480550913387,NA,NA,NA,blue,Protein Localization To Cell Periphery
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,0.2383101116402775,0.9306339537572892,1.4889705882352942,5,26,,GO:BP,1.616729088639201,NA,NA,NA,blue,Cellular Response To Xenobiotic Stimulus
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.2383101116402775,0.9306339537572892,1.4889705882352942,5,26,,GO:BP,1.616729088639201,NA,NA,NA,blue,Regulation Of Response To Endoplasmic Reticulum Stress
GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.2468536928814012,0.9489939632950365,1.4077540106951871,6,33,,GO:BP,1.509607351712615,NA,NA,NA,blue,Actin Filament Polymerization
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,0.2468536928814012,0.9489939632950365,1.4077540106951871,6,33,,GO:BP,1.509607351712615,NA,NA,NA,blue,Cytoplasmic Translational Initiation
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.2468536928814012,0.9489939632950365,1.4077540106951871,6,33,,GO:BP,1.509607351712615,NA,NA,NA,blue,Negative Regulation Of Cell Development
GOBP_SEQUESTERING_OF_CALCIUM_ION,0.2468536928814012,0.9489939632950365,1.4077540106951871,6,33,,GO:BP,1.509607351712615,NA,NA,NA,blue,Sequestering Of Calcium Ion
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.2517834010519377,0.9530933266077286,1.3549632352941177,7,40,,GO:BP,1.4416237850200115,NA,NA,NA,blue,Negative Regulation Of Supramolecular Fiber Organization
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE,0.2518047655618396,0.9530933266077286,1.2179444811632518,14,89,,GO:BP,1.2726614987080103,NA,NA,NA,blue,Protein Localization To Membrane
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,0.25284904414115655,0.9530933266077286,1.548529411764706,4,20,,GO:BP,1.6958955223880596,NA,NA,NA,blue,Cellular Response To Calcium Ion
GOBP_MUSCLE_HYPERTROPHY,0.25284904414115655,0.9530933266077286,1.548529411764706,4,20,,GO:BP,1.6958955223880596,NA,NA,NA,blue,Muscle Hypertrophy
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.25284904414115655,0.9530933266077286,1.548529411764706,4,20,,GO:BP,1.6958955223880596,NA,NA,NA,blue,Negative Regulation Of Post Translational Protein Modification
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,0.254500963995519,0.9530933266077286,1.3178973717146432,8,47,,GO:BP,1.3947163947163947,NA,NA,NA,blue,Regulation Of Microtubule Based Process
GOBP_MUSCLE_CELL_DEVELOPMENT,0.25470812051879493,0.9530933266077286,1.2388235294117647,12,75,,GO:BP,1.2974358974358975,NA,NA,NA,blue,Muscle Cell Development
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,0.25563738011239684,0.9530933266077286,1.2524870242214532,11,68,,GO:BP,1.3139073737984808,NA,NA,NA,blue,Protein RNA Complex Organization
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,0.26405027609445053,0.966228417708582,1.4338235294117647,5,27,,GO:BP,1.5423901940755873,NA,NA,NA,blue,Cellular Process Involved In Reproduction In Multicellular Organism
GOBP_METHYLATION,0.26405027609445053,0.966228417708582,1.4338235294117647,5,27,,GO:BP,1.5423901940755873,NA,NA,NA,blue,Methylation
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.26405027609445053,0.966228417708582,1.4338235294117647,5,27,,GO:BP,1.5423901940755873,NA,NA,NA,blue,Negative Regulation Of Establishment Of Protein Localization
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS,0.26405027609445053,0.966228417708582,1.4338235294117647,5,27,,GO:BP,1.5423901940755873,NA,NA,NA,blue,Positive Regulation Of Endocytosis
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,0.26405027609445053,0.966228417708582,1.4338235294117647,5,27,,GO:BP,1.5423901940755873,NA,NA,NA,blue,Regulation Of Protein Depolymerization
GOBP_MUSCLE_ORGAN_DEVELOPMENT,0.2657620627658192,0.9689037565041674,1.2044117647058823,14,90,,GO:BP,1.255201958384333,NA,NA,NA,blue,Muscle Organ Development
GOBP_CYTOSOLIC_TRANSPORT,0.26990021174310763,0.9767817186893419,1.366349480968858,6,34,,GO:BP,1.4548872180451127,NA,NA,NA,blue,Cytosolic Transport
GOBP_REGULATION_OF_CELL_PROJECTION_ASSEMBLY,0.26990021174310763,0.9767817186893419,1.366349480968858,6,34,,GO:BP,1.4548872180451127,NA,NA,NA,blue,Regulation Of Cell Projection Assembly
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,0.2738944086895847,0.9876192546909112,1.2669786096256686,9,55,,GO:BP,1.33013721276244,NA,NA,NA,blue,Regulation Of Body Fluid Levels
HALLMARK_MITOTIC_SPINDLE,9.27145042195456e-6,3.3377221519036415e-4,3.3182773109243695,15,35,,Hallmark,5.293774319066148,kept,NA,NA,blue,Mitotic Spindle
HALLMARK_MTORC1_SIGNALING,3.306066735881514e-4,0.00416988204573947,2.0707079343365256,23,86,,Hallmark,2.5966086568496207,kept,NA,NA,blue,mTORC1 Signaling
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,3.474901704782892e-4,0.00416988204573947,2.9034926470588234,12,32,,Hallmark,4.186153846153847,kept,NA,NA,blue,Unfolded Protein Response
HALLMARK_MYC_TARGETS_V1,0.0025261441126474167,0.02273529701382675,1.693704044117647,28,128,,Hallmark,1.9898360655737706,kept,NA,NA,blue,MYC Targets V1
HALLMARK_ALLOGRAFT_REJECTION,0.006456510634744301,0.046486876570158965,2.4887079831932772,9,28,,Hallmark,3.2689613768260957,kept,NA,NA,blue,Allograft Rejection
HALLMARK_UV_RESPONSE_UP,0.012025444664613614,0.07215266798768169,2.0772955523672887,11,41,,Hallmark,2.5343550446998724,NA,NA,NA,blue,UV Response Up
HALLMARK_APOPTOSIS,0.018761716486506593,0.09648882764489106,2.0375386996904026,10,38,,Hallmark,2.4618320610687023,NA,NA,NA,blue,Apoptosis
HALLMARK_PROTEIN_SECRETION,0.029212027683000522,0.13145412457350236,1.9909663865546217,9,35,,Hallmark,2.3796431705176952,NA,NA,NA,blue,Protein Secretion
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.05345448744729174,0.21381794978916696,1.8770053475935828,8,33,,Hallmark,2.192727272727273,NA,NA,NA,blue,Pi3k Akt Mtor Signaling
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.14155118568018193,0.509584268448655,1.9356617647058822,4,16,,Hallmark,2.2661691542288556,NA,NA,NA,blue,TNFa Signaling Via NF-kB
HALLMARK_XENOBIOTIC_METABOLISM,0.19211130786642105,0.6068377059387757,1.3583591331269351,10,57,,Hallmark,1.4511937631963618,NA,NA,NA,blue,Xenobiotic Metabolism
HALLMARK_COMPLEMENT,0.2113931610305054,0.6068377059387757,1.4262770897832817,7,38,,Hallmark,1.5363359707851492,NA,NA,NA,blue,Complement
HALLMARK_DNA_REPAIR,0.22442052656171974,0.6068377059387757,1.4517463235294117,6,32,,Hallmark,1.5685367264314634,NA,NA,NA,blue,DNA Repair
HALLMARK_G2M_CHECKPOINT,0.2468536928814012,0.6068377059387757,1.4077540106951871,6,33,,Hallmark,1.509607351712615,NA,NA,NA,blue,G2M Checkpoint
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.25284904414115655,0.6068377059387757,1.548529411764706,4,20,,Hallmark,1.6958955223880596,NA,NA,NA,blue,Estrogen Response Early
HALLMARK_ANDROGEN_RESPONSE,0.2903863449769814,0.6280299545308824,1.3826155462184875,5,28,,Hallmark,1.4745155512131574,NA,NA,NA,blue,Androgen Response
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.3045052532857641,0.6280299545308824,1.548529411764706,3,15,,Hallmark,1.6933085501858736,NA,NA,NA,blue,Cholesterol Homeostasis
HALLMARK_COAGULATION,0.3140149772654412,0.6280299545308824,1.4077540106951871,4,22,,Hallmark,1.505804311774461,NA,NA,NA,blue,Coagulation
HALLMARK_E2F_TARGETS,0.3986766574494297,0.7553873509568141,1.2097886029411764,5,32,,Hallmark,1.2532944929948675,NA,NA,NA,blue,E2F Targets
HALLMARK_ESTROGEN_RESPONSE_LATE,0.45266508894628926,0.8147971601033207,1.1386245674740485,5,34,,Hallmark,1.165568900942787,NA,NA,NA,blue,Estrogen Response Late
HALLMARK_IL2_STAT5_SIGNALING,0.5269479093136136,0.8622783970586404,1.0679513184584177,4,29,,Hallmark,1.08,NA,NA,NA,blue,IL2 Stat5 Signaling
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.5269479093136136,0.8622783970586404,1.0679513184584177,4,29,,Hallmark,1.08,NA,NA,NA,blue,Interferon Gamma Response
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.600813642195311,0.8932349200549277,0.9678308823529412,6,48,,Hallmark,0.9624060150375939,NA,NA,NA,blue,Epithelial Mesenchymal Transition
HALLMARK_APICAL_JUNCTION,0.626553484158539,0.8932349200549277,0.9442252510760403,5,41,,Hallmark,0.9352892218060758,NA,NA,NA,blue,Apical Junction
HALLMARK_HYPOXIA,0.6376460022128632,0.8932349200549277,0.9344574036511156,7,58,,Hallmark,0.9234924158342582,NA,NA,NA,blue,Hypoxia
HALLMARK_P53_PATHWAY,0.6451141089285589,0.8932349200549277,0.9291176470588235,3,25,,Hallmark,0.9185535653937141,NA,NA,NA,blue,p53 Pathway
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,2.480094029623917e-7,3.0928938698441693e-6,3.7607142857142852,17,35,,KEGG,6.725925925925926,kept,NA,NA,blue,Variant Mutation Inactivated Vcp To 26s Proteasome Mediated Protein Degradation
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,5.891226418750799e-7,3.0928938698441693e-6,3.7540106951871657,16,33,,KEGG,6.680147058823529,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8536585365853658,blue,Variant Mutation Caused Aberrant Abeta To 26s Proteasome Mediated Protein Degradation
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,5.891226418750799e-7,3.0928938698441693e-6,3.7540106951871657,16,33,,KEGG,6.680147058823529,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8536585365853658,blue,Variant Mutation Caused Aberrant Htt To 26s Proteasome Mediated Protein Degradation
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,5.891226418750799e-7,3.0928938698441693e-6,3.7540106951871657,16,33,,KEGG,6.680147058823529,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8536585365853658,blue,Variant Scrapie Conformation Prpsc To 26s Proteasome Mediated Protein Degradation
KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,9.846383839159796e-7,3.4462343437059286e-6,3.6435986159169547,16,34,,KEGG,6.305555555555555,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.975,blue,Reference 26s Proteasome Mediated Protein Degradation
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,9.846383839159796e-7,3.4462343437059286e-6,3.6435986159169547,16,34,,KEGG,6.305555555555555,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.8536585365853658,blue,Variant Mutation Caused Aberrant Snca To 26s Proteasome Mediated Protein Degradation
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,1.6049575257716308e-6,4.213013505150531e-6,3.539495798319327,16,35,,KEGG,5.970394736842105,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.9285714285714286,blue,Variant Mutation Caused Aberrant Sod1 To 26s Proteasome Mediated Protein Degradation
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,1.6049575257716308e-6,4.213013505150531e-6,3.539495798319327,16,35,,KEGG,5.970394736842105,redundant,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0.9512195121951219,blue,Variant Mutation Inactivated Ubqln2 To 26s Proteasome Mediated Protein Degradation
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,1.0942110642519621e-5,2.553159149921245e-5,3.871323529411765,12,24,,KEGG,7.007692307692308,kept,NA,NA,blue,Reference Rab7 Regulated Microtubule Minus End Directed Transport
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE,0.01136325346958767,0.023862832286134106,2.9034926470588234,6,16,,KEGG,4.114285714285714,kept,NA,NA,blue,Reference Dynein Recruitment To The Kinetochore
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,3.5067265349117884e-11,1.1291659442415959e-8,4.343436154949785,23,41,,Reactome,9.319053993752789,kept,NA,NA,blue,The Role Of Gtse1 In G2 M Progression After G2 Checkpoint
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,3.1169839662292847e-10,5.0183441856291486e-8,3.5432452642073775,27,59,,Reactome,6.205867346938776,kept,NA,NA,blue,Separation Of Sister Chromatids
REACTOME_MITOTIC_G2_G2_M_PHASES,5.266520130062192e-10,5.652731606266752e-8,3.387408088235294,28,64,,Reactome,5.731329690346084,kept,NA,NA,blue,Mitotic G2 G2 M Phases
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,1.1743559703776004e-9,9.453565561539683e-8,3.138910969793323,30,74,,Reactome,5.043200601051841,redundant,REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,0.7982062780269058,blue,Mitotic Metaphase And Anaphase
REACTOME_SIGNALING_BY_HEDGEHOG,9.079054447597285e-9,5.846911064252652e-7,3.6242177722152693,22,47,,Reactome,6.36768,kept,NA,NA,blue,Signaling By Hedgehog
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,1.878654742548533e-8,8.98756025074566e-7,4.099048442906574,18,34,,Reactome,8.05216535433071,kept,NA,NA,blue,Hsp90 Chaperone Cycle For Steroid Hormone Receptors Shr In The Presence Of Ligand
REACTOME_M_PHASE,1.953817445814274e-8,8.98756025074566e-7,2.6325,34,100,,Reactome,3.826839826839827,kept,NA,NA,blue,M Phase
REACTOME_PROTEASOME_ASSEMBLY,2.5395319356743466e-8,1.0221616041089246e-6,3.871323529411765,19,38,,Reactome,7.173913043478261,kept,NA,NA,blue,Proteasome Assembly
