gene,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
EIF3B,0,0,18.85911302890289,NA,NA,NA,NA,Complete,TRUE,NA
ATP5MF,0,0,25.543729957476337,NA,NA,NA,NA,Complete,TRUE,NA
NDUFV3,0,0,21.868931739241738,NA,NA,NA,NA,Complete,TRUE,NA
MARS1,32,51.61290322580645,17.57400140831276,1,1,1,3,MNAR,FALSE,0.005997001499250375
ARPP19,6,9.67741935483871,20.170102241533776,0,0,0,0,MAR,TRUE,NA
ATP5F1E,0,0,24.18358108015363,NA,NA,NA,NA,Complete,TRUE,NA
ATP5ME,0,0,25.191371074884724,NA,NA,NA,NA,Complete,TRUE,NA
EIF6,2,3.225806451612903,20.68732085959635,0,0,0,0,MAR,TRUE,NA
NDUFA6,0,0,23.70309788742587,NA,NA,NA,NA,Complete,TRUE,NA
SYNJ2BP,0,0,20.750905088374985,NA,NA,NA,NA,Complete,TRUE,NA
EEFSEC,27,43.54838709677419,16.116210382856547,1,1,1,3,MNAR,TRUE,0.008995502248875561
MTPN,0,0,21.085110732008225,NA,NA,NA,NA,Complete,TRUE,NA
DEFA3,0,0,22.060988835419174,NA,NA,NA,NA,Complete,TRUE,NA
ARPC4,6,9.67741935483871,19.013464587908256,0,0,0,0,MAR,TRUE,NA
CD81,21,33.87096774193548,17.475144168307953,1,1,1,3,MNAR,TRUE,0.014992503748125937
TPI1,0,0,29.337620498133006,NA,NA,NA,NA,Complete,TRUE,NA
EIF3E,1,1.6129032258064515,19.31147892548242,0,0,0,0,MAR,TRUE,NA
SEC61B,32,51.61290322580645,16.189996273649886,1,1,1,3,MNAR,FALSE,0.015992003998001
GABARAPL2,15,24.193548387096776,18.784685891204553,0,0,1,1,MAR,TRUE,NA
ROMO1,0,0,18.91466026980734,NA,NA,NA,NA,Complete,TRUE,NA
MYL6,0,0,28.818992859197458,NA,NA,NA,NA,Complete,TRUE,NA
ACTB,0,0,30.930909317254052,NA,NA,NA,NA,Complete,TRUE,NA
EIF4A1,0,0,22.853054608017043,NA,NA,NA,NA,Complete,TRUE,NA
RPS20,0,0,22.5528907748702,NA,NA,NA,NA,Complete,TRUE,NA
PRPS1,0,0,22.074054716485687,NA,NA,NA,NA,Complete,TRUE,NA
PSMA6,0,0,23.761057189832375,NA,NA,NA,NA,Complete,TRUE,NA
S100A10,0,0,22.007594109617557,NA,NA,NA,NA,Complete,TRUE,NA
CDC42,0,0,22.254790624829596,NA,NA,NA,NA,Complete,TRUE,NA
DSTN,2,3.225806451612903,21.664449211877074,0,0,0,0,MAR,TRUE,NA
RAB2A,0,0,21.206100535456056,NA,NA,NA,NA,Complete,TRUE,NA
RAB5B,2,3.225806451612903,20.238876843515506,0,0,0,0,MAR,TRUE,NA
RAB10,0,0,22.247137981358478,NA,NA,NA,NA,Complete,TRUE,NA
UBE2D3,0,0,23.420442374245106,NA,NA,NA,NA,Complete,TRUE,NA
UBE2M,0,0,21.653483969411464,NA,NA,NA,NA,Complete,TRUE,NA
UBE2K,2,3.225806451612903,18.94398602468677,0,0,0,0,MAR,TRUE,NA
UBE2N,0,0,23.924430961809815,NA,NA,NA,NA,Complete,TRUE,NA
RAB14,3,4.838709677419355,19.670343696135077,0,0,0,0,MAR,TRUE,NA
ACTR3,0,0,19.21435530680199,NA,NA,NA,NA,Complete,TRUE,NA
ACTR2,0,0,19.099832438408665,NA,NA,NA,NA,Complete,TRUE,NA
ACTR1A,0,0,22.13357122695591,NA,NA,NA,NA,Complete,TRUE,NA
COPS2,0,0,22.53840369423174,NA,NA,NA,NA,Complete,TRUE,NA
ABCE1,0,0,19.155960530183755,NA,NA,NA,NA,Complete,TRUE,NA
RAP1B,0,0,23.10838580093659,NA,NA,NA,NA,Complete,TRUE,NA
RPS3A,0,0,22.490729582080647,NA,NA,NA,NA,Complete,TRUE,NA
RPL26,0,0,20.858245513849237,NA,NA,NA,NA,Complete,TRUE,NA
RPL15,4,6.451612903225806,21.861836869610514,0,0,0,0,MAR,TRUE,NA
RPL27,33,53.2258064516129,18.791632063112356,1,0,1,2,MNAR,FALSE,0.1724137931034483
PCBD1,0,0,22.866307415241366,NA,NA,NA,NA,Complete,TRUE,NA
RPL37A,11,17.741935483870968,18.3931491889485,0,1,1,2,MNAR,TRUE,0.8565717141429285
RHOA,0,0,23.26628154009846,NA,NA,NA,NA,Complete,TRUE,NA
HSPE1,0,0,24.63358362275877,NA,NA,NA,NA,Complete,TRUE,NA
SEC61A1,36,58.06451612903226,16.93146525345134,1,1,1,3,MNAR,FALSE,0.0079960019990005
VBP1,0,0,23.247368576990237,NA,NA,NA,NA,Complete,TRUE,NA
B2M,7,11.29032258064516,21.21336677101625,0,0,0,0,MAR,TRUE,NA
DAD1,37,59.67741935483871,16.142955681837044,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
NPC2,30,48.38709677419355,14.564454117280135,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
PKIA,0,0,21.13581271490183,NA,NA,NA,NA,Complete,TRUE,NA
SUMO2,4,6.451612903225806,18.63506098692814,0,0,0,0,MAR,TRUE,NA
UFM1,21,33.87096774193548,18.796802471830052,1,0,1,2,MNAR,TRUE,0.5782108945527237
NUTF2,0,0,24.365598385893136,NA,NA,NA,NA,Complete,TRUE,NA
HNRNPK,0,0,21.884819245696413,NA,NA,NA,NA,Complete,TRUE,NA
YWHAG,0,0,25.549138073593493,NA,NA,NA,NA,Complete,TRUE,NA
RRAS2,2,3.225806451612903,19.70302283646596,0,0,0,0,MAR,TRUE,NA
TIMM10,0,0,20.000480229298216,NA,NA,NA,NA,Complete,TRUE,NA
RPS7,1,1.6129032258064515,20.41870042410953,0,0,0,0,MAR,TRUE,NA
PPP1CA,0,0,22.55411605586486,NA,NA,NA,NA,Complete,TRUE,NA
PPP1CB,0,0,22.734205812596652,NA,NA,NA,NA,Complete,TRUE,NA
PSMC1,0,0,21.385140135130353,NA,NA,NA,NA,Complete,TRUE,NA
PSMC5,0,0,20.781558858993083,NA,NA,NA,NA,Complete,TRUE,NA
RPS8,0,0,20.88743024047941,NA,NA,NA,NA,Complete,TRUE,NA
RPS15A,1,1.6129032258064515,22.242428442986043,0,0,0,0,MAR,TRUE,NA
RPS16,0,0,23.33881816450609,NA,NA,NA,NA,Complete,TRUE,NA
UBE2G1,32,51.61290322580645,14.960463134605748,1,1,1,3,MNAR,FALSE,0.014492753623188406
YWHAE,0,0,26.93175586457307,NA,NA,NA,NA,Complete,TRUE,NA
RPS14,0,0,21.171494653289148,NA,NA,NA,NA,Complete,TRUE,NA
RPS23,1,1.6129032258064515,18.75243791525304,0,0,0,0,MAR,TRUE,NA
RPS18,0,0,22.064396375912416,NA,NA,NA,NA,Complete,TRUE,NA
RPS13,0,0,22.379681414346248,NA,NA,NA,NA,Complete,TRUE,NA
RPS11,1,1.6129032258064515,22.826494299629292,0,0,0,0,MAR,TRUE,NA
SNRPD2,13,20.967741935483872,17.942161580290183,0,1,1,2,MNAR,TRUE,0.004997501249375313
SNRPD3,1,1.6129032258064515,20.182235161820994,0,0,0,0,MAR,TRUE,NA
TMSB4X,1,1.6129032258064515,19.75242669477805,0,0,0,0,MAR,TRUE,NA
PSMC6,0,0,22.416739439228248,NA,NA,NA,NA,Complete,TRUE,NA
RPL7A,4,6.451612903225806,19.947825352741756,0,0,0,0,MAR,TRUE,NA
ETF1,3,4.838709677419355,18.172599870596287,0,1,0,1,MAR,TRUE,NA
CNBP,0,0,21.103080662566196,NA,NA,NA,NA,Complete,TRUE,NA
RPS4X,0,0,21.664942124927283,NA,NA,NA,NA,Complete,TRUE,NA
RPL23A,0,0,21.776816087958316,NA,NA,NA,NA,Complete,TRUE,NA
RPS6,2,3.225806451612903,20.219967389505886,0,0,0,0,MAR,TRUE,NA
H2BC4,0,0,25.92132581086573,NA,NA,NA,NA,Complete,TRUE,NA
RAB1A,3,4.838709677419355,18.29647077371652,0,1,0,1,MAR,TRUE,NA
RAN,0,0,24.01399439612469,NA,NA,NA,NA,Complete,TRUE,NA
RPL23,1,1.6129032258064515,21.221924818713028,0,0,0,0,MAR,TRUE,NA
RAP1A,33,53.2258064516129,14.604048244362081,1,1,1,3,MNAR,FALSE,0.025487256371814093
RPS15,0,0,21.824615242727834,NA,NA,NA,NA,Complete,TRUE,NA
RPS24,5,8.064516129032258,20.57200906616116,0,0,0,0,MAR,TRUE,NA
RPS25,0,0,22.873981744143794,NA,NA,NA,NA,Complete,TRUE,NA
RPS26,0,0,20.41229037564543,NA,NA,NA,NA,Complete,TRUE,NA
RPS28,0,0,21.183633376646227,NA,NA,NA,NA,Complete,TRUE,NA
GNB1,0,0,22.446358570692443,NA,NA,NA,NA,Complete,TRUE,NA
GNB2,0,0,19.83559152742723,NA,NA,NA,NA,Complete,TRUE,NA
RPL30,0,0,20.0782019717304,NA,NA,NA,NA,Complete,TRUE,NA
RPL31,0,0,20.623676604324523,NA,NA,NA,NA,Complete,TRUE,NA
RPL10A,0,0,21.402319274361904,NA,NA,NA,NA,Complete,TRUE,NA
RPL32,17,27.419354838709676,18.19136967865602,1,1,1,3,MNAR,TRUE,1
RPL11,8,12.903225806451612,19.017565032426514,0,0,0,0,MAR,TRUE,NA
RPL8,2,3.225806451612903,21.216823070219803,0,0,0,0,MAR,TRUE,NA
PPIA,0,0,25.50730762575235,NA,NA,NA,NA,Complete,TRUE,NA
FKBP1A,0,0,22.00976510742707,NA,NA,NA,NA,Complete,TRUE,NA
RPS27A,0,0,26.398765921512474,NA,NA,NA,NA,Complete,TRUE,NA
GRB2,1,1.6129032258064515,20.409561047929444,0,0,0,0,MAR,TRUE,NA
RAC1,0,0,22.360682557891053,NA,NA,NA,NA,Complete,TRUE,NA
AP2B1,5,8.064516129032258,19.424049483127636,0,0,0,0,MAR,TRUE,NA
VAMP2,38,61.29032258064516,17.625649225222766,1,1,1,3,MNAR,FALSE,0.027486256871564217
PPP3R1,0,0,21.590907214826228,NA,NA,NA,NA,Complete,TRUE,NA
YWHAZ,0,0,22.3893292400535,NA,NA,NA,NA,Complete,TRUE,NA
UBE2B,17,27.419354838709676,18.705770388081756,0,0,1,1,MAR,TRUE,NA
PPP2R2A,0,0,21.67750879446975,NA,NA,NA,NA,Complete,TRUE,NA
DYNLL1,1,1.6129032258064515,22.414723730081022,0,0,0,0,MAR,TRUE,NA
DYNLT1,5,8.064516129032258,21.636250700434374,0,0,0,0,MAR,TRUE,NA
RPL38,12,19.35483870967742,20.737002269080385,0,0,0,0,MAR,TRUE,NA
SKP1,0,0,22.270901556473643,NA,NA,NA,NA,Complete,TRUE,NA
RPS21,0,0,23.051038549906217,NA,NA,NA,NA,Complete,TRUE,NA
EIF5A,0,0,25.073898890083154,NA,NA,NA,NA,Complete,TRUE,NA
RACK1,0,0,21.810278415337013,NA,NA,NA,NA,Complete,TRUE,NA
UBE2I,0,0,20.397767195478167,NA,NA,NA,NA,Complete,TRUE,NA
SELENOW,7,11.29032258064516,18.932774261778242,0,0,0,0,MAR,TRUE,NA
TNNC1,0,0,26.205632333437162,NA,NA,NA,NA,Complete,TRUE,NA
PPP2CA,0,0,22.632057540504682,NA,NA,NA,NA,Complete,TRUE,NA
YBX1,0,0,22.710262540458384,NA,NA,NA,NA,Complete,TRUE,NA
CSNK2B,2,3.225806451612903,19.074710031668072,0,0,0,0,MAR,TRUE,NA
TPM4,6,9.67741935483871,18.16449874324656,0,1,1,2,MNAR,TRUE,0.038980509745127435
UBE2L3,0,0,22.307525891534276,NA,NA,NA,NA,Complete,TRUE,NA
EEF1A1,0,0,28.018169893888317,NA,NA,NA,NA,Complete,TRUE,NA
ACTA1,0,0,31.371792943912958,NA,NA,NA,NA,Complete,TRUE,NA
TUBA1B,0,0,25.74353810452291,NA,NA,NA,NA,Complete,TRUE,NA
TUBA4A,0,0,25.21856240433236,NA,NA,NA,NA,Complete,TRUE,NA
TUBB4B,0,0,25.486712282954162,NA,NA,NA,NA,Complete,TRUE,NA
CSNK2A1,1,1.6129032258064515,19.528285492157096,0,0,0,0,MAR,TRUE,NA
PAFAH1B2,21,33.87096774193548,19.44278154846137,1,0,0,1,MAR,TRUE,NA
EIF4G2,9,14.516129032258066,18.234907727399815,0,1,1,2,MNAR,TRUE,0.5892053973013494
PIP4K2B,6,9.67741935483871,16.418225150766048,0,1,1,2,MNAR,TRUE,0.07196401799100449
CCT2,0,0,24.900476318328696,NA,NA,NA,NA,Complete,TRUE,NA
GSTO1,0,0,24.050803667981455,NA,NA,NA,NA,Complete,TRUE,NA
PRKDC,9,14.516129032258066,18.58901615380903,0,0,1,1,MAR,TRUE,NA
DCD,0,0,22.85072151803175,NA,NA,NA,NA,Complete,TRUE,NA
MRPS25,8,12.903225806451612,18.083168771666838,0,1,1,2,MNAR,TRUE,0.06896551724137931
MRPS35,33,53.2258064516129,15.310403775847757,1,1,1,3,MNAR,FALSE,0.038980509745127435
MRPS5,18,29.03225806451613,17.220476200648807,1,1,1,3,MNAR,TRUE,0.0029985007496251873
MRPS36,4,6.451612903225806,22.221908422627685,0,0,0,0,MAR,TRUE,NA
MRPS15,24,38.70967741935484,17.16950336070589,1,1,1,3,MNAR,TRUE,0.7011494252873564
MRPS21,16,25.806451612903224,15.302575799333455,1,1,1,3,MNAR,TRUE,0.09345327336331834
SARNP,21,33.87096774193548,15.869591194197097,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
LACTB,0,0,21.593518407834573,NA,NA,NA,NA,Complete,TRUE,NA
RPL24,2,3.225806451612903,19.680217468726536,0,0,0,0,MAR,TRUE,NA
ARF1,0,0,22.175752108221666,NA,NA,NA,NA,Complete,TRUE,NA
ARF5,7,11.29032258064516,18.603086336154192,0,0,1,1,MAR,TRUE,NA
ERH,22,35.483870967741936,16.574589568234064,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
RHOG,29,46.774193548387096,14.352405259071192,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
RPL19,0,0,21.728974489540594,NA,NA,NA,NA,Complete,TRUE,NA
SRSF3,27,43.54838709677419,20.002375835091847,1,0,0,1,MAR,TRUE,NA
MXRA7,33,53.2258064516129,15.809344451684954,1,1,1,3,MNAR,FALSE,0.06946526736631684
H3-3A,0,0,24.56233552710145,NA,NA,NA,NA,Complete,TRUE,NA
FBLN2,27,43.54838709677419,17.570450671744293,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
HSPG2,0,0,21.936646318891675,NA,NA,NA,NA,Complete,TRUE,NA
RBM3,4,6.451612903225806,19.14224656044544,0,0,0,0,MAR,TRUE,NA
CYCS,0,0,26.718634843624336,NA,NA,NA,NA,Complete,TRUE,NA
MPP1,30,48.38709677419355,15.43416564487871,1,1,1,3,MNAR,TRUE,0.3543228385807096
TFAM,2,3.225806451612903,21.127975502315408,0,0,0,0,MAR,TRUE,NA
PITPNA,23,37.096774193548384,16.805507046218636,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SLC25A3,0,0,26.21331168954413,NA,NA,NA,NA,Complete,TRUE,NA
HDLBP,31,50,15.899402969667277,1,1,1,3,MNAR,FALSE,0.0029985007496251873
PURA,1,1.6129032258064515,18.34368698793223,0,1,0,1,MAR,TRUE,NA
CLTC,0,0,21.107059477044338,NA,NA,NA,NA,Complete,TRUE,NA
FKBP3,0,0,25.124933164590473,NA,NA,NA,NA,Complete,TRUE,NA
REEP5,0,0,24.49691311674782,NA,NA,NA,NA,Complete,TRUE,NA
SORD,17,27.419354838709676,17.712217707282914,1,1,1,3,MNAR,TRUE,0.022988505747126436
HNRNPU,0,0,19.662629789078885,NA,NA,NA,NA,Complete,TRUE,NA
MYBPC1,0,0,27.979271684105505,NA,NA,NA,NA,Complete,TRUE,NA
PLIN5,14,22.58064516129032,17.483932420844976,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SPTBN1,0,0,20.409766083417672,NA,NA,NA,NA,Complete,TRUE,NA
TIAL1,16,25.806451612903224,20.421674988389867,0,0,0,0,MAR,TRUE,NA
SET,8,12.903225806451612,19.987264136055593,0,0,0,0,MAR,TRUE,NA
AMPD3,1,1.6129032258064515,24.43174839384827,0,0,0,0,MAR,TRUE,NA
FABP5,0,0,22.87911926835669,NA,NA,NA,NA,Complete,TRUE,NA
ANK2,12,19.35483870967742,22.645498262781558,0,0,0,0,MAR,TRUE,NA
CAP1,2,3.225806451612903,21.275414541458918,0,0,0,0,MAR,TRUE,NA
EWSR1,21,33.87096774193548,17.125274749561964,1,1,1,3,MNAR,TRUE,0.00849575212393803
TAGLN,2,3.225806451612903,21.755578840205814,0,0,0,0,MAR,TRUE,NA
OGDH,0,0,25.110862159893188,NA,NA,NA,NA,Complete,TRUE,NA
COX6A2,13,20.967741935483872,23.132633039662387,0,0,0,0,MAR,TRUE,NA
ALDH6A1,1,1.6129032258064515,19.82591405032067,0,0,0,0,MAR,TRUE,NA
BDH1,2,3.225806451612903,20.03636189225677,0,0,0,0,MAR,TRUE,NA
COL7A1,7,11.29032258064516,20.122235956234878,0,0,0,0,MAR,TRUE,NA
RPL18A,19,30.64516129032258,19.185646652492515,0,0,1,1,MAR,TRUE,NA
CACNB1,0,0,22.688696105653616,NA,NA,NA,NA,Complete,TRUE,NA
MAP2K1,0,0,21.59743553216879,NA,NA,NA,NA,Complete,TRUE,NA
FKBP4,0,0,20.399634406566047,NA,NA,NA,NA,Complete,TRUE,NA
RPL6,0,0,20.674275128840243,NA,NA,NA,NA,Complete,TRUE,NA
AKAP12,11,17.741935483870968,16.152421302959084,1,1,1,3,MNAR,TRUE,0.0029985007496251873
SLC25A11,0,0,24.417483915033273,NA,NA,NA,NA,Complete,TRUE,NA
CAV1,0,0,22.214644699304625,NA,NA,NA,NA,Complete,TRUE,NA
ACY1,0,0,20.8088990606355,NA,NA,NA,NA,Complete,TRUE,NA
LMNB2,3,4.838709677419355,19.950366127808973,0,0,0,0,MAR,TRUE,NA
UBXN1,1,1.6129032258064515,16.30683629334411,0,1,0,1,MAR,TRUE,NA
GBE1,0,0,22.76892055487618,NA,NA,NA,NA,Complete,TRUE,NA
EIF4G1,0,0,20.83791706087449,NA,NA,NA,NA,Complete,TRUE,NA
PRKCQ,19,30.64516129032258,18.236047348502765,1,1,1,3,MNAR,TRUE,0.005997001499250375
GLO1,0,0,25.550954241786208,NA,NA,NA,NA,Complete,TRUE,NA
AKR1C1,2,3.225806451612903,22.81592992231697,0,0,0,0,MAR,TRUE,NA
SSBP1,0,0,21.911563342242268,NA,NA,NA,NA,Complete,TRUE,NA
YWHAH,0,0,21.768815793141812,NA,NA,NA,NA,Complete,TRUE,NA
PLP2,30,48.38709677419355,15.825884992207053,1,1,1,3,MNAR,TRUE,0.13893053473263367
UBE3A,6,9.67741935483871,16.812891123816506,0,1,1,2,MNAR,TRUE,0.014492753623188406
SRSF11,31,50,16.671915352368202,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
EEF1A2,0,0,27.126645329481022,NA,NA,NA,NA,Complete,TRUE,NA
CALD1,28,45.16129032258064,16.893537021812772,1,1,1,3,MNAR,TRUE,0.01249375312343828
COL14A1,6,9.67741935483871,24.23154931159279,0,0,0,0,MAR,TRUE,NA
PTPN11,8,12.903225806451612,17.87591936038139,0,1,1,2,MNAR,TRUE,0.01699150424787606
PSME1,0,0,21.587916049624283,NA,NA,NA,NA,Complete,TRUE,NA
CACNG1,2,3.225806451612903,17.014903434911457,0,1,0,1,MAR,TRUE,NA
ZNF33A,0,0,22.530902635376727,NA,NA,NA,NA,Complete,TRUE,NA
PRDX1,0,0,26.62456511106916,NA,NA,NA,NA,Complete,TRUE,NA
RPL18,9,14.516129032258066,20.982464585549703,0,0,0,0,MAR,TRUE,NA
C1QBP,0,0,23.557536854989507,NA,NA,NA,NA,Complete,TRUE,NA
CKAP4,28,45.16129032258064,17.93826364379503,1,1,1,3,MNAR,TRUE,0.0029985007496251873
DPT,26,41.935483870967744,18.0116929649722,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
KLC1,17,27.419354838709676,16.909473818515462,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SRSF1,23,37.096774193548384,18.142602796556623,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
ARHGAP1,6,9.67741935483871,17.034487615512504,0,1,1,2,MNAR,TRUE,0.5952023988005997
ACTN3,8,12.903225806451612,23.776276693415614,0,0,0,0,MAR,TRUE,NA
PPP3CA,0,0,23.23101883003979,NA,NA,NA,NA,Complete,TRUE,NA
DHX9,6,9.67741935483871,18.83431208695785,0,0,0,0,MAR,TRUE,NA
CRYZ,0,0,22.812056668561244,NA,NA,NA,NA,Complete,TRUE,NA
SLC20A2,7,11.29032258064516,21.17019149634611,0,0,0,0,MAR,TRUE,NA
PUDP,5,8.064516129032258,21.166916773711957,0,0,0,0,MAR,TRUE,NA
CD47,1,1.6129032258064515,18.934697343068674,0,0,0,0,MAR,TRUE,NA
PPID,30,48.38709677419355,19.062043441814556,1,0,1,2,MNAR,TRUE,0.23338330834582707
AHNAK,0,0,24.850957045663538,NA,NA,NA,NA,Complete,TRUE,NA
LMOD3,23,37.096774193548384,16.314430893510693,1,1,1,3,MNAR,TRUE,0.16891554222888555
HSPA14,29,46.774193548387096,15.56565892817987,1,1,1,3,MNAR,TRUE,0.02048975512243878
SCRN3,20,32.25806451612903,18.352194040407184,1,1,1,3,MNAR,TRUE,0.22188905547226387
NEXN,3,4.838709677419355,20.735528065396256,0,0,0,0,MAR,TRUE,NA
AP1B1,22,35.483870967741936,15.779301756625665,1,1,1,3,MNAR,TRUE,0.19390304847576212
BST2,9,14.516129032258066,18.700319727164914,0,0,1,1,MAR,TRUE,NA
PMPCA,25,40.32258064516129,17.637747626411265,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
ASPH,7,11.29032258064516,18.929588962269403,0,0,0,0,MAR,TRUE,NA
EFEMP1,36,58.06451612903226,17.573367961669966,1,1,1,3,MNAR,FALSE,0.0069965017491254375
STX4,32,51.61290322580645,14.954077837186734,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
GRSF1,13,20.967741935483872,19.69316952113892,0,0,0,0,MAR,TRUE,NA
AIMP1,0,0,20.578848057143222,NA,NA,NA,NA,Complete,TRUE,NA
ILF3,12,19.35483870967742,19.908239437825102,0,0,0,0,MAR,TRUE,NA
TRAP1,0,0,20.79948621440668,NA,NA,NA,NA,Complete,TRUE,NA
ANK3,5,8.064516129032258,16.789976209709934,0,1,1,2,MNAR,TRUE,0.046476761619190406
HSPB3,0,0,21.352689541527496,NA,NA,NA,NA,Complete,TRUE,NA
ECH1,0,0,25.221800403808135,NA,NA,NA,NA,Complete,TRUE,NA
STRN3,6,9.67741935483871,19.312362509059394,0,0,0,0,MAR,TRUE,NA
COASY,14,22.58064516129032,18.794407148879007,0,0,1,1,MAR,TRUE,NA
TRDN,1,1.6129032258064515,22.526022544935334,0,0,0,0,MAR,TRUE,NA
ACACA,0,0,24.175598974275257,NA,NA,NA,NA,Complete,TRUE,NA
GPS1,0,0,21.618492064153436,NA,NA,NA,NA,Complete,TRUE,NA
MTAP,7,11.29032258064516,18.2430718246637,0,1,1,2,MNAR,TRUE,0.041979010494752625
PRKAA1,0,0,20.658098536129835,NA,NA,NA,NA,Complete,TRUE,NA
TARDBP,5,8.064516129032258,20.165127881815366,0,0,0,0,MAR,TRUE,NA
PAK1,41,66.12903225806451,16.012816186503624,1,1,1,3,MNAR,FALSE,0.008995502248875561
AIMP2,0,0,20.202146368126783,NA,NA,NA,NA,Complete,TRUE,NA
PRDX4,5,8.064516129032258,19.92033091251625,0,0,0,0,MAR,TRUE,NA
PAK2,0,0,19.773034160967864,NA,NA,NA,NA,Complete,TRUE,NA
CBX3,26,41.935483870967744,15.867059072998778,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
PSMD2,0,0,21.73907121242813,NA,NA,NA,NA,Complete,TRUE,NA
MYBPH,9,14.516129032258066,20.638619955802312,0,0,0,0,MAR,TRUE,NA
SELENBP1,0,0,24.641606201056327,NA,NA,NA,NA,Complete,TRUE,NA
TRIM28,9,14.516129032258066,17.541894642648245,0,1,1,2,MNAR,TRUE,9.995002498750624e-4
G3BP1,15,24.193548387096776,16.30056993751612,1,1,1,3,MNAR,TRUE,0.005997001499250375
PABPC4,17,27.419354838709676,20.272577051471956,0,0,0,0,MAR,TRUE,NA
SGCG,0,0,22.606415003772135,NA,NA,NA,NA,Complete,TRUE,NA
EIF3I,4,6.451612903225806,19.093174967263757,0,0,0,0,MAR,TRUE,NA
CTBP1,6,9.67741935483871,19.85818331654,0,0,0,0,MAR,TRUE,NA
UBE2V1,0,0,22.349240015714877,NA,NA,NA,NA,Complete,TRUE,NA
DYNC1I2,0,0,20.035094542341117,NA,NA,NA,NA,Complete,TRUE,NA
ILK,0,0,20.254584273729808,NA,NA,NA,NA,Complete,TRUE,NA
NNT,0,0,25.755033245257373,NA,NA,NA,NA,Complete,TRUE,NA
SNTA1,0,0,21.236718590550428,NA,NA,NA,NA,Complete,TRUE,NA
SNTB2,0,0,22.67976295446133,NA,NA,NA,NA,Complete,TRUE,NA
SF3B2,8,12.903225806451612,21.74422952905963,0,0,0,0,MAR,TRUE,NA
PDAP1,0,0,21.823550245440508,NA,NA,NA,NA,Complete,TRUE,NA
TMED1,14,22.58064516129032,16.36877552312901,1,1,1,3,MNAR,TRUE,0.03648175912043978
FKBP5,5,8.064516129032258,19.24458717530697,0,0,0,0,MAR,TRUE,NA
PICALM,32,51.61290322580645,15.555027197326362,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
MTM1,10,16.129032258064516,20.367145943274426,0,0,0,0,MAR,TRUE,NA
SQSTM1,1,1.6129032258064515,16.29668316917811,0,1,0,1,MAR,TRUE,NA
MTX1,1,1.6129032258064515,17.708653251560037,0,1,0,1,MAR,TRUE,NA
ART3,2,3.225806451612903,20.887907169266473,0,0,0,0,MAR,TRUE,NA
ASAH1,5,8.064516129032258,19.82080081430841,0,0,0,0,MAR,TRUE,NA
PIN1,11,17.741935483870968,20.78846482655561,0,0,0,0,MAR,TRUE,NA
CAMK2B,0,0,21.801104028833457,NA,NA,NA,NA,Complete,TRUE,NA
CAMK2G,2,3.225806451612903,21.463651476920614,0,0,0,0,MAR,TRUE,NA
CAMK2D,0,0,24.137937506182023,NA,NA,NA,NA,Complete,TRUE,NA
DCTN2,0,0,21.497004966213904,NA,NA,NA,NA,Complete,TRUE,NA
NAE1,1,1.6129032258064515,17.543993806271917,0,1,0,1,MAR,TRUE,NA
STIM1,1,1.6129032258064515,19.873499699670237,0,0,0,0,MAR,TRUE,NA
CUL1,4,6.451612903225806,18.68302541895731,0,0,0,0,MAR,TRUE,NA
CUL2,5,8.064516129032258,18.598853571168004,0,0,0,0,MAR,TRUE,NA
CUL3,0,0,20.18796375954617,NA,NA,NA,NA,Complete,TRUE,NA
CUL4A,0,0,18.914357517434226,NA,NA,NA,NA,Complete,TRUE,NA
FHL1,0,0,30.747576035175726,NA,NA,NA,NA,Complete,TRUE,NA
FHL3,0,0,24.574059267609986,NA,NA,NA,NA,Complete,TRUE,NA
ITGA7,1,1.6129032258064515,17.977200851970498,0,1,0,1,MAR,TRUE,NA
AAMP,23,37.096774193548384,16.862561636839203,1,1,1,3,MNAR,TRUE,0.0024987506246876563
CACNA1S,0,0,19.11384640871613,NA,NA,NA,NA,Complete,TRUE,NA
MOGS,25,40.32258064516129,15.673497562651505,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SPTAN1,4,6.451612903225806,19.34494637389295,0,0,0,0,MAR,TRUE,NA
AUH,0,0,20.280104021748258,NA,NA,NA,NA,Complete,TRUE,NA
DDX39B,2,3.225806451612903,20.581981214773837,0,0,0,0,MAR,TRUE,NA
