gene,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
MMP24OS,25,40.32258064516129,16.322906735899043,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
ESYT2,18,29.03225806451613,17.098331165177516,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
ILVBL,17,27.419354838709676,17.0022662256138,1,1,1,3,MNAR,TRUE,0.08845577211394302
FSD2,6,9.67741935483871,17.976966028844235,0,1,1,2,MNAR,TRUE,0.051974012993503245
TARS3,22,35.483870967741936,15.491210573111283,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
VWA8,34,54.83870967741935,21.47361209635668,1,0,0,1,MAR,FALSE,NA
CARNS1,9,14.516129032258066,20.22661257014602,0,0,0,0,MAR,TRUE,NA
MAP1LC3B2,31,50,20.71365448426334,1,0,0,1,MAR,FALSE,NA
PGP,0,0,23.015275302127968,NA,NA,NA,NA,Complete,TRUE,NA
DHRS7C,0,0,21.64224919716279,NA,NA,NA,NA,Complete,TRUE,NA
SMTNL1,0,0,23.415900733680058,NA,NA,NA,NA,Complete,TRUE,NA
NUDT19,20,32.25806451612903,17.09822072861629,1,1,1,3,MNAR,TRUE,0.2938530734632684
NACA,0,0,23.676700924402894,NA,NA,NA,NA,Complete,TRUE,NA
SLC35A4,10,16.129032258064516,18.642144427044716,0,0,1,1,MAR,TRUE,NA
PDLIM1,0,0,22.35573246652498,NA,NA,NA,NA,Complete,TRUE,NA
MYO1C,12,19.35483870967742,18.51696111305153,0,0,1,1,MAR,TRUE,NA
FXYD1,6,9.67741935483871,19.839740222518383,0,0,0,0,MAR,TRUE,NA
STXBP3,10,16.129032258064516,18.28831392540244,0,1,1,2,MNAR,TRUE,0.12543728135932034
NDUFS8,0,0,22.652158433323613,NA,NA,NA,NA,Complete,TRUE,NA
PSMD11,0,0,21.814326331494183,NA,NA,NA,NA,Complete,TRUE,NA
PSMD12,0,0,20.5400178390757,NA,NA,NA,NA,Complete,TRUE,NA
PSMD9,0,0,18.06626928699169,NA,NA,NA,NA,Complete,TRUE,NA
PGRMC1,30,48.38709677419355,18.91983573998077,1,0,1,2,MNAR,TRUE,0.2563718140929535
CLIC1,1,1.6129032258064515,19.36113622918581,0,0,0,0,MAR,TRUE,NA
EIF3F,0,0,19.64848331315272,NA,NA,NA,NA,Complete,TRUE,NA
PDHX,0,0,23.423102974046106,NA,NA,NA,NA,Complete,TRUE,NA
DCTN6,33,53.2258064516129,15.851648718794934,1,1,1,3,MNAR,FALSE,0.06496751624187906
IPO5,0,0,21.664347487773032,NA,NA,NA,NA,Complete,TRUE,NA
EEF2K,12,19.35483870967742,16.35507340966682,1,1,1,3,MNAR,TRUE,0.01649175412293853
EML1,0,0,20.485666849968,NA,NA,NA,NA,Complete,TRUE,NA
DNM1L,0,0,20.235648856551407,NA,NA,NA,NA,Complete,TRUE,NA
RTCA,0,0,20.818279583226023,NA,NA,NA,NA,Complete,TRUE,NA
NDUFA4,0,0,26.116413014662196,NA,NA,NA,NA,Complete,TRUE,NA
PSMD14,0,0,20.663506678898425,NA,NA,NA,NA,Complete,TRUE,NA
BIN1,0,0,26.342706408141986,NA,NA,NA,NA,Complete,TRUE,NA
KPNA3,1,1.6129032258064515,21.013469042201347,0,0,0,0,MAR,TRUE,NA
DDX3X,0,0,19.580342341103787,NA,NA,NA,NA,Complete,TRUE,NA
KPNA4,0,0,22.95551193172343,NA,NA,NA,NA,Complete,TRUE,NA
CES2,10,16.129032258064516,20.52386433748361,0,0,0,0,MAR,TRUE,NA
FBP2,0,0,26.02274350483461,NA,NA,NA,NA,Complete,TRUE,NA
PDXK,1,1.6129032258064515,19.267523960905883,0,0,0,0,MAR,TRUE,NA
SDHD,1,1.6129032258064515,23.24022941532173,0,0,0,0,MAR,TRUE,NA
COX7A2L,29,46.774193548387096,16.51490204168833,1,1,1,3,MNAR,TRUE,0.00399800099950025
GAPDHS,24,38.70967741935484,19.680137412117432,1,0,0,1,MAR,TRUE,NA
HSPB6,0,0,27.08676097123112,NA,NA,NA,NA,Complete,TRUE,NA
NDUFAB1,0,0,23.44014097238817,NA,NA,NA,NA,Complete,TRUE,NA
IMPA2,0,0,22.349000339564174,NA,NA,NA,NA,Complete,TRUE,NA
PDCD5,0,0,20.868805406975408,NA,NA,NA,NA,Complete,TRUE,NA
PRMT5,1,1.6129032258064515,20.030749701047153,0,0,0,0,MAR,TRUE,NA
PSMA7,0,0,23.647217990672406,NA,NA,NA,NA,Complete,TRUE,NA
OPLAH,4,6.451612903225806,18.94512524218218,0,0,0,0,MAR,TRUE,NA
MGST3,0,0,24.549018043627623,NA,NA,NA,NA,Complete,TRUE,NA
RGS12,3,4.838709677419355,20.5353297775736,0,0,0,0,MAR,TRUE,NA
HAT1,18,29.03225806451613,18.90746114588252,0,0,1,1,MAR,TRUE,NA
UQCRQ,0,0,25.02529869085899,NA,NA,NA,NA,Complete,TRUE,NA
MYL12B,0,0,20.981670913798194,NA,NA,NA,NA,Complete,TRUE,NA
UQCR11,0,0,21.528693051066593,NA,NA,NA,NA,Complete,TRUE,NA
CASQ2,0,0,25.64879160783649,NA,NA,NA,NA,Complete,TRUE,NA
HGS,16,25.806451612903224,16.3499010490389,1,1,1,3,MNAR,TRUE,0.008995502248875561
HNRNPDL,0,0,18.643689955970057,NA,NA,NA,NA,Complete,TRUE,NA
XPO1,2,3.225806451612903,18.793595068441423,0,0,0,0,MAR,TRUE,NA
ATP2A1,0,0,28.3056883676577,NA,NA,NA,NA,Complete,TRUE,NA
SYNJ2,0,0,22.912083012135817,NA,NA,NA,NA,Complete,TRUE,NA
SYNM,0,0,21.197547344971472,NA,NA,NA,NA,Complete,TRUE,NA
ARPC1B,13,20.967741935483872,17.155284550604783,1,1,1,3,MNAR,TRUE,0.02848575712143928
ARPC2,39,62.903225806451616,16.83268869422138,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
PGRMC2,0,0,21.238493941061485,NA,NA,NA,NA,Complete,TRUE,NA
PFDN6,0,0,20.451799981344372,NA,NA,NA,NA,Complete,TRUE,NA
NDUFA1,15,24.193548387096776,20.909054996080826,0,0,0,0,MAR,TRUE,NA
SURF4,2,3.225806451612903,24.398071527623188,0,0,0,0,MAR,TRUE,NA
MAPK13,40,64.51612903225806,19.483493686791622,1,0,0,1,MAR,FALSE,NA
TCAP,0,0,20.98587710548838,NA,NA,NA,NA,Complete,TRUE,NA
PMM2,3,4.838709677419355,17.933929247497673,0,1,0,1,MAR,TRUE,NA
EIF3D,5,8.064516129032258,18.86885196326757,0,0,0,0,MAR,TRUE,NA
EIF3H,14,22.58064516129032,15.830370100917165,1,1,1,3,MNAR,TRUE,0.004497751124437781
BCAT2,1,1.6129032258064515,20.963816288177544,0,0,0,0,MAR,TRUE,NA
STX7,7,11.29032258064516,17.03933448120983,0,1,1,2,MNAR,TRUE,0.1794102948525737
SLC16A3,2,3.225806451612903,20.28202580937184,0,0,0,0,MAR,TRUE,NA
YKT6,4,6.451612903225806,19.01909701908167,0,0,0,0,MAR,TRUE,NA
ARPC5,24,38.70967741935484,17.791422909324567,1,1,1,3,MNAR,TRUE,0.08345827086456771
TAPBP,34,54.83870967741935,15.367773758655241,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
DHX15,19,30.64516129032258,16.624050924683303,1,1,1,3,MNAR,TRUE,0.04097951024487756
CYB5B,4,6.451612903225806,21.28022502684793,0,0,0,0,MAR,TRUE,NA
NDUFS4,0,0,24.70595416833729,NA,NA,NA,NA,Complete,TRUE,NA
DYNC1LI2,10,16.129032258064516,16.65736356119539,1,1,1,3,MNAR,TRUE,0.05247376311844078
PSMD3,0,0,19.9815491199827,NA,NA,NA,NA,Complete,TRUE,NA
RASA4,17,27.419354838709676,19.749765252553416,0,0,0,0,MAR,TRUE,NA
HNRNPR,2,3.225806451612903,19.248918843974494,0,0,0,0,MAR,TRUE,NA
TXNL1,0,0,21.09374860157215,NA,NA,NA,NA,Complete,TRUE,NA
TPD52L2,2,3.225806451612903,19.984030059924294,0,0,0,0,MAR,TRUE,NA
ERI3,9,14.516129032258066,18.9066798916157,0,0,0,0,MAR,TRUE,NA
AKR7A2,0,0,21.11250272853127,NA,NA,NA,NA,Complete,TRUE,NA
LAT,0,0,24.547391195702293,NA,NA,NA,NA,Complete,TRUE,NA
DENR,0,0,20.954578459446697,NA,NA,NA,NA,Complete,TRUE,NA
DNPH1,1,1.6129032258064515,21.713022240201596,0,0,0,0,MAR,TRUE,NA
TIMM44,0,0,20.837313317922387,NA,NA,NA,NA,Complete,TRUE,NA
TRAPPC3,43,69.35483870967742,16.10923959531714,1,1,1,3,MNAR,FALSE,0.0079960019990005
CHMP2A,2,3.225806451612903,19.414827915828518,0,0,0,0,MAR,TRUE,NA
NDUFB5,0,0,23.470591374779108,NA,NA,NA,NA,Complete,TRUE,NA
NDUFB3,0,0,23.907080382867942,NA,NA,NA,NA,Complete,TRUE,NA
NDUFA2,0,0,24.54724018838515,NA,NA,NA,NA,Complete,TRUE,NA
BUB3,28,45.16129032258064,16.052906865050232,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
ACTN4,0,0,24.428062655549862,NA,NA,NA,NA,Complete,TRUE,NA
GSTZ1,12,19.35483870967742,19.953186838865808,0,0,0,0,MAR,TRUE,NA
PRKAB2,0,0,19.888380277047407,NA,NA,NA,NA,Complete,TRUE,NA
AP1G1,30,48.38709677419355,16.55714884081572,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
SYNGR2,11,17.741935483870968,20.200537825642883,0,0,0,0,MAR,TRUE,NA
SGTA,0,0,22.263135225776296,NA,NA,NA,NA,Complete,TRUE,NA
ENSA,3,4.838709677419355,21.596754635519606,0,0,0,0,MAR,TRUE,NA
SLC25A20,0,0,20.89758237991226,NA,NA,NA,NA,Complete,TRUE,NA
NARS1,5,8.064516129032258,20.29266896343932,0,0,0,0,MAR,TRUE,NA
LANCL1,0,0,21.531115010100716,NA,NA,NA,NA,Complete,TRUE,NA
SLC37A4,3,4.838709677419355,18.570850684928832,0,0,0,0,MAR,TRUE,NA
IDH3B,0,0,22.766704617771303,NA,NA,NA,NA,Complete,TRUE,NA
CALU,0,0,21.557318967376986,NA,NA,NA,NA,Complete,TRUE,NA
AHCYL1,0,0,19.52422099510231,NA,NA,NA,NA,Complete,TRUE,NA
NDUFS5,0,0,22.691573678460646,NA,NA,NA,NA,Complete,TRUE,NA
TIMM8A,14,22.58064516129032,19.691373046250952,0,0,0,0,MAR,TRUE,NA
PPP1R12B,29,46.774193548387096,15.587303588088316,1,1,1,3,MNAR,TRUE,0.2223888055972014
PRPSAP2,4,6.451612903225806,22.956039909109272,0,0,0,0,MAR,TRUE,NA
SPAG9,9,14.516129032258066,15.835318173191952,1,1,1,3,MNAR,TRUE,0.11044477761119441
OPA1,0,0,21.03777923004698,NA,NA,NA,NA,Complete,TRUE,NA
TBC1D4,17,27.419354838709676,17.522237209797368,1,1,1,3,MNAR,TRUE,0.0029985007496251873
SNX3,0,0,20.771783573187413,NA,NA,NA,NA,Complete,TRUE,NA
SYNCRIP,11,17.741935483870968,18.606582824815472,0,0,1,1,MAR,TRUE,NA
SELENOF,42,67.74193548387096,13.634859580095178,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
KLHL41,0,0,25.349804220338502,NA,NA,NA,NA,Complete,TRUE,NA
PLIN3,0,0,23.650271697182852,NA,NA,NA,NA,Complete,TRUE,NA
KPNA6,17,27.419354838709676,19.99014777758764,0,0,0,0,MAR,TRUE,NA
SNX2,4,6.451612903225806,19.08219171556146,0,0,0,0,MAR,TRUE,NA
USO1,0,0,22.546474776025203,NA,NA,NA,NA,Complete,TRUE,NA
TOM1,0,0,22.497302487372345,NA,NA,NA,NA,Complete,TRUE,NA
PFKFB2,7,11.29032258064516,19.996820575988195,0,0,0,0,MAR,TRUE,NA
EDF1,1,1.6129032258064515,20.0001610935167,0,0,0,0,MAR,TRUE,NA
DNAJA2,0,0,22.85310175094614,NA,NA,NA,NA,Complete,TRUE,NA
CUTA,0,0,21.935414832647893,NA,NA,NA,NA,Complete,TRUE,NA
PFDN1,3,4.838709677419355,19.505594101757776,0,0,0,0,MAR,TRUE,NA
NOL3,0,0,21.631546123570388,NA,NA,NA,NA,Complete,TRUE,NA
WDR1,0,0,23.676953938419466,NA,NA,NA,NA,Complete,TRUE,NA
LDB3,0,0,27.065922370617336,NA,NA,NA,NA,Complete,TRUE,NA
CLASP2,20,32.25806451612903,17.03953403751402,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
COBL,32,51.61290322580645,17.794148463668837,1,1,1,3,MNAR,FALSE,0.03298350824587706
CPNE3,2,3.225806451612903,19.029648401393672,0,0,0,0,MAR,TRUE,NA
CLUH,34,54.83870967741935,17.216646829720737,1,1,1,3,MNAR,FALSE,0.010494752623688156
CAND2,0,0,22.939839829328054,NA,NA,NA,NA,Complete,TRUE,NA
COQ9,0,0,25.05040779319311,NA,NA,NA,NA,Complete,TRUE,NA
GGCT,0,0,20.976484965850066,NA,NA,NA,NA,Complete,TRUE,NA
NDUFS7,0,0,22.696806289354274,NA,NA,NA,NA,Complete,TRUE,NA
RTN2,0,0,25.931796958748304,NA,NA,NA,NA,Complete,TRUE,NA
NDUFS2,0,0,24.610797146274784,NA,NA,NA,NA,Complete,TRUE,NA
NIPSNAP2,0,0,25.8290920321075,NA,NA,NA,NA,Complete,TRUE,NA
CILP,36,58.06451612903226,17.966104018969183,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
TBCA,0,0,21.538372901848614,NA,NA,NA,NA,Complete,TRUE,NA
ATP6V1G1,9,14.516129032258066,16.88339393209582,0,1,1,2,MNAR,TRUE,0.00399800099950025
VPS4B,25,40.32258064516129,18.846481151020406,1,0,1,2,MNAR,TRUE,0.005997001499250375
MACROH2A1,30,48.38709677419355,19.81762922274909,1,0,0,1,MAR,TRUE,NA
SH3BGRL,7,11.29032258064516,17.089143888315583,0,1,1,2,MNAR,TRUE,0.17991004497751126
FLNB,0,0,25.554849002570172,NA,NA,NA,NA,Complete,TRUE,NA
NDUFS6,0,0,24.375692120577554,NA,NA,NA,NA,Complete,TRUE,NA
CS,0,0,26.525978813124702,NA,NA,NA,NA,Complete,TRUE,NA
SEC22B,0,0,18.32071710369594,NA,NA,NA,NA,Complete,TRUE,NA
MTX2,0,0,21.50235939765718,NA,NA,NA,NA,Complete,TRUE,NA
VPS26A,5,8.064516129032258,18.679765396389513,0,0,0,0,MAR,TRUE,NA
NDUFB1,5,8.064516129032258,23.13098017198977,0,0,0,0,MAR,TRUE,NA
PMPCB,9,14.516129032258066,20.015614979540793,0,0,0,0,MAR,TRUE,NA
NDUFS3,0,0,24.020412492650188,NA,NA,NA,NA,Complete,TRUE,NA
ECI2,0,0,23.73133907539212,NA,NA,NA,NA,Complete,TRUE,NA
BANF1,0,0,22.840444289548834,NA,NA,NA,NA,Complete,TRUE,NA
CSDE1,0,0,19.573097226856753,NA,NA,NA,NA,Complete,TRUE,NA
PRKRA,12,19.35483870967742,18.337778131244153,0,1,1,2,MNAR,TRUE,0.1679160419790105
LYPLA1,0,0,21.825055179279488,NA,NA,NA,NA,Complete,TRUE,NA
TIPRL,4,6.451612903225806,19.897173017316696,0,0,0,0,MAR,TRUE,NA
PPM1B,5,8.064516129032258,17.81925362777829,0,1,1,2,MNAR,TRUE,0.16841579210394803
SLC25A12,0,0,25.1368611396914,NA,NA,NA,NA,Complete,TRUE,NA
TCEA3,26,41.935483870967744,17.4823436925276,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
EIF3G,0,0,19.865041655775382,NA,NA,NA,NA,Complete,TRUE,NA
EIF3J,0,0,22.845809252477785,NA,NA,NA,NA,Complete,TRUE,NA
PSMD10,6,9.67741935483871,20.664673336882593,0,0,0,0,MAR,TRUE,NA
IDH1,0,0,22.605394811376957,NA,NA,NA,NA,Complete,TRUE,NA
SCO1,20,32.25806451612903,22.87595391253165,0,0,0,0,MAR,TRUE,NA
ALDH1L1,0,0,21.30099790074801,NA,NA,NA,NA,Complete,TRUE,NA
ARL6IP5,0,0,24.292395756799223,NA,NA,NA,NA,Complete,TRUE,NA
DYSF,0,0,23.218929880006627,NA,NA,NA,NA,Complete,TRUE,NA
PIAS2,0,0,23.95945229358522,NA,NA,NA,NA,Complete,TRUE,NA
DCTN3,28,45.16129032258064,17.203993230422096,1,1,1,3,MNAR,TRUE,0.02048975512243878
ATP5PD,0,0,26.13286120211298,NA,NA,NA,NA,Complete,TRUE,NA
FLOT1,5,8.064516129032258,18.986544860096853,0,0,0,0,MAR,TRUE,NA
ATP5MG,0,0,26.0077979798532,NA,NA,NA,NA,Complete,TRUE,NA
GLRX3,0,0,18.91212223377552,NA,NA,NA,NA,Complete,TRUE,NA
SNCG,40,64.51612903225806,16.028362549389303,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
DDAH1,0,0,22.297576244358275,NA,NA,NA,NA,Complete,TRUE,NA
TPPP,40,64.51612903225806,16.036184552282815,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
BAIAP3,2,3.225806451612903,23.104783165001706,0,0,0,0,MAR,TRUE,NA
TOMM70,2,3.225806451612903,19.779864929186285,0,0,0,0,MAR,TRUE,NA
UFL1,3,4.838709677419355,16.160140242945417,0,1,0,1,MAR,TRUE,NA
TMEM63A,5,8.064516129032258,19.781281928257165,0,0,0,0,MAR,TRUE,NA
PLPBP,0,0,20.253537138459745,NA,NA,NA,NA,Complete,TRUE,NA
ERLIN2,0,0,23.554954577073513,NA,NA,NA,NA,Complete,TRUE,NA
ENDOD1,0,0,21.106918074028737,NA,NA,NA,NA,Complete,TRUE,NA
SEC31A,16,25.806451612903224,18.250127337033163,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
NDUFB6,0,0,22.27338456622332,NA,NA,NA,NA,Complete,TRUE,NA
MFN2,10,16.129032258064516,17.733458559430087,0,1,1,2,MNAR,TRUE,0.04297851074462768
NDUFA3,0,0,22.56999099231678,NA,NA,NA,NA,Complete,TRUE,NA
NDUFB4,0,0,24.017185401494363,NA,NA,NA,NA,Complete,TRUE,NA
NDUFB8,0,0,23.571850721239354,NA,NA,NA,NA,Complete,TRUE,NA
NDUFA7,0,0,23.3727581579446,NA,NA,NA,NA,Complete,TRUE,NA
RTN3,12,19.35483870967742,19.13590421091039,0,0,0,0,MAR,TRUE,NA
LETM1,0,0,21.165588336194233,NA,NA,NA,NA,Complete,TRUE,NA
STBD1,0,0,24.204003667978608,NA,NA,NA,NA,Complete,TRUE,NA
ZRANB2,17,27.419354838709676,20.14728448025148,0,0,0,0,MAR,TRUE,NA
EPM2A,6,9.67741935483871,20.45966863257272,0,0,0,0,MAR,TRUE,NA
VAPB,0,0,23.34546261614166,NA,NA,NA,NA,Complete,TRUE,NA
NDUFC2,0,0,23.153349252787947,NA,NA,NA,NA,Complete,TRUE,NA
NDUFA10,0,0,24.176431696971445,NA,NA,NA,NA,Complete,TRUE,NA
PGLS,7,11.29032258064516,17.633885616717826,0,1,1,2,MNAR,TRUE,0.010494752623688156
TACC2,6,9.67741935483871,18.06726681939971,0,1,1,2,MNAR,TRUE,0.5002498750624688
LYPLA2,22,35.483870967741936,19.94599452554274,0,0,0,0,MAR,TRUE,NA
IPO7,1,1.6129032258064515,20.152730190529184,0,0,0,0,MAR,TRUE,NA
ARIH2,20,32.25806451612903,19.243316125866848,1,0,0,1,MAR,TRUE,NA
PGM3,4,6.451612903225806,17.317329566562652,0,1,0,1,MAR,TRUE,NA
SVIL,12,19.35483870967742,17.628965368860815,0,1,1,2,MNAR,TRUE,0.7141429285357321
AHSA1,5,8.064516129032258,19.12670241696653,0,0,0,0,MAR,TRUE,NA
H6PD,2,3.225806451612903,18.818583931315587,0,0,0,0,MAR,TRUE,NA
MPC2,0,0,22.78564379861677,NA,NA,NA,NA,Complete,TRUE,NA
ETHE1,26,41.935483870967744,17.39756971185419,1,1,1,3,MNAR,TRUE,9.995002498750624e-4
ACSL3,0,0,22.204884788917564,NA,NA,NA,NA,Complete,TRUE,NA
ASMTL,33,53.2258064516129,17.637718575077166,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
CDS2,10,16.129032258064516,18.452974314261326,0,1,1,2,MNAR,TRUE,0.04247876061969016
SNAP29,33,53.2258064516129,16.511513997482048,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
OXSR1,0,0,20.62826084726574,NA,NA,NA,NA,Complete,TRUE,NA
LSM8,16,25.806451612903224,18.944903157691098,0,0,1,1,MAR,TRUE,NA
AP2A1,12,19.35483870967742,19.228405129518663,0,0,0,0,MAR,TRUE,NA
CAVIN2,0,0,19.742786189696446,NA,NA,NA,NA,Complete,TRUE,NA
BAG2,14,22.58064516129032,14.61298573039326,1,1,1,3,MNAR,TRUE,0.08195902048975512
BAG3,0,0,23.399408050458124,NA,NA,NA,NA,Complete,TRUE,NA
MLYCD,19,30.64516129032258,16.67549538727743,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
AIFM1,0,0,24.287030137729037,NA,NA,NA,NA,Complete,TRUE,NA
EML2,8,12.903225806451612,20.501760503454697,0,0,0,0,MAR,TRUE,NA
BPNT1,1,1.6129032258064515,18.37883547883266,0,1,0,1,MAR,TRUE,NA
DDAH2,6,9.67741935483871,16.210432264598264,0,1,1,2,MNAR,TRUE,0.04897551224387806
ABHD16A,29,46.774193548387096,14.876416308130075,1,1,1,3,MNAR,TRUE,0.005997001499250375
TXNDC12,40,64.51612903225806,19.115079531431665,1,0,1,2,MNAR,FALSE,0.0029985007496251873
NUDT3,4,6.451612903225806,18.229685143656056,0,1,0,1,MAR,TRUE,NA
NDUFB10,0,0,24.845890484385322,NA,NA,NA,NA,Complete,TRUE,NA
CLPTM1,36,58.06451612903226,15.921570932919245,1,1,1,3,MNAR,FALSE,4.997501249375312e-4
MOCS2,16,25.806451612903224,18.454633578297553,0,1,1,2,MNAR,TRUE,0.029985007496251874
TOMM40,1,1.6129032258064515,18.826091784290664,0,0,0,0,MAR,TRUE,NA
PEX11B,24,38.70967741935484,15.09796418271817,1,1,1,3,MNAR,TRUE,0.005997001499250375
CYB5A,14,22.58064516129032,17.11052868247609,1,1,1,3,MNAR,TRUE,0.03498250874562719
ADH1B,1,1.6129032258064515,21.353186001114242,0,0,0,0,MAR,TRUE,NA
LDHA,0,0,29.158916759176307,NA,NA,NA,NA,Complete,TRUE,NA
ALDH1A1,0,0,23.86496258644634,NA,NA,NA,NA,Complete,TRUE,NA
GLUD1,0,0,21.673884194808377,NA,NA,NA,NA,Complete,TRUE,NA
CYB5R3,0,0,24.517543908413224,NA,NA,NA,NA,Complete,TRUE,NA
GSR,0,0,21.334398783064156,NA,NA,NA,NA,Complete,TRUE,NA
MT-CO1,6,9.67741935483871,21.623934814938877,0,0,0,0,MAR,TRUE,NA
MT-CO2,0,0,26.955358633861223,NA,NA,NA,NA,Complete,TRUE,NA
MT-CO3,5,8.064516129032258,22.671476091596727,0,0,0,0,MAR,TRUE,NA
SOD1,0,0,26.15530932989125,NA,NA,NA,NA,Complete,TRUE,NA
CP,8,12.903225806451612,20.954449970524706,0,0,0,0,MAR,TRUE,NA
F13A1,16,25.806451612903224,18.08687568785512,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
HPRT1,6,9.67741935483871,18.171558047328894,0,1,1,2,MNAR,TRUE,4.997501249375312e-4
GOT2,0,0,27.368267260119637,NA,NA,NA,NA,Complete,TRUE,NA
PGK1,0,0,29.030086065759708,NA,NA,NA,NA,Complete,TRUE,NA
AK1,0,0,28.870262790169516,NA,NA,NA,NA,Complete,TRUE,NA
MT-ATP6,0,0,25.3203578217936,NA,NA,NA,NA,Complete,TRUE,NA
CA2,0,0,27.371135136915075,NA,NA,NA,NA,Complete,TRUE,NA
ASS1,23,37.096774193548384,19.660174883498325,1,0,0,1,MAR,TRUE,NA
CST3,1,1.6129032258064515,20.125286506373207,0,0,0,0,MAR,TRUE,NA
CSTA,18,29.03225806451613,18.218692834575187,1,1,1,3,MNAR,TRUE,0.5402298850574713
JCHAIN,23,37.096774193548384,16.482134530244405,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
HLA-B,19,30.64516129032258,15.55926720609746,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
HLA-DRB1,11,17.741935483870968,19.775194450530318,0,0,0,0,MAR,TRUE,NA
MB,0,0,33.61081632620287,NA,NA,NA,NA,Complete,TRUE,NA
COL1A1,6,9.67741935483871,20.082222106982858,0,0,0,0,MAR,TRUE,NA
COL3A1,3,4.838709677419355,21.194918712425128,0,0,0,0,MAR,TRUE,NA
COL4A1,5,8.064516129032258,21.391435794378154,0,0,0,0,MAR,TRUE,NA
CRYAB,0,0,29.7184774226715,NA,NA,NA,NA,Complete,TRUE,NA
KRT14,1,1.6129032258064515,21.735862371255894,0,0,0,0,MAR,TRUE,NA
LMNA,0,0,22.956406042564886,NA,NA,NA,NA,Complete,TRUE,NA
TNNC2,0,0,27.841683696457704,NA,NA,NA,NA,Complete,TRUE,NA
APOE,17,27.419354838709676,16.802094698704828,1,1,1,3,MNAR,TRUE,4.997501249375312e-4
LRG1,17,27.419354838709676,18.371561612152657,1,1,1,3,MNAR,TRUE,0.0014992503748125937
FN1,37,59.67741935483871,17.068188305105576,1,1,1,3,MNAR,FALSE,0.0014992503748125937
RBP4,28,45.16129032258064,20.393688157865473,1,0,0,1,MAR,TRUE,NA
TTR,0,0,22.882292763690334,NA,NA,NA,NA,Complete,TRUE,NA
PPBP,32,51.61290322580645,18.4551225445772,1,1,1,3,MNAR,FALSE,0.04847576211894053
TFRC,18,29.03225806451613,16.77188201863427,1,1,1,3,MNAR,TRUE,0.7951024487756122
FTL,7,11.29032258064516,21.382795221081732,0,0,0,0,MAR,TRUE,NA
FTH1,0,0,25.458804855988504,NA,NA,NA,NA,Complete,TRUE,NA
MT2A,0,0,21.71058502133751,NA,NA,NA,NA,Complete,TRUE,NA
MT-ND1,0,0,23.255083345282753,NA,NA,NA,NA,Complete,TRUE,NA
MT-ND2,13,20.967741935483872,20.03463207934594,0,0,0,0,MAR,TRUE,NA
MT-ND3,0,0,20.436421440214406,NA,NA,NA,NA,Complete,TRUE,NA
MT-ND4,0,0,21.379732403016977,NA,NA,NA,NA,Complete,TRUE,NA
MT-ND5,0,0,23.120411361950357,NA,NA,NA,NA,Complete,TRUE,NA
MT-ATP8,0,0,22.946063217295926,NA,NA,NA,NA,Complete,TRUE,NA
CAT,0,0,22.459734558890045,NA,NA,NA,NA,Complete,TRUE,NA
ALDOA,0,0,31.484659103403235,NA,NA,NA,NA,Complete,TRUE,NA
CSTB,0,0,24.38996481453203,NA,NA,NA,NA,Complete,TRUE,NA
ANXA1,0,0,21.84219183471319,NA,NA,NA,NA,Complete,TRUE,NA
SOD2,0,0,25.11745557749726,NA,NA,NA,NA,Complete,TRUE,NA
KRT1,0,0,25.522073197169966,NA,NA,NA,NA,Complete,TRUE,NA
VWF,37,59.67741935483871,17.117809659775013,1,1,1,3,MNAR,FALSE,0.004497751124437781
GAPDH,0,0,31.407624477615048,NA,NA,NA,NA,Complete,TRUE,NA
HLA-A,1,1.6129032258064515,18.237746595325888,0,1,0,1,MAR,TRUE,NA
CAPNS1,0,0,23.06432438476822,NA,NA,NA,NA,Complete,TRUE,NA
HSPB1,0,0,29.539415617676706,NA,NA,NA,NA,Complete,TRUE,NA
RPN1,0,0,21.34880925457332,NA,NA,NA,NA,Complete,TRUE,NA
RPN2,1,1.6129032258064515,20.13233192139377,0,0,0,0,MAR,TRUE,NA
GNAI2,0,0,21.822248819064725,NA,NA,NA,NA,Complete,TRUE,NA
