pathway,contrast,NES,padj,size,database,sig,pathway_label,pattern,sort_key,leading_edge
REACTOME_MITOTIC_G2_G2_M_PHASES,Interaction,-2.221,3.036e-5,64,Reactome,TRUE,Mitotic G2 G2 M Phases,Blunted,2.6442891607757564,DYNC1H1;DYNC1I2;PPP1R12B;PPP2R1A;DCTN1;YWHAG;PSMB5;PSMD3;DYNLL1;RPS27A;DCTN2;TUBB2A;PSMD6;PAFAH1B1;YWHAE;PPP2R2A;PSMA3;PSMD1;TUBB4B;XPO1;TUBB6;PSMB6;PSMD13;PSMC1;CUL1;PSMC2;TUBA1B;HSP90AB1;PSMB3;PSMD12;PSMB7;OPTN;PSMA6;PSMA5;PSMA1;PSMD8;TUBB;PSMB2;PSMA7;PSMD11
REACTOME_MITOTIC_G2_G2_M_PHASES,Training_Old,1.667,0.06089,64,Reactome,FALSE,Mitotic G2 G2 M Phases,Blunted,2.6442891607757564,TUBB;PSMD7;DCTN3;DCTN2;TUBA1B;ACTR1A;TUBB6;TUBA4A;DYNC1H1;TUBB2A;PPP1CB;PSMC3;MAPRE1;TUBA8;DYNC1I2;DCTN1;PSMD11;PSMC2;PSMA4;PSMC6;PSMD2;PSMC4;HSP90AB1;PPME1;LCMT1;PSMA7;PSMC1;PSMD14
REACTOME_MITOTIC_G2_G2_M_PHASES,Training_Young,2.644,5.736e-10,64,Reactome,TRUE,Mitotic G2 G2 M Phases,Blunted,2.6442891607757564,DYNC1H1;DYNC1I2;DCTN2;TUBB;DCTN1;TUBB6;TUBB2A;TUBA1B;PPP2R1A;PPP1R12B;PSMC2;ACTR1A;PSMC1;HSP90AB1;PSMD1;PSMA3;TUBB4B;PSMD11;YWHAG;PSMC6;PSMD3;PPP2R2A;PSMA7;PSMA5;PSMB7;PSMA6;PSMC4;PAFAH1B1;PSMD13;PSMB5;PSMB3;PSMD6;PSMD2;PRKACA;PSMC3;PSMA1;PSMD14;YWHAE;PSMD8;HSP90AA1;MAPRE1;PPME1;PSMB6;PPP2CA;PSMB4;RPS27A;PSMB2;TUBA4A;PSMA2;XPO1;PSMA4
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,Interaction,-2.137,3.694e-4,49,Reactome,TRUE,Intra Golgi And Retrograde Golgi To Er Traffic,Blunted,2.446545649390503,DCTN5;DYNC1LI1;DYNC1H1;SNAP29;DYNC1I2;SEC22B;RAB6A;DCTN1;DYNC1LI2;RAB18;PLIN3;ARCN1;DYNLL1;SURF4;RAB1B;DCTN2;TUBB2A;PAFAH1B1;YKT6;TUBB4B;TUBB6
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,Training_Old,1.542,0.1618,49,Reactome,FALSE,Intra Golgi And Retrograde Golgi To Er Traffic,Blunted,2.446545649390503,KIF5B;DCTN3;DCTN2;TUBA1B;ACTR1A;TUBB6;TUBA4A;DYNC1H1;TUBB2A;COPB2;NSF;KLC1;TUBA8;DYNC1I2;DCTN1;PAFAH1B2;COPG1;DCTN6;DYNC1LI1;ARL1;DCTN4;ARF5;RAB6A;CAPZA1;PLIN3;CAPZB
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,Training_Young,2.447,5.629e-7,49,Reactome,TRUE,Intra Golgi And Retrograde Golgi To Er Traffic,Blunted,2.446545649390503,DYNC1H1;DYNC1LI1;DYNC1I2;DCTN2;DCTN1;TUBB6;RAB6A;DCTN5;TUBB2A;TUBA1B;PLIN3;KIF5B;ACTR1A;SNAP29;SEC22B;TUBB4B;ARCN1;DYNC1LI2;DCTN6;YKT6;DCTN4;RAB18;SURF4;TMED9;PAFAH1B1;ARL1
REACTOME_PCP_CE_PATHWAY,Interaction,-2.143,4.64e-4,40,Reactome,TRUE,Pcp Ce Pathway,Blunted,2.434818427357923,CLTB;PSMB5;PSMD3;AP2M1;RPS27A;PSMD6;PSMA3;PSMD1;PFN1;CLTC;PSMB6;PSMD13;PSMC1;PSMC2;PSMB3;PSMD12;PSMB7;PSMA6;PSMA5;RAC1;PSMA1;PSMD8;PSMB2;PSMA7;PSMD11;PSMC6;ADRM1
REACTOME_PCP_CE_PATHWAY,Training_Old,1.189,0.5482,40,Reactome,FALSE,Pcp Ce Pathway,Blunted,2.434818427357923,PSMD7;AP2A1;AP2B1;PSMC3;PSMD11;PSMC2;PSMA4;PSMC6;PSMD2;PSMC4;CLTC;PSMA7;AP2M1;PSMC1;PSMD14
REACTOME_PCP_CE_PATHWAY,Training_Young,2.435,1.795e-6,40,Reactome,TRUE,Pcp Ce Pathway,Blunted,2.434818427357923,CLTB;AP2M1;CLTC;PSMC2;PSMC1;PSMD1;AP2A1;PSMA3;PSMD11;PFN1;PSMC6;PSMD3;PSMA7;PSMA5;PSMB7;PSMA6;PSMC4;AP2B1;PSMD13;PSMB5;PSMB3;PSMD6;PSMD2;PSMC3;PSMA1;PSMD14;PSMD8;PSMB6;PSMB4;RPS27A;PSMB2;PSMA2;PSMA4
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,Interaction,-1.775,1,24,KEGG,FALSE,Reference Rab7 Regulated Microtubule Minus End Directed Transport,Blunted,2.4190958739400217,DCTN5;DYNC1LI1;DYNC1H1;DYNC1I2;DCTN1;DYNC1LI2;DYNLL1;DYNLT1;DCTN2;TUBB2A;TUBB4B;TUBB6
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,Training_Old,2.029,1,24,KEGG,FALSE,Reference Rab7 Regulated Microtubule Minus End Directed Transport,Blunted,2.4190958739400217,DYNLT1;TUBB;DCTN3;DYNLRB1;DCTN2;TUBA1B;ACTR1A;TUBB6;TUBA4A;DYNC1H1;TUBB2A;OSBPL1A;TUBA8;DYNC1I2;DCTN1
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,Training_Young,2.419,8.569e-6,24,KEGG,TRUE,Reference Rab7 Regulated Microtubule Minus End Directed Transport,Blunted,2.4190958739400217,DYNC1H1;DYNLT1;DYNC1LI1;DYNC1I2;DCTN2;TUBB;DCTN1;TUBB6;DCTN5;TUBB2A;TUBA1B;ACTR1A;TUBB4B;DYNC1LI2;DCTN6;DCTN4
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,Interaction,-2.003,0.00363,34,Reactome,TRUE,Hsp90 Chaperone Cycle For Steroid Hormone Receptors Shr In The Presence Of Ligand,Blunted,2.369802505779917,DCTN5;DYNC1LI1;DYNC1H1;DYNC1I2;DCTN1;DYNC1LI2;HSPA8;DNAJA1;DYNLL1;FKBP4;DCTN2;TUBB2A;TUBB4B;STIP1;TUBB6;HSPA2;TUBA1B;HSP90AB1;DCTN6;DNAJA2
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,Training_Old,1.45,0.2817,34,Reactome,FALSE,Hsp90 Chaperone Cycle For Steroid Hormone Receptors Shr In The Presence Of Ligand,Blunted,2.369802505779917,DCTN3;DNAJA4;DCTN2;TUBA1B;ACTR1A;TUBB6;DNAJA2;TUBA4A;DYNC1H1;TUBB2A;TUBA8;DYNC1I2;DCTN1;HSP90AB1;DCTN6;DYNC1LI1;DCTN4;CAPZA1;CAPZB;DNAJA1
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,Training_Young,2.37,8.569e-6,34,Reactome,TRUE,Hsp90 Chaperone Cycle For Steroid Hormone Receptors Shr In The Presence Of Ligand,Blunted,2.369802505779917,DYNC1H1;DYNC1LI1;DYNC1I2;DCTN2;DCTN1;TUBB6;DCTN5;TUBB2A;TUBA1B;DNAJA2;DNAJA4;HSPA8;ACTR1A;HSP90AB1;DNAJA1;TUBB4B;DYNC1LI2;STIP1;DCTN6;DCTN4
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,Interaction,-2.053,1,33,Reactome,FALSE,Cross Presentation Of Soluble Exogenous Antigens Endosomes,Blunted,2.3599480359801017,PSME1;PSMB5;PSMD3;PSME2;PSMD6;PSMA3;PSMD1;PSMB6;PSMD13;PSMC1;PSMC2;PSMB3;PSMD12;PSMB7;PSMA6;PSMA5;PSMA1;PSMD8;PSMB2;PSMA7;PSMD11;PSMC6;ADRM1
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,Training_Old,1.382,0.3534,33,Reactome,FALSE,Cross Presentation Of Soluble Exogenous Antigens Endosomes,Blunted,2.3599480359801017,PSME2;PSMD7;PSME1;PSMC3;PSMD11;PSMC2;PSMA4;PSMC6;PSMD2;PSMC4;PSMA7;PSMC1;PSMD14
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,Training_Young,2.36,8.569e-6,33,Reactome,TRUE,Cross Presentation Of Soluble Exogenous Antigens Endosomes,Blunted,2.3599480359801017,PSME1;PSME2;PSMC2;PSMC1;PSMD1;PSMA3;PSMD11;PSMC6;PSMD3;PSMA7;PSMA5;PSMB7;PSMA6;PSMC4;PSMD13;PSMB5;PSMB3;PSMD6;PSMD2;PSMC3;PSMA1;PSMD14;PSMD8;PSMB6;PSMB4;PSMB2;PSMA2;PSMA4
GOBP_PROTEIN_FOLDING,Interaction,-1.841,0.001926,92,GO:BP,TRUE,Protein Folding,Blunted,2.3450777986221443,CALR;CCT6A;SH3GLB1;HSPA4;HSPA8;TBCB;CANX;DNAJA1;HSPB6;NUDC;FKBP4;CCT8;AHSA1;CLU;PFDN2;CCT2;CCT7;VBP1;HSPA2;HSPBP1;ERP44;P4HB;TBCE;TCP1;BAG2;PDCD5;CCT5;HSP90AB1;RUVBL2;HYOU1;PDIA3;DNAJA2;HSPA5;HSP90B1;LMAN1;HSPB1;PFDN4;GRPEL1;PPIL3;PPIA;HSPA1A;DNAJA4;ST13;CSNK2A1;VAPA;AIFM1;BAG3;CCT3;HSPD1;HSPB2;FKBP1A;TRAP1;TBCA;CHCHD4;CCT4;TXNDC5
GOBP_PROTEIN_FOLDING,Training_Old,1.723,1,93,GO:BP,FALSE,Protein Folding,Blunted,2.3450777986221443,TXNDC5;CCT5;NGLY1;HSPB1;CRYAB;CCT4;HSPE1;PPIB;HSPA9;UNC45B;HSPB2;ERO1A;CCT3;PDIA4;CCT6A;DNAJA4;CCT8;PDIA3;HSPB6;HYOU1;DNAJA2;HSPA14;CCT2;HSP90B1;CCT7;TCP1;BAG3;CCDC47
GOBP_PROTEIN_FOLDING,Training_Young,2.345,8.329e-8,92,GO:BP,TRUE,Protein Folding,Blunted,2.3450777986221443,CCT6A;CCT5;HSPB6;CCT8;HSPB1;CCT2;CCT7;PDIA3;TXNDC5;CCT4;DNAJA2;HYOU1;CANX;TCP1;CCT3;HSPB2;HSPA4;DNAJA4;HSP90B1;HSPA8;UNC45B;TBCB;CRYAB;HSPA5;HSP90AB1;DNAJA1;BAG3;AHSA1;ERO1A;RUVBL2;CALR;PDCD5;PDIA4;HSPE1;P4HB;LMAN1;CSNK2A1;CLU;PPIA;HSPA2;VAPA;PPIB;CHCHD4;HSPD1;HSPA9;FKBP4;NGLY1;BAG2;SH3GLB1
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Interaction,-2.087,6.09e-5,87,Reactome,TRUE,Asparagine N Linked Glycosylation,Blunted,2.261400201945892,DCTN5;DYNC1LI1;DYNC1H1;GANAB;DYNC1I2;SEC22B;CALR;DCTN1;PREB;DYNC1LI2;SEC23IP;CANX;ARCN1;DYNLL1;RAB1B;RPS27A;TRAPPC3;DCTN2;TUBB2A;CTSZ;COL7A1;YKT6;PRKCSH;TUBB4B;TUBB6;RAD23B;PSMC1;SEC23A;TUBA1B;TMED10;PGM3;PDIA3;DCTN6;TMED9;DAD1;TFG;LMAN1;SPTAN1;VCP;DCTN4;SEC24C;GMPPB;SCFD1;RPN2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Training_Old,1.266,0.3679,87,Reactome,FALSE,Asparagine N Linked Glycosylation,Blunted,2.261400201945892,NGLY1;DCTN3;HK1;DCTN2;PDIA3;TUBA1B;NAGK;ACTR1A;TUBB6;TUBA4A;SPTBN1;DYNC1H1;TUBB2A;COPB2;NSF;SEC31A;ANK1;TUBA8;DYNC1I2;DCTN1;SPTAN1;COPG1;SEC23A;DCTN6;DYNC1LI1;TFG;PSMC1;PMM2;DCTN4;ARF5;CAPZA1;SEC13;CANX;CAPZB;SEC23IP
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Training_Young,2.261,1.653e-6,87,Reactome,TRUE,Asparagine N Linked Glycosylation,Blunted,2.261400201945892,DYNC1H1;DYNC1LI1;DYNC1I2;DCTN2;DCTN1;TUBB6;DCTN5;TUBB2A;TUBA1B;GANAB;PDIA3;CANX;SEC23IP;ACTR1A;SEC23A;SEC22B;PSMC1;PREB;SPTBN1;SPTAN1;NAGK;TUBB4B;HK1;ARCN1;DYNC1LI2;TFG;CALR;CTSZ;DCTN6;YKT6;DCTN4;PRKCSH;TRAPPC3;LMAN1;TMED9;RAB1B;GMPPB;VCP;NGLY1;COPB2;SEC31A;RAD23B;RPN2
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,Interaction,-2.4,3.326e-5,23,Reactome,TRUE,Cytosolic Trna Aminoacylation,Blunted,2.2449898277532285,EPRS1;VARS1;FARSB;FARSA;DARS1;AIMP2;TARS1;HARS1;GARS1;QARS1;AIMP1;KARS1;WARS1;AARS1
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,Training_Old,0.818,0.9052,23,Reactome,FALSE,Cytosolic Trna Aminoacylation,Blunted,2.2449898277532285,MARS1;VARS1;TARS1;QARS1;FARSB;SARS1;YARS1;DARS1;LARS1;IARS1;AIMP1
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,Training_Young,2.245,1.251e-4,23,Reactome,TRUE,Cytosolic Trna Aminoacylation,Blunted,2.2449898277532285,VARS1;FARSB;EPRS1;QARS1;DARS1;FARSA;TARS1;AIMP1;HARS1;AIMP2;SARS1;AARS1;MARS1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Interaction,-2.028,0.003501,24,GO:BP,TRUE,Positive Regulation Of Protein Localization To Nucleus,Blunted,2.1822196732671664,MAVS;CCT6A;IPO7;TFRC;CCT8;CCT2;RAN;CCT7;PARK7;TCP1;TARDBP;IPO5;FLNA;CCT5
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Training_Old,1.734,0.1226,24,GO:BP,FALSE,Positive Regulation Of Protein Localization To Nucleus,Blunted,2.1822196732671664,CCT5;CCT4;CCT3;CCT6A;CCT8;FLNA;CCT2;CCT7;TCP1;JUP;PARP1;BAG3
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Training_Young,2.182,3.981e-4,24,GO:BP,TRUE,Positive Regulation Of Protein Localization To Nucleus,Blunted,2.1822196732671664,CCT6A;CCT5;CCT8;CCT2;CCT7;FLNA;CCT4;TCP1;CCT3;MAVS;BAG3;IPO7;TARDBP;RAN
GOBP_CELL_RECOGNITION,Interaction,-1.114,0.5607,22,GO:BP,FALSE,Cell Recognition,Blunted,2.1523969083446564,VCAN;MSN;YWHAZ;RTN4;CCT8;CCT2;CCT7;TCP1;CCT5
