pathway,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8,LV9,LV10
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSLATION,0,0,0,0,0.007675430669446906,0,0,0,0,0.05535653702070416
REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0,0,0,0,0,0,0,0,0,0
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0,0,0,0,0,0,0,0,0,0
REACTOME_TRIGLYCERIDE_CATABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_TRIGLYCERIDE_METABOLISM,0,0,0,0,0,0,0,0,0,0
REACTOME_TRNA_AMINOACYLATION,0,0,0,0,0,0,0,0,0,0
REACTOME_TRNA_PROCESSING,0,0,0,0,0,0,0,0,0,0
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS,0,0,0,0,0,0,0,0,0,0
REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS,0,0,0,0,0,0,0,0,0,0
REACTOME_UBIQUINOL_BIOSYNTHESIS,0,0,0,0,0,0,0,0,0,0
REACTOME_UBIQUITIN_DEPENDENT_DEGRADATION_OF_CYCLIN_D,0,0,0,0,0,0,0,0,0,0
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0,0,0,0,0,0,0,0,0,0
REACTOME_UCH_PROTEINASES,0,0,0,0,0,0,0,0,0,0
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION,0,0,0,0,0,0,0,0,0,0
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,0,0,0,0,0,0,0,0,0,0
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,0,0,0,0,0,0,0,0,0,0
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS,0,0,0,0,0,0,0,0,0,0
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,0,0,0,0,0,0,0,0,0,0
REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY,0,0,0,0,0,0,0,0,0,0
REACTOME_VESICLE_MEDIATED_TRANSPORT,0,0,0,0,0,0,0,0,0,0
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,0,0,0,0,0,0,0,0,0,0
REACTOME_VIRAL_INFECTION_PATHWAYS,0,0,0,0,0,0,0,0,0,0
REACTOME_VISUAL_PHOTOTRANSDUCTION,0,0,0,0,0,0,0,0,0,0
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,0,0,0,0,0,0,0,0,0,0
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,0,0,0,0,0,0,0,0,0,0
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,0,0,0,0,0,0,0,0,0,0
REACTOME_Z_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_ZYGOTICALLY_EXPRESSED_FACTORS,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_BENZO_A_PYRENRE_TO_CYP_MEDIATED_METABOLISM,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_METALS_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_II,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TCCP_TO_ACTIN_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_MAP_TO_CDC42_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNB_G_RHO_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_HCV_CORE_TO_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPAB_C_D_TO_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPAC_TO_ACTIN_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_PATHOGEN_YERSINIA_YOPP_J_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION_ACYL_COA_SYNTHESIS,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CA2_CAM_CAMK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CCR_CXCR_GNB_G_PI3K_RAC_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_FIRST_CARBON_OXIDATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_COPII_VESICLE_FORMATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_COPI_VESICLE_FORMATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CXCR4_GNB_G_RAC_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_CXCR_GNB_G_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_DNA_END_RESECTION_AND_RPA_LOADING,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_E2_ER_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CAMK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,0,0,0,0,0,0,0,0,0.21889135342135793,0
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_III,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_GLUTATHIONE_BIOSYNTHESIS,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_GLYCOGEN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_LEUCINE_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG6_TO_OST,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_RAC_CDC42_PAK_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_SKELETAL_TYPE_VGCC_RYR_SIGNALING,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_TGFA_EGFR_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION,0,0,0,0,0,0,0,0,0,0.3382793094655888
KEGG_MEDICUS_REFERENCE_VALINE_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_REFERENCE_VGCC_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_BCR_ABL_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_DELETED_DMD_TO_DYSTROPHIN_ASSOCIATED_PROTEIN_COMPLEX,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_DUPLICATION_OR_MUTATION_ACTIVATED_FLT3_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PLCG_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_HRAS_OVEREXPRESSION_TO_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MET_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_PLCG_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KIT_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KRAS_NRAS_TO_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_RAS_ERK_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABBERANT_ATXN2_3_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_AGE_RAGE_SIGNALING_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,0,0,0,0,0,0,0,0,0.09418628300585831,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MACHR_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_TRANSPORT_OF_CALCIUM,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_VGCC_CA2_APOPTOTIC_PATHWAY_N01004,0,0,0,0,0,0,0,0,0,0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_VGCC_CA2_APOPTOTIC_PATHWAY_N01006,0,0,0,0,0,0,0,0,0,0
