pathway,pval,padj,foldEnrichment,overlap,size,database,odds_ratio,dedup_status,merged_into,overlap_jaccard,module,Description,geneID,Count,p.adjust,ID
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.2763788822516693e-7,4.097481988053005e-6,3.7607142857142857,18,48,Hallmark,5.83125,kept,NA,NA,yellow,Epithelial Mesenchymal Transition,BGN/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A2/COL6A3/DCN/FBN1/LAMA2/LAMC1/LUM/MYLK/NID2/TPM1/TPM2/VIM,18,4.097481988053005e-6,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
REACTOME_STRIATED_MUSCLE_CONTRACTION,6.080674734461108e-23,1.9579772644964768e-20,8.954081632653061,25,28,Reactome,85.27027027027027,kept,NA,NA,yellow,Striated Muscle Contraction,ACTA1/ACTN2/ACTN3/DES/MYBPC1/MYBPC2/MYH3/MYH8/MYL1/MYL3/NEB/TCAP/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TTN/VIM,25,1.9579772644964768e-20,REACTOME_STRIATED_MUSCLE_CONTRACTION
REACTOME_ECM_PROTEOGLYCANS,1.8920395714869173e-13,3.046183710093937e-11,8.022857142857143,16,20,Reactome,39.01030927835052,kept,NA,NA,yellow,Ecm Proteoglycans,BGN/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3/DCN/HSPG2/ITGA7/LAMA2/LAMB2/LAMC1/LUM,16,3.046183710093937e-11,REACTOME_ECM_PROTEOGLYCANS
REACTOME_MUSCLE_CONTRACTION,3.72255390411906e-12,3.026296309506953e-10,4.039285714285714,29,72,Reactome,6.904407040986766,kept,NA,NA,yellow,Muscle Contraction,ACTA1/ACTN2/ACTN3/CALM1/DES/MYBPC1/MYBPC2/MYH3/MYH8/MYL1/MYL3/MYL6/MYL6B/MYLK/NEB/TCAP/TMOD1/TMOD4/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TPM2/TPM3/TTN/VIM,29,3.026296309506953e-10,REACTOME_MUSCLE_CONTRACTION
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,3.759374297524165e-12,3.026296309506953e-10,4.297959183673469,27,63,Reactome,7.622950819672131,kept,NA,NA,yellow,Extracellular Matrix Organization,ACTA1/ACTB/ACTN1/BGN/COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3/DCN/FBN1/HSPG2/ITGA7/LAMA2/LAMB2/LAMC1/LUM/NID1/NID2/PLEC/SNTB2/SSPN/VWF,27,3.026296309506953e-10,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,1.0730003810071596e-9,6.910122453686109e-8,6.8616541353383464,13,19,Reactome,20.78680203045685,kept,NA,NA,yellow,Integrin Cell Surface Interactions,COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3/FBN1/HSPG2/ITGA7/LUM/VWF,13,6.910122453686109e-8,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,3.9334306885882535e-8,2.1109411362090292e-6,5.2,14,27,Reactome,10.346153846153847,kept,NA,NA,yellow,Non Integrin Membrane Ecm Interactions,ACTA1/ACTB/ACTN1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/HSPG2/LAMA2/LAMB2/LAMC1/SNTB2/SSPN,14,2.1109411362090292e-6,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,7.179089304313229e-8,3.302381079984085e-6,5.014285714285714,14,28,Reactome,9.60204081632653,kept,NA,NA,yellow,Degradation Of The Extracellular Matrix,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3/DCN/FBN1/HSPG2/LAMC1/NID1,14,3.302381079984085e-6,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,1.5243042713442274e-7,6.135324692160515e-6,6.685714285714285,10,15,Reactome,18.91,kept,NA,NA,yellow,Assembly Of Collagen Fibrils And Other Multimeric Structures,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3/PLEC,10,6.135324692160515e-6,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES
REACTOME_COLLAGEN_FORMATION,1.6929287015349118e-6,6.0569226877137956e-5,5.57142857142857,10,18,Reactome,11.8,redundant,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.7444444444444445,yellow,Collagen Formation,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3/PLEC,10,6.0569226877137956e-5,REACTOME_COLLAGEN_FORMATION
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,2.4292049222905868e-6,7.1109453179779e-5,6.017142857142857,9,15,Reactome,14.104477611940299,kept,NA,NA,yellow,Collagen Biosynthesis And Modifying Enzymes,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3,9,7.1109453179779e-5,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES
REACTOME_COLLAGEN_DEGRADATION,2.4292049222905868e-6,7.1109453179779e-5,6.017142857142857,9,15,Reactome,14.104477611940299,kept,NA,NA,yellow,Collagen Degradation,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3,9,7.1109453179779e-5,REACTOME_COLLAGEN_DEGRADATION
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,2.981812582936716e-5,8.001197097546854e-4,5.348571428571429,8,15,Reactome,10.687411598302688,kept,NA,NA,yellow,Ncam Signaling For Neurite Out Growth,CACNB3/COL3A1/COL4A1/COL4A2/COL6A1/COL6A2/COL6A3/MAPK3,8,8.001197097546854e-4,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,1.5531679200529822e-4,0.0038470774635158485,4.457142857142857,8,18,Reactome,7.46930693069307,kept,NA,NA,yellow,Formation Of The Dystrophin Glycoprotein Complex Dgc,ACTA1/ACTB/HSPG2/LAMA2/LAMB2/LAMC1/SNTB2/SSPN,8,0.0038470774635158485,REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,0.00153545694363153,0.03531550970352519,3.342857142857143,8,24,Reactome,4.653465346534653,kept,NA,NA,yellow,Developmental Cell Lineages,COL1A1/COL1A2/COL3A1/KRT18/LAMA2/LAMB2/LAMC1/VIM,8,0.03531550970352519,REACTOME_DEVELOPMENTAL_CELL_LINEAGES
REACTOME_SIGNALING_BY_MET,0.004416488633211256,0.09480728932626828,3.539495798319327,6,17,Reactome,5.040106951871658,NA,NA,NA,yellow,Signaling By Met,COL1A1/COL1A2/COL3A1/LAMA2/LAMB2/LAMC1,6,0.09480728932626828,REACTOME_SIGNALING_BY_MET
GOBP_PROTEIN_FOLDING,3.4752501312001535e-10,3.433547129625752e-7,2.945572250639386,35,92,GO:BP,4.603967725220223,kept,NA,NA,blue,Protein Folding,BAG3/CANX/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CRYAB/DNAJA1/DNAJA2/DNAJA4/ERO1A/HSP90AA1/HSP90AB1/HSP90B1/HSPA1A/HSPA2/HSPA4/HSPA5/HSPA8/HSPB1/HSPB2/HSPB6/HYOU1/LMAN1/NAA10/NUDC/P4HB/PDIA3/TBCB/TCP1/TXNDC5/UNC45B,35,3.433547129625752e-7,GOBP_PROTEIN_FOLDING
GOBP_RESPONSE_TO_HEAT,2.365843351807672e-8,1.1687266157929899e-5,4.245967741935484,17,31,GO:BP,8.666666666666666,kept,NA,NA,blue,Response To Heat,BAG3/CRYAB/DNAJA1/DNAJA2/DNAJA4/EEF1D/EIF2B1/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPB1/HSPB2/HSPB6/MAPT/STUB1/VCP,17,1.1687266157929899e-5,GOBP_RESPONSE_TO_HEAT
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,3.6439473974232213e-7,9.23503712184186e-5,2.3716216216216215,34,111,GO:BP,3.25974025974026,kept,NA,NA,blue,Regulation Of Protein Catabolic Process,ADRM1/ANXA2/BCAP31/CSNK2B/DDB1/EZR/FLNA/HSP90AA1/HSP90AB1/HSPA1A/KLHL40/MSN/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD8/PSME1/PSME2/SEC22B/STUB1/USP5/USP9X/VCP,34,9.23503712184186e-5,GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
GOBP_PROTEIN_REFOLDING,3.738881425846907e-7,9.23503712184186e-5,4.890092879256967,12,19,GO:BP,12.046153846153846,kept,NA,NA,blue,Protein Refolding,CRYAB/DNAJA2/DNAJA4/HSP90AA1/HSPA1A/HSPA2/HSPA5/HSPA8/HSPB1/HSPB2/HSPB6/NAA10,12,9.23503712184186e-5,GOBP_PROTEIN_REFOLDING
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS,7.306153567647534e-7,1.2030799541392938e-4,3.399210903873745,18,41,GO:BP,5.579938377268059,redundant,GOBP_RESPONSE_TO_HEAT,0.5842696629213483,blue,Response To Temperature Stimulus,BAG3/CRYAB/DNAJA1/DNAJA2/DNAJA4/EEF1D/EIF2B1/ERO1A/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPB1/HSPB2/HSPB6/MAPT/STUB1/VCP,18,1.2030799541392938e-4,GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,7.306153567647534e-7,1.2030799541392938e-4,3.399210903873745,18,41,GO:BP,5.579938377268059,kept,NA,NA,blue,Response To Type I Interferon,ADRM1/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD8/PSME1/PSME2,18,1.2030799541392938e-4,GOBP_RESPONSE_TO_TYPE_I_INTERFERON
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,1.4093326070819335e-6,1.8795289083868325e-4,4.193933823529411,13,24,GO:BP,8.318357318357318,kept,NA,NA,blue,Positive Regulation Of Protein Localization To Nucleus,BAG3/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/FLNA/HSP90AA1/IPO5/RAN/TCP1,13,1.8795289083868325e-4,GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS
GOBP_DNA_BIOSYNTHETIC_PROCESS,1.9023571947235147e-6,1.8795289083868325e-4,4.731617647058823,11,18,GO:BP,11,kept,NA,NA,blue,DNA Biosynthetic Process,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/HSP90AB1/TCP1/VCP,11,1.8795289083868325e-4,GOBP_DNA_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,1.9023571947235147e-6,1.8795289083868325e-4,4.731617647058823,11,18,GO:BP,11,kept,NA,NA,blue,Regulation Of Ampa Receptor Activity,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD8,11,1.8795289083868325e-4,GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY,1.9023571947235147e-6,1.8795289083868325e-4,4.731617647058823,11,18,GO:BP,11,redundant,GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,0.7894736842105263,blue,Regulation Of Neurotransmitter Receptor Activity,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD8,11,1.8795289083868325e-4,GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,3.3342357823790567e-6,2.994749957264098e-4,4.223262032085562,12,22,GO:BP,8.418461538461539,kept,NA,NA,blue,Regulation Of Signaling Receptor Activity,ADRM1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD8/TSG101,12,2.994749957264098e-4,GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,4.339588856695933e-6,3.572928158679651e-4,4.839154411764706,10,16,GO:BP,11.62849872773537,kept,NA,NA,blue,RNA Templated DNA Biosynthetic Process,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/HSP90AB1/TCP1,10,3.572928158679651e-4,GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,6.257795566099022e-6,4.755924630235257e-4,2.3755848930481283,27,88,GO:BP,3.2031448645031784,redundant,GOBP_REGULATION_OF_PROTEOLYSIS,0.6502347417840375,blue,Regulation Of Proteolysis Involved In Protein Catabolic Process,ADRM1/BCAP31/CSNK2B/HSP90AB1/HSPA1A/KLHL40/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD8/PSME1/PSME2/STUB1/USP5/USP9X/VCP,27,4.755924630235257e-4,GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,7.918442668927096e-6,5.588158112071408e-4,2.965269086357947,18,47,GO:BP,4.410806407819712,kept,NA,NA,blue,Response To Topologically Incorrect Protein,BAG3/DNAJA1/ERO1A/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPA4/HSPA5/HSPA8/HSPB1/HSPB2/HSPB3/HSPB7/SERPINH1/STUB1/UBR4/VCP,18,5.588158112071408e-4,GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN
GOBP_CELLULAR_RESPONSE_TO_HEAT,1.865134440346609e-5,0.001151720516914031,4.3014705882352935,10,18,GO:BP,8.711832061068701,redundant,GOBP_RESPONSE_TO_HEAT,0.6634615384615384,blue,Cellular Response To Heat,BAG3/DNAJA2/DNAJA4/EEF1D/HSP90AA1/HSP90AB1/HSPA1A/MAPT/STUB1/VCP,10,0.001151720516914031,GOBP_CELLULAR_RESPONSE_TO_HEAT
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,1.865134440346609e-5,0.001151720516914031,4.3014705882352935,10,18,GO:BP,8.711832061068701,redundant,GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,0.8,blue,Telomere Maintenance Via Telomere Lengthening,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/HSP90AB1/TCP1,10,0.001151720516914031,GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,2.1746655780114417e-5,0.0012638644653384142,4.645588235294118,9,15,GO:BP,10.425855513307985,redundant,GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,0.6338028169014085,blue,Regulation Of Telomere Maintenance Via Telomere Lengthening,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/TCP1,9,0.0012638644653384142,GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,3.1336960953250525e-5,0.0017200509678784177,2.4334033613445376,22,70,GO:BP,3.2743333333333333,kept,NA,NA,blue,Protein Localization To Nucleus,BAG3/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/FLNA/GBP2/HSP90AA1/IPO5/KPNA1/KPNA3/KPNA4/KPNA6/KPNB1/RAN/SQSTM1/TCP1/TNPO1/YWHAB,22,0.0017200509678784177,GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,4.4056496629304825e-5,0.002290937824723851,2.9779411764705883,15,39,GO:BP,4.401750972762646,kept,NA,NA,blue,Regulation Of Chromosome Organization,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLT1/HSP90AA1/MAPT/NAA10/TCP1,15,0.002290937824723851,GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION
GOBP_PROTEIN_STABILIZATION,7.65515280333233e-5,0.003781645484846171,2.49339481555334,19,59,GO:BP,3.368181818181818,kept,NA,NA,blue,Protein Stabilization,BAG3/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CRYAB/FLNA/HSP90AA1/HSP90AB1/HSPA1A/PFN1/PFN2/STUB1/TCP1/UBR4/USP9X,19,0.003781645484846171,GOBP_PROTEIN_STABILIZATION
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION,8.211038294800544e-5,0.0038630980167918753,2.0905147058823528,27,100,GO:BP,2.658484763768521,kept,NA,NA,blue,Positive Regulation Of Protein Localization,ACSL3/AP2B1/BAG3/BCAP31/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/EZR/FLNA/HSP90AA1/HSP90AB1/IPO5/KIF5B/LGALS3/MAPT/MSN/PRKAA2/RAN/SEC31A/SPTBN1/SQSTM1/TCP1/TSG101,27,0.0038630980167918753,GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,1.0221062952741128e-4,0.00439061312926445,2.6930946291560103,16,46,GO:BP,3.7583333333333333,kept,NA,NA,blue,Positive Regulation Of Protein Containing Complex Assembly,BIN1/CAND1/CLIP1/GBP2/HSP90AA1/HSPA1A/LGALS3/MAPRE1/MAPT/MSN/PFN1/PFN2/PSMC6/RAP1B/STUB1/VCP,16,0.00439061312926445,GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GOBP_SPINDLE_ORGANIZATION,1.0221062952741128e-4,0.00439061312926445,2.6930946291560103,16,46,GO:BP,3.7583333333333333,kept,NA,NA,blue,Spindle Organization,DCTN6/DDB1/DYNC1H1/EZR/FLNA/HSPA1A/KPNB1/MAP4/MAPRE1/MAPRE3/NUDC/PPP2R1A/RAN/SBDS/TUBB/VCP,16,0.00439061312926445,GOBP_SPINDLE_ORGANIZATION
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,1.3826799147350242e-4,0.0056920323156591825,2.8525541795665634,14,38,GO:BP,4.0923772609819125,redundant,GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.6308724832214765,blue,Regulation Of Protein Localization To Nucleus,BAG3/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/FLNA/HSP90AA1/IPO5/RAN/TCP1/YWHAB,14,0.0056920323156591825,GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS
GOBP_REGULATION_OF_PROTEOLYSIS,1.8631821798089255e-4,0.007363295974604874,1.970855614973262,28,110,GO:BP,2.4518192722910834,kept,NA,NA,blue,Regulation Of Proteolysis,ADRM1/ANXA2/BCAP31/CSNK2B/HSP90AB1/HSPA1A/KLHL40/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD8/PSME1/PSME2/STUB1/USP5/USP9X/VCP,28,0.007363295974604874,GOBP_REGULATION_OF_PROTEOLYSIS
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,2.495001416513904e-4,0.009481005382752837,3.6675696594427247,9,19,GO:BP,6.241825095057035,kept,NA,NA,blue,Positive Regulation Of Telomere Maintenance,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/TCP1,9,0.009481005382752837,GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,3.081757935169557e-4,0.011276951259064898,2.0420168067226894,24,91,GO:BP,2.5522388059701493,kept,NA,NA,blue,Regulation Of Protein Containing Complex Assembly,BIN1/CAND1/CAPG/CLIP1/CRYAB/EPRS1/GBP2/HSP90AA1/HSPA1A/HSPA5/HSPA8/LGALS3/MAPRE1/MAPRE3/MAPT/MSN/PFN1/PFN2/PSMC6/RAP1B/SPTAN1/SPTBN1/STUB1/VCP,24,0.011276951259064898,GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GOBP_IMPORT_INTO_NUCLEUS,4.651359491324492e-4,0.016412654205102135,2.580882352941176,14,42,GO:BP,3.5,redundant,GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.5133531157270029,blue,Import Into Nucleus,BAG3/FLNA/HSP90AA1/IPO5/KPNA1/KPNA3/KPNA4/KPNA6/KPNB1/PRKAG1/RAN/SQSTM1/TNPO1/YWHAB,14,0.016412654205102135,GOBP_IMPORT_INTO_NUCLEUS
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,4.973296609360089e-4,0.016943507069130233,2.471057571964956,15,47,GO:BP,3.2867217898832686,redundant,GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,0.5246305418719212,blue,Positive Regulation Of Protein Catabolic Process,BCAP31/DDB1/EZR/HSP90AA1/HSPA1A/KLHL40/MSN/PSMC2/PSMC3/PSMC5/PSMC6/SEC22B/STUB1/USP5/VCP,15,0.016943507069130233,GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,5.944611692309926e-4,0.019340805925586305,3.6435986159169547,8,17,GO:BP,6.1447811447811445,kept,NA,NA,blue,Cytoplasmic Microtubule Organization,CLIP1/CLIP2/DYNC1H1/EZR/KPNB1/MAPT/SLK/TBCB,8,0.019340805925586305,GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,6.109397597905709e-4,0.019340805925586305,2.520861833105335,14,43,GO:BP,3.3774391873830525,kept,NA,NA,blue,Positive Regulation Of Intracellular Transport,ANXA2/BAG3/BCAP31/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLT1/EZR/FLNA/HSP90AA1/IPO5/MSN/RAN/SEC31A,14,0.019340805925586305,GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,6.26422863986601e-4,0.019340805925586305,3.31827731092437,9,21,GO:BP,5.195817490494297,redundant,GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,0.7047619047619048,blue,Positive Regulation Of Chromosome Organization,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/TCP1,9,0.019340805925586305,GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION
GOBP_REGULATION_OF_PROTEIN_STABILITY,7.329893782326708e-4,0.021945257748299356,2.0039792387543254,22,85,GO:BP,2.473777777777778,redundant,GOBP_PROTEIN_STABILIZATION,0.6200980392156863,blue,Regulation Of Protein Stability,BAG3/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CRYAB/FLNA/HSP90AA1/HSP90AB1/HSPA1A/HSPA8/PFN1/PFN2/STUB1/TCP1/UBL4A/UBR4/USP5/USP9X,22,0.021945257748299356,GOBP_REGULATION_OF_PROTEIN_STABILITY
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,8.999056253840753e-4,0.026150198761160776,1.7820378151260503,29,126,GO:BP,2.1370752195494465,kept,NA,NA,blue,Response To Oxidative Stress,ADRM1/ARL6IP5/CAPN2/CRYAB/EEF2/ERO1A/GSR/HSPA1A/KPNA4/MAPT/PRKAA2/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD4/PSMD8/PSME1/PSME2/UBR4,29,0.026150198761160776,GOBP_RESPONSE_TO_OXIDATIVE_STRESS
GOBP_CELL_RECOGNITION,9.419005311508178e-4,0.026588506422200228,3.167446524064171,9,22,GO:BP,4.793506873354782,kept,NA,NA,blue,Cell Recognition,CCT2/CCT3/CCT4/CCT5/CCT7/CCT8/LGALS3/MSN/TCP1,9,0.026588506422200228,GOBP_CELL_RECOGNITION
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,0.0013750876130651588,0.03773851560301047,3.0297314578005117,9,23,GO:BP,4.448669201520913,redundant,GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,0.6666666666666666,blue,Regulation Of Telomere Maintenance,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AA1/TCP1,9,0.03773851560301047,GOBP_REGULATION_OF_TELOMERE_MAINTENANCE
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,0.0015622129558172083,0.041715308117497345,2.5111287758346585,12,37,GO:BP,3.3396923076923075,redundant,GOBP_SPINDLE_ORGANIZATION,0.5843621399176955,blue,Microtubule Cytoskeleton Organization Involved In Mitosis,DCTN6/DYNC1H1/DYNLT1/FLNA/HSPA1A/KPNB1/MAP4/MAPRE1/NUDC/RAN/SBDS/VCP,12,0.041715308117497345,GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.0020526053120957367,0.05336773811448915,2.258272058823529,14,48,GO:BP,2.8727770177838576,NA,NA,NA,blue,Regulation Of Mitotic Cell Cycle Phase Transition,DDB1/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLT1/FHL1/HSPA2/PSMA1/PSMA3/PSMA7/PSMB1/PSMB2/PSME1/PSME2,14,0.05336773811448915,GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION
GOBP_AMINO_ACID_ACTIVATION,0.0022977792272382285,0.05675514691278424,2.6698782961460448,10,29,GO:BP,3.6460425873844917,NA,NA,NA,blue,Amino Acid Activation,DARS1/EPRS1/FARSA/FARSB/LARS1/MARS1/RARS1/SARS1/TARS1/VARS1,10,0.05675514691278424,GOBP_AMINO_ACID_ACTIVATION
