pathway,pval,padj,foldEnrichment,overlap,size,overlapGenes,database,odds_ratio,quadrant,pathway_label,ID,p.adjust,GeneRatio,geneID
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,1.5701288134490033e-6,2.5709408220352684e-4,4.203954802259887,14,40,,GO:BP,6.352524775837659,Concordant Up,Chaperone Mediated Protein Folding,GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,2.5709408220352684e-4,14/177,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/ERO1A/HSP90AB1/HSPA5/HSPB1/HSPB6/TCP1/UNC45B
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,3.84984542746158e-6,4.107214354130189e-4,6.863599677158999,8,14,,Reactome,15.32938856015779,Concordant Up,Cooperation Of Pdcl Phlp1 And Tric Cct In ...,REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,4.107214354130189e-4,8/177,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/TCP1
GOBP_DNA_BIOSYNTHETIC_PROCESS,3.971063602059575e-6,4.107214354130189e-4,6.0056497175141255,9,18,,GO:BP,11.547619047619047,Concordant Up,DNA Biosynthetic Process,GOBP_DNA_BIOSYNTHETIC_PROCESS,4.107214354130189e-4,9/177,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AB1/TCP1
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,7.008051308072527e-6,6.918857927787968e-4,5.689562890276539,9,19,,GO:BP,10.3875,Concordant Up,Positive Regulation Of Telomere Maintenance,GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,6.918857927787968e-4,9/177,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/RUVBL2/TCP1
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,8.279008321899019e-6,7.216556681997828e-4,4.239282153539381,12,34,,Reactome,6.370247933884298,Concordant Up,Hsp90 Chaperone Cycle For Steroid Hormone ...,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,7.216556681997828e-4,12/177,ACTR1A/DCTN1/DCTN2/DNAJA2/DNAJA4/DYNC1H1/DYNC1I2/DYNC1LI1/HSP90AB1/TUBA1B/TUBB2A/TUBB6
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,8.739321665203126e-6,7.300694868008149e-4,5.004708097928437,10,24,,GO:BP,8.276304533789563,Concordant Up,Positive Regulation Of Protein Localizatio...,GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,7.300694868008149e-4,10/177,BAG3/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/FLNA/TCP1
REACTOME_RHOV_GTPASE_CYCLE,1.367524195390268e-5,0.00110009724162506,7.006591337099811,7,12,,Reactome,16.00941176470588,Concordant Up,Rhov Gtpase Cycle,REACTOME_RHOV_GTPASE_CYCLE,0.00110009724162506,7/177,CLTC/IQGAP1/PAK2/SPTAN1/SPTBN1/TPM4/USP9X
GOBP_RESPONSE_TO_HEAT,1.8976782256867148e-5,0.001472056109354123,4.26207399307454,11,31,,GO:BP,6.391265060240964,Concordant Up,Response To Heat,GOBP_RESPONSE_TO_HEAT,0.001472056109354123,11/177,BAG3/CRYAB/DNAJA2/DNAJA4/EEF1D/EIF2B1/HSP90AB1/HSPB1/HSPB2/HSPB6/MAPT
GOBP_CELL_RECOGNITION,3.0245037606704662e-5,0.0018769206194789293,4.913713405238829,9,22,,GO:BP,7.978021978021978,Concordant Up,Cell Recognition,GOBP_CELL_RECOGNITION,0.0018769206194789293,9/177,CCT2/CCT3/CCT4/CCT5/CCT7/CCT8/LGALS3/MSN/TCP1
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,3.0245037606704662e-5,0.0018769206194789293,4.913713405238829,9,22,,Reactome,7.978021978021978,Concordant Up,Recruitment Of Numa To Mitotic Centrosomes,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.0018769206194789293,9/177,ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/TUBA1B/TUBB/TUBB2A/TUBB6
GOBP_TELOMERE_ORGANIZATION,2.684381938914079e-5,0.0018769206194789293,4.12888418079096,11,32,,GO:BP,6.083763625932301,Concordant Up,Telomere Organization,GOBP_TELOMERE_ORGANIZATION,0.0018769206194789293,11/177,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/HSP90AB1/PRKDC/RUVBL2/TCP1
REACTOME_PROTEIN_FOLDING,2.684381938914079e-5,0.0018769206194789293,4.12888418079096,11,32,,Reactome,6.083763625932301,Concordant Up,Protein Folding,REACTOME_PROTEIN_FOLDING,0.0018769206194789293,11/177,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/TCP1/TUBA1B/TUBB2A/TUBB6
REACTOME_RECYCLING_PATHWAY_OF_L1,4.185254339067085e-5,0.0025251034512371413,5.338355304457,8,18,,Reactome,9.178698224852072,Concordant Up,Recycling Pathway Of L1,REACTOME_RECYCLING_PATHWAY_OF_L1,0.0025251034512371413,8/177,AP2A1/AP2M1/CLTC/EZR/MSN/TUBA1B/TUBB2A/TUBB6
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,4.856463999447457e-5,0.0027758525807368094,7.20677966101695,6,10,,KEGG,17.06140350877193,Concordant Up,Variant Mutation Caused Aberrant Abeta To ...,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,0.0027758525807368094,6/177,CAPN2/MAPT/TUBA1B/TUBB/TUBB2A/TUBB6
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT,5.12666759321188e-5,0.002783780503114051,6.005649717514125,7,14,,KEGG,11.423529411764706,Concordant Up,Reference Retrograde Axonal Transport,KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT,0.002783780503114051,7/177,ACTR1A/DCTN1/DCTN2/TUBA1B/TUBB/TUBB2A/TUBB6
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,6.944956951280315e-5,0.003414778782194093,3.77497982243745,11,35,,GO:BP,5.315010040160643,Concordant Up,Regulation Of Chromosome Organization,GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.003414778782194093,11/177,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/DYNC1LI1/MAPT/RUVBL2/TCP1
HALLMARK_MITOTIC_SPINDLE,6.944956951280315e-5,0.003414778782194093,3.77497982243745,11,35,,Hallmark,5.315010040160643,Concordant Up,Mitotic Spindle,HALLMARK_MITOTIC_SPINDLE,0.003414778782194093,11/177,DYNC1H1/EZR/FLNA/FLNB/FSCN1/GSN/KIF5B/MARCKS/SPTAN1/SPTBN1/VCL
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,7.074817918910414e-5,0.003414778782194093,3.5155022736668045,12,41,,GO:BP,4.815047021943574,Concordant Up,Positive Regulation Of DNA Metabolic Process,GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.003414778782194093,12/177,ACTR2/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/PRKDC/RUVBL2/SSBP1/TCP1
GOBP_PROTEIN_STABILIZATION,6.703279361733837e-5,0.003414778782194093,3.002824858757062,15,60,,GO:BP,3.9176954732510287,Concordant Up,Protein Stabilization,GOBP_PROTEIN_STABILIZATION,0.003414778782194093,15/177,BAG3/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CRYAB/FLNA/GAPDH/HSP90AB1/RUVBL2/TCP1/USP9X
KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE,1.4787990704353174e-4,0.006982503436925021,5.254943502824859,7,16,,KEGG,8.875816993464053,Concordant Up,Reference Dynein Recruitment To The Kineto...,KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE,0.006982503436925021,7/177,ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNC1LI1/DYNLT1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1.5895180058477383e-4,0.007345602358938909,3.7535310734463274,10,32,,Hallmark,5.244964616222101,Concordant Up,Unfolded Protein Response,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.007345602358938909,10/177,BAG3/DCTN1/DNAJA4/ERO1A/HSP90B1/HSPA5/HYOU1/KIF5B/TARS1/TUBB2A
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,1.853050757932374e-4,0.008385054679643993,6.005649717514124,6,12,,Reactome,11.362573099415204,Concordant Up,Activation Of Ampk Downstream Of Nmdars,REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,0.008385054679643993,6/177,CALM1/MAPT/PRKAG1/TUBA1B/TUBB2A/TUBB6
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,2.1126570942745662e-4,0.009177382417528714,2.4568567026194144,18,88,,Reactome,3.038814016172507,Concordant Up,Asparagine N Linked Glycosylation,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.009177382417528714,18/177,ACTR1A/CANX/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNC1LI1/HK1/NAGK/PDIA3/PSMC1/SEC23A/SPTAN1/SPTBN1/TFG/TUBA1B/TUBB2A/TUBB6
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,2.786892174189991e-4,0.011868881965373843,3.532735127949485,10,34,,GO:BP,4.802894211576846,Concordant Up,Cytoskeleton Dependent Intracellular Trans...,GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,0.011868881965373843,10/177,BAG3/DCTN1/DYNC1H1/DYNC1I2/HSPB1/KIF5B/MAPT/RAB6A/TUBA1B/TUBB
REACTOME_RHOU_GTPASE_CYCLE,3.205166316047638e-4,0.013135134412180132,5.543676662320729,6,13,,Reactome,9.734335839598998,Concordant Up,Rhou Gtpase Cycle,REACTOME_RHOU_GTPASE_CYCLE,0.013135134412180132,6/177,CLTC/IQGAP1/PAK2/SPTAN1/SPTBN1/USP9X
GOBP_PROTEIN_REFOLDING,3.5608650835374043e-4,0.014310916115181243,4.6710608913998755,7,18,,GO:BP,7.254545454545455,Concordant Up,Protein Refolding,GOBP_PROTEIN_REFOLDING,0.014310916115181243,7/177,CRYAB/DNAJA2/DNAJA4/HSPA5/HSPB1/HSPB2/HSPB6
REACTOME_L1CAM_INTERACTIONS,3.623850765814771e-4,0.014310916115181243,3.4317998385795,10,35,,Reactome,4.608383233532934,Concordant Up,L1cam Interactions,REACTOME_L1CAM_INTERACTIONS,0.014310916115181243,10/177,AP2A1/AP2M1/CLTC/EZR/MSN/SPTAN1/SPTBN1/TUBA1B/TUBB2A/TUBB6
REACTOME_SMOOTH_MUSCLE_CONTRACTION,4.5400733044327054e-4,0.01735578240752427,4.003766478342749,8,24,,Reactome,5.718934911242603,Concordant Up,Smooth Muscle Contraction,REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.01735578240752427,8/177,ANXA1/ANXA2/CALM1/DYSF/PAK2/TLN1/TPM4/VCL
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,4.554694278217695e-4,0.01735578240752427,2.9415427187824283,12,49,,Reactome,3.7582309582309583,Concordant Up,Intra Golgi And Retrograde Golgi To Er Tra...,REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,0.01735578240752427,12/177,ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNC1LI1/KIF5B/PLIN3/RAB6A/TUBA1B/TUBB2A/TUBB6
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,6.75066953646603e-4,0.02443742372200703,6.005649717514125,5,10,,KEGG,11.30232558139535,Concordant Up,Reference Arl8 Regulated Microtubule Plus ...,KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,0.02443742372200703,5/177,KIF5B/TUBA1B/TUBB/TUBB2A/TUBB6
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,8.11145634637989e-4,0.027104743360518647,4.8045197740112995,6,15,,GO:BP,7.563352826510721,Concordant Up,Protein Localization To Cell Junction,GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,0.027104743360518647,6/177,FLNA/HSPB1/KIF5B/MAPT/PAK2/VCL
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,8.045301000995877e-4,0.027104743360518647,2.93609541745135,11,45,,Reactome,3.7322820694542878,Concordant Up,Copi Mediated Anterograde Transport,REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,0.027104743360518647,11/177,ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNC1LI1/SPTAN1/SPTBN1/TUBA1B/TUBB2A/TUBB6
REACTOME_RHO_GTPASE_EFFECTORS,8.059853029067258e-4,0.027104743360518647,2.434722858451672,15,74,,Reactome,2.9661016949152543,Concordant Up,Rho Gtpase Effectors,REACTOME_RHO_GTPASE_EFFECTORS,0.027104743360518647,15/177,ACTR2/ARPC1B/ARPC4/CALM1/DYNC1H1/DYNC1I2/DYNC1LI1/FLNA/IQGAP1/KIF5B/PAK2/TUBA1B/TUBB2A/TUBB6/YWHAH
WP_VEGFAVEGFR2_SIGNALING,7.92036398081294e-4,0.027104743360518647,1.9477782867613376,24,148,,WikiPathways,2.3086654016445287,Concordant Up,Vegfavegfr2 Signaling,WP_VEGFAVEGFR2_SIGNALING,0.027104743360518647,24/177,ANXA1/AP2A1/CALU/CAPN2/CCDC124/CCT7/CLIC1/CLTC/EZR/FARSB/FLNB/FSCN1/GAPDH/GLUD1/HSPB1/HYOU1/IQGAP1/PAK2/PSMD11/RPS11/RPS6/SARS1/TXNDC5/VCL
GOBP_RNA_LOCALIZATION,9.342673011519664e-4,0.030745887547001076,3.0798203679559615,10,39,,GO:BP,3.964484823456535,Concordant Up,RNA Localization,GOBP_RNA_LOCALIZATION,0.030745887547001076,10/177,CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/RUVBL2/TCP1/YBX1
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.0010450221015572397,0.0338774329042138,3.2758089368258863,9,33,,Reactome,4.296875,Concordant Up,Neurotransmitter Receptors And Postsynapti...,REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.0338774329042138,9/177,AP2A1/AP2M1/CALM1/CAMK2D/MAPT/PRKAG1/TUBA1B/TUBB2A/TUBB6
GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,0.001154714282624132,0.03540071203643216,5.459681561376476,5,11,,GO:BP,9.41375968992248,Concordant Up,Striated Muscle Cell Apoptotic Process,GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,0.03540071203643216,5/177,BAG3/CAMK2D/CAPN2/HSPB6/NACA
REACTOME_MITOTIC_PROMETAPHASE,0.0011572055960343845,0.03540071203643216,3.0028248587570623,10,40,,Reactome,3.8303393213572856,Concordant Up,Mitotic Prometaphase,REACTOME_MITOTIC_PROMETAPHASE,0.03540071203643216,10/177,ACTR1A/DCTN1/DCTN2/DYNC1H1/DYNC1I2/DYNC1LI1/TUBA1B/TUBB/TUBB2A/TUBB6
GOBP_SINGLE_FERTILIZATION,0.001431069384559124,0.04317059310086691,3.8217770929635337,7,22,,GO:BP,5.309019607843137,Concordant Up,Single Fertilization,GOBP_SINGLE_FERTILIZATION,0.04317059310086691,7/177,CCT2/CCT3/CCT4/CCT5/CCT7/CCT8/TCP1
WP_13Q1212_COPY_NUMBER_VARIATION,3.4869068350699466e-6,0.005633119173763967,4.2489098837209305,11,16,,WikiPathways,11.73993993993994,Concordant Down,13q1212 Copy Number Variation,WP_13Q1212_COPY_NUMBER_VARIATION,0.005633119173763967,11/344,CDC42/DAG1/DMD/DTNA/RHOA/RTN4/SGCA/SGCB/SGCD/SGCG/SSPN
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,5.187034229985237e-6,0.005633119173763967,2.6147137745974955,22,52,,GO:BP,3.990062111801242,Concordant Down,Modified Amino Acid Metabolic Process,GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.005633119173763967,22/344,AASDHPPT/ALDH9A1/ASS1/CKB/CKM/CPT1A/CPT1B/CPT2/GAMT/GLO1/GPX1/GSS/GSTO1/GSTZ1/HAGH/IDH1/OPLAH/PCYOX1/SHMT1/SLC25A42/SOD1/SULT1A1
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,1.4949726663653882e-5,0.01082360210448541,1.9129291251384275,39,126,,GO:BP,2.4912379875635953,Concordant Down,Small Molecule Catabolic Process,GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,0.01082360210448541,39/344,AASDHPPT/ACADS/ACADVL/ACAT1/ACSS2/ADH5/ALDH6A1/BCKDHA/CPT1A/CPT1B/CPT2/DCXR/ECHDC2/ECI1/GCSH/GLUL/GNPDA1/GOT1/GPD2/GPT/GSK3A/GSTZ1/HADH/HADHB/HAGH/KYAT1/MCCC1/MPI/MTAP/NUDT3/OXCT1/PLIN5/QDPR/RBKS/RIDA/SHMT1/SORD/SULT1A1/TST
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,1.3898624192298893e-4,0.0431254453509617,3.708139534883721,9,15,,GO:BP,7.95223880597015,Concordant Down,Water Soluble Vitamin Metabolic Process,GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,0.0431254453509617,9/344,AASDHPPT/GSTO1/MCCC1/MMAB/PDXK/PLPBP/PNPO/SHMT1/SLC25A42
GOBP_POLYOL_METABOLIC_PROCESS,1.2980269179319281e-4,0.0431254453509617,3.237264673311185,11,21,,GO:BP,5.8534534534534535,Concordant Down,Polyol Metabolic Process,GOBP_POLYOL_METABOLIC_PROCESS,0.0431254453509617,11/344,GOT1/GPD2/IMPA1/IMPA2/MECP2/NUDT3/PCBD1/PCBD2/PRKG1/QDPR/SORD
