uniprot_id,protein,gene,description,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,-0.44130066244622057,-0.9580417637663777,0.07544043887393659,17.09822072861629,-1.7233955301305157,-4.710665017727718,0.09216386019938191,0.269195274999028,0.34918849948115077,0
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",-0.2637795003792007,-0.4235580232766618,-0.10400097748173961,23.676700924402894,-3.300063208606896,-1.381754431825284,0.001604826645467548,0.01950838401975869,0.1831678414264164,0
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,-0.20926471736253305,-0.523980559368053,0.1054511246429869,18.642144427044716,-1.3342535821635486,-5.354989286032609,0.187929007437001,0.4091249509730984,0.704810754034218,0
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,0.9989612842528288,0.5873776279445015,1.410544940561156,22.35573246652498,4.851657729455501,3.4470150801446753,8.597606652973337e-6,7.533652829667887e-4,8.70240545530446e-6,1
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,0.2848607195950841,-0.01589268777492997,0.5856141269650981,18.51696111305153,1.9023737244862549,-4.504244640422016,0.06288400498166181,0.21337585574865792,0.45472757919887186,0
O00168,PLM_HUMAN,FXYD1,Phospholemman,-0.5747361921065774,-1.0062920167199618,-0.14318036749319307,19.839740222518383,-2.6678175309498258,-2.97153136996646,0.009963481733832795,0.0650720561684794,0.07073175502142448,0
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,-0.09410439991654229,-0.3457467760815858,0.15753797624850124,18.28831392540244,-0.7503901475832225,-5.930743863114434,0.4563986199612913,0.6665321512351358,0.9288440467085204,0
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",-0.022715169354484033,-0.34229963764940224,0.2968692989404342,22.652158433323613,-0.1420790136365723,-6.2855063857093905,0.8874779123080134,0.9464330880242151,0.9972921257801776,0
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,-0.07804562409891247,-0.23014978710082762,0.07405853890300268,21.814326331494183,-1.0256686378086217,-5.7832451377581275,0.30902975529663024,0.5438406488609318,0.9124241149649504,0
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,-0.1663521332628477,-0.3957946833858096,0.06309041686011416,20.5400178390757,-1.4492857848760392,-5.281515333967278,0.15229318253565016,0.3627095842270354,0.7312016308499195,0
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,-0.04439489019247134,-0.24433725896565392,0.15554747858071125,18.06626928699169,-0.443841361940035,-6.1988301029944894,0.6587012293370398,0.8128286181497374,0.9816364918727131,0
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,0.08406682060093118,-0.5962218599388196,0.764355501140682,18.91983573998077,0.2516990207619734,-5.926752395471861,0.8028806914281524,0.8985051201443869,0.9817124842494839,0
O00299,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,-0.045422210717056544,-0.3051063970488535,0.21426197561474042,19.36113622918581,-0.34975488929670956,-6.235383673337553,0.7277263500309712,0.8534674466902405,0.985667157274093,0
O00303,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,0.1017062367330368,-0.09076418876099873,0.29417666222707234,19.64848331315272,1.056290071370527,-5.7524908875273715,0.29493101072599587,0.5341300385278606,0.8832166781954085,0
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",-0.03729719619605021,-0.21229388387286982,0.1376994914807694,23.423102974046106,-0.4260356831921518,-6.206412922294535,0.6715560980964397,0.8187144778532247,0.9852595531478179,0
O00399,DCTN6_HUMAN,DCTN6,Dynactin subunit 6,-0.32023918876871704,-0.71875366974672406,0.07827529220929003,15.851648718794934,-1.643387049890822,-4.639756592121054,0.11108432355783665,0.301044242837797,0.494744094295266,0
O00410,IPO5_HUMAN,IPO5,Importin-5,-0.10203073301259735,-0.23770801693877439,0.03364655091357968,21.664347487773032,-1.503223251264909,-5.206048180418345,0.1378543043046987,0.34174796249253786,0.8169480219061163,0
O00418,EF2K_HUMAN,EEF2K,Eukaryotic elongation factor 2 kinase,-0.0030974831243177903,-0.37693946728053473,0.37074450103189915,16.35507340966682,-0.016641585632407606,-6.175251915951422,0.9867887117315892,0.9953077509695598,0.9999588063869065,0
O00423,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,-0.08477632531296564,-0.30066170015630145,0.1311090495303702,20.485666849968,-0.7849662505054986,-5.994351110483734,0.43546020802441543,0.6517955996265806,0.9319473516543955,0
O00429,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein,0.13120134831684993,-0.053496560744259986,0.3158992573779599,20.235648856551407,1.4199594364976,-5.3214687301755,0.16062445776386353,0.3732521930137072,0.7866859989674345,0
O00442,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,0.25348698688141624,0.03774101639054217,0.4692329573722903,20.818279583226023,2.3486191351384575,-3.7039384291995074,0.022043419754422342,0.11037455177035758,0.38022684695803716,0
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,0.04350106951070387,-0.18968554382461567,0.2766876828460234,26.116413014662196,0.3729030525507474,-6.227205008410013,0.7104914286715994,0.8441601550826969,0.9852413960008022,0
O00487,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14,-0.3392654829918271,-0.4973897954564124,-0.18114117052724188,20.663506678898425,-4.288847906644359,1.579046748616352,6.390831384457806e-5,0.0024436215275481393,0.03775464505078919,-1
O00499,BIN1_HUMAN,BIN1,Myc box-dependent-interacting protein 1,-0.026221808580608297,-0.1704547887264474,0.1180111715652308,26.342706408141986,-0.3634106785884252,-6.230629841124129,0.7175333318985742,0.8476485259516064,0.9913338107666656,0
O00505,IMA4_HUMAN,KPNA3,Importin subunit alpha-4,-0.13953174980446548,-0.4014021130805386,0.12233861347160763,21.013469042201347,-1.0654368663980236,-5.743076091886586,0.2908739321570663,0.5291331822253755,0.8417241594136842,0
O00571,DDX3X_HUMAN,DDX3X,ATP-dependent RNA helicase DDX3X,-0.29530154423935784,-0.598123298156092,0.007520209677376322,19.580342341103787,-1.949298131316866,-4.486042940550424,0.055783424066459426,0.1987861210704366,0.4264234117078231,0
O00629,IMA3_HUMAN,KPNA4,Importin subunit alpha-3,0.004216200982227747,-0.15350646844256627,0.16193887040702176,22.95551193172343,0.053435121990512,-6.294016290584315,0.9575568889687875,0.9804089430622785,0.9998171594667817,0
O00748,EST2_HUMAN,CES2,Cocaine esterase,0.3580225968998647,-0.13721660934091534,0.8532618031406447,20.52386433748361,1.4506291175829846,-5.1612902524618285,0.1528831961846068,0.36329193398443854,0.5104842658737153,0
O00757,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2",-0.12280789971213224,-0.4854627955783131,0.23984699615404864,26.02274350483461,-0.676912257112869,-6.071240132327281,0.5009774648284366,0.6967960373903453,0.9186187433925095,0
O00764,PDXK_HUMAN,PDXK,Pyridoxal kinase,-0.025150955120118113,-0.19511497259237418,0.14481306235213795,19.267523960905883,-0.29589561183241686,-6.2513848328947885,0.7683139587929946,0.8748851880027358,0.9933932154336151,0
O14521,DHSD_HUMAN,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",0.16720188454397444,-0.13909880326792823,0.4735025723558771,23.24022941532173,1.0915263554084713,-5.71495036520483,0.2793304051222371,0.5187622010348694,0.807960112719977,0
O14548,COX7R_HUMAN,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",-0.11592590917798518,-0.6809376441567899,0.44908582580081957,16.51490204168833,-0.41740625291107736,-5.764546646303,0.6790804503985645,0.8221682136949805,0.9561264125550115,0
O14556,G3PT_HUMAN,GAPDHS,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",0.39774188907246355,-0.3883261959745177,1.1838099741194448,19.680137412117432,1.0242770323038364,-5.504712923428831,0.3121725263110482,0.5470388954795947,0.629360648268069,0
O14558,HSPB6_HUMAN,HSPB6,Heat shock protein beta-6,0.3961980520677635,0.013769277866179208,0.7786268262693478,27.08676097123112,2.0709108021254075,-4.261113719500361,0.04253311997751521,0.16777165059654428,0.2862229174177309,0
O14561,ACPM_HUMAN,NDUFAB1,"Acyl carrier protein, mitochondrial",-0.2678342784655676,-0.5920179411461579,0.056349384215022724,23.44014097238817,-1.651485074893038,-4.985512483395706,0.10369209851350213,0.2907526442318599,0.5449829934358402,0
O14732,IMPA2_HUMAN,IMPA2,Inositol monophosphatase 2,-0.19961212897716862,-0.4759394920942339,0.07671523413989667,22.349000339564174,-1.4439849036038517,-5.288793535951909,0.15377363909122765,0.364173381766725,0.6881637049606849,0
O14737,PDCD5_HUMAN,PDCD5,Programmed cell death protein 5,0.028457822871107652,-0.1470558653952364,0.2039715111374517,20.868805406975408,0.3241084084104162,-6.243874072967707,0.7469459706663992,0.8619709824217849,0.9917314506597137,0
O14744,ANM5_HUMAN,PRMT5,Protein arginine N-methyltransferase 5,0.09100786243017467,-0.09490222866079845,0.2769179535211478,20.030749701047153,0.9788518829419518,-5.828509319833868,0.33151626122594247,0.5645171638527587,0.9044033660780715,0
O14818,PSA7_HUMAN,PSMA7,Proteasome subunit alpha type-7,-0.07354349926055193,-0.20703987401167262,0.05995287549056877,23.647217990672406,-1.1012208789541063,-5.705789077687614,0.2750540369949573,0.515083383615668,0.9094374618223486,0
O14841,OPLA_HUMAN,OPLAH,5-oxoprolinase,0.36251259304654937,0.13106678807372346,0.5939583980193752,18.94512524218218,3.1352239858279143,-1.7997166590530407,0.002693921535182199,0.027935830315046237,0.11707985670039614,0
O14880,MGST3_HUMAN,MGST3,Microsomal glutathione S-transferase 3,-0.1561725063295043,-0.4202068197236117,0.10786180706460308,24.549018043627623,-1.1823439363122792,-5.616747430723488,0.2415802460129313,0.4764197361152235,0.80103437888464,0
O14924,RGS12_HUMAN,RGS12,Regulator of G-protein signaling 12,-0.10923920140304233,-0.5163801902845417,0.297901787478457,20.5353297775736,-0.5368736044033212,-6.124467740371131,0.593372091786337,0.7683876287110017,0.944579324362732,0
O14929,HAT1_HUMAN,HAT1,Histone acetyltransferase type B catalytic subunit,-1.6440680777592398,-2.779138370822886,-0.5089977846955938,18.90746114588252,-2.919021754234853,-2.3254803916159013,0.0055132029312107405,0.044593329862831495,1.9351488682827563e-4,-1
O14949,QCR8_HUMAN,UQCRQ,Cytochrome b-c1 complex subunit 8,0.025429347808017866,-0.1805118905909718,0.23137058620700754,25.02529869085899,0.246826349872453,-6.265513533354711,0.8058574153427861,0.8990113604880956,0.9945261509425366,0
O14950,ML12B_HUMAN,MYL12B,Myosin regulatory light chain 12B,0.1986604708169537,-0.13201412982959743,0.5293350714635048,20.981670913798194,1.2009093926965253,-5.595519951346904,0.23435059563613225,0.4677247405756811,0.7495788000650737,0
O14957,QCR10_HUMAN,UQCR11,Cytochrome b-c1 complex subunit 10,-0.1041662781285062,-0.48940103593265794,0.2810684796756455,21.528693051066593,-0.5405069735516859,-6.152289024388581,0.5907824110388791,0.7669318503702091,0.9466522235291356,0
O14958,CASQ2_HUMAN,CASQ2,Calsequestrin-2,0.22689982695056798,-0.14629791400160258,0.6000975679027385,25.64879160783649,1.2153315641296154,-5.578812364060235,0.228843710992678,0.46319376729316825,0.7156151162757861,0
O14964,HGS_HUMAN,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,-0.15577522948694167,-0.44914879768794375,0.1375983387140604,16.3499010490389,-1.0687740365577496,-5.583638689129458,0.29074209309114446,0.5291331822253755,0.8249503705991239,0
O14979,HNRDL_HUMAN,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,-0.26593572479517036,-0.5562090564224755,0.02433760683213476,18.643689955970057,-1.8313407704642588,-4.69272347145947,0.07185125914367879,0.23104464522806806,0.4964608984117755,0
O14980,XPO1_HUMAN,XPO1,Exportin-1,0.15650212717764944,-0.02474511048717748,0.33774936484247636,18.793595068441423,1.727173816238914,-4.852341583438363,0.08927728338239214,0.264064876164797,0.6851548389725945,0
O14983,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,-0.14184600850142104,-0.43978976223297306,0.15609774523013098,28.3056883676577,-0.951661397525016,-5.853959683229064,0.34496109784861084,0.575299911796692,0.859873444252454,0
O15056,SYNJ2_HUMAN,SYNJ2,Synaptojanin-2,0.006784429214654608,-0.5563000610858662,0.5698689195151754,22.912083012135817,0.024084596196748954,-6.29513365977313,0.9808624175899658,0.9930266217007275,0.999868912548955,0
O15061,SYNEM_HUMAN,SYNM,Synemin,-1.0625487422153732,-1.6103290590391246,-0.5147684253916218,21.197547344971472,-3.877412960197736,0.29049281338497224,2.5756097106240973e-4,0.006155121842548269,1.5359784252159066e-4,-1
O15143,ARC1B_HUMAN,ARPC1B,Actin-related protein 2/3 complex subunit 1B,0.011391874586561102,-0.3570645077813246,0.3798482569544468,17.155284550604783,0.06213011287125697,-6.146893812617988,0.950711702809608,0.978153968203819,0.9994243701129648,0
O15144,ARPC2_HUMAN,ARPC2,Actin-related protein 2/3 complex subunit 2,NA,NA,NA,16.83268869422138,NA,NA,NA,NA,NA,0
O15173,PGRC2_HUMAN,PGRMC2,Membrane-associated progesterone receptor component 2,0.22348364722923364,-0.09020869069198784,0.5371759851504552,21.238493941061485,1.424103186915805,-5.315869680417148,0.15942629849919543,0.37124275751000413,0.6634148552674629,0
O15212,PFD6_HUMAN,PFDN6,Prefoldin subunit 6,0.17123529873570575,-0.03472567185633432,0.37719626932774586,20.451799981344372,1.661911851583238,-4.969288150434388,0.10157492242364777,0.2863432464570124,0.6759690153899537,0
O15239,NDUA1_HUMAN,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,-0.7724947222023744,-1.42450010918725,-0.12048933521749883,20.909054996080826,-2.383439163148317,-3.55098383556586,0.021239727011700356,0.1073729468884756,0.05101893373105665,0
O15260,SURF4_HUMAN,SURF4,Surfeit locus protein 4,-0.008763931535600733,-0.3257813686609751,0.30825350558977366,24.398071527623188,-0.05529718489248975,-6.279702427733862,0.9560852763228016,0.9804089430622785,0.9996065053231677,0
O15264,MK13_HUMAN,MAPK13,Mitogen-activated protein kinase 13,0.7001867210680714,0.1749084028154586,1.2254650393206843,19.483493686791622,2.7571518912273865,-2.7223615725271415,0.011205991414646106,0.07024905914315029,0.04307754958993577,1
O15273,TELT_HUMAN,TCAP,Telethonin,-0.6678737180347589,-1.2498187196211514,-0.08592871644836653,20.98587710548838,-2.2940983374759525,-3.8179864080484327,0.02518237286897065,0.1209098861722495,0.08553315167383337,0
O15305,PMM2_HUMAN,PMM2,Phosphomannomutase 2,-0.10884342319155493,-0.5241811377761694,0.30649429139305956,17.933929247497673,-0.5243716288309428,-6.112690265758996,0.6019830290136996,0.7735323976774764,0.9462571955983194,0
O15371,EIF3D_HUMAN,EIF3D,Eukaryotic translation initiation factor 3 subunit D,-0.2594012348426915,-0.477628470556111,-0.04117399912927197,18.86885196326757,-2.380235026079398,-3.602809403554274,0.02066547477861339,0.10548420742578629,0.36557170401024563,0
O15372,EIF3H_HUMAN,EIF3H,Eukaryotic translation initiation factor 3 subunit H,-0.22200663430112577,-0.6519053528270364,0.20789208422478495,15.830370100917165,-1.0382962132721136,-5.574026067233774,0.30432901895493636,0.5410007834845572,0.7678896245488761,0
O15382,BCAT2_HUMAN,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",0.23233644470810333,-0.039969659280613024,0.5046425486968197,20.963816288177544,1.7060862904941985,-4.885986501467023,0.0930749411805935,0.2708365156349402,0.5759997195696781,0
O15400,STX7_HUMAN,STX7,Syntaxin-7,0.08550694508221213,-0.1687659020325757,0.33977979219699994,17.03933448120983,0.6739069387071939,-5.991210552788804,0.5031904324741387,0.6984881052759826,0.9429660274891747,0
O15427,MOT4_HUMAN,SLC16A3,Monocarboxylate transporter 4,-0.23429081607294933,-0.6972702103839863,0.2286885782380877,20.28202580937184,-1.0122337177514655,-5.766532809820931,0.31548762227362065,0.5504856572133267,0.7631609853108268,0
O15498,YKT6_HUMAN,YKT6,Synaptobrevin homolog YKT6,0.069740107808762275,-0.10814260859991068,0.24762282421743523,19.01909701908167,0.7847722726179795,-5.978229833221707,0.4357781141280538,0.6518075206339239,0.943718201040049,0
O15511,ARPC5_HUMAN,ARPC5,Actin-related protein 2/3 complex subunit 5,0.2251923538734708,-0.24904830141342515,0.6994330091603668,17.791422909324567,0.9612384286327916,-5.545271271528548,0.34250128407579916,0.5739284465429527,0.7856144924127005,0
O15533,TPSN_HUMAN,TAPBP,Tapasin,-0.06030415903331843,-0.7396721528089889,0.619063834742352,15.367773758655241,-0.18181238330948993,-5.576167149344785,0.8570374737477893,0.9295254292375456,0.9907398003914167,0
O43143,DHX15_HUMAN,DHX15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,0.21030977443114196,-0.06566943951261262,0.48628898837489654,16.624050924683303,1.536767127019316,-4.972545996227285,0.131668342281382,0.3304278327180744,0.6528573909262062,0
O43169,CYB5B_HUMAN,CYB5B,Cytochrome b5 type B,-0.09513318859880471,-0.4983400643001685,0.30807368710255906,21.28022502684793,-0.47227930199730433,-6.154178518025312,0.6384981107231564,0.7989017341974803,0.9582177535271603,0
O43181,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",-0.2260009882269678,-0.566349456331084,0.11434747987714838,24.70595416833729,-1.3273521478064398,-5.442603672480431,0.18925543017301222,0.41044604922305633,0.6864552209834103,0
O43237,DC1L2_HUMAN,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,-0.032891102183736365,-0.3141142325621599,0.2483320281946872,16.65736356119539,-0.2346866359800636,-6.124545412245281,0.8153727482652966,0.903615014171258,0.9933090846034739,0
O43242,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3,-0.32094476446527764,-0.5150226366480304,-0.12686689228252487,19.9815491199827,-3.3056273441810995,-1.3664920551306885,0.0015780192136358449,0.019406867872960126,0.12610979154705648,0
O43374,RASL2_HUMAN,RASA4,Ras GTPase-activating protein 4,0.46045303540493876,0.028206621866471826,0.8926994489434057,19.749765252553416,2.1454695197749944,-3.964842077415705,0.03734108459509839,0.15488816746250872,0.220069135330557,0
O43390,HNRPR_HUMAN,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,-0.36299379873809556,-0.576931919935743,-0.14905567754044818,19.248918843974494,-3.3938936185391846,-1.1243974274770547,0.0012255989659101082,0.01631287737537315,0.087717959386711,0
O43396,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1,-0.1850903975935303,-0.32414140512126344,-0.04603939006579713,21.09374860157215,-2.660782449361092,-3.009046103146689,0.009910755575980165,0.0650720561684794,0.4256950541913296,0
O43399,TPD54_HUMAN,TPD52L2,Tumor protein D54,-0.03543643986464673,-0.18508376938639412,0.11421088965710066,19.984030059924294,-0.47366174395106275,-6.170272899083874,0.6374587045792488,0.7989017341974803,0.9841708034239938,0
O43414,ERI3_HUMAN,ERI3,ERI1 exoribonuclease 3,0.014426383264535048,-0.31494498235188556,0.34379774888095566,18.9066798916157,0.08784923190319853,-6.222289442327845,0.9303272884035205,0.9678933096483202,0.9989586859986329,0
O43488,ARK72_HUMAN,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,0.4509789734468832,0.2579729071560476,0.6439850397377188,21.11250272853127,4.670732048128889,2.834804896526453,1.6568113359577152e-5,0.001153122511061871,0.006982206211743022,1
O43561,LAT_HUMAN,LAT,Linker for activation of T-cells family member 1,-0.04233428895705771,-0.40614581365919367,0.32147723574507825,24.547391195702293,-0.2326030667281834,-6.268859254912531,0.8168351704710068,0.904583656398382,0.991471588268371,0
O43583,DENR_HUMAN,DENR,Density-regulated protein,-0.09432610784291384,-0.269295716513961,0.08064350082813335,20.954578459446697,-1.077628113899334,-5.730545090231246,0.28537144733794517,0.5236790172353392,0.8884459128085491,0
O43598,DNPH1_HUMAN,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,-0.03930159934758137,-0.29202750326349325,0.2134243045683305,21.713022240201596,-0.31095782919753856,-6.233789138574723,0.756891951702802,0.8683817645559152,0.9891128370005214,0
O43615,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,0.2925504388911868,0.06238917138895822,0.5227117063934155,20.837313317922387,2.540786260963599,-3.2844377848401964,0.013575567284515144,0.07974697765177471,0.2842742546139655,0
O43617,TPPC3_HUMAN,TRAPPC3,Trafficking protein particle complex subunit 3,0.5507603172050075,0.059414525253735695,1.0421061091562793,16.10923959531714,2.3456985012499048,-3.419646863198023,0.029966058890356365,0.13465517488551162,0.14487319934055598,0
O43633,CHM2A_HUMAN,CHMP2A,Charged multivesicular body protein 2a,0.1901577935101315,0.022142429853248435,0.3581731571670146,19.414827915828518,2.263874408687937,-3.8696264322912266,0.027207128141494192,0.12773451318495405,0.5038980949859168,0
O43674,NDUB5_HUMAN,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",-0.02334411777289702,-0.3070577964767065,0.26036956093091246,23.470591374779108,-0.16447383146746936,-6.282136127808616,0.8698927618201966,0.9367048018985527,0.9967514602329497,0
O43676,NDUB3_HUMAN,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,-0.12390262628748161,-0.4379411710585213,0.1901359184835581,23.907080382867942,-0.788673365975694,-5.991515370814667,0.43330591822955855,0.6499359002235106,0.9015667773783057,0
O43678,NDUA2_HUMAN,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,-0.15526581604254375,-0.42871533623244246,0.11818370414735496,24.54724018838515,-1.1350063818175127,-5.669441913738855,0.26073806182285014,0.49622818462756,0.8116270351502597,0
O43684,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3,0.4936093242980615,-0.021311978795730768,1.0085306273918537,16.052906865050232,1.9480265764017066,-4.0186029048698195,0.0596935476010807,0.2071543409324632,0.2487633209986588,0
O43707,ACTN4_HUMAN,ACTN4,Alpha-actinin-4,-1.7874272059078464,-2.7461162389774447,-0.8287381728382481,24.428062655549862,-3.7269213132016104,-0.1617917350812128,4.2128251151284725e-4,0.008303672934877018,9.26127369136378e-7,-1
O43708,MAAI_HUMAN,GSTZ1,Maleylacetoacetate isomerase,-0.2856164960720484,-0.697693939062266,0.12646094691816911,19.953186838865808,-1.3921251296470514,-5.250759579876041,0.17003971785146638,0.38742527263448945,0.6028822455520729,0
O43741,AAKB2_HUMAN,PRKAB2,5'-AMP-activated protein kinase subunit beta-2,0.08152143933488532,-0.12072581861535761,0.2837686972851282,19.888380277047407,0.8057286669614317,-5.978300469520751,0.4234763674067481,0.644407236364972,0.9323491464217838,0
O43747,AP1G1_HUMAN,AP1G1,AP-1 complex subunit gamma-1,0.1911654239585303,-0.3721957258878845,0.7545265738049451,16.55714884081572,0.6911504546580326,-5.535191921714343,0.494447024975476,0.6918310668818536,0.8740298717703971,0
O43760,SNG2_HUMAN,SYNGR2,Synaptogyrin-2,-0.26987498814660427,-0.620670085696655,0.08092010940344652,20.200537825642883,-1.5444449431847789,-5.051196837783119,0.1286576026067307,0.32559198349212354,0.5749881625712642,0
O43765,SGTA_HUMAN,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,0.27363764073164987,0.08888840800266709,0.45838687346063267,22.263135225776296,2.960689154696028,-2.2778958107938525,0.00434377584546748,0.03840488970939914,0.22575200173734566,0
O43768,ENSA_HUMAN,ENSA,Alpha-endosulfine,0.09228709794004786,-0.19375193605451124,0.37832613193460696,21.596754635519606,0.6455859192642708,-6.0608478722365025,0.5210483753493219,0.7157183104896303,0.9416109418305311,0
O43772,MCAT_HUMAN,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,0.3142125576981698,-0.003852607138806363,0.6322777225351459,20.89758237991226,1.9747269350980687,-4.439996102938782,0.052753198171929264,0.18996571191021785,0.39674779836495316,0
O43776,SYNC_HUMAN,NARS1,"Asparagine--tRNA ligase, cytoplasmic",-0.43831162839942905,-0.6785212332210504,-0.19810202357780776,20.29266896343932,-3.653838755312288,-0.3939416461080736,5.633809788502999e-4,0.009791654533241162,0.03765640121216015,-1
