gene,trait,cor,ci_lo,ci_hi,pval,padj,stars,module
KLHDC8B,BMI,-0.3021779370275854,-0.5974098870567722,0.06518800442687894,0.10459643187075776,0.4068828373606558,,Grey
ZNF33A,BMI,-0.25291379661430324,-0.561977301461731,0.11811798955529472,0.1775145900418294,0.5145653027908375,,Grey
LMOD2,Baseline VL,0.2163371756120488,-0.15609828928124134,0.5349152997617082,0.25086965807579775,0.5970803950846094,,Brown
PDLIM5,Baseline VL,0.16489502608632992,-0.20771376569608055,0.4957154762535373,0.383878075289364,0.6839615489524024,,Brown
VIM,Baseline VL,0.22265530194312927,-0.14961545166018994,0.5396370763946718,0.2369555342159464,0.576378326471221,,Brown
RPL27,Baseline VL,0.1400478770992754,-0.23192300684701106,0.47628611255419107,0.4604359675820793,0.7241924849120103,,Brown
LMNA,Baseline VL,0.09600572115256671,-0.2737312938473835,0.4410209522755396,0.6137910619776012,0.8173842886728684,,Brown
MYOM3,Baseline VL,0.1419532378740436,-0.2300827338556669,0.477787735082461,0.45429492373133973,0.7241924849120103,,Brown
MYOM2,Baseline VL,0.2984449137707059,-0.06927252671625866,0.5947647255401433,0.1091682715738601,0.4068828373606558,,Brown
DES,Baseline VL,0.2530669133031977,-0.11795668185513522,0.5620892143231847,0.17724342981311036,0.5145653027908375,,Brown
TTN,Baseline VL,0.2141722881078955,-0.15831225826745732,0.5332928064202459,0.255758728941233,0.5970803950846094,,Brown
SYNPO2L,Baseline VL,0.2830580794211213,-0.08597903727986754,0.5837937047092123,0.1295985039900378,0.45443631269234036,,Brown
XPNPEP1,Baseline VL,0.0765250817115157,-0.2917886463987058,0.4250751392736401,0.6877390220761503,0.8674236245873878,,Brown
NT5C1A,Baseline VL,0.06839516536159242,-0.2992477225269472,0.4183558190008694,0.7195062781908981,0.8830304323251931,,Brown
TMOD4,Baseline VL,0.25681452804609284,-0.1140024736386057,0.5648248194976904,0.17069730249510096,0.5103815179951154,,Brown
FBN1,Baseline VL,0.2508902676860339,-0.12024792980236955,0.5604972421845091,0.18112559120776012,0.5145653027908375,,Brown
CORO6,Baseline VL,0.14575194277309536,-0.2264058365129677,0.4807756644980582,0.44218291145178146,0.7241924849120103,,Brown
NACA,Baseline VL,0.13046440286119157,-0.24113890506080385,0.4687034796778156,0.49197863560345034,0.7241924849120103,,Blue
EIF2B1,Baseline VL,-0.2146713266792758,-0.5336670234686133,0.1578022376530545,0.2546262162003497,0.5970803950846094,,Blue
MOB4,Baseline VL,-0.3151809089676906,-0.6065736994812713,0.050863909599008314,0.08978882029804884,0.40404969134121976,,Blue
S100A16,Baseline VL,-0.041594611534252215,-0.39593071014499814,0.32352268203748463,0.8272446738970859,0.9424306411485789,,Blue
KPNB1,Baseline VL,0.19818734766802323,-0.17454449155188845,0.5212396419638137,0.29378695089827356,0.6396973930849504,,Blue
ARHGAP1,Baseline VL,0.010508188781143839,-0.3510901829550554,0.3693790247593577,0.9560496475432197,0.9792678177707625,,Blue
SPAG9,Baseline VL,-0.12204522403144644,-0.4620006751911484,0.24918023886969376,0.5205657436746036,0.7384349603385951,,Blue
CCT6A,Baseline VL,-0.3032072653980142,-0.5981381247787194,0.06405958586423896,0.10336145776529684,0.4068828373606558,,Blue
S100A6,Baseline VL,-0.09227372092720103,-0.4379829104506322,0.27721093044167977,0.6277008578906041,0.8173842886728684,,Blue
HRC,Baseline VL,-0.016330062327694767,-0.3743966276226083,0.3459746045865628,0.9317459469556031,0.9792678177707625,,Blue
FARSA,Baseline VL,0.12949408592460643,-0.24206828384641965,0.4679329569076488,0.4952321793915241,0.7241924849120103,,Blue
MAPT,Baseline VL,0.0629635740590748,-0.30420621295261774,0.4138451992482611,0.740991969072225,0.8927426772722363,,Blue
PSMD7,Baseline VL,0.13344068639481857,-0.2382839344471888,0.4710637220053393,0.4820669827178453,0.7241924849120103,,Blue
BCAP31,Baseline VL,-0.1719324240064281,-0.5011588827634764,0.20077307661779473,0.3636199751296476,0.676851426537768,,Blue
TNPO1,Baseline VL,-0.16115285624430414,-0.4928102946143065,0.2113892935199604,0.3949108666786416,0.6839615489524024,,Blue
EPM2A,Baseline VL,-0.22867896429494067,-0.5441202961492054,0.1434048055635657,0.2241790575027289,0.5604476437568222,,Grey
HEBP2,Baseline VL,-0.11993823867125106,-0.46031713220395765,0.2511846883768179,0.527844249427218,0.7384349603385951,,Grey
GDI1,Baseline VL,-0.014630343344632273,-0.37293388275131056,0.34747034764949114,0.938836252231148,0.9792678177707625,,Grey
SKP1,Baseline VL,-0.18333478133362255,-0.5099236110460119,0.1894474204897733,0.33217109121137234,0.6427671225428464,,Grey
UBE2D3,Baseline VL,0.13809544833696819,-0.23380598187515775,0.47474535833471765,0.46677395192914106,0.7241924849120103,,Grey
GPX3,Baseline VL,-0.1731875637837533,-0.5021269995676437,0.19953124077224288,0.3600745787249622,0.676851426537768,,Grey
CMPK1,Baseline VL,0.058998988547053016,-0.30781295846265605,0.4105419290661686,0.7567971303723302,0.900155177094842,,Grey
ATP6V1E1,Baseline VL,0.0773964865918634,-0.2909864784427026,0.4257930772373019,0.6843636434338207,0.8674236245873878,,Grey
LRRC47,Baseline VL,0.1623801519377304,-0.21018501401512774,0.4937639041501874,0.39127270973277584,0.6839615489524024,,Grey
EIF4H,Baseline VL,0.03692708656921438,-0.32770177982566373,0.3919815076155442,0.8463876633861993,0.9561701636580494,,Grey
HDHD2,Baseline VL,-0.07980509409005876,-0.4277752149322661,0.2887665476945731,0.675065047570944,0.863827312057606,,Grey
IDE,Baseline VL,0.005345681526336719,-0.3556084017881646,0.3649121255054066,0.9776338323527676,0.9792678177707625,,Grey
MAPK12,Baseline VL,-0.5136758160191277,-0.7374680339596273,-0.18824317391131531,0.0036915922871319728,0.04530590534207422,*,Grey
KLHDC8B,Baseline VL,-0.1467655837298496,-0.4815716464067453,0.22542290250738667,0.43898075720742236,0.7241924849120103,,Grey
ZNF33A,Baseline VL,0.008262067533443865,-0.3530580566040869,0.3674375869279168,0.9654377060670942,0.9792678177707625,,Grey
LMOD2,Baseline LBM,-0.1336779252672762,-0.47125164857399177,0.23805608860485214,0.4812813704552541,0.7241924849120103,,Brown
PDLIM5,Baseline LBM,0.12508119767203502,-0.24628640605069577,0.46442220612012564,0.5101647956026625,0.732683483046377,,Brown
VIM,Baseline LBM,-0.12940076054653304,-0.4678588206597724,0.24215763585250105,0.495545677801127,0.7241924849120103,,Brown
RPL27,Baseline LBM,-0.13482813806799682,-0.4721623446210929,0.23695083596372984,0.4774818203255934,0.7241924849120103,,Brown
LMNA,Baseline LBM,-0.09472151170829494,-0.4399764306439785,0.274929756284451,0.6185630376987991,0.8173842886728684,,Brown
MYOM3,Baseline LBM,0.07456003571493801,-0.293595661377975,0.4234545549755591,0.6953721441551979,0.8674236245873878,,Brown
MYOM2,Baseline LBM,0.2460510882977585,-0.12532776850450048,0.5569497077283484,0.189969339853524,0.5233849159229743,,Brown
DES,Baseline LBM,0.03317237862982544,-0.33105325715841283,0.3887951158269128,0.8618498857611672,0.9615680543616328,,Brown
TTN,Baseline LBM,0.010312292957637217,-0.3512619386129508,0.36920982655318785,0.9568682170092222,0.9792678177707625,,Brown
SYNPO2L,Baseline LBM,0.021589510790020854,-0.3413346248977061,0.378911545641021,0.9098411275246774,0.9775704578129205,,Brown
XPNPEP1,Baseline LBM,0.05770717909546512,-0.3089858975588782,0.40946360400260673,0.7619682274396331,0.9002352889410526,,Brown
NT5C1A,Baseline LBM,0.01151892470952293,-0.35020361277915724,0.37025163484352697,0.9518269048054511,0.9792678177707625,,Brown
TMOD4,Baseline LBM,0.16177982076353048,-0.21077422812288044,0.49329754600416625,0.3930499032288246,0.6839615489524024,,Brown
FBN1,Baseline LBM,0.15049499407732364,-0.22179993592487462,0.4844954938075415,0.427308378926582,0.7166041137278084,,Brown
CORO6,Baseline LBM,-0.1292042979046045,-0.46770273818361585,0.24234571340827976,0.4962059618841552,0.7241924849120103,,Brown
NACA,Baseline LBM,-0.12069338634414034,-0.4609207989209706,0.2504666555376547,0.5252299926057287,0.7384349603385951,,Blue
EIF2B1,Baseline LBM,0.020974602330644743,-0.34187802280092844,0.37838456060310316,0.9123990939587259,0.9775704578129205,,Blue
MOB4,Baseline LBM,-0.2560506674929055,-0.5642677813582467,0.11480939769456418,0.1720174745835389,0.5103815179951154,,Blue
S100A16,Baseline LBM,-0.10751786514048484,-0.45034288595874894,0.26293629411588226,0.5717202091024494,0.788612070193757,,Blue
KPNB1,Baseline LBM,0.10981747415329335,-0.26076876637502117,0.45219607628460246,0.563474499594562,0.7842170870645965,,Blue
ARHGAP1,Baseline LBM,-0.3596245633951406,-0.6373213701252352,7.406144377975518e-4,0.0509487051073274,0.28346429908219467,,Blue
SPAG9,Baseline LBM,-0.33941025318523715,-0.6234451801660822,0.023764921914449875,0.06651543313115933,0.3388522065172268,,Blue
CCT6A,Baseline LBM,-0.19916712481848753,-0.5219821521755874,0.17355535116953652,0.2913581262229978,0.6395666185382879,,Blue
S100A6,Baseline LBM,-0.3153022804126056,-0.6066588725227768,0.05072949341710909,0.08965855864191971,0.40404969134121976,,Blue
HRC,Baseline LBM,0.024361565808132875,-0.33888192939964484,0.38128436141764094,0.89832094222556,0.9774400283911935,,Blue
FARSA,Baseline LBM,0.33636268406761566,-0.02720303255361897,0.6213375275049828,0.06915284880244306,0.3457642440122153,,Blue
MAPT,Baseline LBM,-0.23212369748978248,-0.546676030537167,0.139839921590471,0.21708582491733253,0.5477866610063531,,Blue
PSMD7,Baseline LBM,-0.013829921384236036,-0.37224443791953793,0.34817407681713214,0.9421767992519371,0.9792678177707625,,Blue
BCAP31,Baseline LBM,-0.13356099746931863,-0.4711590291355929,0.2381683919785591,0.48166849240347676,0.7241924849120103,,Blue
TNPO1,Baseline LBM,-0.16408116334297004,-0.4950842745685568,0.20851403115570893,0.38626222417434863,0.6839615489524024,,Blue
EPM2A,Baseline LBM,-0.07865762336321111,-0.4268313334284656,0.2898246265513317,0.6794891924960402,0.8653871791223154,,Grey
HEBP2,Baseline LBM,-0.13039312151701404,-0.4686468931076592,0.24120720221345984,0.4922172776151198,0.7241924849120103,,Grey
GDI1,Baseline LBM,0.06221909912943966,-0.30488429596218924,0.4132256107841917,0.7439522310601969,0.8927426772722363,,Grey
SKP1,Baseline LBM,-0.03411627339564794,-0.3895969430963628,0.3302115942004505,0.8579579014749766,0.9611976489553681,,Grey
UBE2D3,Baseline LBM,-0.16106306966101896,-0.49274049909397016,0.21147735190297837,0.3951777838391658,0.6839615489524024,,Grey
GPX3,Baseline LBM,-0.09813899825328416,-0.44275400626764694,0.2717379152378193,0.6058981956289653,0.8173842886728684,,Grey
CMPK1,Baseline LBM,-0.09041535202350805,-0.43646715100103844,0.2789400263326945,0.6346746253872284,0.8199145878208215,,Grey
ATP6V1E1,Baseline LBM,-0.1935680482342942,-0.5177323703046411,0.17919782311036872,0.3054103541648568,0.6427671225428464,,Grey
LRRC47,Baseline LBM,0.18992975951595661,-0.18285121210807745,0.5149622538194707,0.31476533091716175,0.6427671225428464,,Grey
EIF4H,Baseline LBM,-0.056468509426526294,-0.40842871301709394,0.3101095400956545,0.7669360626392796,0.9002352889410526,,Grey
HDHD2,Baseline LBM,-0.3593945928627589,-0.6371645122687142,0.001004719636271939,0.051107907056342675,0.28346429908219467,,Grey
IDE,Baseline LBM,-0.4058684135334856,-0.6684025471737179,-0.05340871453774677,0.02605831066442809,0.1675177114141806,,Grey
MAPK12,Baseline LBM,-0.1710935031309991,-0.5005113448871005,0.20160243797061336,0.3660011417574597,0.676851426537768,,Grey
KLHDC8B,Baseline LBM,-0.48916840727995886,-0.7221682435737496,-0.1564751665997236,0.00608305358132706,0.06569697867833225,,Grey
ZNF33A,Baseline LBM,-0.09570373505822699,-0.4407754135826767,0.274013219537968,0.6149118275956854,0.8173842886728684,,Grey
LMOD2,Delta VL,0.10680404591089276,-0.2702816135892469,0.45548027223114207,0.5813326560659171,0.792726349180796,,Brown
PDLIM5,Delta VL,0.024057320340994885,-0.3454946336078346,0.38714944557759545,0.9014169150718785,0.9774400283911935,,Brown
VIM,Delta VL,-0.04394217056013124,-0.4039423348781035,0.32784344397963966,0.8209401420125326,0.9392111794211179,,Brown
RPL27,Delta VL,0.005307468335545418,-0.36190218789480977,0.3710912929808196,0.9782009254757792,0.9792678177707625,,Brown
LMNA,Delta VL,0.051216451797435225,-0.32132077703045553,0.41002549177225006,0.7918955263519611,0.9137256073291858,,Brown
MYOM3,Delta VL,-0.12638345601674908,-0.4710690936851067,0.25178496543038775,0.5135721106788083,0.733674443826869,,Brown
MYOM2,Delta VL,-0.13440588846781834,-0.47739484728515175,0.2441255407635708,0.48697750705035403,0.7241924849120103,,Brown
DES,Delta VL,-0.1984156955933964,-0.5266249544865347,0.18127218216524912,0.30216360786682844,0.6427671225428464,,Brown
TTN,Delta VL,-0.21517343166119765,-0.5391597406821902,0.1642884051111076,0.2623016677405305,0.6053115409396856,,Brown
SYNPO2L,Delta VL,-0.1911347426086776,-0.5211339607028361,0.18858143602945876,0.32060650953170505,0.6427671225428464,,Brown
XPNPEP1,Delta VL,0.27833219623277156,-0.0981898618411957,0.5851468506017543,0.14374025008867583,0.4732910673651521,,Brown
NT5C1A,Delta VL,0.14788636819922985,-0.2311477960924942,0.48794485260783116,0.44392295886355293,0.7241924849120103,,Brown
TMOD4,Delta VL,-0.09090607856191198,-0.4426632809543329,0.2850983917283634,0.6390813573495457,0.8216760308779875,,Brown
FBN1,Delta VL,-0.3017764229068165,-0.6017291846688977,0.07277879099210853,0.11161449829694278,0.4068828373606558,,Brown
CORO6,Delta VL,-0.05669394718945342,-0.4145851047736156,0.3163858016092865,0.7702013027606784,0.9002352889410526,,Brown
NACA,Delta VL,0.2419156615249482,-0.1367113150048642,0.5588699903692192,0.2061112348828254,0.5352236756728754,,Blue
EIF2B1,Delta VL,0.19928506679588007,-0.1803966192925998,0.5272787731223604,0.30000690880859526,0.6427671225428464,,Blue
MOB4,Delta VL,0.3366350129844216,-0.034074762882464214,0.6259160211201517,0.07416040953047175,0.3640601922404977,,Blue
S100A16,Delta VL,0.3018691115073894,-0.07267735185688072,0.6017942350285417,0.11149912713652996,0.4068828373606558,,Blue
KPNB1,Delta VL,0.03539959386528419,-0.3354583719312423,0.3967576772369752,0.855344096407769,0.9611976489553681,,Blue
ARHGAP1,Delta VL,0.12742167196096435,-0.25079638944036786,0.47188973747448104,0.5100907221039983,0.732683483046377,,Blue
SPAG9,Delta VL,0.10847629140527894,-0.2687126424457725,0.45682009211853375,0.5753947326969264,0.788612070193757,,Blue
CCT6A,Delta VL,-0.30474304362638427,-0.6038092344015109,0.06952824812523735,0.10796575705690448,0.4068828373606558,,Blue
S100A6,Delta VL,0.17717861589223738,-0.20247518682103918,0.5105318997314267,0.35784980389897947,0.676851426537768,,Blue
HRC,Delta VL,0.1335966597353871,-0.24490030032901333,0.47675837195863185,0.48962788421109216,0.7241924849120103,,Blue
FARSA,Delta VL,-0.36194934282933994,-0.6431385222190501,0.005253207010761494,0.05367982024333781,0.2898710293140242,,Blue
MAPT,Delta VL,0.019462746922587783,-0.3495362453992729,0.3832347319933518,0.9201783597629011,0.9781423509290682,,Blue
PSMD7,Delta VL,0.18688973084431246,-0.19282362226572705,0.5179198914174022,0.3316724182445704,0.6427671225428464,,Blue
BCAP31,Delta VL,0.2731625816213378,-0.10372787890501287,0.5814554741957407,0.15164259419685117,0.47830463266131257,,Blue
TNPO1,Delta VL,0.1344955822288463,-0.24403963775723042,0.47746537115428217,0.4866841937489985,0.7241924849120103,,Blue
EPM2A,Delta VL,0.492047099959102,0.15316243851744432,0.7273787145202146,0.0067034190153899,0.06961242823674127,,Grey
HEBP2,Delta VL,-0.3017644456761155,-0.6017207785642514,0.07279189840245896,0.11162941304799547,0.4068828373606558,,Grey
GDI1,Delta VL,-0.12338048624746503,-0.4686920731702119,0.25463991930043217,0.5237070180615404,0.7384349603385951,,Grey
SKP1,Delta VL,0.5147328374270034,0.1826925712524048,0.7413760621513124,0.004276465654018299,0.050201988112388726,,Grey
UBE2D3,Delta VL,0.3077324747093357,-0.06624465259513175,0.6059011658870773,0.10437978024372097,0.4068828373606558,,Grey
GPX3,Delta VL,-0.09345006985623659,-0.4447239604150124,0.28273942807994773,0.6296886371998394,0.8173842886728684,,Grey
CMPK1,Delta VL,0.41390461400502215,0.05587509874776659,0.677616898542943,0.025609809961635664,0.1675177114141806,,Grey
ATP6V1E1,Delta VL,0.3006505360808951,-0.0740103519534459,0.6009387012037118,0.11302301037795993,0.4068828373606558,,Grey
LRRC47,Delta VL,-0.031812486688802766,-0.3937275154939124,0.33864156795116623,0.8698720974001332,0.9638649927895309,,Grey
EIF4H,Delta VL,-0.18627776745764496,-0.5174557772157948,0.19343400991695756,0.33328665613332775,0.6427671225428464,,Grey
