module,trait,cor,pval,pval_raw,stars,label,xpos
MEmagenta,VL_Pre_Y,0.1437711537423912,0.8185023832518747,0.595274460546818,,0.14,2
MEgreen,LBM_Pre_Y,0.4650190015500708,0.38241828620693585,0.06953059749217015,,0.47,3
MEpink,LBM_Pre_Y,0.1694601892220663,0.6824267893742292,0.5303840064188579,,0.17,3
MEturquoise,LBM_Pre_Y,0.02414262760375377,0.9292813783736412,0.9292813783736412,,0.02,3
MEred,LBM_Pre_Y,0.1790959066577209,0.6824267893742292,0.5069009950271308,,0.18,3
MEyellow,LBM_Pre_Y,0.1719666717458461,0.6824267893742292,0.5242286887892826,,0.17,3
MEbrown,LBM_Pre_Y,0.1688883140984468,0.6824267893742292,0.531792943724657,,0.17,3
MEblack,LBM_Pre_Y,-0.15823245225195562,0.6824267893742292,0.5583491913061874,,-0.16,3
MEpurple,LBM_Pre_Y,-0.22724608433593735,0.6824267893742292,0.3973265621735472,,-0.23,3
MEblue,LBM_Pre_Y,-0.5637584532195113,0.25236098488487824,0.02294190771680711,,-0.56,3
MEmagenta,LBM_Pre_Y,0.10243587251351942,0.7763810175189544,0.7058009250172312,,0.10,3
MEgreen,BMI_Pre_O,-0.3252304106171806,0.4060515932034556,0.23687369267031247,,-0.33,4.3
MEpink,BMI_Pre_O,-0.2862429794089551,0.4060515932034556,0.3010031625521198,,-0.29,4.3
MEturquoise,BMI_Pre_O,-0.5204869819435861,0.2567672827616778,0.04668496050212324,,-0.52,4.3
MEred,BMI_Pre_O,0.5472808473651187,0.2567672827616778,0.03472591687120759,,0.55,4.3
MEyellow,BMI_Pre_O,0.3780753095834694,0.4060515932034556,0.16468950017424325,,0.38,4.3
MEbrown,BMI_Pre_O,0.3015620060654216,0.4060515932034556,0.2747001252451713,,0.30,4.3
MEblack,BMI_Pre_O,0.18325606315979487,0.5646027345135629,0.513275213194148,,0.18,4.3
MEpurple,BMI_Pre_O,0.2946273754425294,0.4060515932034556,0.2864303708223901,,0.29,4.3
MEblue,BMI_Pre_O,0.45851959093197775,0.31391301011640943,0.08561263912265712,,0.46,4.3
MEmagenta,BMI_Pre_O,0.2690438839183286,0.4060515932034556,0.33222403080282725,,0.27,4.3
MEgreen,VL_Pre_O,0.04021159726829569,0.9895368769101645,0.8868556471486613,,0.04,5.3
MEpink,VL_Pre_O,0.0105970803930184,0.9895368769101645,0.970100431510838,,0.01,5.3
MEturquoise,VL_Pre_O,-0.07049389287204061,0.9895368769101645,0.80286148693657,,-0.07,5.3
MEred,VL_Pre_O,0.08902294648699417,0.9895368769101645,0.7523822232937354,,0.09,5.3
MEyellow,VL_Pre_O,-0.05693162350130577,0.9895368769101645,0.8402853968392845,,-0.06,5.3
MEbrown,VL_Pre_O,0.22026198676284853,0.9895368769101645,0.4302143410294572,,0.22,5.3
MEblack,VL_Pre_O,0.1763550307939648,0.9895368769101645,0.529529774461539,,0.18,5.3
MEpurple,VL_Pre_O,0.12040619440598542,0.9895368769101645,0.6690618211899046,,0.12,5.3
MEblue,VL_Pre_O,-0.00370769652686735,0.9895368769101645,0.9895368769101645,,-0.00,5.3
MEmagenta,VL_Pre_O,-0.12131048435238206,0.9895368769101645,0.6667082442824781,,-0.12,5.3
MEgreen,LBM_Pre_O,0.15449605180070622,0.9234117758016674,0.5824775682235237,,0.15,6.3
MEpink,LBM_Pre_O,-0.01871242276140334,0.9472260784374548,0.9472260784374548,,-0.02,6.3
MEturquoise,LBM_Pre_O,-0.21921306421681697,0.9234117758016674,0.4324691018384935,,-0.22,6.3
MEred,LBM_Pre_O,0.13710031872577708,0.9234117758016674,0.6260928549414834,,0.14,6.3
MEyellow,LBM_Pre_O,0.05722750523728148,0.9234117758016674,0.8394652507287885,,0.06,6.3
MEbrown,LBM_Pre_O,0.40325051765822906,0.9234117758016674,0.13610894070920787,,0.40,6.3
MEblack,LBM_Pre_O,0.132459744112701,0.9234117758016674,0.6379327110740662,,0.13,6.3
MEpurple,LBM_Pre_O,0.3158458407722711,0.9234117758016674,0.2514625498421845,,0.32,6.3
MEblue,LBM_Pre_O,-0.07658615355111806,0.9234117758016674,0.7861741714015906,,-0.08,6.3
MEmagenta,LBM_Pre_O,0.2751444668454241,0.9234117758016674,0.32094668976955965,,0.28,6.3
MEgreen,delta_VL_Y,-0.6932169701367423,0.04578728596518783,0.0041624805422898,*,-0.69*,7.6
MEpink,delta_VL_Y,0.01729574092234935,0.976348100705682,0.9512169305858806,,0.02,7.6
MEturquoise,delta_VL_Y,-0.0707698489233261,0.976348100705682,0.8021038490374827,,-0.07,7.6
MEred,delta_VL_Y,0.41401891409259894,0.6874060991625256,0.1249829271204592,,0.41,7.6
MEyellow,delta_VL_Y,0.18769731069295736,0.976348100705682,0.5029368622813533,,0.19,7.6
MEbrown,delta_VL_Y,-0.0083821197528361,0.976348100705682,0.976348100705682,,-0.01,7.6
MEblack,delta_VL_Y,0.03752924136174528,0.976348100705682,0.8943627327668,,0.04,7.6
MEpurple,delta_VL_Y,-0.05149122545612088,0.976348100705682,0.8553918610089029,,-0.05,7.6
MEblue,delta_VL_Y,0.2723236957164833,0.976348100705682,0.3261334344789203,,0.27,7.6
MEmagenta,delta_VL_Y,0.08582506435778704,0.976348100705682,0.7610339422473249,,0.09,7.6
MEgreen,delta_LBM_Y,0.02875595412864848,0.9189715127845915,0.9189715127845915,,0.03,8.6
MEpink,delta_LBM_Y,0.38221648346042736,0.8376342667781608,0.15973644373527757,,0.38,8.6
MEturquoise,delta_LBM_Y,0.1162100677095292,0.8376342667781608,0.6800201503813657,,0.12,8.6
MEred,delta_LBM_Y,-0.17169923922991226,0.8376342667781608,0.540624075892084,,-0.17,8.6
MEyellow,delta_LBM_Y,-0.084846333676463645,0.8400558774995842,0.7636871613632583,,-0.08,8.6
MEbrown,delta_LBM_Y,-0.6164715695285108,0.1582214986702882,0.01438377260638983,,-0.62,8.6
MEblack,delta_LBM_Y,-0.21230362625776353,0.8376342667781608,0.44747077307308514,,-0.21,8.6
MEpurple,delta_LBM_Y,0.15154718844456724,0.8376342667781608,0.5897826506892616,,0.15,8.6
MEblue,delta_LBM_Y,0.27882896057970297,0.8376342667781608,0.3142436036912258,,0.28,8.6
MEmagenta,delta_LBM_Y,0.20557191567568728,0.8376342667781608,0.462332464924333,,0.21,8.6
MEgreen,delta_VL_O,0.34325875492724217,0.5791285794421094,0.2103545541632578,,0.34,9.9
MEpink,delta_VL_O,0.29933422517819097,0.5791285794421094,0.2784365973119902,,0.30,9.9
MEturquoise,delta_VL_O,0.2636765813859449,0.5791285794421094,0.34232918515136446,,0.26,9.9
MEred,delta_VL_O,-0.3149886686854787,0.5791285794421094,0.2528218904015594,,-0.31,9.9
MEyellow,delta_VL_O,-0.3434668701822128,0.5791285794421094,0.21005995914576767,,-0.34,9.9
MEbrown,delta_VL_O,-0.08201667786631656,0.8125899266096144,0.7713716562962196,,-0.08,9.9
MEblack,delta_VL_O,0.0669556642476228,0.8125899266096144,0.8125899266096144,,0.07,9.9
MEpurple,delta_VL_O,0.1366555291226706,0.8125899266096144,0.6272240721755937,,0.14,9.9
MEblue,delta_VL_O,-0.09298033592989054,0.8125899266096144,0.7417135417945073,,-0.09,9.9
MEmagenta,delta_VL_O,-0.2501566547464882,0.5791285794421094,0.3685363687358878,,-0.25,9.9
MEgreen,delta_LBM_O,0.15815231951698966,0.7885240997198533,0.5734720725235296,,0.16,10.9
MEpink,delta_LBM_O,0.08956669753007737,0.8071844352240202,0.750913817817217,,0.09,10.9
MEturquoise,delta_LBM_O,0.2076503588571149,0.7885240997198533,0.45771823129471334,,0.21,10.9
MEred,delta_LBM_O,-0.43101389916439486,0.7036927964879034,0.10871849504791704,,-0.43,10.9
MEyellow,delta_LBM_O,-0.3566619546532248,0.7036927964879034,0.19191621722397367,,-0.36,10.9
MEbrown,delta_LBM_O,0.20142641833497615,0.7885240997198533,0.4716032970167182,,0.20,10.9
MEblack,delta_LBM_O,0.17506789285430183,0.7885240997198533,0.5325866870514476,,0.18,10.9
MEpurple,delta_LBM_O,-0.40257428825321506,0.7036927964879034,0.13682928407051795,,-0.40,10.9
MEblue,delta_LBM_O,-0.06892046360593194,0.8071844352240202,0.8071844352240202,,-0.07,10.9
MEmagenta,delta_LBM_O,-0.3071261438006334,0.7301250990264396,0.2655000360096144,,-0.31,10.9
