sample_id,subject,age,time,group,module,eigengene
O_S16_Pre,O_S16,Old,Pre,Old_Pre,turquoise,0.10633815631083235
O_S16_Pre,O_S16,Old,Pre,Old_Pre,yellow,-0.04321604276695166
O_S16_Pre,O_S16,Old,Pre,Old_Pre,blue,-0.09734029912807668
O_S17_Pre,O_S17,Old,Pre,Old_Pre,green,-0.052730532386457585
O_S17_Pre,O_S17,Old,Pre,Old_Pre,turquoise,0.05959829251039632
O_S17_Pre,O_S17,Old,Pre,Old_Pre,yellow,0.07266528420288591
O_S17_Pre,O_S17,Old,Pre,Old_Pre,blue,-0.06448635674031511
O_S24_Pre,O_S24,Old,Pre,Old_Pre,green,-0.11515776198919926
O_S24_Pre,O_S24,Old,Pre,Old_Pre,turquoise,0.16856302428124742
O_S24_Pre,O_S24,Old,Pre,Old_Pre,yellow,0.16249031498374467
O_S24_Pre,O_S24,Old,Pre,Old_Pre,blue,-0.1402511871217256
O_S28_Pre,O_S28,Old,Pre,Old_Pre,green,0.006994548209703464
O_S28_Pre,O_S28,Old,Pre,Old_Pre,turquoise,-0.09375876357880474
O_S28_Pre,O_S28,Old,Pre,Old_Pre,yellow,0.15582023840141507
O_S28_Pre,O_S28,Old,Pre,Old_Pre,blue,-0.1234400864531996
O_S29_Pre,O_S29,Old,Pre,Old_Pre,green,0.07187348868488301
O_S29_Pre,O_S29,Old,Pre,Old_Pre,turquoise,0.18141609753354582
O_S29_Pre,O_S29,Old,Pre,Old_Pre,yellow,-0.11443059152492233
O_S29_Pre,O_S29,Old,Pre,Old_Pre,blue,-0.1233976607283436
O_S32_Pre,O_S32,Old,Pre,Old_Pre,green,0.08900743971885701
O_S32_Pre,O_S32,Old,Pre,Old_Pre,turquoise,0.12880321889023671
O_S32_Pre,O_S32,Old,Pre,Old_Pre,yellow,-0.107511136952098
O_S32_Pre,O_S32,Old,Pre,Old_Pre,blue,-0.027007648161477736
O_S35_Pre,O_S35,Old,Pre,Old_Pre,green,0.19692739078523724
O_S35_Pre,O_S35,Old,Pre,Old_Pre,turquoise,0.2453017581432008
O_S35_Pre,O_S35,Old,Pre,Old_Pre,yellow,-0.19657863665508224
O_S35_Pre,O_S35,Old,Pre,Old_Pre,blue,-0.12236098960428482
OP_S06_Post,OP_S06,Old,Post,Old_Post,green,-0.168781005628938
OP_S06_Post,OP_S06,Old,Post,Old_Post,turquoise,0.03808338595165346
OP_S06_Post,OP_S06,Old,Post,Old_Post,yellow,0.21779806340439015
OP_S06_Post,OP_S06,Old,Post,Old_Post,blue,0.001601639550907504
OP_S11_Post,OP_S11,Old,Post,Old_Post,green,0.2040121328815634
OP_S11_Post,OP_S11,Old,Post,Old_Post,turquoise,0.15687230312272382
OP_S11_Post,OP_S11,Old,Post,Old_Post,yellow,-0.3288711407835172
OP_S11_Post,OP_S11,Old,Post,Old_Post,blue,-0.06298777622937211
OP_S12_Post,OP_S12,Old,Post,Old_Post,green,-0.03946312048059083
OP_S12_Post,OP_S12,Old,Post,Old_Post,turquoise,0.14854497573694886
OP_S12_Post,OP_S12,Old,Post,Old_Post,yellow,0.017904505714585427
OP_S12_Post,OP_S12,Old,Post,Old_Post,blue,-0.043154510915390014
OP_S17_Post,OP_S17,Old,Post,Old_Post,green,0.11420752850694646
OP_S17_Post,OP_S17,Old,Post,Old_Post,turquoise,0.2370475527555882
OP_S17_Post,OP_S17,Old,Post,Old_Post,yellow,-0.1873204791562282
OP_S17_Post,OP_S17,Old,Post,Old_Post,blue,-0.13445373213695874
O_S05_Post,O_S05,Old,Post,Old_Post,green,0.16323994105575063
O_S05_Post,O_S05,Old,Post,Old_Post,turquoise,0.11350533091308578
O_S05_Post,O_S05,Old,Post,Old_Post,yellow,-0.1293279524180021
O_S05_Post,O_S05,Old,Post,Old_Post,blue,-0.04309820083860755
O_S06_Post,O_S06,Old,Post,Old_Post,green,0.021477162819157857
O_S06_Post,O_S06,Old,Post,Old_Post,turquoise,0.010489385516010677
O_S06_Post,O_S06,Old,Post,Old_Post,yellow,-0.3169168179894186
O_S06_Post,O_S06,Old,Post,Old_Post,blue,0.20659132380353418
O_S07_Post,O_S07,Old,Post,Old_Post,green,0.14546111469826764
O_S07_Post,O_S07,Old,Post,Old_Post,turquoise,0.0635829260742998
O_S07_Post,O_S07,Old,Post,Old_Post,yellow,-0.010281911083062137
O_S07_Post,O_S07,Old,Post,Old_Post,blue,-0.11841143882985414
O_S10_Post,O_S10,Old,Post,Old_Post,green,0.08920934110748024
O_S10_Post,O_S10,Old,Post,Old_Post,turquoise,0.04570880134969159
O_S10_Post,O_S10,Old,Post,Old_Post,yellow,-0.007312108569292487
O_S10_Post,O_S10,Old,Post,Old_Post,blue,-0.04539337875474854
O_S16_Post,O_S16,Old,Post,Old_Post,green,0.11826448040914173
O_S16_Post,O_S16,Old,Post,Old_Post,turquoise,0.11797679762843029
O_S16_Post,O_S16,Old,Post,Old_Post,yellow,-0.14440533284914403
O_S16_Post,O_S16,Old,Post,Old_Post,blue,-0.054307085518927864
O_S17_Post,O_S17,Old,Post,Old_Post,green,0.0031205280101634296
O_S17_Post,O_S17,Old,Post,Old_Post,turquoise,0.18015933909492368
O_S17_Post,O_S17,Old,Post,Old_Post,yellow,-0.09247083119478956
O_S17_Post,O_S17,Old,Post,Old_Post,blue,-0.03834588525372629
O_S24_Post,O_S24,Old,Post,Old_Post,green,0.007957596569299135
O_S24_Post,O_S24,Old,Post,Old_Post,turquoise,0.15999643552495318
O_S24_Post,O_S24,Old,Post,Old_Post,yellow,0.018746803111268563
O_S24_Post,O_S24,Old,Post,Old_Post,blue,-0.056344828164462304
O_S28_Post,O_S28,Old,Post,Old_Post,green,0.04541560400135995
O_S28_Post,O_S28,Old,Post,Old_Post,turquoise,0.006146948034929147
O_S28_Post,O_S28,Old,Post,Old_Post,yellow,0.055361437732420166
O_S28_Post,O_S28,Old,Post,Old_Post,blue,-0.10695582415345782
O_S29_Post,O_S29,Old,Post,Old_Post,green,-0.062627824518463035
O_S29_Post,O_S29,Old,Post,Old_Post,turquoise,-0.024698766160830412
O_S29_Post,O_S29,Old,Post,Old_Post,yellow,0.2222837062548795
O_S29_Post,O_S29,Old,Post,Old_Post,blue,-0.08754805708343627
O_S32_Post,O_S32,Old,Post,Old_Post,green,-0.003811045404800409
O_S32_Post,O_S32,Old,Post,Old_Post,turquoise,0.004417192540365764
O_S32_Post,O_S32,Old,Post,Old_Post,yellow,0.05393408744130205
O_S32_Post,O_S32,Old,Post,Old_Post,blue,-0.04599898401772132
O_S35_Post,O_S35,Old,Post,Old_Post,green,-0.01530792662699643
O_S35_Post,O_S35,Old,Post,Old_Post,turquoise,-0.009312006448275824
O_S35_Post,O_S35,Old,Post,Old_Post,yellow,-0.11069313424023568
O_S35_Post,O_S35,Old,Post,Old_Post,blue,0.18299396308168162
YP_S14_Pre,YP_S14,Young,Pre,Young_Pre,green,0.08838916071891503
YP_S14_Pre,YP_S14,Young,Pre,Young_Pre,turquoise,-0.021820482324820853
YP_S14_Pre,YP_S14,Young,Pre,Young_Pre,yellow,0.04944215942062545
YP_S14_Pre,YP_S14,Young,Pre,Young_Pre,blue,-0.1591062126425476
YP_S45_Pre,YP_S45,Young,Pre,Young_Pre,green,-0.018629476271961414
YP_S45_Pre,YP_S45,Young,Pre,Young_Pre,turquoise,-0.22389942501152513
YP_S45_Pre,YP_S45,Young,Pre,Young_Pre,yellow,0.19135920047857963
YP_S45_Pre,YP_S45,Young,Pre,Young_Pre,blue,-0.08711063559719667
YP_S56_Pre,YP_S56,Young,Pre,Young_Pre,green,-0.009540260926468832
YP_S56_Pre,YP_S56,Young,Pre,Young_Pre,turquoise,0.04921020519714287
YP_S56_Pre,YP_S56,Young,Pre,Young_Pre,yellow,-0.038830519859728144
YP_S56_Pre,YP_S56,Young,Pre,Young_Pre,blue,0.003982086557848409
Y_S01_Pre,Y_S01,Young,Pre,Young_Pre,green,0.015949576229826807
Y_S01_Pre,Y_S01,Young,Pre,Young_Pre,turquoise,-0.18716881432207563
Y_S01_Pre,Y_S01,Young,Pre,Young_Pre,yellow,0.01779667794201665
Y_S01_Pre,Y_S01,Young,Pre,Young_Pre,blue,-0.01654314641750792
Y_S07_Pre,Y_S07,Young,Pre,Young_Pre,green,0.08385235587545865
Y_S07_Pre,Y_S07,Young,Pre,Young_Pre,turquoise,-0.06923053823394472
Y_S07_Pre,Y_S07,Young,Pre,Young_Pre,yellow,0.02184495339681986
Y_S07_Pre,Y_S07,Young,Pre,Young_Pre,blue,0.06243592532278849
Y_S10_Pre,Y_S10,Young,Pre,Young_Pre,green,-0.018790062586674202
Y_S10_Pre,Y_S10,Young,Pre,Young_Pre,turquoise,-0.07675774952568741
Y_S10_Pre,Y_S10,Young,Pre,Young_Pre,yellow,0.14291945288195973
Y_S10_Pre,Y_S10,Young,Pre,Young_Pre,blue,-0.007236849522436123
Y_S11_Pre,Y_S11,Young,Pre,Young_Pre,green,0.14664950932692078
Y_S11_Pre,Y_S11,Young,Pre,Young_Pre,turquoise,0.02228749870571522
Y_S11_Pre,Y_S11,Young,Pre,Young_Pre,yellow,0.07818340385215354
Y_S11_Pre,Y_S11,Young,Pre,Young_Pre,blue,-0.0778447476549577
Y_S16_Pre,Y_S16,Young,Pre,Young_Pre,green,0.09907421524146201
Y_S16_Pre,Y_S16,Young,Pre,Young_Pre,turquoise,-0.0690051081627752
Y_S16_Pre,Y_S16,Young,Pre,Young_Pre,yellow,0.031174609037636098
Y_S16_Pre,Y_S16,Young,Pre,Young_Pre,blue,-0.026081023532915623
Y_S28_Pre,Y_S28,Young,Pre,Young_Pre,green,-0.045574129575915494
Y_S28_Pre,Y_S28,Young,Pre,Young_Pre,turquoise,-0.09343163884946627
Y_S28_Pre,Y_S28,Young,Pre,Young_Pre,yellow,-0.07256845881143092
Y_S28_Pre,Y_S28,Young,Pre,Young_Pre,blue,0.042731111612319315
Y_S30_Pre,Y_S30,Young,Pre,Young_Pre,green,-0.07392073382990048
Y_S30_Pre,Y_S30,Young,Pre,Young_Pre,turquoise,-0.19010825885156252
Y_S30_Pre,Y_S30,Young,Pre,Young_Pre,yellow,0.035676005004180125
Y_S30_Pre,Y_S30,Young,Pre,Young_Pre,blue,0.12783248358623409
Y_S31_Pre,Y_S31,Young,Pre,Young_Pre,green,0.025702354830823747
Y_S31_Pre,Y_S31,Young,Pre,Young_Pre,turquoise,0.013822274701538769
Y_S31_Pre,Y_S31,Young,Pre,Young_Pre,yellow,-0.04501642681991867
Y_S31_Pre,Y_S31,Young,Pre,Young_Pre,blue,-0.05764920532562025
Y_S32_Pre,Y_S32,Young,Pre,Young_Pre,green,0.023437400968247427
Y_S32_Pre,Y_S32,Young,Pre,Young_Pre,turquoise,-0.08622241654861186
Y_S32_Pre,Y_S32,Young,Pre,Young_Pre,yellow,0.030006299153564165
Y_S32_Pre,Y_S32,Young,Pre,Young_Pre,blue,0.0534122557634743
Y_S34_Pre,Y_S34,Young,Pre,Young_Pre,green,0.06727875496539895
Y_S34_Pre,Y_S34,Young,Pre,Young_Pre,turquoise,-0.05704844843157825
Y_S34_Pre,Y_S34,Young,Pre,Young_Pre,yellow,-0.015182099437409523
Y_S34_Pre,Y_S34,Young,Pre,Young_Pre,blue,-0.008373634958693456
Y_S35_Pre,Y_S35,Young,Pre,Young_Pre,green,-0.005952513969278178
Y_S35_Pre,Y_S35,Young,Pre,Young_Pre,turquoise,-0.07269956793873081
Y_S35_Pre,Y_S35,Young,Pre,Young_Pre,yellow,0.06959987988292878
Y_S35_Pre,Y_S35,Young,Pre,Young_Pre,blue,-0.07762067652380601
Y_S36_Pre,Y_S36,Young,Pre,Young_Pre,green,-0.09954468711368357
Y_S36_Pre,Y_S36,Young,Pre,Young_Pre,turquoise,-0.17493997993976676
Y_S36_Pre,Y_S36,Young,Pre,Young_Pre,yellow,0.0768116607447185
Y_S36_Pre,Y_S36,Young,Pre,Young_Pre,blue,0.046571569136784494
Y_S40_Pre,Y_S40,Young,Pre,Young_Pre,green,0.005320349329176048
Y_S40_Pre,Y_S40,Young,Pre,Young_Pre,turquoise,-0.05205565874965429
Y_S40_Pre,Y_S40,Young,Pre,Young_Pre,yellow,0.10568857736179806
Y_S40_Pre,Y_S40,Young,Pre,Young_Pre,blue,-0.11490958077824799
YP_S14_Post,YP_S14,Young,Post,Young_Post,green,-0.20611473702963404
YP_S14_Post,YP_S14,Young,Post,Young_Post,turquoise,0.111600268544168
YP_S14_Post,YP_S14,Young,Post,Young_Post,yellow,-0.026592329807386152
YP_S14_Post,YP_S14,Young,Post,Young_Post,blue,0.08662305258158226
YP_S45_Post,YP_S45,Young,Post,Young_Post,green,0.0015804971198610917
YP_S45_Post,YP_S45,Young,Post,Young_Post,turquoise,-0.17808609678287007
YP_S45_Post,YP_S45,Young,Post,Young_Post,yellow,0.06302883720133669
YP_S45_Post,YP_S45,Young,Post,Young_Post,blue,-8.118233083547473e-4
YP_S56_Post,YP_S56,Young,Post,Young_Post,green,-0.39311475256673833
YP_S56_Post,YP_S56,Young,Post,Young_Post,turquoise,-0.07803569783564092
YP_S56_Post,YP_S56,Young,Post,Young_Post,yellow,0.018636709163332526
YP_S56_Post,YP_S56,Young,Post,Young_Post,blue,0.33345681784461667
Y_S01_Post,Y_S01,Young,Post,Young_Post,green,0.08984688016541088
Y_S01_Post,Y_S01,Young,Post,Young_Post,turquoise,-0.033602481364838184
Y_S01_Post,Y_S01,Young,Post,Young_Post,yellow,-0.1041236458459978
Y_S01_Post,Y_S01,Young,Post,Young_Post,blue,0.081051227659772
Y_S05_Post,Y_S05,Young,Post,Young_Post,green,0.053452025829152865
Y_S05_Post,Y_S05,Young,Post,Young_Post,turquoise,-0.03693068693257731
Y_S05_Post,Y_S05,Young,Post,Young_Post,yellow,-0.12361997743566217
Y_S05_Post,Y_S05,Young,Post,Young_Post,blue,0.05673374220023169
Y_S10_Post,Y_S10,Young,Post,Young_Post,green,-0.01655904582883064
Y_S10_Post,Y_S10,Young,Post,Young_Post,turquoise,-0.13385582806721655
Y_S10_Post,Y_S10,Young,Post,Young_Post,yellow,-0.03343519621161225
Y_S10_Post,Y_S10,Young,Post,Young_Post,blue,0.21046171901108102
Y_S11_Post,Y_S11,Young,Post,Young_Post,green,0.09833513643433665
Y_S11_Post,Y_S11,Young,Post,Young_Post,turquoise,-0.04977639110036125
Y_S11_Post,Y_S11,Young,Post,Young_Post,yellow,-0.002338044029389808
Y_S11_Post,Y_S11,Young,Post,Young_Post,blue,-0.11544348868792853
Y_S16_Post,Y_S16,Young,Post,Young_Post,green,0.14822567589776897
Y_S16_Post,Y_S16,Young,Post,Young_Post,turquoise,-0.031222859805587738
Y_S16_Post,Y_S16,Young,Post,Young_Post,yellow,-0.04108944137352712
Y_S16_Post,Y_S16,Young,Post,Young_Post,blue,-0.007992410737823087
Y_S28_Post,Y_S28,Young,Post,Young_Post,green,-0.0919436389978735
Y_S28_Post,Y_S28,Young,Post,Young_Post,turquoise,-0.09089313254907223
Y_S28_Post,Y_S28,Young,Post,Young_Post,yellow,0.17505501705547444
Y_S28_Post,Y_S28,Young,Post,Young_Post,blue,-0.01116547196374567
Y_S30_Post,Y_S30,Young,Post,Young_Post,green,-0.2867532813867896
Y_S30_Post,Y_S30,Young,Post,Young_Post,turquoise,-0.07436942635353258
Y_S30_Post,Y_S30,Young,Post,Young_Post,yellow,0.018823039566433393
Y_S30_Post,Y_S30,Young,Post,Young_Post,blue,0.25746673949870275
Y_S31_Post,Y_S31,Young,Post,Young_Post,green,-0.2554556761586082
Y_S31_Post,Y_S31,Young,Post,Young_Post,turquoise,-0.16286131179565105
Y_S31_Post,Y_S31,Young,Post,Young_Post,yellow,-0.0478660881999138
Y_S31_Post,Y_S31,Young,Post,Young_Post,blue,0.3068189945170279
Y_S32_Post,Y_S32,Young,Post,Young_Post,green,-0.2620161620665465
Y_S32_Post,Y_S32,Young,Post,Young_Post,turquoise,-0.05263957725081246
Y_S32_Post,Y_S32,Young,Post,Young_Post,yellow,0.022382300134271255
Y_S32_Post,Y_S32,Young,Post,Young_Post,blue,0.26487413343265376
Y_S34_Post,Y_S34,Young,Post,Young_Post,green,-0.09236289931623018
Y_S34_Post,Y_S34,Young,Post,Young_Post,turquoise,-0.16094176663148446
Y_S34_Post,Y_S34,Young,Post,Young_Post,yellow,-0.05018532920327652
Y_S34_Post,Y_S34,Young,Post,Young_Post,blue,0.11616373623392613
Y_S35_Post,Y_S35,Young,Post,Young_Post,green,-0.04005916049010188
Y_S35_Post,Y_S35,Young,Post,Young_Post,turquoise,-0.1338145386189348
Y_S35_Post,Y_S35,Young,Post,Young_Post,yellow,-0.05438230851659014
Y_S35_Post,Y_S35,Young,Post,Young_Post,blue,0.1801879157167519
Y_S36_Post,Y_S36,Young,Post,Young_Post,green,-0.05539182033306798
Y_S36_Post,Y_S36,Young,Post,Young_Post,turquoise,-0.1275140699725718
Y_S36_Post,Y_S36,Young,Post,Young_Post,yellow,0.015078905478170914
Y_S36_Post,Y_S36,Young,Post,Young_Post,blue,0.08576112619371976
Y_S40_Post,Y_S40,Young,Post,Young_Post,green,-0.085087462744142
Y_S40_Post,Y_S40,Young,Post,Young_Post,turquoise,-0.25630550924245293
Y_S40_Post,Y_S40,Young,Post,Young_Post,yellow,-0.03245341020967736
Y_S40_Post,Y_S40,Young,Post,Young_Post,blue,0.3087078608689506
