pathway,pval,padj,foldEnrichment,overlap,size,database,odds_ratio,module,Description,geneID,Count,p.adjust,ID
GOBP_MUSCLE_TISSUE_DEVELOPMENT,9.14557894055038e-10,9.017566302895342e-8,3.4477855477855477,28,88,GO:BP,5.192015968063872,yellow,Muscle Tissue Development,ACTA1/ACTN2/ACTN3/COL3A1/COL6A1/JPH2/LMNA/LMOD3/MYH7/MYL3/MYL6/MYL6B/MYOM1/MYOM2/MYOZ1/MYOZ2/NEB/PDLIM5/PLEC/PPP3CA/PRKG1/SMYD1/SVIL/TCAP/TNNC1/TNNI1/TPM1/TTN,28,9.017566302895342e-8,GOBP_MUSCLE_TISSUE_DEVELOPMENT
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,9.979198121916376e-10,9.017566302895342e-8,3.7624643874643873,25,72,GO:BP,5.854192740926158,yellow,Actomyosin Structure Organization,ACTA1/ACTN2/LMOD2/LMOD3/MYBPC1/MYBPC2/MYBPH/MYH3/MYOM1/MYOM2/MYOM3/MYOZ1/MYOZ2/NEB/OBSCN/PLEC/SYNPO/SYNPO2L/TCAP/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN,25,9.017566302895342e-8,GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,2.282759189778985e-9,1.1832301800354407e-7,5.804945054945056,15,28,Reactome,12.211538461538462,yellow,Non Integrin Membrane Ecm Interactions,ACTA1/ACTB/ACTN1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A5/HSPG2/LAMA2/LAMB2/LAMC1/SNTB2/SSPN,15,1.1832301800354407e-7,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,4.347838904445301e-9,1.931682713260698e-7,5.604774535809018,15,29,Reactome,11.333333333333334,yellow,Degradation Of The Extracellular Matrix,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A5/COL6A1/COL6A2/COL6A3/DCN/FBN1/HSPG2/LAMC1/NID1,15,1.931682713260698e-7,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,9.157529479381318e-9,3.5599895851094874e-7,7.449679487179488,11,16,Reactome,22.872826086956522,yellow,Assembly Of Collagen Fibrils And Other Multimeric Structures,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A5/COL6A1/COL6A2/COL6A3/PLEC,11,3.5599895851094874e-7,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,2.607110838911194e-8,2.1595568115647725e-6,5.417948717948717,14,28,GO:BP,10.519337016574585,yellow,Multicellular Organismal Movement,ACTN3/COL6A1/MYH3/MYH7/MYH8/SYNM/TCAP/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TTN,14,2.1595568115647725e-6,GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,1.7588407050720847e-7,4.9727223570674394e-6,6.772435897435898,10,16,Reactome,17.225225225225227,yellow,Collagen Biosynthesis And Modifying Enzymes,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A5/COL6A1/COL6A2/COL6A3,10,4.9727223570674394e-6,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES
REACTOME_COLLAGEN_DEGRADATION,1.7588407050720847e-7,4.9727223570674394e-6,6.772435897435898,10,16,Reactome,17.225225225225227,yellow,Collagen Degradation,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A5/COL6A1/COL6A2/COL6A3,10,4.9727223570674394e-6,REACTOME_COLLAGEN_DEGRADATION
GOBP_STRIATED_MUSCLE_ADAPTATION,1.7588407050720847e-7,1.24877690060118e-5,6.772435897435898,10,16,GO:BP,17.225225225225227,yellow,Striated Muscle Adaptation,ACTN3/LMNA/MYH7/MYOZ1/MYOZ2/PPP3CA/TCAP/TNNC1/TNNI1/TNNT1,10,1.24877690060118e-5,GOBP_STRIATED_MUSCLE_ADAPTATION
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,5.034000015190023e-7,3.335864010065922e-5,2.6614484930274402,28,114,GO:BP,3.571647402868681,yellow,Membraneless Organelle Assembly,ACTA1/ACTN2/CHMP5/EIF6/LMOD2/LMOD3/MAPRE2/MYBPC1/MYBPC2/MYBPH/MYH3/MYOM1/MYOM2/MYOM3/MYOZ1/MYOZ2/NEB/OBSCN/PLEC/RPL38/SYNPO2L/TCAP/TMOD1/TMOD4/TNNT1/TNNT3/TPM1/TTN,28,3.335864010065922e-5,GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.395347341420445e-6,4.311625214556801e-5,3.611965811965812,16,48,Hallmark,5.268156424581005,yellow,Epithelial Mesenchymal Transition,BGN/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL6A2/COL6A3/DCN/FBN1/LAMA2/LAMC1/NID2/TPM1/TPM2/VIM,16,4.311625214556801e-5,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,2.6242799725441172e-6,6.801258928843504e-5,6.095192307692308,9,16,Reactome,13.209677419354838,yellow,Ncam Signaling For Neurite Out Growth,CACNB3/COL3A1/COL4A1/COL4A2/COL4A5/COL6A1/COL6A2/COL6A3/MAPK3,9,6.801258928843504e-5,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH
GOBP_STRIATED_MUSCLE_CONTRACTION,6.732501218939479e-6,3.93653306566226e-4,2.9837978446674094,19,69,GO:BP,4.033181818181818,yellow,Striated Muscle Contraction,ACTN3/CALM1/JPH2/LMOD3/MYBPH/MYH3/MYH7/MYH8/MYL3/SYNM/TCAP/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TPM1/TTN,19,3.93653306566226e-4,GOBP_STRIATED_MUSCLE_CONTRACTION
GOBP_NEUROMUSCULAR_PROCESS,8.15510948599866e-6,4.26640991004351e-4,3.912962962962963,13,36,GO:BP,5.885093167701863,yellow,Neuromuscular Process,ACTN3/MYH3/MYH7/MYH8/SYNM/TCAP/TNNC1/TNNC2/TNNI1/TNNI2/TNNT1/TNNT3/TTN,13,4.26640991004351e-4,GOBP_NEUROMUSCULAR_PROCESS
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,1.0610991893492636e-5,5.27366297106584e-4,3.6119658119658116,14,42,GO:BP,5.220994475138122,yellow,Extracellular Matrix Organization,COL15A1/COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/COL4A5/COL6A1/DPT/LAMA2/LAMB2/LAMC1/NID1/NID2,14,5.27366297106584e-4,GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,2.7694905658174133e-5,0.0013108922011535757,4.876153846153847,9,20,GO:BP,8.388563049853373,yellow,Negative Regulation Of Protein Containing Complex Disassembly,CAPZA1/CAPZA2/CAPZB/LMOD2/LMOD3/SVIL/TMOD1/TMOD4/TRIM54,9,0.0013108922011535757,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,3.3935990945574715e-5,0.0015332897727227848,3.7151648351648356,12,35,GO:BP,5.402708481824662,yellow,Actin Mediated Cell Contraction,MYH2/MYH3/MYH4/MYH7/MYH8/MYL1/MYL6/MYL6B/TCAP/TNNC1/TPM1/TTN,12,0.0015332897727227848,GOBP_ACTIN_MEDIATED_CELL_CONTRACTION
GOBP_MUSCLE_ADAPTATION,3.562185246463689e-5,0.0015394835369499594,3.973162393162393,11,30,GO:BP,5.975114416475972,yellow,Muscle Adaptation,ACTN3/HMOX1/LMNA/MYH7/MYOZ1/MYOZ2/PPP3CA/TCAP/TNNC1/TNNI1/TNNT1,11,0.0015394835369499594,GOBP_MUSCLE_ADAPTATION
GOBP_ACTIN_FILAMENT_ORGANIZATION,4.4218468682972656e-5,0.0017581263148349928,2.4325484039769756,22,98,GO:BP,3.0821417706115,yellow,Actin Filament Organization,ACTA1/ACTN1/ACTN2/CAPZA1/CAPZA2/CAPZB/CORO6/LMOD2/LMOD3/NEB/PLEC/SVIL/SYNPO/SYNPO2/SYNPO2L/TCAP/TMOD1/TMOD4/TPM1/TPM2/TPM3/TTN,22,0.0017581263148349928,GOBP_ACTIN_FILAMENT_ORGANIZATION
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,8.884793530120196e-5,0.0021255159906672164,4.815954415954416,8,18,Reactome,8.162566844919786,yellow,Formation Of The Dystrophin Glycoprotein Complex Dgc,ACTA1/ACTB/HSPG2/LAMA2/LAMB2/LAMC1/SNTB2/SSPN,8,0.0021255159906672164,REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,1.0524527423305608e-4,0.003736207235273491,4.240133779264214,9,23,GO:BP,6.580645161290323,yellow,Actin Filament Depolymerization,ACTN2/CAPZA1/CAPZA2/CAPZB/LMOD2/LMOD3/SVIL/TMOD1/TMOD4,9,0.003736207235273491,GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION
GOBP_SENSORY_SYSTEM_DEVELOPMENT,1.3376084499464093e-4,0.004584768273264589,3.505731523378582,11,34,GO:BP,4.925567107750473,yellow,Sensory System Development,COL4A1/CRYBG3/FBN1/FLT1/LAMB2/MYOM1/MYOM2/NECTIN1/THRB/TMOD1/VIM,11,0.004584768273264589,GOBP_SENSORY_SYSTEM_DEVELOPMENT
GOBP_CARDIAC_CELL_DEVELOPMENT,3.234937671702561e-4,0.010372671115072082,4.1279609279609275,8,21,GO:BP,6.269025092554505,yellow,Cardiac Cell Development,ACTN2/LMNA/NEB/PDLIM5/PLEC/PRKG1/TCAP/TTN,8,0.010372671115072082,GOBP_CARDIAC_CELL_DEVELOPMENT
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,6.748505768971895e-4,0.01863337426210573,4.2139601139601135,7,18,GO:BP,6.455029013539652,yellow,Cellular Response To Acid Chemical,COL1A1/COL1A2/COL3A1/COL4A1/COL6A1/GCLM/PLEC,7,0.01863337426210573,GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,6.748505768971895e-4,0.01863337426210573,4.2139601139601135,7,18,GO:BP,6.455029013539652,yellow,Regulation Of Muscle Cell Differentiation,ACTN3/LAMA2/LAMB2/LAMC1/LMOD3/NID1/SMYD1,7,0.01863337426210573,GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,7.166421187099969e-4,0.01925249367561451,2.657861635220126,13,53,GO:BP,3.3535714285714286,yellow,Regulation Of Muscle Contraction,ACTN3/CALM1/JPH2/MYBPH/MYH7/MYL3/PRKG1/TNNC1/TNNC2/TNNI1/TNNT1/TNNT3/TPM1,13,0.01925249367561451,GOBP_REGULATION_OF_MUSCLE_CONTRACTION
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,8.263118164272775e-4,0.02106035757765933,2.907191994996873,11,41,GO:BP,3.7623188405797103,yellow,Negative Regulation Of Supramolecular Fiber Organization,CAPZA1/CAPZA2/CAPZB/HSPG2/LMOD2/LMOD3/PFDN1/SVIL/TMOD1/TMOD4/TRIM54,11,0.02106035757765933,GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,0.0010650585013753707,0.02582117439919801,3.00997150997151,10,36,GO:BP,3.9334719334719335,yellow,Regulation Of Actin Filament Length,ACTN2/CAPZA1/CAPZA2/CAPZB/LMOD2/LMOD3/NEB/SVIL/TMOD1/TMOD4,10,0.02582117439919801,GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.0014082799505820295,0.03128393318792937,4.334358974358975,6,15,Reactome,6.7336860670194,yellow,Binding And Uptake Of Ligands By Scavenger Receptors,COL1A1/COL1A2/COL3A1/COL4A1/COL4A2/HSPH1,6,0.03128393318792937,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS
GOBP_MYOTUBE_CELL_DEVELOPMENT,0.0014082799505820295,0.03186758095510584,4.334358974358975,6,15,GO:BP,6.7336860670194,yellow,Myotube Cell Development,ACTA1/ACTN3/COL6A1/LMOD3/PLEC/PPP3CA,6,0.03186758095510584,GOBP_MYOTUBE_CELL_DEVELOPMENT
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.0014106373863427134,0.03186758095510584,2.167179487179487,17,85,GO:BP,2.598314606741573,yellow,Regulation Of Supramolecular Fiber Organization,ACTN2/CAPZA1/CAPZA2/CAPZB/COL6A1/HSPG2/LMOD2/LMOD3/PFDN1/SVIL/SYNPO/SYNPO2/SYNPO2L/TMOD1/TMOD4/TPM1/TRIM54,17,0.03186758095510584,GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION
GOBP_HEART_MORPHOGENESIS,0.0016543408918984375,0.035748148837979284,3.334122287968442,8,26,GO:BP,4.515745692216281,yellow,Heart Morphogenesis,MYH7/MYL3/SYNPO2L/TCAP/TNNC1/TNNI1/TPM1/TTN,8,0.035748148837979284,GOBP_HEART_MORPHOGENESIS
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,0.0016543408918984375,0.035748148837979284,3.334122287968442,8,26,GO:BP,4.515745692216281,yellow,Negative Regulation Of Protein Polymerization,CAPZA1/CAPZA2/CAPZB/LMOD2/LMOD3/SVIL/TMOD1/TMOD4,8,0.035748148837979284,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,0.001938181208476429,0.03931739022909327,3.6119658119658116,7,21,GO:BP,5.0638297872340425,yellow,Response To Mechanical Stimulus,COL1A1/COL6A1/MAP2K4/MAPK3/PLEC/TCAP/TTN,7,0.03931739022909327,GOBP_RESPONSE_TO_MECHANICAL_STIMULUS
HALLMARK_APICAL_JUNCTION,0.003764417360395733,0.0451730083247488,2.5799755799755797,10,42,Hallmark,3.185810810810811,yellow,Apical Junction,ACTA1/ACTB/ACTN1/ACTN2/ACTN3/ACTN4/FBN1/NECTIN1/SPEG/VWF,10,0.0451730083247488,HALLMARK_APICAL_JUNCTION
REACTOME_SIGNALING_BY_MET,0.0029742477734476963,0.06166607050281557,3.8244343891402712,6,17,Reactome,5.503607503607504,yellow,Signaling By Met,COL1A1/COL1A2/COL3A1/LAMA2/LAMB2/LAMC1,6,0.06166607050281557,REACTOME_SIGNALING_BY_MET
GOBP_OSSIFICATION,0.0033123248751339885,0.06455786129182714,2.483226495726496,11,48,GO:BP,3.0392185663924796,yellow,Ossification,ACTN3/CCDC47/COL1A1/COL1A2/COL6A1/H3-3A/MAPK3/PDLIM7/PPP3CA/RPL38/SLC20A2,11,0.06455786129182714,GOBP_OSSIFICATION
GOBP_CELL_SUBSTRATE_ADHESION,0.003956295323067001,0.07419919907789811,2.321978021978022,12,56,GO:BP,2.7928464977645304,yellow,Cell Substrate Adhesion,ACTN1/ACTN2/ACTN3/ACTN4/BCAM/COL1A1/COL3A1/ITGA7/LAMC1/NID1/NID2/VWF,12,0.07419919907789811,GOBP_CELL_SUBSTRATE_ADHESION
GOBP_SENSORY_ORGAN_MORPHOGENESIS,0.004123946371722951,0.07591116099060395,3.6119658119658125,6,18,GO:BP,5.042328042328043,yellow,Sensory Organ Morphogenesis,FBN1/MAPK3/NECTIN1/RPL38/TCAP/THRB,6,0.07591116099060395,GOBP_SENSORY_ORGAN_MORPHOGENESIS
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,1.8066262053129296e-9,5.444520609814006e-7,4.3733115468409585,19,34,Reactome,9.224966799468792,blue,Hsp90 Chaperone Cycle For Steroid Hormone Receptors Shr In The Presence Of Ligand,DCTN1/DCTN5/DCTN6/DNAJA1/DNAJA2/DNAJA4/DYNC1H1/DYNC1I2/DYNC1LI1/HSP90AA1/HSP90AB1/HSPA1A/HSPA2/HSPA8/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,19,5.444520609814006e-7,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND
REACTOME_CILIUM_ASSEMBLY,3.5012994275331233e-9,5.444520609814006e-7,4.248359788359789,19,35,Reactome,8.64367529880478,blue,Cilium Assembly,CCT2/CCT3/CCT4/CCT5/CCT8/DCTN1/DYNC1H1/DYNC1I2/HSP90AA1/MAPRE1/PPP2R1A/TCP1/TNPO1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6,19,5.444520609814006e-7,REACTOME_CILIUM_ASSEMBLY
GOBP_PROTEIN_FOLDING,1.653102629647255e-9,1.6431840138693715e-6,2.8610911987256067,34,93,GO:BP,4.356219477161735,blue,Protein Folding,BAG3/CANX/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CRYAB/DNAJA1/DNAJA2/DNAJA4/ERO1A/HSP90AA1/HSP90AB1/HSP90B1/HSPA1A/HSPA2/HSPA4/HSPA5/HSPA8/HSPB1/HSPB2/HSPB6/HYOU1/LMAN1/NUDC/P4HB/PDIA3/TBCB/TCP1/TXNDC5/UNC45B,34,1.6431840138693715e-6,GOBP_PROTEIN_FOLDING
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,4.557302363180445e-8,3.84569690426715e-6,3.183427495291902,24,59,Reactome,5.039721254355401,blue,Separation Of Sister Chromatids,ADRM1/CLIP1/DYNC1H1/DYNC1I2/DYNC1LI1/MAPRE1/NUDC/PPP2R1A/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/RPS27/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,24,3.84569690426715e-6,REACTOME_SEPARATION_OF_SISTER_CHROMATIDS
REACTOME_M_PHASE,5.6932805214384686e-8,3.84569690426715e-6,2.5825555555555555,33,100,Reactome,3.6909125259777062,blue,M Phase,ADRM1/ARPP19/CLIP1/CSNK2B/DCTN1/DYNC1H1/DYNC1I2/DYNC1LI1/HSP90AA1/KPNB1/MAPRE1/NEK9/NUDC/PPP2R1A/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/RAN/RPS27/TNPO1/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6,33,3.84569690426715e-6,REACTOME_M_PHASE
REACTOME_MITOTIC_G2_G2_M_PHASES,6.182792450590273e-8,3.84569690426715e-6,3.057002314814815,25,64,Reactome,4.720041862899006,blue,Mitotic G2 G2 M Phases,ADRM1/DCTN1/DYNC1H1/DYNC1I2/HSP90AA1/HSP90AB1/MAPRE1/PPP1R12B/PPP2R1A/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/TUBA1B/TUBA4A/TUBB/TUBB2A/TUBB4B/TUBB6,25,3.84569690426715e-6,REACTOME_MITOTIC_G2_G2_M_PHASES
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,1.0202226269232358e-7,4.5327033853303764e-6,3.626648599819332,19,41,Reactome,6.265664614270192,blue,The Role Of Gtse1 In G2 M Progression After G2 Checkpoint,ADRM1/HSP90AA1/HSP90AB1/MAPRE1/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMC6/PSMD11/PSMD13/PSMD7/PSMD8/TUBA1B/TUBA4A/TUBB2A/TUBB4B/TUBB6,19,4.5327033853303764e-6,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT
