"uniprot_id","O_S05_Pre","O_S06_Pre","O_S07_Pre","O_S10_Pre","O_S16_Pre","O_S17_Pre","O_S24_Pre","O_S28_Pre","O_S29_Pre","O_S32_Pre","O_S35_Pre","O_S05_Post","O_S06_Post","O_S07_Post","O_S10_Post","O_S16_Post","O_S17_Post","O_S24_Post","O_S28_Post","O_S29_Post","O_S32_Post","O_S35_Post","logFC","P.Value","adj.P.Val","sig.PVal","sig.FDR"
"O00231",21.779484149702,21.6104553361415,21.969201352386,21.6763319738236,21.6947949078664,21.9930292024876,21.59160561952,21.8498363574873,21.6428676042814,21.7381088990744,21.7323943091447,21.7264757166434,21.7758986150942,21.7113972028322,21.6850690192639,21.8407579050889,21.6563517925499,21.9370030899363,21.6981856369256,21.8313111475724,21.9583419326132,21.973865393881,0.0372794541025563,0.799097614593341,0.984534738947309,0,0
"O00232",20.5064422961378,20.4571014798805,20.961711148697,20.3600501158489,20.193044959626,20.6007884198197,20.3585978938621,20.4950910910667,20.1819582899853,19.8638679093181,20.4574340291672,20.2147209392988,20.2853855060721,20.1354156658446,20.7065359276047,20.4888435661876,20.1889223869503,20.6678439811837,20.449104823347,19.8010270634824,20.4928060551227,20.5114628209226,0.136739912367023,0.568357511074687,0.984534738947309,0,0
"O00233",18.5289596920697,17.8262937089135,17.9739144439503,18.0433605905238,17.7679911442621,18.1775359476687,18.1916209965766,18.0704429347965,17.7907444024431,17.690504955979,17.8586429267334,17.8409003384347,17.7774399330649,17.974791349445,18.5570363334179,17.6374033281905,17.8192775718681,18.3063239892465,18.129970481589,18.0626609174754,18.3115391086874,18.2088248953154,-0.23456380725424,0.291900258626668,0.984534738947309,0,0
"O00299",18.9741619534405,19.1202781144337,18.6445737542532,19.0424994164914,19.3482578238581,19.0807838958155,19.3735695563408,19.4391928413267,19.203886990854,19.7787758012513,18.9819346729775,18.9979629910674,20.5802249685033,19.6196702017095,18.8626621725488,19.4151390882726,19.3365007272063,18.8265196997808,19.4178260075373,19.467592525098,19.2591196793136,19.7370427295631,0.24219004420997,0.462206415462649,0.984534738947309,0,0
"O00303",19.801240987941,19.7344144573107,19.5673119047638,19.9509020929986,20.0181555339152,19.6342721749221,19.1917769804492,19.7031361248045,20.100620444417,19.6861790416033,19.9157490497335,19.9371884547058,19.8340066151302,19.6625779167876,19.5226786454445,19.8785681725476,19.7615781309608,19.5900036318471,19.5405753848817,19.7984201075691,19.658617677683,19.9726488391342,0.121997812969905,0.506837022744684,0.984534738947309,0,0
"O00330",23.1853755306251,23.6209956129346,23.2582886503356,23.0766698712468,23.3232101769594,23.373247725429,23.6870014779382,23.3749766292087,23.6437328355403,23.5599827979264,23.736345364339,23.4735767840873,22.7124802782049,23.5215547031375,23.3389640825576,23.4348657569991,23.4919595048225,23.5477516687163,23.5467744264529,23.0896511866132,23.3451782575528,23.2439932837686,-0.183655877771262,0.397392837098101,0.984534738947309,0,0
"O00410",21.9594329279239,21.3277699128754,21.7815086451308,21.245136819059,21.5771710480933,21.5514976420573,21.7638242921501,21.4703179895595,21.4739854054771,21.7328994380394,21.6338948225059,21.5223580877678,21.6968929532954,21.5111107192975,21.3724035240069,21.4681395485504,21.7357866005057,21.6128287279848,21.4796670777022,21.8624812825344,21.6402037173251,21.7142198304139,-0.0215878116359853,0.902311714340973,0.987424911698517,0,0
"O00418",16.8897512768933,16.1585381442846,17.3005436552317,17.2847656904797,16.6816663797245,16.0333894914924,16.2653610356188,16.9697736826865,16.811398025685,15.6255657465585,16.1601396407314,16.5598784983248,15.8587999674334,16.7798626461845,17.0740017512081,NA,15.8727749487142,16.4875341220899,16.6792712486607,16.1626407319069,16.3766808000529,16.193272615952,0.210906757714234,0.506316017237052,0.984534738947309,0,0
"O00423",19.9597497407318,20.0909176850477,21.1343946930782,20.5079876033334,20.5117783066176,20.5754040490699,20.7741735514971,20.8183494594811,20.1619008631721,20.1521471617014,20.5316651151972,20.3979032683187,19.6753497830651,20.3848678709654,20.6502479568668,20.4142202563523,20.4361227134127,20.6921016333489,20.6305386246488,20.4744820666505,20.4081709054653,20.392534580016,0.0966868449937301,0.680849480076775,0.984534738947309,0,0
"O00429",20.7051541142033,20.4886942454125,20.2766451830054,19.8571697294455,20.172380805728,20.1932768290693,20.4696116816025,19.9087661086567,20.3577084817023,20.4449191684506,20.5693559400762,20.413163667135,20.0668025886765,20.1540627187823,20.0722210529461,20.3663194290552,20.5530987413303,20.2405431229222,19.7735301370764,20.0866095277378,20.2144078835301,20.5124375032797,0.0339950433339808,0.858796644251255,0.984534738947309,0,0
"O00442",20.8707476979801,21.1289443214548,21.047397578771,20.8935946519925,21.3183923439871,20.9388077390855,21.6596147211375,21.0514156739051,21.0701974411528,20.7028037047616,21.110228345811,20.8475966779583,20.679028892479,20.6190239301085,21.0144903947697,20.9942493422159,20.9613618115154,21.0275649769587,20.8093973633172,20.6288172998556,20.9696440548204,20.257562914663,0.0978384771518499,0.654379450929637,0.984534738947309,0,0
"O00483",26.2192956857256,26.9112799186532,25.9946496895792,25.9216848171303,26.0421122446101,25.8694874515121,25.9161915674282,25.7544256149656,26.2295164042854,25.8575908479375,26.4959600664789,26.406370586381,26.2091524139957,26.3821969628331,26.3223638074994,26.2423575470178,26.2415039360391,26.1505457186524,26.217513848509,25.3871087889343,25.8516777203566,25.9136781833719,-0.217149844567139,0.417219046224983,0.984534738947309,0,0
"O00487",20.5908007280235,20.1523163195331,20.7509873877287,20.5695841960726,20.4770747966163,20.4430447076118,20.4318622989383,20.5369223785555,20.2523646290253,20.4244339581477,20.3853945805162,20.5335489846566,20.5711296039709,20.5324666762837,20.5516661329019,20.6871788729539,20.2417485858703,20.7394604382069,20.702679596945,20.2854028625184,20.7324720211754,20.3868102029853,0.0593129002201778,0.723196090019614,0.984534738947309,0,0
"O00499",26.3626716547589,26.0569647920489,26.455606513683,26.152529924491,26.502820642259,26.482073300079,26.1894072351224,26.1128372296901,26.1878521542376,26.3312391276779,26.0901336383549,26.3085248839708,26.6246526871712,26.0420423208456,26.2380366751072,26.3346330921569,26.209835054786,26.2338721363935,25.7519116171921,26.6745709517675,26.3070892512775,26.3886692469175,0.0894767147005417,0.644247444003127,0.984534738947309,0,0
"O00505",20.9521439368436,20.3675545960342,21.3643669329513,20.7192007125251,21.1491813175889,20.6541614141869,20.8076392453303,20.9432272904175,20.9181578097568,21.1009753831854,21.0037253182624,20.9155779677824,21.1083596185417,20.7680145993687,20.6503886347242,20.8415886920666,21.0674153271448,20.869036424108,20.830388726436,20.5143506801475,21.1028060625226,21.41494059008,0.427906967245466,0.0472974107450854,0.984534738947309,1,0
"O00571",19.041929081402,19.4424979708256,19.872236978348,19.956487674368,19.741088115916,20.0763383554304,18.0897901400972,20.063660065064,19.7952917241867,19.371157375533,19.300220308473,19.5020132683811,19.5382877336315,19.2933994622716,19.5587539493024,19.7647470511743,19.5532520085654,19.2493859019638,19.8343335324325,19.1499884296536,19.7533079949225,19.6975213872696,0.277637434015411,0.441326752376013,0.984534738947309,0,0
"O00629",23.1642367996051,22.8582681883279,23.2471845138694,22.7290478964715,23.0624548166422,22.9753762614613,22.8631738606417,22.8813024515795,22.8844106900232,22.953232531645,22.7724515138599,23.0912076658849,23.2036313999427,22.8882617609131,22.9041659323872,22.9019071364528,23.1847426699245,22.8156648782815,22.7990861887191,23.1469514504946,22.7908950924346,23.5142181018668,0.160294832852124,0.376607249896256,0.984534738947309,0,0
"O00748",21.3734271576972,21.2807956585736,19.8910430378453,NA,20.3828085278378,19.948839019063,20.7679668999058,18.9568076591266,20.6420311499545,20.3585767344516,21.2685837180342,21.3149510901633,21.7493917852806,19.7279829662621,21.0773789919842,20.574469243034,19.8228751028598,20.8109892081522,NA,19.678084203679,20.3857947759286,21.0832618571576,-0.166383384043414,0.767413117044243,0.984534738947309,0,0
"O00757",25.6931242938087,25.9421868680803,26.4660539510396,26.5560916256094,24.8481768772258,25.7245686351115,26.9866437410723,26.4025230172613,25.2276134881967,26.0329738949029,25.6470209898335,25.6147543772656,25.3503042557674,25.9574731385649,26.6352277498408,25.1497247609593,25.7486386957443,26.4280382733323,26.5280090386195,26.3281913358598,25.013619085508,25.1856653940214,-0.351826907557044,0.304250710658894,0.984534738947309,0,0
"O00764",19.3889438483929,19.45621681018,19.2429880517142,18.8020528335958,19.1712409712065,19.633621131627,19.5424372008455,19.1083168908505,18.9793108726405,18.8257899932898,19.1735040806949,19.29950040166,19.0401512819145,18.9683969652408,18.8719036007321,19.2839533219126,19.4223666611192,19.352059358622,19.2532220349148,19.0493465173305,18.9590505267663,19.002006261846,-0.0710125888008086,0.731312777270842,0.984534738947309,0,0
"O14521",22.8020970083183,23.8610550951838,23.332608437303,23.2197365805395,23.1688996002323,23.2568227793894,23.6334598624583,22.4361916130308,23.1427137667874,22.7154570675537,23.6407889779554,23.2748408701702,22.9845934346745,23.329814841719,23.426663763323,23.0604861860813,23.0099800385349,23.9549134761395,23.3454990845463,22.3380659139112,22.8598705257118,22.8887081285746,-0.353822921384889,0.301177287295137,0.984534738947309,0,0
"O14548",NA,17.3773000028331,NA,NA,15.9280255470244,16.3231496821018,15.3765281850988,16.4042300581365,16.6523505125421,16.743474162496,17.0776278582681,16.9547549097305,16.6824757170259,16.3209166835843,16.6754883531997,16.3092282320705,16.7620758998137,16.2783485427717,16.0735116292286,16.4276651353972,NA,16.5430653908619,-0.246700217143935,0.5251248116784,0.984534738947309,0,0
"O14556",18.3183495960944,NA,20.276106358852,NA,NA,19.1592919137592,20.4844708726107,19.8867670325558,NA,19.6243294335302,19.3295871631919,19.0969426110956,NA,19.3257797213709,19.7192480413877,19.2887343534427,19.7875530377423,20.758715070361,20.1333741795412,19.8097354803058,19.6008640599352,19.2494057626966,0.555326206663679,0.176411641908906,0.984534738947309,0,0
"O14558",26.833022226753,27.0445878237203,26.9508646633461,26.7703010977547,27.7044538501366,27.2524829847648,26.3830293472563,26.523851033864,27.5343673541934,27.8670228199164,27.9042573933487,27.4008007644204,27.5737044678528,27.1493945904644,27.8566345570003,28.3427818877632,27.6429174610117,27.315474513814,26.5114745036954,26.6203597371866,26.759954046688,27.8558496716054,-0.096488014365594,0.804572726154006,0.984534738947309,0,0
"O14561",23.6771556700565,23.8683533306973,22.9366944118306,23.6132368381969,23.6936202638046,22.8247084341285,23.3127327793832,22.9372603492482,23.5623442395354,23.6193977091256,23.8307794581421,23.5438480108621,23.2077054946755,23.5744817891695,23.5083876301196,23.6568675846982,23.1802095035396,23.1518708434515,23.0708733575219,23.3263649871277,23.2162033001806,23.1094158594167,-0.320569516602802,0.20443954053017,0.984534738947309,0,0
"O14732",22.3121604188155,22.2816492236912,23.1814820505154,21.6859575977742,22.5584403877892,22.4526638601008,22.5197239575265,22.6478640754547,22.4352624982315,22.1800008195504,22.042854974634,22.0699333884925,21.4486650615071,22.5779988462622,21.4581266411241,22.3148722268248,22.1453354457627,22.3168461224744,22.4094314508094,22.5388587717486,22.8476757380993,22.3534327497395,0.125829823724182,0.703420983428384,0.984534738947309,0,0
"O14737",21.0922908012521,20.9461082469969,20.8906389306941,21.2751511529793,21.0971468095013,20.6449576455406,20.9822788095372,20.6514777200646,20.5491005717306,20.8207940496422,20.725185011741,20.9620380154601,21.3121731907789,20.7750264330023,21.3780642782179,20.9671905448611,20.9083793609787,20.4593070916712,20.6195097954593,20.7275117250963,20.7733322565495,21.0149688702741,0.17977885134982,0.406553269958203,0.984534738947309,0,0
"O14744",20.3106263056524,19.7897366088983,20.4391852136454,20.1098533523347,20.1330531728294,20.2292290186981,20.0873840538284,19.9283350784893,19.958136657745,19.7102833564136,19.7728249085924,19.6042656338143,19.769712250209,19.9473770502606,20.1947682280242,19.8450348796428,19.8870586951407,19.6472589229107,19.965651464003,20.293696458305,19.9798368051648,19.9522849674365,-0.056431576771498,0.77577276917442,0.984534738947309,0,0
"O14818",23.3700338280831,23.533134977623,24.0034576004084,23.6399483294217,23.6498074544088,23.8593041496103,23.3425114200241,23.8141809911983,23.4202122840814,23.4863277308589,23.3693119138049,23.3769384398817,23.4966647232836,23.6074678582169,23.6918994535601,23.7096851833531,23.5609247231227,23.5709455887539,23.5817429575377,23.9679220807187,23.7532219354181,23.7642509148033,0.0256941815149467,0.889107628792977,0.985429799208273,0,0
"O14841",19.3388981816693,19.6185312331955,19.0618943968884,19.020740957172,19.4257175704847,18.9386219272202,19.3081092301365,19.1458212947711,19.2115590908414,19.0475954626517,19.1851564959834,18.9985984450408,18.7782424716288,19.2361701350351,19.0593009299586,19.1435982185406,19.0063599837943,19.0778965379427,19.2686234684533,18.6800376914284,19.3337152965535,18.9379837396295,-0.140784544604649,0.462787511838937,0.984534738947309,0,0
"O14880",24.8641072171533,24.6803230540318,24.5953838521202,25.0219539786201,25.0822081624602,24.923273266946,24.3067417970471,24.4451126331606,24.96568309101,24.4402285579381,24.9086430931654,24.8263083132085,24.5003662949719,25.1016129080525,24.5786372846401,25.0542613447346,24.5053693805935,24.0701461531157,24.4805286039769,24.3839760107909,24.4600080722896,24.4024132550371,-0.0476812368668647,0.844113605345588,0.984534738947309,0,0
"O14924",21.8838316639782,21.1506898657365,21.6646605194936,21.5010836878015,20.9196924681411,NA,20.1291483945886,19.9993305245905,20.8252050334089,19.9480988452258,20.147620166573,20.9708657576531,20.6239443004893,21.4038944169785,21.5566900669734,19.8621791157094,19.9598437658259,20.3232480384182,20.4498886906262,20.1741095366702,20.1451710433908,19.6427479284814,-0.562838848986598,0.280032015233069,0.984534738947309,0,0
"O14949",24.6384897044114,25.6677385057082,24.7163631234401,24.7370105333029,25.2420517745194,24.9041389574717,24.6630877485236,25.0339019745762,25.3799159172973,25.1940725284152,25.5231856680477,25.3007977722752,24.9657315575845,25.2698831180365,25.1270794764853,25.3682512659682,25.2150955363614,25.0769977623996,25.5016498530709,24.6173155263899,24.9133567630914,24.9756446076265,-0.284329227126118,0.280729527398842,0.984534738947309,0,0
"O14950",20.8380862388197,21.5522519437872,20.9542788689487,21.3104857582998,21.1438490994454,21.2359967730044,19.8011349256671,21.0994938728704,21.7117922419091,21.7624449850534,21.2473268391368,21.226866281848,22.0690881208989,21.0866349210603,21.2973589851358,21.3338538634114,21.3661391541652,21.288275551544,21.3578242251925,21.0462588568365,21.8925578275376,21.4823386437473,0.0253146276453933,0.93963466831938,0.990192879028667,0,0
"O14957",21.643361960698,22.7814169551872,21.0359251449734,22.1401418680366,21.9220025191154,21.0081349243539,20.5912084112422,21.015345916053,22.4603137138568,21.6152267458074,22.2330825171515,21.96142868405,21.9024539832158,22.3341334698368,22.1252402547633,21.8354238676056,21.7360248030772,20.9754042123035,21.3948670689688,21.0551714156308,21.2582956696865,21.7334831468078,-0.257728851446647,0.573848027078468,0.984534738947309,0,0
"O14958",26.2412933269966,25.9404254313539,25.7205104572641,25.3672113101161,26.1310988371329,26.0469690380608,24.9735720372689,24.8633670855328,26.3455497523857,25.7338299118545,25.9671478044749,25.7281429205805,26.5112291477151,25.2692605630385,26.1048660236673,26.5550690485139,25.6234744653438,25.9243042380748,24.3981836434256,25.5171110586579,25.2935846633462,25.8729671297818,-0.0680858059580025,0.863533856321398,0.98455166516454,0,0
"O14964",16.5928545412423,16.1973715117768,16.5401092713631,16.4110282514264,16.3222033919916,16.5188611805708,16.2218776913912,16.4652718849146,16.2407251511915,16.0541369765225,16.5153130567045,16.0905554156122,16.7175128019027,16.2215362784563,16.1641890657525,16.479808711376,16.2751104062326,16.1281412454825,16.3818165435672,16.3373468976113,16.5452156024084,16.475043111901,0.192947342320824,0.277759352065032,0.984534738947309,0,0
"O14979",18.5224996223655,18.3306945532841,18.6193524568207,19.2181561101701,18.1986611704048,18.5743870141293,18.8399125226227,18.4300518761754,18.6257407105653,18.2345393862002,18.3777377186155,18.7045771184373,18.9420487793552,18.6783466027644,18.2335759332821,18.2457519183046,18.9529221536543,18.1951789746423,18.7234047781555,18.1404627897804,18.5184269478248,18.5538614396759,0.632293734921362,0.00821603318063949,0.984534738947309,1,0
"O14980",18.646385666231,18.556768103229,19.2106040779293,19.061404277566,18.8010214360831,18.8398849740004,18.7991657929519,19.0857124758341,18.7665780814915,18.9959459954471,18.7050052780912,18.9972550171167,18.3879520996578,18.3637751316566,18.926329745101,18.9235810960733,18.4262673602973,18.9927853930961,19.002684826019,19.166898300648,18.6381085935399,18.8277243273902,0.0368444353493338,0.859312640547685,0.984534738947309,0,0
"O14983",28.319485295654,27.6998269688107,29.1096222345876,28.5755825943362,27.9687716603583,28.4667855235827,28.0536240700056,28.7756641799533,27.6284739533513,28.348095467865,27.2472883696416,28.0763101758494,27.8978532345832,28.3136845076568,27.9558399565099,27.9309666143194,28.048799958952,28.1100289905889,28.6452743444189,29.0302966281174,28.4870923026778,28.272432585787,0.128102118697861,0.716115491267745,0.984534738947309,0,0
"O15056",22.8502093267264,23.3700830520021,23.3208577618839,22.8903835116248,21.9945634241141,23.7337825495652,23.2156496018275,22.0672646884729,23.3918733681274,23.1382428172871,22.435956363897,22.774666772471,22.9565989828451,22.7121654246856,23.0099239140548,22.2384127792836,23.0450708808106,23.2188327832135,22.8564828112695,24.7834261028624,22.3072657076797,23.502452820904,-0.455355352429482,0.349611197426705,0.984534738947309,0,0
"O15061",20.1664465978202,20.1218311201628,21.0616006771734,20.5520655275158,19.4814389741383,20.2568816285697,20.8595086067376,20.7616501951042,20.5849777927654,19.5894292274562,20.1448107194566,19.9586008355702,20.5476776454218,20.408362469625,20.8821334263423,19.3232365922354,20.2057984488147,20.5282208281497,21.8165446705113,20.2716645778191,20.6606848599629,20.1801056545415,0.168452993526937,0.625821002118093,0.984534738947309,0,0
"O15143",17.2262734679714,17.3364977433423,17.0278748653475,NA,16.7873408788867,16.5826787707197,16.1655806826046,16.9714674046843,16.6199984973896,17.475081044582,NA,17.2343521148253,18.3796699271688,16.9381795955034,17.5147558322139,17.1984495314618,17.4000597501841,17.3720530908714,17.5348248031196,17.2785976529249,16.9825815965684,17.2703826623628,-0.29583887045758,0.379326115209163,0.984534738947309,0,0
"O15173",21.6748705766094,21.5463514745609,22.1693004528941,21.1395222423163,21.6618299974472,21.1588857577047,21.4779517266632,20.8784669286332,21.5244515841457,20.917732502174,21.0023379570254,21.570632791972,21.2267189038753,21.2183893044627,21.6687149544894,21.0781761377977,21.0896834810678,21.4665340126372,21.4679285167051,20.5244680829172,21.3054316194359,21.0335780645021,0.0591004015430308,0.84586760977914,0.984534738947309,0,0
"O15212",20.0785869597803,20.2267507108277,20.6565900197151,20.9414243250684,20.3421384786418,20.7589885466595,20.6870726472234,20.8375821184989,20.3568768459134,20.3264776110805,20.6548592516025,20.5784658793445,20.1621854916293,20.2832051200486,20.7306134476034,20.6113259024109,20.4663739437429,20.6097044117013,20.830129485669,20.5924073916987,20.5904898097006,20.1929213815021,0.122357361562646,0.54254875510003,0.984534738947309,0,0
"O15239",21.496283577001,21.3798120872419,19.1304701255562,20.6764610479182,20.8503589654198,20.206573907844,19.4610395152432,21.0322601326866,20.4831607517094,21.4757184311266,20.1598523652962,22.0246726375989,19.8791348574991,NA,NA,21.1475559166772,NA,20.6367073553372,20.0262356368755,21.5627341150752,19.7227369119181,20.6890239040243,-0.818636742562635,0.229126294937924,0.984534738947309,0,0
"O15260",23.9503541016174,24.407017759552,25.2960527526842,24.6989290737214,24.3543332886907,24.2223760637834,24.3215040419504,24.0117242987036,24.2067779948322,24.2534809864599,23.9196430352373,24.4785533069633,24.6485245938758,24.3017469277977,24.2013289661838,24.4823692393686,24.3786966411362,24.1066160663524,24.4112439690047,24.5252967955134,23.3702826077226,NA,0.280464789212751,0.370850665715638,0.984534738947309,0,0
"O15273",19.7418616595202,20.9277555440953,20.3257089461654,22.0073654301425,21.25706982532,20.483522676465,19.9333318896145,21.6073656057341,20.5953855183883,19.1367643817514,20.8351089890906,21.1962839504926,21.2024122772278,21.0815239745513,20.3281845550517,20.0357399678266,20.138711943882,19.9306724984207,21.4601435125591,19.6227565085933,21.3712844349516,20.7464785371031,0.793979940713967,0.184346891357405,0.984534738947309,0,0
