pathway,pval,padj,foldEnrichment,overlap,size,database,odds_ratio,cluster,Description,geneID,Count,p.adjust,ID
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,1.1699262167722985e-27,4.913690110443654e-26,3.8726037735849057,48,50,KEGG,79.96680497925311,C3,Reference Mitochondrial Complex Ucp1 In Thermogenesis,ATP5F1A/ATP5F1D/ATP5F1E/ATP5PO/COA3/COA6/COX11/COX4I1/COX5A/COX6A2/COX6B1/COX8A/CYC1/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA4/NDUFA6/NDUFA8/NDUFA9/NDUFAF2/NDUFAF4/NDUFB10/NDUFB11/NDUFB3/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/SDHA/SDHB/SDHC/SDHD/UQCRB/UQCRC2/UQCRFS1/UQCRQ,48,4.913690110443654e-26,KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,1.4254979348377576e-24,2.993545663159291e-23,3.9379155435759206,41,42,KEGG,134.73824130879345,C3,Variant Mutation Caused Aberrant Tdp43 To Electron Transfer In Complex I,MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/TARDBP,41,2.993545663159291e-23,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I
KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV,8.722242652579026e-9,5.2333455915474155e-8,3.7818396226415096,15,16,KEGG,46.80582524271845,C3,Env Factor Arsenic To Electron Transfer In Complex Iv,COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/GSTO1/MT-CO2/MT-CO3,15,5.2333455915474155e-8,KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV
KEGG_MEDICUS_REFERENCE_BETA_OXIDATION,8.217501515670167e-7,3.1375914878013368e-6,4.033962264150944,10,10,KEGG,Inf,C3,Reference Beta Oxidation,ACAA2/ACADM/ACADS/ACADSB/ACADVL/ACAT1/ECHS1/HADH/HADHA/HADHB,10,3.1375914878013368e-6,KEGG_MEDICUS_REFERENCE_BETA_OXIDATION
KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2,2.6184019704729424e-5,9.164406896655299e-5,3.630566037735849,9,10,KEGG,27.760076775431862,C3,Reference Citrate Cycle Second Carbon Oxidation 2,FH/MDH2/SDHA/SDHB/SDHC/SDHD/SUCLA2/SUCLG1/SUCLG2,9,9.164406896655299e-5,KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,5.1895772354030216e-77,2.2470869429295082e-74,3.6379905081606663,147,163,Reactome,38.18929503916449,C3,Aerobic Respiration And Respiratory Electron Transport,ACAD9/ACAT1/ACO2/ADHFE1/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/BCS1L/COA3/COQ10A/COQ10B/COX11/COX17/COX4I1/COX5A/COX5B/COX6A2/COX6B1/COX6C/COX7A1/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CS/CYC1/CYCS/DLAT/DLST/DMAC2L/ETFA/ETFB/ETFDH/FAHD1/FH/FXN/GOT1/GOT2/GPT/HCCS/HSCB/HSPA9/IDH2/IDH3A/IDH3B/IDH3G/ISCA2/L2HGDH/LETM1/LYRM7/MDH2/ME2/MPC1/MPC2/MT-ATP8/MT-CO2/MT-CO3/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFAF2/NDUFAF4/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NFS1/NNT/NUBPL/OGDH/PDHA1/PDHB/PDHX/PDK1/PDK2/PDP1/PDPR/SCO1/SDHA/SDHB/SDHC/SDHD/SIRT3/SLC25A11/SLC25A12/SLC25A13/SLC25A4/SMIM20/SUCLA2/SUCLG1/SUCLG2/TACO1/TIMM21/TMEM126A/TRAP1/UQCR10/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRH/UQCRQ/VDAC1,147,2.2470869429295082e-74,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,1.433894142726815e-32,2.0695872126690365e-30,3.5562562065541212,67,76,Reactome,25.709863210943123,C3,Mitochondrial Protein Degradation,ACAD8/ACADSB/ACAT1/ACO2/ACOT2/AFG3L2/ATP5F1A/ATP5F1B/ATP5F1C/ATP5MG/ATP5PD/ATP5PF/ATP5PO/BDH1/CHCHD2/COX4I1/COX5A/COX5B/CS/ECH1/ECI1/FH/GLUD1/HADH/HSD17B10/HSPA9/HSPD1/IARS2/IDH2/IDH3A/LDHD/LONP1/MDH2/ME2/MICU2/MRPL12/MT-CO2/MT-ND1/MT-ND2/MT-ND5/NADK2/NDUFA13/NDUFA2/NDUFB6/NDUFS1/NDUFS3/NDUFV1/NDUFV3/OGDH/OPA1/OXCT1/OXSM/PCCB/PDHA1/PDHB/PDK1/PMPCA/SHMT2/SLC25A5/SLC25A6/SSBP1/SUCLG2/TFAM/TIMM10/TIMM9/UQCRC2/UQCRQ,67,2.0695872126690365e-30,REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,8.112771276198003e-26,8.782074906484338e-24,3.942281303602058,43,44,Reactome,141.8911704312115,C3,Mitochondrial Protein Import,ACO2/ATP5F1A/ATP5F1B/BCS1L/CHCHD2/CHCHD3/CHCHD4/CHCHD7/CMC2/COA6/COX17/CS/CYC1/FXN/HSCB/HSPA9/HSPD1/IDH3G/LDHD/MTX1/MTX2/NDUFB8/PITRM1/PMPCA/PMPCB/SAMM50/SLC25A12/SLC25A13/SLC25A4/SLC25A6/TIMM10/TIMM13/TIMM21/TIMM44/TIMM50/TIMM8A/TIMM8B/TIMM9/TOMM22/TOMM40/TOMM5/TOMM70/VDAC1,43,8.782074906484338e-24,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT
REACTOME_COMPLEX_I_BIOGENESIS,2.543080145851149e-25,2.202307406307095e-23,3.786984982672314,46,49,Reactome,50.84710743801653,C3,Complex I Biogenesis,ACAD9/HSCB/HSPA9/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND5/NDUFA1/NDUFA10/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFAF2/NDUFAF4/NDUFB1/NDUFB10/NDUFB11/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NUBPL/TMEM126A,46,2.202307406307095e-23,REACTOME_COMPLEX_I_BIOGENESIS
REACTOME_PROTEIN_LOCALIZATION,8.549030481610028e-21,6.169550330895238e-19,3.0254716981132077,57,76,Reactome,10.078224101479915,C3,Protein Localization,ACAA1/ACO2/ACOT2/ATAD1/ATP5F1A/ATP5F1B/BCS1L/CHCHD2/CHCHD3/CHCHD4/CHCHD7/CMC2/COA6/COX17/CRAT/CS/CYC1/DHRS4/ECH1/ECI2/FIS1/FXN/GSTK1/HMGCL/HSCB/HSPA9/HSPD1/IDH3G/LDHD/MLYCD/MTX1/MTX2/NDUFB8/NUDT19/PEX11B/PITRM1/PMPCA/PMPCB/SAMM50/SGTA/SLC25A12/SLC25A13/SLC25A4/SLC25A6/TIMM10/TIMM13/TIMM21/TIMM44/TIMM50/TIMM8A/TIMM8B/TIMM9/TOMM22/TOMM40/TOMM5/TOMM70/VDAC1,57,6.169550330895238e-19,REACTOME_PROTEIN_LOCALIZATION
REACTOME_MITOCHONDRIAL_BIOGENESIS,1.6505439782742394e-14,1.0209793465610653e-12,3.2655884995507636,34,42,Reactome,13.709677419354838,C3,Mitochondrial Biogenesis,ACSS2/APOO/APOOL/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/CHCHD3/CYCS/DMAC2L/DNAJC11/GLUD1/HSPA9/IDH2/IMMT/MICOS13/MT-ATP8/MTX1/MTX2/SAMM50/SIRT3/SIRT5/SOD2/SSBP1/TFAM/TMEM11,34,1.0209793465610653e-12,REACTOME_MITOCHONDRIAL_BIOGENESIS
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,3.746973478741995e-14,1.8027105736614265e-12,3.8726037735849057,24,25,Reactome,76.22134387351778,C3,Citric Acid Cycle Tca Cycle,ACAT1/ACO2/CS/DLST/FH/FXN/IDH2/IDH3A/IDH3B/IDH3G/ISCA2/MDH2/NFS1/NNT/OGDH/SDHA/SDHB/SDHC/SDHD/SIRT3/SUCLA2/SUCLG1/SUCLG2/TRAP1,24,1.8027105736614265e-12,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE
GOSLIM_DETOXIFICATION,7.8691229611878225e-07,2.124663199520712e-5,2.225923997917751,30,51,GO Slim,4.144192256341789,C4,Detoxification,MT2A/PARK7/PRDX1/SOD1/PRDX2/ADH5/ESD/CAT/TXN/GSTM1/GSTM2/GSTM3/ALB/APOE/CP/GPX1/GPX3/GPX4/GSTP1/HBA1/HBB/HP/S100A9/TXNRD1/PRDX6/PRDX4/SESN1/TXNDC17/ALDH1A1/LANCL1,30,2.124663199520712e-5,GOSLIM_DETOXIFICATION
GOBP_HUMORAL_IMMUNE_RESPONSE,4.708793979652204e-7,3.476334360364199e-4,2.5598125976054136,23,34,GO:BP,6.025830258302583,C4,Humoral Immune Response,A2M/C3/CD59/CFB/CFH/CLU/DEFA3/GAPDH/GPI/HLA-A/HLA-DRB1/IGHA1/IGHG1/IGHG2/IGHG3/IGHM/IGKV3-20/JCHAIN/KRT1/PPBP/S100A9/SERPING1/TF,23,3.476334360364199e-4,GOBP_HUMORAL_IMMUNE_RESPONSE
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,4.778466474727421e-7,3.476334360364199e-4,2.095793056501021,36,65,GO:BP,3.6232318623297046,C4,Response To Toxic Substance,ADH5/ALAD/ALB/ALDH1A1/APOE/BLMH/CAT/CDH13/COMT/CP/DHX15/ESD/GPX1/GPX3/GPX4/GSTM1/GSTM2/GSTM3/GSTP1/HBA1/HBB/HP/LANCL1/MPST/MT2A/PARK7/PRDX1/PRDX2/PRDX4/PRDX6/S100A9/SESN1/SOD1/TXN/TXNDC17/TXNRD1,36,3.476334360364199e-4,GOBP_RESPONSE_TO_TOXIC_SUBSTANCE
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,2.4411088763869325e-6,7.103626830285974e-4,2.883101559207754,16,21,GO:BP,9.13952641165756,C4,Hydrogen Peroxide Metabolic Process,CAT/GPX1/GPX3/HBA1/HBB/HP/PARK7/PRDX1/PRDX2/PRDX4/PRDX6/RAC1/SNCA/SOD1/STAT3/TXN,16,7.103626830285974e-4,GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS
GOBP_COMPLEMENT_ACTIVATION,5.592286007739816e-6,0.0013561293568769054,3.243489254108723,12,14,GO:BP,17.04520795660036,C4,Complement Activation,A2M/C3/CD59/CFB/CFH/CLU/IGHA1/IGHG1/IGHG2/IGHG3/KRT1/SERPING1,12,0.0013561293568769054,GOBP_COMPLEMENT_ACTIVATION
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,1.1804957505149583e-5,0.0024537447385703775,2.21506583207425,24,41,GO:BP,4.060454496031315,C4,Regulation Of Inflammatory Response,AGT/APOE/C3/CD47/DDT/GNAS/GPX1/GSTP1/HLA-DRB1/KARS1/KRT1/MAPK13/PARK7/PSMA1/PSMA6/S100A8/S100A9/SNCA/SNX6/SOD1/STAT3/STAT5B/VAMP2/VPS35,24,0.0024537447385703775,GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,4.660925513570316e-5,0.008477058277806012,2.1227714224044893,23,41,GO:BP,3.665949159491595,C4,Cellular Oxidant Detoxification,ALB/APOE/CAT/CP/GPX1/GPX3/GPX4/GSTM2/GSTP1/HBA1/HBB/HP/PARK7/PRDX1/PRDX2/PRDX4/PRDX6/S100A9/SESN1/SOD1/TXN/TXNDC17/TXNRD1,23,0.008477058277806012,GOBP_CELLULAR_OXIDANT_DETOXIFICATION
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,6.1031394422014146e-5,0.008689163180959131,2.134604039028818,22,39,GO:BP,3.708373957317734,C4,Immune Response Regulating Cell Surface Receptor Signaling Pathway,C3/CACNB3/CD38/CD47/EIF2B4/FLOT1/HLA-A/HLA-DRB1/HMGB1/IGHA1/IGHG1/IGHG2/IGHG3/IGHM/IGKC/IGLC3/LAT/PAK1/PHPT1/RAP1A/SQSTM1/UBE2N,22,0.008689163180959131,GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY
HALLMARK_GLYCOLYSIS,1.0525792161166623e-4,0.004420832707689982,1.8329092920353982,31,64,Hallmark,2.7091136079900124,C4,Glycolysis,AGL/ALDH9A1/ALDOA/BPNT1/CYB5A/DCN/ENO1/ENO2/FBP2/FKBP4/GAPDHS/GLRX/GMPPB/GPC1/IDH1/LDHA/MDH1/ME1/MPI/PGAM1/PGAM2/PGK1/PKM/PRPS1/SLC16A3/SLC37A4/SOD1/TALDO1/TPI1/TXN/VCAN,31,0.004420832707689982,HALLMARK_GLYCOLYSIS
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,2.5264224499990266e-4,0.004941913767410502,2.40804505229284,14,22,Hallmark,4.970508166969147,C4,Reactive Oxygen Species Pathway,CAT/GCLM/GLRX/GPX3/GPX4/OXSR1/PRDX1/PRDX2/PRDX4/PRDX6/PTPA/SOD1/TXN/TXNRD1,14,0.004941913767410502,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY
HALLMARK_XENOBIOTIC_METABOLISM,3.529938405293216e-4,0.004941913767410502,1.7958302084895756,28,59,Hallmark,2.5936204721571454,C4,Xenobiotic Metabolism,ACP1/ADH5/AKR1C2/ALDH2/ALDH9A1/APOE/BLVRB/CA2/CAT/CFB/CNDP2/COMT/CYB5A/DDT/EPHA2/FAH/FBLN1/FBP1/IDH1/ITIH4/KARS1/MT2A/NDRG2/PGD/PGRMC1/PTGES3/RBP4/SAR1B,28,0.004941913767410502,HALLMARK_XENOBIOTIC_METABOLISM
HALLMARK_COMPLEMENT,8.271602731253387e-4,0.008464103197193965,1.8920353982300884,21,42,Hallmark,2.8529411764705883,C4,Complement,C3/CA2/CD59/CDH13/CFB/CFH/CLU/CP/CTSD/GNB2/GPD2/LAMP2/LTA4H/ME1/PREP/S100A9/SERPINA1/SERPING1/STX4/USP14/USP15,21,0.008464103197193965,HALLMARK_COMPLEMENT
HALLMARK_HEME_METABOLISM,0.0010076313329992815,0.008464103197193965,1.8132005899705015,23,48,Hallmark,2.6276014760147604,C4,Heme Metabolism,ALAD/ANK1/BLVRB/BPGM/BSG/C3/CA2/CAT/DCUN1D1/EPB41/GCLM/HAGH/HBB/HDGF/LAMP2/NEK7/PRDX2/PSMD9/RAD23A/SELENBP1/SNCA/SPTB/USP15,23,0.008464103197193965,HALLMARK_HEME_METABOLISM
HALLMARK_HYPOXIA,0.0016625676207109887,0.011637973344976921,1.6963075984131828,26,58,Hallmark,2.3229359925788495,C4,Hypoxia,ALDOA/AMPD3/CAVIN1/CP/DCN/DTNA/ENO1/ENO2/ENO3/FBP1/GAPDH/GAPDHS/GLRX/GPC1/GPI/GRHPR/LDHA/LXN/MT2A/PGAM2/PGK1/PGM1/PHKG1/SELENBP1/SLC37A4/TPI1,26,0.011637973344976921,HALLMARK_HYPOXIA
HALLMARK_COAGULATION,0.00303048337668455,0.0181829002601073,1.9572779981690571,15,29,Hallmark,3.037012987012987,C4,Coagulation,A2M/APOC2/C3/CFB/CFH/CLU/GNB2/LAMP2/LTA4H/PREP/RAC1/S100A1/SERPINA1/SERPING1/TF,15,0.0181829002601073,HALLMARK_COAGULATION
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,6.777365303573135e-6,2.846493427500717e-4,3.074557522123894,13,16,KEGG,12.32487922705314,C4,Reference Glycolysis,ALDOA/BPGM/ENO1/ENO2/ENO3/GAPDH/GPI/LDHA/PFKM/PGAM1/PGAM2/PGK1/PKM,13,2.846493427500717e-4,KEGG_MEDICUS_REFERENCE_GLYCOLYSIS
REACTOME_GLUCONEOGENESIS,8.17095729138965e-8,3.538024507171718e-5,3.5317994100294987,14,15,Reactome,39.94192377495463,C4,Gluconeogenesis,ALDOA/ENO1/ENO2/ENO3/FBP1/FBP2/GAPDH/GAPDHS/GPI/PGAM1/PGAM2/PGK1/SLC37A4/TPI1,14,3.538024507171718e-5,REACTOME_GLUCONEOGENESIS
REACTOME_COMPLEMENT_CASCADE,1.0508425172934022e-6,2.260181154642615e-4,3.492988427501702,12,13,Reactome,34.1121157323689,C4,Complement Cascade,C3/CD59/CFB/CFH/CLU/IGHG1/IGHG2/IGHV3-7/IGKV3-20/IGLC2/IGLC3/SERPING1,12,2.260181154642615e-4,REACTOME_COMPLEMENT_CASCADE
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,1.565945372731604e-6,2.260181154642615e-4,3.784070796460177,10,10,Reactome,Inf,C4,Scavenging Of Heme From Plasma,ALB/HBA1/HBB/HP/IGHA1/IGHV3-7/IGKV3-20/IGLC2/IGLC3/JCHAIN,10,2.260181154642615e-4,REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA
REACTOME_GLUCOSE_METABOLISM,4.621779392901285e-6,5.00307619281564e-4,2.567762326169406,19,28,Reactome,6.047212047212048,C4,Glucose Metabolism,ALDOA/BPGM/ENO1/ENO2/ENO3/FBP1/FBP2/GAPDH/GAPDHS/GPI/NUP133/PFKM/PGAM1/PGAM2/PGK1/PKM/PPP2CA/SLC37A4/TPI1,19,5.00307619281564e-4,REACTOME_GLUCOSE_METABOLISM
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,6.7336341276476634e-6,5.831327154542876e-4,1.9476834981780322,35,68,Reactome,3.0817610062893084,C4,Metabolism Of Carbohydrates And Carbohydrate Derivatives,AGL/ALDH1A1/ALDOA/BPGM/CHP1/DCN/ENO1/ENO2/ENO3/FBP1/FBP2/GAPDH/GAPDHS/GPC1/GPI/NUP133/PFKM/PGAM1/PGAM2/PGD/PGK1/PGM1/PHKA1/PHKB/PHKG1/PKM/PPP2CA/PRELP/PRPS1/RBKS/SLC37A4/TALDO1/TKT/TPI1/VCAN,35,5.831327154542876e-4,REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES
REACTOME_PLATELET_HOMEOSTASIS,5.9873598696446e-5,0.004029642717592652,2.732940019665683,13,18,Reactome,7.385507246376812,C4,Platelet Homeostasis,ATP2A1/ATP2A3/ATP2B1/ATP2B4/GNAS/GNB1/GNB2/PAFAH2/PPP2CA/PPP2R5A/PRKG1/SRI/STIM1,13,0.004029642717592652,REACTOME_PLATELET_HOMEOSTASIS
REACTOME_NEUTROPHIL_DEGRANULATION,6.514433954537775e-5,0.004029642717592652,1.5045100757010341,66,166,Reactome,1.948256513026052,C4,Neutrophil Degranulation,AGL/ALAD/ALDOA/AMPD3/APEH/ARPC5/C3/CAT/CD47/CD59/CPNE1/CPPED1/CSTB/CTSD/DPP7/FABP5/FTH1/GPI/GSTP1/HBB/HEBP2/HMGB1/HP/HUWE1/IDH1/IQGAP1/KRT1/LAMP2/LRG1/LTA4H/NIT2/NPC2/ORM1/PAFAH1B2/PDXK/PGAM1/PGM1/PGRMC1/PKM/PPBP/PRDX4/PRDX6/PSAP/PSMA2/PSMA5/PSMB1/PSMB7/PSMD1/PSMD2/PSMD7/RAB14/RAC1/RAP1A/RAP1B/RHOA/S100A8/S100A9/SERPINA1/SERPINA3/SERPINB6/SLC44A2/STOM/TOM1/TTR/UBR4/XRCC5,66,0.004029642717592652,REACTOME_NEUTROPHIL_DEGRANULATION
