gene,uniprot_id,set,t_source,t_training_old,logFC_Aging,logFC_Training_Old,pi_score_Aging
HADHA,P40939,aging_up,5.105071925195349,-0.9155038571892036,0.48754666513210054,-0.07557685905853262,0.00214992284426517
CRAT,P43155,aging_up,4.338676996588242,-0.48342308192128336,0.4522742118593399,-0.04355983485188375,0.01172001955387688
GALK1,P51570,aging_up,3.112215514531627,-1.4678067098382714,0.5193958883230074,-0.18744684927731825,0.04864231593799351
ALDH5A1,P51649,aging_up,4.434618857566426,-0.7120472201229296,0.5398397154491974,-0.0749258473804062,0.00413280586386588
SUOX,P51687,aging_up,4.150924095652473,-1.6465589381767405,0.536850106551185,-0.18407714422775,0.0072260586698232
ARHGDIB,P52566,aging_up,4.447824287925398,-1.0801094220043983,0.7404529024174451,-0.15074651073458867,5.609120279292321e-4
HADHB,P55084,aging_up,4.746641170261914,-1.4382934384616235,0.4145426633716518,-0.1085787071700679,0.00930785300802816
CDC42,P60953,aging_up,3.816889449757318,-0.8731117312451412,0.42948056315422534,-0.0849215850177103,0.03130970021753371
YWHAZ,P63104,aging_up,4.417463380895999,-0.4755917093159121,0.3900010340009672,-0.0362945495834488,0.01941350692675116
ALDH6A1,Q02252,aging_up,4.155703062324236,-3.2777076706944603,0.7770145063389222,-0.5220107396191764,7.959733066385353e-4
SELENBP1,Q13228,aging_up,4.663610966694813,-2.2639751752255837,0.6002371774004871,-0.2518758750385466,0.0013712210800398
ASAH1,Q13510,aging_up,3.344769327827166,-0.7211615931605715,0.4617124868808915,-0.08333265748916929,0.04906844025906397
IDI1,Q13907,aging_up,5.551465035243322,-2.568973532704517,0.8829463315086947,-0.3420556118716398,3.5764514689027293e-6
FXN,Q16595,aging_up,4.530026316105932,-1.236971431008566,0.6281671162762308,-0.1461028690459969,0.00137990387980424
TST,Q16762,aging_up,3.431174966278432,-1.4729106523126447,0.46579585067797424,-0.17283969427642276,0.04141333637236831
COQ5,Q5HYK3,aging_up,3.977012532518892,-0.5490393145531622,0.6020847595061376,-0.07184862375989098,0.00565551371068786
IBA57,Q5T440,aging_up,3.0465564683905315,-0.6258326616904336,0.6615644486765468,-0.10427598464870158,0.02443326339373279
NXN,Q6DKJ4,aging_up,5.030433687201374,-0.5562821330797595,0.5979287479073712,-0.05528908566091317,6.785606035352836e-4
LAMTOR1,Q6IAA8,aging_up,3.8294897558163608,-0.00702858288280138,0.5545289853203119,-7.115025374293538e-4,0.01310436133511961
MAVS,Q7Z434,aging_up,3.844861202008775,-1.948279481305095,0.3722993214226306,-0.16307116366139596,0.04798652785688087
DCXR,Q7Z4W1,aging_up,4.794463509002073,-1.0655018326113048,0.7197588937673807,-0.1382660509364868,2.6249734504947065e-4
MDP1,Q86V88,aging_up,3.4688860503038574,-0.9332373553818952,0.6079637880071118,-0.11168221241286602,0.01643541732881204
NAXD,Q8IW45,aging_up,4.943674591637723,-1.3335177052234335,0.6605139422495014,-0.15400869277357643,3.608556571878364e-4
GPD1L,Q8N335,aging_up,5.0244644063199555,-2.398628751366424,0.34791930286003847,-0.1435708002320375,0.01385398146827977
GPT2,Q8TD30,aging_up,2.65901742676608,-2.823724564601974,1.677160554764738,-0.5920768864234756,7.066635828224694e-4
SLC25A46,Q96AG3,aging_up,4.278353119693081,-0.42751913117374674,0.9450169371669794,-0.05125960874468305,2.454676879275671e-4
OTUB1,Q96FW1,aging_up,6.66615642719366,-1.839665981190823,0.5200491437339103,-0.12224538275608764,6.401007479366329e-5
MCEE,Q96PE7,aging_up,2.6719250542714508,-0.6759752440224681,0.8364875557784899,-0.13212257140374817,0.02343340132081418
PLIN4,Q96Q06,aging_up,4.675817430180129,-2.4885267937084854,0.6245355873363607,-0.2873136778430023,0.00102164871358
MCCC1,Q96RQ3,aging_up,3.7080925559272697,-1.0024112954802378,0.6327934970554594,-0.13829821609847315,0.00808278065954185
PLIN2,Q99541,aging_up,4.039592598437914,-2.000885393440631,1.1244187421772909,-0.42543990872978554,6.3143140032699e-5
COQ7,Q99807,aging_up,4.465961096260173,-1.7067637315072957,0.37716239214328695,-0.12459516430780936,0.02072400605115355
MICU1,Q9BPX6,aging_up,3.0634724793843677,-0.473675938452018,0.7041384024202664,-0.08319413046148227,0.01850241283795359
COPS7B,Q9H9Q2,aging_up,2.6837204415127447,-2.22491111535229,1.011230880060053,-0.45623055489442343,0.01235082477961835
PHPT1,Q9NRX4,aging_up,4.47242436614967,-1.888935356853572,0.45000059923431834,-0.16428636423023946,0.00970256629838636
PNPO,Q9NVS9,aging_up,3.732697722064615,-1.2767631205119452,0.6646878362339663,-0.20028473891984433,0.0058144148334503
CTSZ,Q9UBR2,aging_up,6.176703570191591,-0.06706408484079854,1.047544116567888,-0.00894259637973604,5.4193069715839984e-8
EPDR1,Q9UM22,aging_up,4.592353947963754,-0.6806302505201384,0.7306479163267703,-0.0906512724886035,4.2162678142902655e-4
RNF114,Q9Y508,aging_up,4.26031066716261,-2.074346141173737,0.4890400059665048,-0.20559998684691297,0.00948691987055509
FSD2,A1L4K1,aging_down,-4.119779556681952,1.0823411494183166,-0.6158720999106144,0.13004169643624763,0.00396944504493662
PSMD14,O00487,aging_down,-4.288847906644359,0.7260009718820011,-0.3392654829918271,0.04964214843942827,0.03775464505078919
HAT1,O14929,aging_down,-2.919021754234853,1.7350896802600724,-1.6440680777592398,0.7980587631500065,1.9351488682827563e-4
ACTN4,O43707,aging_down,-3.7269213132016104,0.8859332551720905,-1.7874272059078464,0.36727678652897566,9.26127369136378e-7
NARS1,O43776,aging_down,-3.653838755312288,0.15589640611777847,-0.43831162839942905,0.01567831603263414,0.03765640121216015
SPAG9,O60271,aging_down,-3.678535597696333,1.189449561212418,-0.6155611086465331,0.15717490582213678,0.00983924477009364
FLNB,O75369,aging_down,-4.135378357622236,1.5296352221987648,-0.8128176276121373,0.2598843179544943,5.984090073723849e-4
BANF1,O75531,aging_down,-3.1003533844009157,1.2886149677338752,-0.5676526449411767,0.2039430802686013,0.03630838413224881
SCO1,O75880,aging_down,-3.187188367089711,1.7615780585913046,-0.6167456372969617,0.2724512172903353,0.02610866348095912
DCTN3,O75935,aging_down,-2.783715458769256,1.9555050630881352,-0.6514239261863111,0.2866968173127056,0.04550036401302258
MT-CO1,P00395,aging_down,-3.0555820641985725,1.443750471756084,-0.7503900392674758,0.2849621322417306,0.01416090384630736
COL3A1,P02461,aging_down,-2.1671113073031782,0.8957670488830841,-0.9727449280550716,0.34774707627468615,0.03757197786111178
MT-ND2,P03891,aging_down,-3.5329562715021554,0.7737327507238168,-0.7999415217690604,0.1426121020831843,0.00368149893623168
MYL1,P05976,aging_down,-2.7600082710718556,1.3890262543737089,-0.8969718374682252,0.3902053450472458,0.01254815887956335
TPM2,P07951,aging_down,-3.0009325578599553,0.826128056459275,-1.075911338059953,0.25602475312403783,0.00254068447007178
VIM,P08670,aging_down,-3.5329226963380713,0.969312120890622,-0.7762735611224691,0.1841020562165845,0.00387619504357364
ENO2,P09104,aging_down,-3.542380345311763,1.4837935334948336,-0.4861076394622472,0.17600502463770695,0.03044819882666985
TPM1,P09493,aging_down,-3.535681775128638,0.931109833752544,-1.2860653216220967,0.2927555295451931,9.995981464673448e-5
UCHL1,P09936,aging_down,-2.9307698294625917,0.5429118424570099,-0.7715708853347607,0.12354858331945096,0.01606290652586081
THRB,P10828,aging_down,-3.9663073103273185,0.723946303958907,-1.6850423940594863,0.27022731879128514,5.572563298657478e-7
ACTN1,P12814,aging_down,-3.5469708131103346,0.7606426678304544,-2.070159193095801,0.38374360180347367,3.3808826221393133e-7
DES,P17661,aging_down,-4.747851404419444,0.752844857965233,-1.53233978124031,0.21002828314075472,3.0833258166010145e-8
FLT1,P17948,aging_down,-2.020185080722249,0.09878209986746957,-1.0202323788536098,0.04244671916208986,0.0452056040235299
RPL17,P18621,aging_down,-3.2558587219184667,1.1163217593880492,-0.4766915557207838,0.1412783560301314,0.0495948964289889
TYMP,P19971,aging_down,-3.394156550112577,1.1220740642861655,-0.4968300483717023,0.13127410885350344,0.03804083292003619
CAPN3,P20807,aging_down,-3.4577566824364845,0.881514826280017,-0.5178410828913975,0.1159925562650983,0.02792893134981478
CAST,P20810,aging_down,-3.7174860756311183,1.792606877043725,-0.45653925270027074,0.1902953459227561,0.02917658918959625
FLNA,P21333,aging_down,-3.2574520389768113,1.6920443422151314,-0.5971549027347187,0.2681236036535175,0.02314854594201169
EEF1G,P26641,aging_down,-4.3107448203825784,2.5784710064537855,-0.3189655082072562,0.1649179756999466,0.04483173334996671
RPL22,P35268,aging_down,-3.692887332866154,2.9030500569071513,-0.5654295895612549,0.38422120870515286,0.01313443495702631
ACTN2,P35609,aging_down,-3.4957503280801676,1.0057527040173218,-1.9872095944977597,0.4942069091144923,8.453689430465427e-7
RPL35,P42766,aging_down,-2.9509743988505663,1.442645581205755,-0.5767398655005778,0.24345175861969184,0.0442444653523449
TNNT3,P45378,aging_down,-3.2461112841658144,0.9689643341107947,-1.1182638063247587,0.28853798305533473,8.991799982091797e-4
RPS10,P46783,aging_down,-4.341683272203794,1.7144367710864776,-0.7644880729719823,0.2609446422573747,5.399964662391002e-4
GCLM,P48507,aging_down,-3.3957297410127865,0.784945039760865,-0.7105138915693736,0.13470164714452437,0.00866589754003352
TNNI2,P48788,aging_down,-3.587819928377488,0.9201802377016578,-1.2030886627019264,0.26671917173553084,1.4855460718827336e-4
PSMD7,P51665,aging_down,-5.944741911479319,1.9706174313322429,-0.6217983409112691,0.1781694379029517,5.417237882559833e-5
CAPZA1,P52907,aging_down,-3.2921125459050353,0.6345148330738,-0.6419222010980015,0.10694582546428322,0.016323183686405
RPS3A,P61247,aging_down,-3.5259140162863383,2.584265426783818,-0.42349947974065216,0.2683073790193333,0.04879716614539497
RPL27,P61353,aging_down,-3.28958472139424,0.0999183531965917,-1.0883025188694582,0.02339856390743833,0.00155851496613089
RPS7,P62081,aging_down,-6.3890610547624345,1.711922497093613,-1.2056736945199091,0.2792474576451731,7.033959288059081e-10
RPS23,P62266,aging_down,-3.760424700976876,0.5609819596582997,-0.6403977697656522,0.08137413991184772,0.00647666982516046
RPL23A,P62750,aging_down,-3.78331763690397,1.9084477792645225,-0.5823725360063108,0.25393507796478687,0.0097253917764084
RPS24,P62847,aging_down,-3.0180349511314506,0.2260872044317433,-0.556206855411638,0.03604842631169802,0.04505651796857559
RPL38,P63173,aging_down,-3.5545606998825505,1.0643362651781283,-0.4930399949987603,0.12380735521901798,0.03040191931468256
RPL24,P83731,aging_down,-4.35852882481262,2.809297089395145,-0.6620575709832046,0.3749298123812856,0.00145898227449356
RBM3,P98179,aging_down,-2.605774363686292,0.14517747850528848,-0.6776310069769416,0.03208801270617911,0.04887673931199447
SLC25A11,Q02978,aging_down,-4.182244203864661,0.3430186401289291,-0.633662859408453,0.04492425887710993,0.00277520037792207
ARHGAP1,Q07960,aging_down,-3.9371007585127167,3.588740434312179,-0.5974114915293036,0.4719598051459464,0.00671080196699072
MYBPH,Q13203,aging_down,-4.048599531159535,3.430723706145804,-2.271898714197917,1.718838301443558,2.6770300754845932e-9
SNTA1,Q13424,aging_down,-3.956002500564354,0.5565334594189698,-0.5402390370676002,0.06569540894861348,0.00999551429431299
SQSTM1,Q13501,aging_down,-5.163797812611867,1.0308869139993235,-0.6882590885159292,0.11703569934204872,1.5070825395958957e-4
FLNC,Q14315,aging_down,-3.836690139897675,1.19348094896113,-0.7714671860683282,0.20743907099460657,0.00188822767336949
MYBPC2,Q14324,aging_down,-2.572400762427781,0.33974675776876295,-0.973830099508504,0.11117681304812166,0.01402603020904583
CAPRIN1,Q14444,aging_down,-3.1095332503265163,1.2876093340137034,-0.903114418888716,0.2797254917673371,0.00596636034149715
EMC2,Q15006,aging_down,-3.9379529430935705,0.969308792464546,-0.712040340792063,0.14424537973943607,0.00253605690556572
PPP1R3A,Q16821,aging_down,-4.1005858053745685,1.7548311517446515,-0.4884442234622064,0.18068360404971529,0.01225529773110277
KLHL40,Q2TBA0,aging_down,-3.786559097692583,1.4015878355246247,-1.0504357476035793,0.33609295463417865,2.3223536430980743e-4
DDI2,Q5TDH0,aging_down,-3.705248017669962,0.5176499269005808,-1.180971964413068,0.14261749261949674,1.121061136332499e-4
MICOS10,Q5TGZ0,aging_down,-5.531967543994941,0.8072077137157226,-1.3223525386158848,0.16032768998704228,3.5078263540896836e-8
OBSCN,Q5VST9,aging_down,-5.788154280018682,0.28718642397545413,-1.0543244876057545,0.04521811316581292,1.106560252919887e-7
LMOD2,Q6P5Q4,aging_down,-4.532596206964192,0.3240917779128414,-2.3470249931585663,0.1554108427017411,3.8316722626990094e-11
XIRP1,Q702N8,aging_down,-2.6606413665136346,1.797784560148474,-0.7422474218524826,0.4335251932951394,0.03256389673789655
BZW1,Q7L1Q6,aging_down,-4.359290301154844,0.1885587887327457,-1.014361048598868,0.03789756704892255,4.5959322966177346e-5
NRAP,Q86VF7,aging_down,-3.497782728992601,1.4718391479601398,-0.915831346351041,0.33311743267722704,0.00158005887902837
CARM1,Q86X55,aging_down,-3.768716429891698,1.8743254427844829,-0.8573787250939553,0.4088767459508098,0.00134741462739367
MUSTN1,Q8IVN3,aging_down,-3.704134415581494,2.448156732797651,-1.3511718766911898,0.7719290997257886,3.0367957041618097e-5
PREX1,Q8TCU6,aging_down,-3.7466805807904064,2.5756624950891176,-0.8509082126012082,0.4451651030862944,0.00203041058239806
TTN,Q8WZ42,aging_down,-5.353832236068155,0.06881267117164566,-1.7289284624647046,0.01920856925481118,6.914524649692423e-11
CELF1,Q92879,aging_down,-3.581451744598689,0.4887280310508545,-0.631331591239114,0.06832951515328745,0.01104007999418259
PYURF,Q96I23,aging_down,-3.1140794885548293,0.6567720270214816,-0.8543387462406038,0.138250598089396,0.00769881030830292
TMX3,Q96JJ7,aging_down,-2.186091472060276,0.6131250071262779,-1.3485419408419652,0.15305107586482336,0.01231339304423797
EIF3C,Q99613,aging_down,-4.10874457167631,1.593359765806959,-0.4867190736267304,0.16315387932630543,0.01228051714646935
MGST2,Q99735,aging_down,-3.256139212446312,0.542255814304583,-0.6479493578231441,0.09470199555942216,0.01766277061348491
MRPL9,Q9BYD2,aging_down,-2.9589180721495167,1.1434748239816566,-0.8953046703518055,0.3122314304395992,0.00887173897492062
TRIM54,Q9BYV2,aging_down,-3.81653954826031,0.6668513186394158,-0.5720128030544345,0.08629859654837446,0.00999337585258901
LRMDA,Q9H2I8,aging_down,-3.85340016113667,0.05227685090381372,-0.5937950660571047,0.00696331797324845,0.00774851841199602
SYNPO2L,Q9H987,aging_down,-5.5178568029234425,0.31085162224920243,-1.872302048098632,0.08814225345645355,4.166314910524986e-12
MYOZ1,Q9NP98,aging_down,-3.1955270509485874,0.16504211655384898,-1.7906937944585444,0.07994438213400556,1.735921185412696e-5
MARCHF5,Q9NX47,aging_down,-3.370823106540098,0.6860599445156665,-0.6027959495634789,0.094277424810425,0.01895644102680025
MYOF,Q9NZM1,aging_down,-5.071415350135518,0.3941399418933047,-0.8997114152039565,0.06044200098475372,1.337105596479747e-5
TMOD4,Q9NZQ9,aging_down,-2.8570463941886604,0.7794152689708008,-1.0178488725744437,0.243686328045559,0.00537950539282785
MYH2,Q9UKX2,aging_down,-2.928157534475436,1.549096590392981,-1.0225423098354618,0.4676055772566414,0.00422181479361312
SYNPO2,Q9UMS6,aging_down,-4.17243331025591,0.237750280426885,-0.7730945698962834,0.03807839129202151,7.7982955664036e-4
PTRH2,Q9Y3E5,aging_down,-3.4921514716488,2.290376226889652,-1.1116745118082036,0.6267222136950501,9.29610416191389e-4
CLIC4,Q9Y696,aging_down,-3.9525244483924458,1.8366464148070905,-0.6363574806532597,0.2513024590184223,0.0045154174620707
