gene,pathway_label,pathway_padj,pathway_db,primary_contrast,display_logFC
RPS3A,Translation Init.,1.2763083035352763e-5,KEGG,Aging,-0.42349947974065216
RPS7,Translation Init.,1.2763083035352763e-5,KEGG,Aging,-1.2056736945199091
ACTN2,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.9872095944977597
ACTN3,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-2.1209979469089255
COL3A1,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-0.9727449280550716
DES,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.53233978124031
MYBPH,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-2.271898714197917
MYH1,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-0.9636179439694672
MYH2,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.0225423098354618
MYH3,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.417868592079948
MYL1,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-0.8969718374682252
MYLK,Myogenesis,1.5943181824993002e-4,Hallmark,Training_Old,-0.7394640726594659
MYOM1,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-0.7088567378618826
MYOM2,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-0.6941975547723018
MYOZ1,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.7906937944585444
PVALB,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.3308114301052711
SPEG,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-0.8056798359236623
SYNGR2,Myogenesis,1.5943181824993002e-4,Hallmark,Training_Old,-0.4793130727451391
TNNI2,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.2030886627019264
TNNT3,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.1182638063247587
TPM2,Myogenesis,1.5943181824993002e-4,Hallmark,Aging,-1.075911338059953
EEF1G,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.3189655082072562
RPL17,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.4766915557207838
RPL22,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.5654295895612549
RPL23A,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.5823725360063108
RPL24,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.6620575709832046
RPL27,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-1.0883025188694582
RPL27A,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.6982301767351551
RPL34,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-1.0217571165058563
RPL35,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.5767398655005778
RPL35A,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.6944642130070804
RPL38,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.4930399949987603
RPS10,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.7644880729719823
RPS23,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.6403977697656522
RPS24,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.556206855411638
RPS27A,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.9084085497652588
RPS3A,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-0.42349947974065216
RPS7,Eukaryotic Translation Elo..,2.0596466053684605e-4,Reactome,Aging,-1.2056736945199091
ACTN3,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-2.1209979469089255
DES,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.53233978124031
FLNA,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-0.5971549027347187
HMOX1,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-0.9460623759371636
LMOD2,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-2.3470249931585663
MYBPH,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-2.271898714197917
MYH1,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-0.9636179439694672
MYH2,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.0225423098354618
MYH3,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.417868592079948
MYL1,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-0.8969718374682252
MYLK,Muscle System Process,3.162084535132101e-4,GO:BP,Training_Old,-0.7394640726594659
MYOF,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-0.8997114152039565
MYOM2,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-0.6941975547723018
MYOZ1,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.7906937944585444
PDLIM5,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-0.5572364767614921
SNTA1,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-0.5402390370676002
SYNM,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.0625487422153732
TMOD4,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.0178488725744437
TNNI2,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.2030886627019264
TNNT3,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.1182638063247587
TPM1,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.2860653216220967
TPM2,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.075911338059953
TTN,Muscle System Process,3.162084535132101e-4,GO:BP,Aging,-1.7289284624647046
ACTN2,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.9872095944977597
ACTN3,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-2.1209979469089255
DES,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.53233978124031
MYBPC2,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-0.973830099508504
MYH3,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.417868592079948
MYL1,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-0.8969718374682252
MYLK,Muscle Contraction,4.876888715051844e-4,Reactome,Training_Old,-0.7394640726594659
NEB,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.507445658973733
TMOD4,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.0178488725744437
TNNI2,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.2030886627019264
TNNT3,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.1182638063247587
TPM1,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.2860653216220967
TPM2,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.075911338059953
TTN,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-1.7289284624647046
VIM,Muscle Contraction,4.876888715051844e-4,Reactome,Aging,-0.7762735611224691
ACADM,Fatty Acid Beta Oxidation,0.003343578805802894,GO:BP,Aging,0.6050825235775825
ACAT1,Fatty Acid Beta Oxidation,0.003343578805802894,GO:BP,Aging,0.4399128216368453
CRAT,Fatty Acid Beta Oxidation,0.003343578805802894,GO:BP,Aging,0.4522742118593399
ECHS1,Fatty Acid Beta Oxidation,0.003343578805802894,GO:BP,Aging,0.46968012454565766
ETFA,Fatty Acid Beta Oxidation,0.003343578805802894,GO:BP,Aging,0.4735317385447466
ETFB,Fatty Acid Beta Oxidation,0.003343578805802894,GO:BP,Aging,0.5466300848199843
HADHA,Fatty Acid Beta Oxidation,0.003343578805802894,GO:BP,Aging,0.48754666513210054
HADHB,Fatty Acid Beta Oxidation,0.003343578805802894,GO:BP,Aging,0.4145426633716518
ACTN1,Cell Cell Communication,0.007142103670662007,Reactome,Aging,-2.070159193095801
ACTN2,Cell Cell Communication,0.007142103670662007,Reactome,Aging,-1.9872095944977597
ACTN3,Cell Cell Communication,0.007142103670662007,Reactome,Aging,-2.1209979469089255
ACTN4,Cell Cell Communication,0.007142103670662007,Reactome,Aging,-1.7874272059078464
CD151,Cell Cell Communication,0.007142103670662007,Reactome,Aging,-0.6429031075019438
FLNA,Cell Cell Communication,0.007142103670662007,Reactome,Aging,-0.5971549027347187
FLNC,Cell Cell Communication,0.007142103670662007,Reactome,Aging,-0.7714671860683282
PLEC,Cell Cell Communication,0.007142103670662007,Reactome,Aging,-0.966656336687148
ACAT1,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.4399128216368453
ALDH4A1,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.4207698832575524
ALDH5A1,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.5398397154491974
ALDH6A1,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.7770145063389222
DDAH2,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.4741440713629643
ECHS1,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.46968012454565766
ETFA,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.4735317385447466
ETFB,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.5466300848199843
GPT2,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,1.677160554764738
HMGCL,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.6641485994380645
MCCC1,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.6327934970554594
MPST,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.433731740226019
PCCB,Amino Acid Metabolic Process,0.008475460228087867,GO:BP,Aging,0.5023748742490532
EIF3C,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.4867190736267304
RPL17,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.4766915557207838
RPL22,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.5654295895612549
RPL23A,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.5823725360063108
RPL24,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.6620575709832046
RPL27,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-1.0883025188694582
RPL27A,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.6982301767351551
RPL34,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-1.0217571165058563
RPL35,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.5767398655005778
RPL35A,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.6944642130070804
RPL38,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.4930399949987603
RPS10,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.7644880729719823
RPS23,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.6403977697656522
RPS24,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.556206855411638
RPS27A,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.9084085497652588
RPS3A,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-0.42349947974065216
RPS7,Cytoplasmic Translation,0.02733627082507216,GO:BP,Aging,-1.2056736945199091
ACTN4,Actin Movement,0.030739981667483172,GO:BP,Aging,-1.7874272059078464
FLNA,Actin Movement,0.030739981667483172,GO:BP,Aging,-0.5971549027347187
MYH2,Actin Movement,0.030739981667483172,GO:BP,Aging,-1.0225423098354618
MYH3,Actin Movement,0.030739981667483172,GO:BP,Aging,-1.417868592079948
MYL1,Actin Movement,0.030739981667483172,GO:BP,Aging,-0.8969718374682252
SNTA1,Actin Movement,0.030739981667483172,GO:BP,Aging,-0.5402390370676002
SYNE2,Actin Movement,0.030739981667483172,GO:BP,Training_Old,-0.4309045765001507
TPM1,Actin Movement,0.030739981667483172,GO:BP,Aging,-1.2860653216220967
TTN,Actin Movement,0.030739981667483172,GO:BP,Aging,-1.7289284624647046
CLIC4,Sensory System Development,0.03670935823766049,GO:BP,Aging,-0.6363574806532597
CRYBG3,Sensory System Development,0.03670935823766049,GO:BP,Aging,-1.1896306897536633
FLT1,Sensory System Development,0.03670935823766049,GO:BP,Aging,-1.0202323788536098
MYOM1,Sensory System Development,0.03670935823766049,GO:BP,Aging,-0.7088567378618826
MYOM2,Sensory System Development,0.03670935823766049,GO:BP,Aging,-0.6941975547723018
RPL24,Sensory System Development,0.03670935823766049,GO:BP,Aging,-0.6620575709832046
THRB,Sensory System Development,0.03670935823766049,GO:BP,Aging,-1.6850423940594863
VIM,Sensory System Development,0.03670935823766049,GO:BP,Aging,-0.7762735611224691
ACADM,Mitochondrial Fatty Acid B..,0.04908769138650062,Reactome,Aging,0.6050825235775825
ECHS1,Mitochondrial Fatty Acid B..,0.04908769138650062,Reactome,Aging,0.46968012454565766
HADHA,Mitochondrial Fatty Acid B..,0.04908769138650062,Reactome,Aging,0.48754666513210054
HADHB,Mitochondrial Fatty Acid B..,0.04908769138650062,Reactome,Aging,0.4145426633716518
MCEE,Mitochondrial Fatty Acid B..,0.04908769138650062,Reactome,Aging,0.8364875557784899
PCCB,Mitochondrial Fatty Acid B..,0.04908769138650062,Reactome,Aging,0.5023748742490532
